Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-3547646	-3547673	26.85719	0.00215969	0.00187041	0.0209825	0.00427321	0.0989109	0.0339203	0.0116854	0.0887302	0.0505221	0.00856629	0.161063	0.00385901	0.0019219	0.0176265	0.633322	0.0154689	0.0130354	0.00547419	0.00511913	0.00822351	0.0272829	0.111543	0.00768701	0.00578557	0.00658868	0.0187581	0.00904774	0.00682564	1.41166e-05	0.273205	0	0.229557	0.228068	0	0.26917	0.273205	0.229557	0.228068	0.26917	0.280729	0.219502	0.2188	0.28097	1.380267
110	-3547610	-3547637	26.71326	0.00215969	0.00184529	0.0210291	0.00438115	0.0989109	0.0339203	0.0116854	0.0887302	0.0503306	0.00829599	0.161063	0.00385901	0.00189381	0.0174281	0.648155	0.0152351	0.0130354	0.00547419	0.00526257	0.00822351	0.0272829	0.111543	0.00768701	0.00569305	0.00668525	0.0189544	0.00904774	0.00682564	2.42351e-05	0.273205	0	0.229557	0.228068	0	0.26917	0.273205	0.229557	0.228068	0.26917	0.280729	0.219502	0.2188	0.28097	1.394661
120	-3547577	-3547603	26.70455	0.00215969	0.00187994	0.0207037	0.00438115	0.0997499	0.0339203	0.0116854	0.0887302	0.0503306	0.00829599	0.161063	0.00404789	0.00189381	0.0174281	0.648155	0.0152351	0.0130354	0.00547419	0.00529093	0.00822351	0.0272829	0.111543	0.00768701	0.00577712	0.00687305	0.0189544	0.00889393	0.00682564	1.11817e-05	0.272415	0	0.230257	0.227337	0	0.269991	0.272415	0.230257	0.227337	0.269991	0.27959	0.218612	0.217913	0.283885	1.395531
130	-3547576	-3547603	26.71195	0.00215969	0.00194553	0.0207037	0.00438115	0.0997499	0.0341689	0.0113396	0.0887302	0.0501633	0.00829599	0.161063	0.00404789	0.00179005	0.0173731	0.648155	0.0153597	0.0130354	0.00547419	0.00529093	0.00824952	0.0272829	0.111543	0.00768701	0.00577712	0.00687305	0.018411	0.00889393	0.00681798	2.93694e-05	0.272415	0	0.230257	0.227337	0	0.269991	0.272415	0.230257	0.227337	0.269991	0.27959	0.218612	0.217913	0.283885	1.394791
140	-3547547	-3547573	26.71302	0.00208204	0.00180904	0.0207037	0.00474678	0.0997499	0.0341689	0.0113396	0.0887302	0.050291	0.00829599	0.161063	0.00385763	0.00172071	0.0173731	0.648155	0.0153597	0.0130354	0.00547419	0.00529093	0.00843924	0.0272829	0.111543	0.00764388	0.00577712	0.00666865	0.018418	0.00889393	0.00675989	1.18767e-05	0.272415	0	0.230257	0.227337	0	0.269991	0.272415	0.230257	0.227337	0.269991	0.283688	0.217368	0.216673	0.282271	1.394684
150	-3547542	-3547569	26.70959	0.00218091	0.00191118	0.0207037	0.00474678	0.0997499	0.0341689	0.0113396	0.0887302	0.050291	0.00860267	0.161063	0.00385763	0.00171875	0.0173731	0.648155	0.0153597	0.0130354	0.00536932	0.00529093	0.00833058	0.0272829	0.111543	0.00764388	0.00577712	0.00666865	0.018418	0.00889393	0.00681647	6.04045e-06	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.395027
160	-3547541	-3547568	26.713	0.00216705	0.00186635	0.0207037	0.00442841	0.0997499	0.0341689	0.0113396	0.0887302	0.050291	0.00860267	0.161063	0.00381412	0.00176938	0.0173731	0.648155	0.0153597	0.0131259	0.00541549	0.00529093	0.00833058	0.0269046	0.111543	0.00776307	0.00577712	0.00666865	0.018418	0.00889393	0.00695117	2.26491e-05	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.394686
170	-3547539	-3547566	26.69033	0.00211079	0.00186635	0.0207037	0.00438369	0.0997499	0.0341689	0.0114529	0.0892654	0.050291	0.00860267	0.161351	0.00381412	0.0018483	0.0173731	0.648155	0.0153597	0.0133027	0.00541549	0.00529093	0.00833058	0.0273595	0.112051	0.00776307	0.00577712	0.00666865	0.018418	0.00909593	0.00695211	3.24527e-05	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.396953
180	-3547539	-3547565	26.68987	0.00211079	0.00186635	0.0207096	0.00438369	0.0997499	0.0341689	0.0114529	0.0892654	0.050291	0.00860267	0.161351	0.00381412	0.00176034	0.0176185	0.648155	0.0153597	0.0133027	0.00545061	0.00538416	0.00833058	0.0273595	0.112051	0.00765975	0.00577712	0.00666865	0.0186773	0.00880899	0.00685062	1.91732e-05	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.396999
190	-3547537	-3547564	26.68789	0.00214092	0.00189328	0.0207096	0.00455362	0.0997499	0.0341689	0.0114529	0.0892654	0.050316	0.00852989	0.161351	0.00381412	0.00189112	0.0176185	0.648155	0.0153597	0.01313	0.00545061	0.00538416	0.00822538	0.0273595	0.112051	0.00776557	0.00577712	0.00666865	0.0186773	0.00880899	0.00690281	2.7158e-05	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.397197
200	-3547544	-3547571	26.69485	0.00220319	0.00189328	0.0207477	0.00455362	0.0997499	0.0335305	0.0117164	0.0892654	0.050316	0.00838691	0.161351	0.00386175	0.00189112	0.0176185	0.648155	0.0153597	0.0128647	0.00545061	0.00502669	0.00822538	0.0273595	0.112051	0.00777216	0.00612684	0.00666865	0.0186773	0.00880899	0.00686238	7.99175e-06	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.396501
210	-3547542	-3547568	26.69123	0.00212453	0.00189328	0.0207477	0.00441792	0.0997378	0.0334556	0.011195	0.0892654	0.050316	0.00860989	0.161506	0.00378867	0.00182151	0.0177848	0.648155	0.0155585	0.0132886	0.00556833	0.00530209	0.00826101	0.0271536	0.112051	0.00772847	0.00611602	0.00666865	0.0186209	0.00894926	0.00674516	3.39092e-05	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.283688	0.217368	0.216673	0.282271	1.396864
220	-3547540	-3547567	26.6908	0.00207199	0.00189328	0.0210051	0.00454222	0.0997378	0.0334556	0.0117865	0.0888749	0.0501991	0.00868533	0.161506	0.00382608	0.00187011	0.0177848	0.648155	0.0155585	0.0131804	0.00555238	0.00530209	0.00826101	0.0271536	0.112051	0.00772847	0.0057385	0.00666865	0.0186209	0.00894926	0.00674516	3.07564e-06	0.272697	0	0.229459	0.227573	0	0.270271	0.272697	0.229459	0.227573	0.270271	0.282965	0.217588	0.216892	0.282556	1.396906
230	-3547539	-3547566	26.67685	0.00220126	0.00193607	0.0212541	0.00454222	0.0997378	0.0342474	0.0116895	0.089682	0.0501991	0.00829162	0.161506	0.00382608	0.00187011	0.0172611	0.648155	0.0153332	0.0133059	0.00562673	0.00530209	0.00826101	0.0276102	0.112051	0.00769116	0.00573601	0.00666865	0.0186209	0.00894926	0.00674516	1.19491e-06	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.283542	0.215991	0.217335	0.283132	1.398301
240	-3547543	-3547570	26.69653	0.00220126	0.00192532	0.0212541	0.00458675	0.0997378	0.0342474	0.0116895	0.089682	0.0501991	0.00831425	0.161506	0.00382958	0.00181917	0.0172611	0.646907	0.0154749	0.0133059	0.00553527	0.00530209	0.00793795	0.0276102	0.111938	0.00739389	0.00591811	0.00647773	0.0186548	0.00872027	0.00690053	2.78274e-06	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.283542	0.215991	0.217335	0.283132	1.396333
250	-3547546	-3547573	26.71005	0.00220126	0.00183034	0.0212541	0.00462607	0.100113	0.0342474	0.011605	0.0878321	0.0501991	0.00836699	0.161506	0.00376274	0.00183552	0.0177897	0.646907	0.0155907	0.0133175	0.00531348	0.00523171	0.00793795	0.0275459	0.111938	0.00739389	0.00598997	0.00661262	0.0186548	0.00872027	0.00663979	1.7861e-05	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.283542	0.215991	0.217335	0.283132	1.394981
260	-3547546	-3547573	26.70317	0.00214425	0.00193374	0.0209819	0.00462607	0.100113	0.0342474	0.0112398	0.0897553	0.0501991	0.00836699	0.161506	0.00379435	0.00191626	0.0177897	0.645404	0.0155907	0.0133175	0.00526718	0.00523171	0.00805422	0.0275459	0.111938	0.00739389	0.00580558	0.00683774	0.0185343	0.00926433	0.00684436	2.56766e-05	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.28344	0.216273	0.217256	0.28303	1.395669
270	-3547543	-3547570	26.70938	0.00215855	0.00183488	0.0209819	0.00459012	0.100113	0.0342474	0.0112398	0.0897553	0.0501991	0.00819423	0.161506	0.0038784	0.00176441	0.0175599	0.645404	0.0155907	0.0133175	0.00526718	0.00541181	0.00846252	0.0275459	0.111938	0.00740193	0.00577795	0.00660356	0.0185935	0.00902827	0.00667927	3.42096e-06	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.28344	0.216273	0.217256	0.28303	1.395048
280	-3547537	-3547564	26.72056	0.00226032	0.00182288	0.0209819	0.00457882	0.100113	0.0342474	0.0114711	0.0882902	0.0501991	0.00832804	0.161082	0.00374878	0.0018715	0.0175599	0.645404	0.0155125	0.0133175	0.00542462	0.00528155	0.00846252	0.0271823	0.112705	0.00740193	0.00577795	0.00660356	0.0185935	0.00902827	0.00667927	1.48509e-06	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.28344	0.216273	0.217256	0.28303	1.39393
290	-3547534	-3547560	26.72792	0.00225179	0.00180295	0.0209819	0.00457882	0.0989005	0.0342474	0.0114711	0.0882902	0.0502617	0.00832804	0.161082	0.00393178	0.00183266	0.0175599	0.645404	0.0155125	0.0132511	0.00550963	0.00528155	0.00793418	0.0271823	0.112705	0.00774551	0.00599434	0.00660356	0.0185935	0.00902827	0.00692818	1.25361e-06	0.271636	0	0.228845	0.226963	0	0.272556	0.271636	0.228845	0.226963	0.272556	0.283697	0.216469	0.216548	0.283286	1.393195
300	-3547523	-3547550	26.7228	0.00216018	0.00180295	0.0209819	0.00457882	0.0989005	0.0342474	0.0114711	0.0882902	0.0502617	0.00848268	0.161608	0.00393178	0.00184929	0.0175599	0.645404	0.0155853	0.0129601	0.00550963	0.00528155	0.00831356	0.0271823	0.112705	0.00750971	0.00599434	0.00660356	0.0185935	0.00900932	0.00692818	5.21959e-07	0.271008	0	0.228316	0.228749	0	0.271926	0.271008	0.228316	0.228749	0.271926	0.283697	0.216469	0.216548	0.283286	1.393707
310	-3547528	-3547554	26.70953	0.00212459	0.00184643	0.0209819	0.00457882	0.099026	0.0342474	0.0113439	0.0885092	0.0502617	0.00848268	0.162849	0.00393178	0.00175455	0.0175599	0.645404	0.0154669	0.0129601	0.00561631	0.00528155	0.00828989	0.0271823	0.112705	0.00759672	0.00606477	0.006564	0.0184136	0.0089855	0.00699507	1.04617e-05	0.271008	0	0.228316	0.228749	0	0.271926	0.271008	0.228316	0.228749	0.271926	0.283697	0.216469	0.216548	0.283286	1.395033
320	-3547527	-3547554	26.70443	0.00217807	0.00188663	0.0209819	0.00463276	0.099026	0.0342474	0.0113439	0.0885092	0.0506353	0.00848268	0.162849	0.00386291	0.00175355	0.0175599	0.645404	0.0154177	0.0129601	0.00561631	0.00528155	0.00837001	0.0271823	0.112705	0.00758543	0.00583608	0.00697775	0.0184136	0.009206	0.00662363	1.53975e-05	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283697	0.216469	0.216548	0.283286	1.395543
330	-3547531	-3547558	26.717	0.00217807	0.00188663	0.0209819	0.00463276	0.099026	0.0339015	0.0113439	0.0885092	0.0506353	0.00848268	0.162575	0.00377448	0.00175968	0.0175599	0.645404	0.0154177	0.0128987	0.00561631	0.00525285	0.00837001	0.0267999	0.112705	0.00758543	0.0060245	0.00697775	0.0181755	0.00915082	0.00662363	3.81127e-05	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283697	0.216469	0.216548	0.283286	1.394286
340	-3547521	-3547548	26.71147	0.00223836	0.00188663	0.0209819	0.00456639	0.099026	0.0342142	0.0113438	0.0890611	0.0506353	0.00848268	0.162575	0.00377448	0.00178336	0.0175599	0.645404	0.0154177	0.0128987	0.00561172	0.00525285	0.00819451	0.0273338	0.111873	0.0078777	0.00580522	0.0066892	0.0186268	0.00898035	0.00674011	5.24371e-06	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283553	0.216359	0.216438	0.28365	1.394839
350	-3547526	-3547553	26.72097	0.00224941	0.00183264	0.0209819	0.00454957	0.099026	0.0342142	0.0112911	0.0890611	0.050078	0.00848268	0.162575	0.00371312	0.00177571	0.017725	0.645404	0.0155504	0.0128987	0.00535574	0.00525285	0.00819451	0.0273338	0.111873	0.00777299	0.00580522	0.00681103	0.0186268	0.0088965	0.00653769	2.13488e-05	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283553	0.216359	0.216438	0.28365	1.393889
360	-3547535	-3547562	26.74118	0.00215037	0.00183525	0.0209819	0.00444842	0.099026	0.0342142	0.0112911	0.0890611	0.0495173	0.00808366	0.162575	0.00370376	0.00186017	0.0173172	0.645404	0.0151688	0.0128987	0.00537782	0.00525285	0.00819451	0.0273338	0.111873	0.00761098	0.00589271	0.00681103	0.0185376	0.0088965	0.00653769	1.37031e-05	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283553	0.216359	0.216438	0.28365	1.391868
370	-3547527	-3547554	26.72125	0.00223765	0.00183525	0.0209819	0.00444842	0.099026	0.0339837	0.0115922	0.0888338	0.0497349	0.00831784	0.162586	0.00385194	0.00186017	0.0176545	0.645404	0.0153559	0.0131974	0.00537782	0.00525285	0.00823425	0.0274522	0.111873	0.00763967	0.00589271	0.00681103	0.0190917	0.00860973	0.0067129	1.18936e-05	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283553	0.216359	0.216438	0.28365	1.393861
380	-3547527	-3547553	26.70405	0.00223765	0.00183525	0.0209819	0.00440437	0.099026	0.0338837	0.0115922	0.0888338	0.0505485	0.00844331	0.162586	0.00395845	0.00181826	0.0176545	0.645404	0.015551	0.0131974	0.00547692	0.00525285	0.00823425	0.0272138	0.112403	0.00755778	0.00600032	0.00681103	0.0190917	0.00860973	0.00696256	1.10974e-05	0.270732	0	0.228403	0.228836	0	0.272029	0.270732	0.228403	0.228836	0.272029	0.283553	0.216359	0.216438	0.28365	1.395581
390	-3547535	-3547561	26.71465	0.00223765	0.00184213	0.020629	0.00450683	0.099026	0.0338837	0.011711	0.0888338	0.0505485	0.00835244	0.162586	0.00395845	0.00176483	0.0173425	0.645404	0.015551	0.0128922	0.00547692	0.00514089	0.00823425	0.0272155	0.112403	0.00754821	0.00600032	0.00681103	0.0190917	0.00860973	0.00689856	2.13555e-05	0.270636	0	0.228433	0.228866	0	0.272065	0.270636	0.228433	0.228866	0.272065	0.283553	0.216359	0.216438	0.28365	1.394521
400	-3547532	-3547559	26.77096	0.00223765	0.00190013	0.020629	0.00459061	0.099026	0.0338837	0.0113618	0.0888338	0.0501067	0.00835244	0.161192	0.00380522	0.00188993	0.0173537	0.64244	0.015551	0.0129524	0.00526178	0.00522706	0.00821768	0.0272155	0.112403	0.00756483	0.00615586	0.0065971	0.0185449	0.00860973	0.00698055	5.82045e-06	0.270636	0	0.228433	0.228866	0	0.272065	0.270636	0.228433	0.228866	0.272065	0.283553	0.216359	0.216438	0.28365	1.388891
410	-3547529	-3547556	26.75219	0.00224603	0.00192123	0.0207176	0.00467386	0.099252	0.0342441	0.0113618	0.0888338	0.0501067	0.00869075	0.161192	0.00388625	0.00195456	0.0173537	0.64244	0.0153362	0.0131476	0.00560524	0.00515525	0.00821768	0.027633	0.112403	0.00756483	0.00585469	0.00681333	0.0182424	0.00902091	0.00689454	3.45386e-06	0.270865	0	0.228626	0.229059	0	0.27145	0.270865	0.228626	0.229059	0.27145	0.283553	0.216359	0.216438	0.28365	1.390767
420	-3547529	-3547556	26.73589	0.00230358	0.00184172	0.0207176	0.00467386	0.0995452	0.0338866	0.0115626	0.0888338	0.0501067	0.00837982	0.161192	0.00381965	0.00185996	0.0173537	0.644934	0.015078	0.01329	0.00559001	0.00516813	0.00804829	0.027633	0.111882	0.00756483	0.00595944	0.00652301	0.0189068	0.00902091	0.00671156	9.78505e-06	0.270865	0	0.228626	0.229059	0	0.27145	0.270865	0.228626	0.229059	0.27145	0.283553	0.216359	0.216438	0.28365	1.392397
430	-3547529	-3547556	26.69319	0.00223425	0.00183804	0.0211928	0.00432027	0.0995452	0.0342673	0.0115428	0.0887596	0.0503151	0.00837982	0.163752	0.00384561	0.00189353	0.0173537	0.644934	0.015561	0.0133994	0.00558008	0.00531187	0.00823002	0.0274608	0.111882	0.00762839	0.00603664	0.00664686	0.0188353	0.00897251	0.00691964	2.91151e-05	0.270865	0	0.228626	0.229059	0	0.27145	0.270865	0.228626	0.229059	0.27145	0.283553	0.216359	0.216438	0.28365	1.396667
440	-3547527	-3547554	26.71312	0.00218745	0.00194104	0.0206173	0.00443126	0.0995452	0.0342673	0.0115428	0.0887596	0.0503151	0.00837982	0.162426	0.00387358	0.00189353	0.0177139	0.644934	0.0154291	0.0133994	0.00531245	0.00529871	0.00811729	0.0274608	0.112217	0.00773561	0.00603664	0.00687434	0.0181996	0.00880111	0.00693617	2.78886e-05	0.270865	0	0.228626	0.229059	0	0.27145	0.270865	0.228626	0.229059	0.27145	0.283553	0.216359	0.216438	0.28365	1.394674
450	-3547523	-3547550	26.68467	0.00211209	0.00186417	0.0207746	0.0043165	0.0995452	0.0338798	0.0115702	0.0887596	0.0503151	0.00853715	0.162328	0.00381172	0.00183033	0.017619	0.648643	0.0153877	0.0130235	0.0054056	0.00517885	0.00801862	0.0275305	0.112782	0.00752335	0.00594635	0.00667398	0.0181996	0.00910221	0.00683368	6.88162e-06	0.270569	0	0.228719	0.229153	0	0.27156	0.270569	0.228719	0.229153	0.27156	0.283553	0.216359	0.216438	0.28365	1.397519
460	-3547523	-3547550	26.68058	0.0021289	0.00179338	0.0210445	0.00451066	0.0995452	0.0338394	0.0114193	0.0887596	0.0504623	0.00853715	0.162128	0.00372721	0.00181997	0.0173862	0.648643	0.0153877	0.0130235	0.00535001	0.00529825	0.00826158	0.0275942	0.112782	0.00754505	0.00594204	0.00668333	0.0181927	0.00928214	0.00683368	7.38632e-06	0.270499	0	0.229202	0.229474	0	0.270825	0.270499	0.229202	0.229474	0.270825	0.283553	0.216359	0.216438	0.28365	1.397928
470	-3547526	-3547552	26.67704	0.00231008	0.00191861	0.0210445	0.00440037	0.0995452	0.0338394	0.0115902	0.0887596	0.0505575	0.00853715	0.162128	0.00390743	0.00180243	0.0171675	0.648643	0.0155256	0.0130347	0.00551227	0.00511545	0.00811632	0.0275942	0.112782	0.00775249	0.00583703	0.00666537	0.0181927	0.00910502	0.0068705	2.74259e-05	0.270499	0	0.229202	0.229474	0	0.270825	0.270499	0.229202	0.229474	0.270825	0.283553	0.216359	0.216438	0.28365	1.398282
480	-3547524	-3547550	26.67605	0.00227093	0.00184791	0.0210445	0.00445574	0.0996785	0.0335573	0.0115902	0.0892249	0.0505575	0.00862857	0.162266	0.00385302	0.00180243	0.0171605	0.648643	0.0155256	0.0130347	0.00547838	0.00535048	0.00811797	0.0273161	0.112782	0.00772632	0.00583703	0.00674534	0.018071	0.00909548	0.00671305	7.15173e-06	0.270499	0	0.229202	0.229474	0	0.270825	0.270499	0.229202	0.229474	0.270825	0.283551	0.216358	0.216441	0.283649	1.398381
490	-3547530	-3547556	26.68701	0.00225929	0.00181237	0.0206444	0.00445574	0.0996785	0.0340636	0.0117682	0.0890375	0.0507706	0.00868388	0.162073	0.00384584	0.00186988	0.0171605	0.648643	0.0155256	0.0130444	0.005304	0.00519693	0.00807108	0.0273161	0.111345	0.00740079	0.00583703	0.00674414	0.0190071	0.00901128	0.00671305	3.57378e-06	0.270499	0	0.229202	0.229474	0	0.270825	0.270499	0.229202	0.229474	0.270825	0.283551	0.216358	0.216441	0.283649	1.397285
500	-3547523	-3547550	26.67727	0.0021322	0.001851	0.0206453	0.00447862	0.0996785	0.0340262	0.0116014	0.0890375	0.0507706	0.00850958	0.162073	0.00368375	0.00186371	0.0175455	0.648643	0.0155256	0.01293	0.00551543	0.00515113	0.00809276	0.0274415	0.112437	0.00755773	0.00602528	0.00674414	0.0184779	0.00909652	0.00671305	1.26503e-05	0.270499	0	0.229202	0.229474	0	0.270825	0.270499	0.229202	0.229474	0.270825	0.283551	0.216358	0.216441	0.283649	1.398259
