Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
30390	-3547531	-3547558	26.70228	0.0022188	0.00195329	0.0206458	0.00450607	0.0994259	0.0336704	0.0113994	0.0885066	0.0502209	0.00861255	0.161946	0.00368531	0.0019217	0.0172974	0.648027	0.0153734	0.0136066	0.00525779	0.00522658	0.00817468	0.0269629	0.112441	0.00742901	0.00604381	0.00673687	0.0185496	0.00889083	0.00702029	8.70988e-06	0.270802	0	0.229549	0.22893	0	0.270719	0.270802	0.229549	0.22893	0.270719	0.283405	0.216641	0.216771	0.283182	1.395758
30400	-3547530	-3547557	26.72349	0.0021888	0.00171643	0.0210653	0.00447321	0.0994259	0.0335362	0.0112649	0.089015	0.0506381	0.00838606	0.162981	0.00381581	0.00186913	0.0174826	0.64452	0.0158479	0.0130777	0.00553241	0.00518308	0.0081608	0.0268211	0.112549	0.00781475	0.00586605	0.00657026	0.0181351	0.00883446	0.00686038	5.6007e-06	0.270652	0	0.229422	0.229356	0	0.270569	0.270652	0.229422	0.229356	0.270569	0.283405	0.216641	0.216771	0.283182	1.393637
30410	-3547532	-3547558	26.68481	0.00229994	0.00186532	0.0207438	0.00448198	0.0998191	0.0337702	0.0116037	0.0897622	0.0503807	0.00840839	0.162136	0.00382482	0.00194347	0.0174742	0.646191	0.0155474	0.0132958	0.00569974	0.00525589	0.00806526	0.0275237	0.112399	0.00747649	0.00611422	0.00686097	0.0185897	0.00903763	0.00686038	7.46026e-05	0.27105	0	0.228961	0.229386	0	0.270604	0.27105	0.228961	0.229386	0.270604	0.283618	0.216074	0.216928	0.28338	1.397505
30420	-3547531	-3547558	26.71877	0.00216934	0.00175076	0.0208617	0.00450295	0.100083	0.0336864	0.0113983	0.0894176	0.0505762	0.00848514	0.160939	0.00363153	0.00173798	0.0172452	0.646123	0.0156129	0.0130484	0.00559134	0.00529607	0.00827572	0.0271868	0.112003	0.00756181	0.00583931	0.00667135	0.0184513	0.00911583	0.00684294	4.35508e-06	0.271661	0	0.229478	0.22797	0	0.270891	0.271661	0.229478	0.22797	0.270891	0.283618	0.216074	0.216928	0.28338	1.394109
30430	-3547527	-3547553	26.72379	0.00206919	0.00182923	0.0211325	0.00429957	0.0994913	0.0338304	0.0112909	0.088753	0.0506977	0.00836497	0.162284	0.00368972	0.00191753	0.0172035	0.644791	0.0151989	0.0131018	0.0055617	0.00526415	0.00813328	0.0273646	0.11252	0.00776168	0.00590261	0.00672232	0.0186803	0.00881771	0.00693091	3.8441e-06	0.271556	0	0.22875	0.229664	0	0.27003	0.271556	0.22875	0.229664	0.27003	0.283788	0.216203	0.216458	0.28355	1.393608
30440	-3547525	-3547552	26.7274	0.00213738	0.00189033	0.0209367	0.00458258	0.0998568	0.0335378	0.0114802	0.0886684	0.0508289	0.00857528	0.1614	0.003783	0.0019617	0.0173257	0.645138	0.0154637	0.0129384	0.00556592	0.00518742	0.00804752	0.0271632	0.112287	0.0074079	0.00599225	0.00669585	0.0185078	0.00898187	0.00689035	1.35845e-05	0.271447	0	0.229104	0.229528	0	0.269922	0.271447	0.229104	0.229528	0.269922	0.283788	0.216203	0.216458	0.28355	1.393246
30450	-3547527	-3547554	26.69988	0.00217863	0.0019837	0.0207448	0.00435489	0.0996864	0.033791	0.0114669	0.0891421	0.0503795	0.00832119	0.162182	0.0038028	0.00183788	0.0175225	0.646996	0.0153807	0.0132305	0.00539805	0.00532629	0.00794326	0.0276755	0.112308	0.00784339	0.00604847	0.00671436	0.0184054	0.00873106	0.00660032	2.52576e-06	0.271129	0	0.229791	0.229133	0	0.269947	0.271129	0.229791	0.229133	0.269947	0.283469	0.21596	0.217339	0.283232	1.395998
30460	-3547527	-3547553	26.74718	0.00223151	0.00190452	0.0207529	0.00449555	0.0989614	0.0338979	0.0113123	0.0895423	0.0501753	0.00853377	0.160478	0.0038355	0.00184716	0.0173551	0.644896	0.0151958	0.0129109	0.00531203	0.00519631	0.00826239	0.0273232	0.112336	0.00750323	0.00598271	0.00674445	0.0186207	0.00887393	0.00677293	1.44608e-05	0.270831	0	0.229539	0.228881	0	0.270748	0.270831	0.229539	0.228881	0.270748	0.283531	0.216007	0.21717	0.283293	1.391268
30470	-3547523	-3547549	26.70842	0.00221971	0.00180597	0.0208809	0.00446704	0.0986833	0.0335215	0.0112056	0.089253	0.0507676	0.00862749	0.161849	0.00386993	0.00178196	0.0174358	0.647094	0.0154532	0.0130682	0.00538928	0.00535456	0.00808369	0.0276535	0.111755	0.00775732	0.00596924	0.00664803	0.0186391	0.00904466	0.0068586	6.18679e-06	0.270831	0	0.229539	0.228881	0	0.270748	0.270831	0.229539	0.228881	0.270748	0.283857	0.216166	0.216476	0.283501	1.395144
30480	-3547528	-3547555	26.70861	0.00231346	0.00181898	0.0210282	0.00433572	0.099081	0.033646	0.0112778	0.0891522	0.0508981	0.00851138	0.16159	0.00399275	0.00181811	0.0174132	0.646808	0.0154005	0.0129545	0.0055872	0.0052394	0.00809363	0.0271036	0.112548	0.00770088	0.00589718	0.00679474	0.0184351	0.00880914	0.00686472	1.24181e-05	0.270905	0	0.229602	0.228671	0	0.270822	0.270905	0.229602	0.228671	0.270822	0.282358	0.216619	0.216929	0.284095	1.395126
30490	-3547530	-3547556	26.71648	0.00214893	0.001879	0.0208017	0.00437501	0.0997875	0.0337603	0.0112773	0.0883725	0.0499235	0.00852315	0.161819	0.00373781	0.00192425	0.0177265	0.647848	0.0154005	0.0129417	0.00540001	0.00536287	0.00814855	0.026931	0.111615	0.00771916	0.00606833	0.0067304	0.0185796	0.00894364	0.00656281	3.04944e-05	0.270905	0	0.229602	0.228671	0	0.270822	0.270905	0.229602	0.228671	0.270822	0.282358	0.216619	0.216929	0.284095	1.394338
30500	-3547528	-3547554	26.72081	0.00228967	0.00190965	0.0207886	0.00443981	0.0997022	0.0336963	0.0115497	0.0889775	0.0506733	0.00847807	0.161132	0.00381677	0.00178354	0.0175951	0.646766	0.0154005	0.0131312	0.0054432	0.00532307	0.00811472	0.0271616	0.111472	0.00779108	0.00569029	0.00682264	0.0182597	0.00901581	0.00666847	1.34385e-05	0.27107	0	0.229742	0.228202	0	0.270986	0.27107	0.229742	0.228202	0.270986	0.282407	0.21648	0.216967	0.284145	1.393905
30510	-3547526	-3547553	26.73535	0.00217038	0.00182999	0.0208166	0.00450771	0.0990815	0.0337345	0.0114005	0.088698	0.0502313	0.00825706	0.162753	0.00380503	0.00187348	0.0177433	0.644085	0.0157014	0.0130279	0.00579717	0.00521494	0.00825759	0.0274208	0.111756	0.00769009	0.00599977	0.00671452	0.0183281	0.00881775	0.00672993	8.83887e-06	0.27084	0	0.229814	0.228274	0	0.271072	0.27084	0.229814	0.228274	0.271072	0.283183	0.216199	0.216843	0.283775	1.392451
30520	-3547526	-3547552	26.72347	0.00215554	0.00188933	0.0210089	0.0045296	0.0996853	0.0338263	0.0113945	0.0887177	0.0506165	0.00857135	0.161367	0.00378058	0.00172409	0.0171829	0.645546	0.0156786	0.0130279	0.00538821	0.00517475	0.00822424	0.0270191	0.112336	0.00759934	0.00586066	0.00642394	0.0189421	0.00895815	0.00700325	7.70188e-06	0.270567	0	0.229582	0.229053	0	0.270798	0.270567	0.229582	0.229053	0.270798	0.283214	0.21633	0.216975	0.283481	1.393639
30530	-3547529	-3547556	26.65971	0.00219275	0.00188681	0.0210691	0.00441591	0.0993465	0.0341029	0.0113694	0.0893765	0.0503483	0.00872629	0.162878	0.00390205	0.00179539	0.0175524	0.648539	0.0152471	0.0131154	0.00548809	0.00524557	0.00833941	0.0273934	0.112231	0.00789526	0.00606161	0.00687122	0.018682	0.00912669	0.00672087	9.66251e-05	0.270732	0	0.229722	0.229192	0	0.270354	0.270732	0.229722	0.229192	0.270354	0.28321	0.216327	0.216988	0.283476	1.400015
30540	-3547524	-3547551	26.73006	0.00214841	0.00182178	0.0210671	0.00459459	0.0993624	0.0339529	0.0112082	0.0881901	0.0505458	0.00861921	0.161604	0.00388041	0.00192879	0.0172764	0.645986	0.015369	0.0130914	0.00532044	0.00536139	0.00804961	0.0275118	0.111868	0.00762572	0.0058997	0.00660051	0.0185081	0.00892135	0.00666155	5.71703e-06	0.270732	0	0.229722	0.229192	0	0.270354	0.270732	0.229722	0.229192	0.270354	0.282963	0.216988	0.216591	0.283458	1.39298
30550	-3547536	-3547563	26.7028	0.00203187	0.0019806	0.0211693	0.0046134	0.0992932	0.0333444	0.0113192	0.0890104	0.0505903	0.00837166	0.161863	0.00397722	0.00173387	0.0175094	0.646996	0.0152897	0.0129833	0.00557635	0.00527125	0.00811759	0.0274475	0.112458	0.00785926	0.00589971	0.00684756	0.0187952	0.00852717	0.00681832	1.17704e-05	0.270401	0	0.229442	0.228913	0	0.271245	0.270401	0.229442	0.228913	0.271245	0.282963	0.216988	0.216591	0.283458	1.395706
30560	-3547527	-3547553	26.73612	0.00223932	0.00189151	0.0208361	0.00448357	0.0991702	0.0341883	0.011148	0.088405	0.0500934	0.00849835	0.161844	0.00372116	0.00189294	0.0176317	0.644187	0.0153741	0.0134344	0.0053659	0.00520255	0.00826469	0.0276832	0.112416	0.00768233	0.0061236	0.00672463	0.018344	0.00895585	0.00656668	6.00755e-06	0.270659	0	0.22936	0.228832	0	0.271149	0.270659	0.22936	0.228832	0.271149	0.282963	0.216988	0.216591	0.283458	1.392374
30570	-3547533	-3547560	26.71969	0.00224973	0.00185666	0.0210008	0.00449246	0.0996476	0.0342054	0.0110538	0.0892914	0.0507262	0.00845609	0.161844	0.00384966	0.0017336	0.0175141	0.644402	0.0152593	0.0127668	0.00560187	0.00524777	0.00843506	0.0273163	0.112449	0.00780954	0.0058114	0.00665822	0.0182279	0.00906839	0.00695103	9.02944e-05	0.270166	0	0.229558	0.229002	0	0.271275	0.270166	0.229558	0.229002	0.271275	0.283481	0.216046	0.216576	0.283898	1.394017
30580	-3547531	-3547558	26.69835	0.00238032	0.00184029	0.0210546	0.0044698	0.0995387	0.033687	0.0115849	0.0891012	0.0506911	0.0084768	0.162432	0.00373354	0.00188925	0.0177492	0.646921	0.0152434	0.0132016	0.00543464	0.0052686	0.00815826	0.0270078	0.111308	0.00770175	0.00606631	0.00687994	0.0183383	0.009309	0.00667872	5.66895e-06	0.270346	0	0.229711	0.229155	0	0.270788	0.270346	0.229711	0.229155	0.270788	0.283481	0.216046	0.216576	0.283898	1.396151
30590	-3547531	-3547558	26.70521	0.00228041	0.00173516	0.0209983	0.00454451	0.099259	0.0339918	0.0114863	0.0889021	0.0510115	0.00859033	0.161033	0.00378206	0.00186578	0.0177257	0.646127	0.0157453	0.0131415	0.00542381	0.00529208	0.00815826	0.0267675	0.112465	0.00785836	0.00612762	0.00663945	0.0185914	0.00913345	0.00678778	6.33314e-07	0.270586	0	0.229746	0.228907	0	0.270761	0.270586	0.229746	0.228907	0.270761	0.283748	0.21625	0.21678	0.283222	1.395465
30600	-3547527	-3547554	26.70191	0.00215831	0.00180124	0.0211544	0.0046173	0.0992979	0.0336419	0.0111052	0.0888113	0.0509114	0.00864548	0.16224	0.00405971	0.00182768	0.0174349	0.64662	0.0155726	0.0131415	0.00549928	0.00529208	0.00815826	0.0269203	0.111994	0.00772885	0.00600431	0.00674355	0.0187362	0.0088787	0.00678778	1.10863e-05	0.27023	0	0.229445	0.228978	0	0.271347	0.27023	0.229445	0.228978	0.271347	0.283169	0.216658	0.216416	0.283757	1.395795
30610	-3547529	-3547555	26.72631	0.0022214	0.00184359	0.0207537	0.00453473	0.0989007	0.0339466	0.0114927	0.0881978	0.0498093	0.00862462	0.162371	0.00381678	0.00182706	0.0175045	0.645117	0.0153108	0.0128503	0.00541946	0.00513812	0.00849489	0.027767	0.112672	0.00774098	0.00589971	0.00683453	0.0182643	0.00908195	0.00691151	7.96028e-06	0.270218	0	0.229434	0.228967	0	0.271381	0.270218	0.229434	0.228967	0.271381	0.283051	0.216568	0.216653	0.283729	1.393355
30620	-3547526	-3547553	26.70934	0.00215755	0.0018819	0.0210377	0.00431771	0.0995401	0.0339474	0.0114526	0.0883929	0.0509175	0.00859292	0.161688	0.0039075	0.00178253	0.0176894	0.646203	0.0152616	0.0129634	0.00546407	0.00518943	0.00835602	0.0270682	0.11241	0.00758863	0.00604369	0.00667661	0.018317	0.00927781	0.00691422	1.24193e-05	0.270758	0	0.229087	0.22898	0	0.271175	0.270758	0.229087	0.22898	0.271175	0.282984	0.216754	0.216601	0.283661	1.395052
30630	-3547522	-3547549	26.74332	0.00220517	0.0019304	0.0211117	0.00444556	0.0990295	0.0337445	0.0113224	0.0891395	0.050491	0.00854643	0.161959	0.0038314	0.00183876	0.0173298	0.643077	0.0155034	0.0132969	0.00526756	0.0053319	0.00825119	0.0277063	0.111528	0.00766826	0.00592006	0.00658315	0.0187761	0.00899611	0.0068108	1.24193e-05	0.270769	0	0.229137	0.22891	0	0.271185	0.270769	0.229137	0.22891	0.271185	0.282984	0.216754	0.216601	0.283661	1.391654
30640	-3547522	-3547549	26.73974	0.00222368	0.00186895	0.0208542	0.00454262	0.0992745	0.0339078	0.0112797	0.0884911	0.0500524	0.00855741	0.162528	0.00375336	0.00175994	0.0175351	0.643189	0.0154696	0.0132402	0.00557618	0.00520613	0.00825436	0.0271988	0.112405	0.00771341	0.00602179	0.00672861	0.0187787	0.00905576	0.00654214	3.2519e-06	0.270856	0	0.228889	0.228983	0	0.271272	0.270856	0.228889	0.228983	0.271272	0.282984	0.216754	0.216601	0.283661	1.392012
30650	-3547537	-3547564	26.70394	0.00216216	0.00182756	0.0207036	0.0044461	0.0987234	0.0340524	0.0117813	0.0883291	0.0504768	0.00850053	0.162057	0.00393879	0.00190979	0.0174531	0.646883	0.0157147	0.0132308	0.00542068	0.00520484	0.00816906	0.0271974	0.112201	0.00799383	0.00584636	0.00677677	0.0184778	0.0092993	0.00679628	1.90548e-05	0.272543	0	0.228298	0.228587	0	0.270571	0.272543	0.228298	0.228587	0.270571	0.283161	0.21689	0.216737	0.283212	1.395592
30660	-3547536	-3547563	26.72489	0.00226345	0.00191608	0.0205908	0.00438502	0.0996037	0.0341413	0.0113083	0.0889553	0.0504784	0.00865156	0.16192	0.00394882	0.00175665	0.017245	0.644635	0.0157786	0.0129499	0.00552822	0.00558425	0.00800772	0.0275381	0.112374	0.00765694	0.00581031	0.00667283	0.0182344	0.00897192	0.00658902	2.11953e-06	0.272087	0	0.228401	0.228819	0	0.270693	0.272087	0.228401	0.228819	0.270693	0.283161	0.21689	0.216737	0.283212	1.393497
30670	-3547535	-3547562	26.67507	0.00216793	0.00186105	0.0211609	0.00459957	0.0995945	0.0338808	0.0113303	0.088678	0.0506853	0.00840978	0.162937	0.00377755	0.00184887	0.0178392	0.646288	0.0155777	0.013229	0.00527509	0.00534795	0.00823914	0.0270362	0.113081	0.00777047	0.0060499	0.00710709	0.0190285	0.00891516	0.00675825	5.94827e-06	0.269427	0	0.229496	0.229664	0	0.271413	0.269427	0.229496	0.229664	0.271413	0.283256	0.216627	0.21681	0.283307	1.398479
30680	-3547530	-3547557	26.69286	0.00209135	0.0018337	0.0208271	0.00464462	0.0995048	0.0335862	0.0114882	0.0886468	0.050571	0.00842473	0.163388	0.00390127	0.00180318	0.0176615	0.647276	0.0155399	0.013171	0.00568058	0.0054113	0.00818307	0.027389	0.111702	0.00756726	0.00593098	0.0066966	0.0184661	0.00872511	0.00658096	7.49349e-06	0.269396	0	0.229585	0.229637	0	0.271382	0.269396	0.229585	0.229637	0.271382	0.28338	0.216737	0.216905	0.282978	1.396701
30690	-3547530	-3547557	26.71589	0.00218899	0.00189162	0.0210598	0.00433521	0.0987631	0.0335981	0.0111867	0.089351	0.0504837	0.00839659	0.161407	0.00390397	0.00190086	0.0175474	0.646386	0.0153705	0.0131553	0.0054667	0.0054332	0.00834556	0.0271328	0.112315	0.00779494	0.00588933	0.00664109	0.0188073	0.00885114	0.0067852	8.69794e-06	0.270131	0	0.230212	0.227535	0	0.272122	0.270131	0.230212	0.227535	0.272122	0.282814	0.216304	0.217158	0.283724	1.394397
30700	-3547527	-3547553	26.71626	0.00225309	0.00190391	0.020653	0.00434128	0.0992813	0.0338815	0.0116616	0.0892034	0.0499805	0.00868032	0.161863	0.00391522	0.00182796	0.0177561	0.645411	0.015268	0.0134581	0.00546693	0.00541787	0.00815082	0.0274579	0.111799	0.00780678	0.00594702	0.0067665	0.0184779	0.00898058	0.00674181	7.05952e-06	0.271558	0	0.228872	0.229032	0	0.270539	0.271558	0.228872	0.229032	0.270539	0.282814	0.216304	0.217158	0.283724	1.39436
30710	-3547520	-3547546	26.72592	0.00215874	0.00191829	0.0210431	0.00445435	0.0985079	0.0337025	0.0113219	0.0887213	0.0502436	0.00852707	0.161775	0.0037865	0.00180951	0.0174619	0.645992	0.0153804	0.0131274	0.00558531	0.00532167	0.00805725	0.0273493	0.112431	0.00771366	0.00587639	0.00681748	0.0185781	0.00899212	0.00670312	3.62418e-05	0.271096	0	0.229323	0.228642	0	0.270938	0.271096	0.229323	0.228642	0.270938	0.282848	0.216426	0.216904	0.283822	1.393394
30720	-3547531	-3547558	26.67326	0.00214462	0.00193673	0.0211988	0.00463628	0.0999333	0.0337478	0.0115046	0.0895011	0.0510021	0.00827959	0.162161	0.00373087	0.00184248	0.0178634	0.647705	0.0155244	0.0129348	0.00563741	0.00534905	0.00840702	0.0272234	0.111962	0.00758409	0.00592582	0.0067974	0.0183061	0.0090549	0.0067569	9.89146e-06	0.2715	0	0.229936	0.228983	0	0.269581	0.2715	0.229936	0.228983	0.269581	0.282951	0.216504	0.216621	0.283924	1.39866
30730	-3547530	-3547557	26.74083	0.00224244	0.00184484	0.0208773	0.00455073	0.0993706	0.0338821	0.011503	0.0889671	0.0495768	0.00830355	0.162165	0.00390398	0.00189528	0.0179093	0.643739	0.0152446	0.013115	0.00554805	0.00531767	0.00792774	0.027247	0.111661	0.00772959	0.00599177	0.00684433	0.0189288	0.00886128	0.00675447	1.28138e-06	0.271011	0	0.23009	0.229137	0	0.269762	0.271011	0.23009	0.229137	0.269762	0.282951	0.216504	0.216621	0.283924	1.391904
30740	-3547527	-3547554	26.68075	0.0022182	0.0018864	0.0211202	0.00442774	0.0992633	0.0335631	0.0115678	0.0887858	0.0504671	0.00882903	0.162442	0.00396339	0.00191274	0.0174424	0.647823	0.0154971	0.0131574	0.00554951	0.00525805	0.00824937	0.0277071	0.112166	0.00769616	0.00582749	0.00678768	0.01869	0.00903359	0.00657756	2.52682e-06	0.272058	0	0.227871	0.229265	0	0.270805	0.272058	0.227871	0.229265	0.270805	0.283099	0.216094	0.216734	0.284073	1.397911
30750	-3547528	-3547555	26.68476	0.00219908	0.0018962	0.020729	0.00467508	0.0992883	0.033945	0.0114713	0.0891258	0.0506456	0.00858554	0.162309	0.00364432	0.0018229	0.0174725	0.647305	0.0154827	0.013239	0.00533735	0.00532265	0.00823278	0.0275756	0.112561	0.00768212	0.00583847	0.00704017	0.0185059	0.00897208	0.00660509	1.29796e-06	0.272058	0	0.227871	0.229265	0	0.270805	0.272058	0.227871	0.229265	0.270805	0.283099	0.216094	0.216734	0.284073	1.39751
30760	-3547527	-3547553	26.70671	0.00219708	0.00187057	0.0210559	0.00443	0.0994481	0.0337066	0.0111885	0.0892584	0.0505627	0.00821488	0.16184	0.00378778	0.0019226	0.0176964	0.646266	0.0154228	0.0130728	0.00537941	0.00525563	0.00814806	0.0277584	0.112778	0.00764886	0.0058282	0.00680342	0.0183654	0.00873852	0.00666206	6.78628e-06	0.27197	0	0.228556	0.229191	0	0.270283	0.27197	0.228556	0.229191	0.270283	0.282568	0.216147	0.217143	0.284142	1.395315
30770	-3547523	-3547550	26.73865	0.0022106	0.0018568	0.0208577	0.0045253	0.0993342	0.0337142	0.0115742	0.0893364	0.0505961	0.00852849	0.161207	0.00378327	0.001844	0.0174466	0.643329	0.0153395	0.0129914	0.00544918	0.0054225	0.00801993	0.0271026	0.112932	0.00765077	0.00591357	0.00675207	0.0185021	0.009003	0.00688676	1.21729e-05	0.271079	0	0.229352	0.229282	0	0.270287	0.271079	0.229352	0.229282	0.270287	0.28249	0.216088	0.217084	0.284338	1.392121
30780	-3547535	-3547562	26.72188	0.00220525	0.00191972	0.0210076	0.00443593	0.100601	0.0341685	0.011526	0.0889377	0.0503427	0.00877433	0.16185	0.00370902	0.00199167	0.0171859	0.642868	0.0154578	0.0129759	0.00544918	0.00528481	0.00824297	0.0280054	0.112506	0.0078246	0.00573707	0.00662602	0.0183834	0.00909296	0.0066789	9.78251e-06	0.271738	0	0.229144	0.229075	0	0.270043	0.271738	0.229144	0.229075	0.270043	0.28249	0.216088	0.217084	0.284338	1.393798
30790	-3547534	-3547560	26.69061	0.00218258	0.00186411	0.0209575	0.00450588	0.0996053	0.0333475	0.0114254	0.0888169	0.0503001	0.00821372	0.161515	0.00368969	0.00188551	0.0175299	0.647846	0.0156003	0.0131863	0.00563117	0.00541781	0.00847769	0.0271264	0.113255	0.00768588	0.00595086	0.00678469	0.0183123	0.00901548	0.00676815	2.71341e-05	0.272022	0	0.229384	0.228269	0	0.270325	0.272022	0.229384	0.228269	0.270325	0.283252	0.216671	0.216515	0.283562	1.396925
30800	-3547527	-3547553	26.68524	0.00226959	0.00182938	0.0209575	0.00446173	0.0992308	0.0342108	0.0111472	0.0891782	0.0506646	0.00841454	0.162521	0.00391297	0.0018417	0.0175562	0.647162	0.0152612	0.012939	0.00541921	0.00513815	0.00805202	0.027446	0.112775	0.00762555	0.00613213	0.00668802	0.0186582	0.00905727	0.00690405	7.7572e-06	0.270749	0	0.229726	0.22861	0	0.270914	0.270749	0.229726	0.22861	0.270914	0.283107	0.21656	0.216405	0.283929	1.397462
30810	-3547534	-3547561	26.64986	0.00236068	0.00184543	0.0210446	0.00462529	0.0992255	0.0339791	0.0114129	0.0893565	0.0507073	0.00856141	0.162238	0.00387109	0.00185316	0.01798	0.650096	0.0151544	0.0132978	0.00561304	0.00512594	0.0082932	0.0272652	0.112366	0.00762975	0.00585247	0.00683681	0.0186764	0.00879646	0.00691296	2.33963e-05	0.270262	0	0.2296	0.229041	0	0.271098	0.270262	0.2296	0.229041	0.271098	0.283134	0.216551	0.216396	0.283918	1.401001
30820	-3547530	-3547556	26.69945	0.00213638	0.00183278	0.021002	0.00442875	0.0995241	0.0340318	0.0117603	0.0891089	0.0498478	0.00849007	0.162404	0.00387541	0.00178322	0.0172868	0.647269	0.0154859	0.0134569	0.00547385	0.00535631	0.00830382	0.0271679	0.11198	0.00761636	0.00602463	0.00639436	0.0184496	0.00879646	0.0067139	3.86551e-05	0.270061	0	0.228587	0.229828	0	0.271524	0.270061	0.228587	0.229828	0.271524	0.283134	0.216551	0.216396	0.283918	1.396041
30830	-3547529	-3547555	26.71284	0.00214523	0.00177939	0.0212858	0.00427292	0.0994748	0.0339658	0.0114225	0.0889432	0.0499896	0.00848038	0.161656	0.00379068	0.00185508	0.0174102	0.646015	0.0151512	0.0133741	0.00544785	0.00517919	0.00824375	0.0274371	0.112571	0.00746369	0.00580166	0.0068305	0.018981	0.00877661	0.00694949	8.84841e-06	0.269755	0	0.229703	0.229567	0	0.270975	0.269755	0.229703	0.229567	0.270975	0.28358	0.216188	0.216737	0.283495	1.394702
30840	-3547530	-3547557	26.68659	0.00214523	0.00189759	0.0210415	0.00432908	0.099563	0.0345662	0.0114176	0.0892054	0.0504147	0.00846943	0.161584	0.00399177	0.00182678	0.0176559	0.648515	0.0154608	0.0133696	0.00561343	0.00516161	0.00809019	0.0271104	0.112043	0.007519	0.00579338	0.00652437	0.0183796	0.00875484	0.00687704	7.39448e-06	0.270033	0	0.22972	0.229252	0	0.270995	0.270033	0.22972	0.229252	0.270995	0.28358	0.216188	0.216737	0.283495	1.397327
30850	-3547529	-3547555	26.70106	0.00214224	0.00186395	0.0206259	0.00453293	0.0990607	0.0336311	0.0115064	0.0886425	0.0509327	0.00865208	0.162192	0.00388992	0.00183035	0.0174465	0.645923	0.0156578	0.0128691	0.00555857	0.00530055	0.00785526	0.0275444	0.112933	0.00770425	0.00594978	0.00678677	0.0186782	0.00919147	0.00696389	1.4941e-05	0.270033	0	0.22972	0.229252	0	0.270995	0.270033	0.22972	0.229252	0.270995	0.283377	0.216843	0.216541	0.283239	1.39588
30860	-3547529	-3547556	26.68731	0.00215454	0.00178777	0.0212429	0.00450025	0.0994515	0.0334566	0.011537	0.0892598	0.0506092	0.00859609	0.161482	0.00393142	0.00179439	0.0178547	0.646704	0.0154449	0.0133202	0.00564601	0.00524145	0.00819144	0.0276897	0.112034	0.00760359	0.0059617	0.00679019	0.0188383	0.00908947	0.00704038	1.51803e-06	0.270517	0	0.229013	0.229662	0	0.270808	0.270517	0.229013	0.229662	0.270808	0.283124	0.21665	0.216348	0.283879	1.397255
30870	-3547524	-3547551	26.71579	0.00219789	0.00192677	0.0208211	0.00450025	0.0985892	0.0338948	0.0115071	0.0892457	0.0499118	0.00868159	0.162289	0.00374431	0.00187466	0.0175408	0.646597	0.0154361	0.0129085	0.00546849	0.00520028	0.00830796	0.0271713	0.111793	0.00745896	0.00589847	0.00678679	0.0187404	0.00908152	0.00682896	4.98377e-06	0.270681	0	0.228543	0.229802	0	0.270973	0.270681	0.228543	0.229802	0.270973	0.282998	0.216754	0.216452	0.283796	1.394407
30880	-3547526	-3547553	26.72677	0.00214393	0.00193878	0.0208944	0.00455257	0.0989719	0.0338948	0.011833	0.0883674	0.0500434	0.00867081	0.161558	0.00386639	0.00191523	0.0173825	0.645978	0.0153717	0.0132184	0.00542169	0.00542411	0.00806027	0.0271241	0.11193	0.00763834	0.0059145	0.0067079	0.0186242	0.00893229	0.00690134	2.90996e-05	0.270645	0	0.228647	0.229771	0	0.270937	0.270645	0.228647	0.229771	0.270937	0.282998	0.216754	0.216452	0.283796	1.393309
30890	-3547525	-3547552	26.71333	0.00223727	0.00187599	0.0208043	0.00440223	0.0991259	0.0339411	0.0113714	0.0885393	0.0505899	0.00837152	0.162524	0.0036273	0.0018304	0.0175523	0.645566	0.0154677	0.0130893	0.00562038	0.00539665	0.00818002	0.0272226	0.112541	0.00757648	0.00598107	0.00691187	0.0185133	0.00912862	0.00666115	4.64229e-06	0.269936	0	0.229365	0.228912	0	0.271787	0.269936	0.229365	0.228912	0.271787	0.282998	0.216754	0.216452	0.283796	1.394653
30900	-3547534	-3547561	26.69263	0.00221934	0.00183693	0.0208318	0.00452375	0.0991154	0.0343897	0.0116859	0.0892042	0.0505801	0.00863476	0.161794	0.00399342	0.0018304	0.0173902	0.645566	0.0158357	0.0130893	0.00553674	0.00526745	0.00857116	0.0277933	0.112417	0.00746311	0.00585305	0.00660815	0.0188939	0.00889587	0.00689561	5.91058e-06	0.271093	0	0.228553	0.228809	0	0.271545	0.271093	0.228553	0.228809	0.271545	0.282998	0.216754	0.216452	0.283796	1.396723
