Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
952	0	-2603064	-2602105	-958.5318	0.6011077	2.111292	0.04344683	0.04512518	0.5559826	1.885799	1.885799	0.272564	0	0.229719	0.226546	0	0.271172	0.272564	0.229719	0.226546	0.271172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282303	0.216524	0.217003	0.28417	0.5123827	0.3434311	18.09814	0.324544	2.44049	6.04683	8.05146	1.41272	0.305094	1.04196	1.25639	1.43845	0.365313	3.0323	0.661246	13.7848	0.07507004
953	1	-2603025	-2602104	-920.9729	0.3804821	3.348136	0.0597173	0.02272463	0.3577575	1.368111	1.368111	0.27183	0	0.229456	0.226847	0	0.271868	0.27183	0.229456	0.226847	0.271868	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282822	0.216296	0.216587	0.284294	0.6772724	0.2651212	18.10207	0.475657	0.56261	6.64658	6.19591	1.5495	0.68873	0.418337	0.80666	0.869058	0.987813	1.91126	0.963949	10.9402	0.05972588
954	0	-2603060	-2602111	-948.5475	0.5865112	3.068314	0.04342473	0.07158523	0.514926	1.885799	1.885799	0.272613	0	0.228401	0.225288	0	0.273698	0.272613	0.228401	0.225288	0.273698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283807	0.217247	0.216041	0.282905	0.7110131	0.4728792	17.01989	0.20609	6.46249	8.32581	5.11522	2.96899	0.416404	0.314158	1.51482	0.0191899	0.998594	3.08416	0.930536	10.6403	0.1220526
955	1	-2603025	-2602108	-916.7693	0.3856405	5.321527	0.05926337	0.03483307	0.3508075	1.379637	1.379637	0.270638	0	0.229375	0.228031	0	0.271956	0.270638	0.229375	0.228031	0.271956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284028	0.216592	0.21574	0.28364	0.5494529	0.5904954	14.08991	0.970214	0.181514	6.17294	4.11724	0.738889	0.612223	0.343024	2.08737	0.033129	1.88514	3.77653	3.25714	7.27394	0.09032523
956	0	-2603057	-2602102	-955.1536	0.3934757	5.367494	0.04362936	0.0959152	0.2975605	1.879363	1.879363	0.27172	0	0.229296	0.226991	0	0.271993	0.27172	0.229296	0.226991	0.271993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283668	0.216272	0.216497	0.283563	0.7865937	0.3797251	16.94528	0.120504	4.53224	7.88889	6.6889	2.24709	1.06296	0.61098	2.10925	0.912202	0.269237	1.81566	0.765054	11.9239	0.243764
957	1	-2603033	-2602104	-928.2709	0.8759784	2.487086	0.05961198	0.1393811	0.7365973	1.374987	1.374987	0.271553	0	0.229031	0.227306	0	0.272109	0.271553	0.229031	0.227306	0.272109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28276	0.216746	0.21678	0.283714	0.6428926	0.255711	28.85071	0.465485	1.03426	5.11639	6.57763	0.731341	0.315178	1.06861	1.31235	0.14477	2.91429	4.47854	4.76495	22.8208	0.1591147
958	0	-2603070	-2602109	-961.3165	0.3466398	1.459452	0.04375869	0.03305629	0.3135835	1.87826	1.87826	0.272098	0	0.228138	0.226417	0	0.273347	0.272098	0.228138	0.226417	0.273347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282836	0.216591	0.216838	0.283735	0.6795406	0.1725703	22.59449	0.714533	3.13575	5.24288	7.98006	1.24855	1.1578	1.7748	2.56269	0.521992	0.309064	2.67367	1.34748	21.1277	0.09536207
959	1	-2603023	-2602104	-918.9237	0.4891933	4.666378	0.05965928	0.1033107	0.3858826	1.37163	1.37163	0.271824	0	0.229476	0.22628	0	0.272419	0.271824	0.229476	0.22628	0.272419	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283876	0.216478	0.21581	0.283837	0.6300314	0.313807	25.93279	0.768018	1.06735	5.78098	2.67592	0.166296	0.500765	1.34171	1.31751	0.670794	1.80287	4.42809	2.2276	15.7046	0.2111859
960	0	-2603066	-2602106	-960.3751	0.3176386	1.3135	0.0437029	0.04544938	0.2721892	1.879319	1.879319	0.271698	0	0.228835	0.22637	0	0.273098	0.271698	0.228835	0.22637	0.273098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283578	0.216981	0.215765	0.283676	0.6417913	0.1578323	21.54943	1.34463	3.8893	8.67496	8.45288	3.25234	0.719794	0.897783	2.50825	1.33717	1.0269	2.58774	1.38371	21.5173	0.1430852
961	1	-2603021	-2602107	-913.9891	0.5402823	5.067205	0.05971304	0.092452	0.4478303	1.371197	1.371197	0.26986	0	0.229949	0.226946	0	0.273244	0.26986	0.229949	0.226946	0.273244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283895	0.216777	0.215796	0.283532	0.6368476	0.5019837	24.22135	0.893124	3.25648	6.44446	2.59637	3.64132	3.08447	0.709565	1.15974	0.0844394	2.75777	2.48837	4.89996	7.50337	0.171118
962	0	-2603070	-2602103	-966.4425	0.3342264	4.037417	0.04369539	0.01607593	0.3181504	1.880522	1.880522	0.270135	0	0.229756	0.226714	0	0.273395	0.270135	0.229756	0.226714	0.273395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283536	0.216724	0.216787	0.282953	0.7926172	0.1875862	23.7143	1.56106	4.60496	8.51089	7.97033	4.45532	1.76936	1.6674	1.41444	0.442999	0.795578	3.04704	4.97035	22.4772	0.04809893
963	1	-2603018	-2602107	-911.7629	0.6120218	3.662305	0.05947572	0.1043749	0.5076469	1.377615	1.377615	0.273681	0	0.229589	0.226191	0	0.270539	0.273681	0.229589	0.226191	0.270539	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282913	0.216353	0.217023	0.283712	0.6194405	0.3839832	26.85214	1.46501	5.07247	5.98986	3.11803	3.93684	3.09482	1.05242	0.908045	0.0552903	1.75668	2.44702	2.48503	8.4039	0.1705411
964	0	-2603061	-2602111	-950.5817	0.4623625	2.76752	0.04355881	0.00802769	0.4543348	1.87857	1.87857	0.272218	0	0.229307	0.226452	0	0.272023	0.272218	0.229307	0.226452	0.272023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283822	0.215749	0.216724	0.283704	0.6942811	0.3052832	15.75694	0.949805	0.237319	7.67072	2.59994	1.74564	3.26869	1.34387	1.00669	0.109359	0.972757	3.43947	2.16191	15.4298	0.01736233
965	1	-2603024	-2602104	-920.0472	0.4750887	2.77112	0.05943459	0.07410537	0.4009833	1.378349	1.378349	0.272239	0	0.23008	0.225609	0	0.272072	0.272239	0.23008	0.225609	0.272072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282539	0.216413	0.216914	0.284134	0.6100958	0.2651167	27.76749	2.43407	5.62506	4.95512	6.36387	4.97401	4.41026	1.43429	0.863044	0.143122	2.92244	3.91123	3.64029	16.2206	0.1559822
966	0	-2603055	-2602106	-948.84	0.3966476	2.127378	0.04344482	0.005933357	0.3907143	1.88659	1.88659	0.272359	0	0.230338	0.225138	0	0.272164	0.272359	0.230338	0.225138	0.272164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283171	0.216871	0.216901	0.283057	0.8045755	0.3471397	22.56891	0.20574	0.665844	9.37772	6.98481	2.5538	1.92028	0.564796	2.45317	1.00625	0.348853	4.10783	1.77846	13.1029	0.01495876
967	1	-2603028	-2602104	-924.2669	0.4678717	3.442035	0.05937249	0.1762786	0.2915931	1.381669	1.381669	0.271586	0	0.2302	0.225759	0	0.272455	0.271586	0.2302	0.225759	0.272455	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283492	0.216359	0.216579	0.28357	0.5990756	0.3176502	21.86121	4.05891	6.80189	5.92223	4.60127	2.22398	1.63517	0.672797	0.891507	1.08108	0.56235	3.82814	2.42039	13.7254	0.376767
968	0	-2603064	-2602103	-961.3797	0.563851	4.22293	0.04316822	0.0363886	0.5274624	1.897511	1.897511	0.27098	0	0.230064	0.225893	0	0.273063	0.27098	0.230064	0.225893	0.273063	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283078	0.21648	0.217199	0.283243	0.6131964	0.3863093	20.98731	1.58457	8.19715	5.30369	5.26553	1.88323	0.768273	1.19808	1.17641	0.274069	0.510796	2.29906	4.42717	19.6795	0.06453583
969	1	-2603027	-2602103	-924.0131	0.3507373	3.333919	0.05911537	0.0008445107	0.3498928	1.393429	1.393429	0.271253	0	0.229711	0.225988	0	0.273048	0.271253	0.229711	0.225988	0.273048	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283658	0.216134	0.216653	0.283554	0.5978017	0.4436182	13.17308	1.39058	3.23919	6.7928	6.88381	0.334793	2.37756	0.843407	0.869854	0.654821	2.13963	2.61496	2.06045	12.7975	0.002407815
970	0	-2603068	-2602107	-961.843	0.2767208	3.252429	0.04324351	0.0800874	0.1966334	1.89848	1.89848	0.271598	0	0.22839	0.22778	0	0.272232	0.271598	0.22839	0.22778	0.272232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283274	0.216483	0.215839	0.284404	0.6520133	0.2560181	29.92025	7.61281	6.07481	6.83835	7.05002	2.92261	0.307691	1.22654	1.25331	1.13042	0.310065	3.49527	1.0609	13.9411	0.2894159
971	1	-2603027	-2602108	-918.9141	0.5480625	2.532256	0.0589869	0.1099581	0.4381044	1.393429	1.393429	0.272761	0	0.230055	0.225224	0	0.271959	0.272761	0.230055	0.225224	0.271959	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283401	0.216905	0.216652	0.283042	0.6338035	0.2947743	15.98493	0.126747	2.87426	4.90365	3.43073	4.62703	2.3887	0.838979	0.952695	1.65821	0.749361	3.39328	4.69881	14.1846	0.2006307
972	0	-2603067	-2602107	-960.0752	0.3699811	1.789438	0.04331173	0.02782631	0.3421548	1.903969	1.903969	0.272507	0	0.228304	0.225879	0	0.273311	0.272507	0.228304	0.225879	0.273311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283126	0.215911	0.216553	0.28441	0.6573544	0.151602	24.42019	4.58014	6.11741	4.97567	5.71057	1.37428	0.83308	1.13503	2.47279	2.46417	1.7792	2.35105	3.97294	22.9599	0.07521009
973	1	-2603032	-2602107	-925.6979	0.381075	3.357658	0.05898612	0.03837372	0.3427012	1.39519	1.39519	0.272016	0	0.229221	0.227754	0	0.27101	0.272016	0.229221	0.227754	0.27101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28399	0.216131	0.216357	0.283523	0.5647396	0.389966	12.50942	1.12016	5.78337	6.886	2.44644	2.41771	0.391456	0.547835	1.04894	1.45461	0.457395	2.40884	3.81135	12.4177	0.1006986
974	0	-2603067	-2602109	-957.4743	0.3463969	4.590836	0.04342662	0.04666593	0.299731	1.883819	1.883819	0.272574	0	0.22884	0.226188	0	0.272398	0.272574	0.22884	0.226188	0.272398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283042	0.216548	0.216237	0.284173	0.6241974	0.2856397	24.33897	3.21482	3.7887	6.02449	4.22406	4.76346	0.908994	0.384438	1.75362	1.38001	2.10356	4.522	3.45662	17.2484	0.1347181
975	1	-2603037	-2602106	-931.1386	0.3794842	1.674754	0.05903058	0.06220856	0.3172756	1.390838	1.390838	0.273854	0	0.229407	0.224756	0	0.271983	0.273854	0.229407	0.224756	0.271983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283154	0.216116	0.216912	0.283817	0.6482768	0.2331036	27.00236	1.24783	2.72308	5.0083	6.27234	4.15371	1.28343	1.16133	1.44196	0.312273	0.552734	2.45948	3.69377	14.818	0.1639293
976	0	-2603075	-2602111	-963.1888	0.2939605	3.798442	0.04380539	0.07495819	0.2190023	1.879968	1.879968	0.272097	0	0.230426	0.225835	0	0.271642	0.272097	0.230426	0.225835	0.271642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283652	0.216477	0.217329	0.282542	0.7948335	0.1597305	29.84717	1.92944	2.64901	6.71711	8.21593	2.29862	2.21313	0.947433	1.56558	0.114717	1.48341	3.25884	4.4725	22.8407	0.2549941
977	1	-2603031	-2602106	-925.7484	0.3686319	3.338601	0.05918747	0.05748434	0.3111475	1.391388	1.391388	0.272844	0	0.230351	0.225658	0	0.271147	0.272844	0.230351	0.225658	0.271147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282976	0.2162	0.2171	0.283724	0.7713209	0.2260333	23.43913	0.117375	3.12828	4.9591	6.32436	0.409265	4.76883	0.950995	2.20695	0.686452	0.906346	1.90909	2.9727	8.75679	0.1559397
978	0	-2603065	-2602109	-956.6096	0.4798148	3.365249	0.04354084	0.03856111	0.4412537	1.878316	1.878316	0.272446	0	0.227941	0.22768	0	0.271933	0.272446	0.227941	0.22768	0.271933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283712	0.216072	0.216535	0.28368	0.7235437	0.201764	17.78779	0.97594	0.38739	7.76397	8.75755	0.500805	0.269815	0.950779	0.921009	0.524016	0.157846	3.87107	4.52254	16.7127	0.08036666
979	1	-2603033	-2602108	-925.1866	0.521067	2.581089	0.05930995	0.1933528	0.3277143	1.387587	1.387587	0.272337	0	0.230237	0.225431	0	0.271994	0.272337	0.230237	0.225431	0.271994	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283333	0.215915	0.217401	0.28335	0.5925121	0.4253225	16.32814	0.484661	2.80349	5.62264	3.11376	0.450378	1.39013	1.50208	1.60483	2.22425	1.06895	4.51115	3.82114	9.6779	0.3710709
980	0	-2603068	-2602108	-959.7789	0.4898669	2.503133	0.04388072	0.0008312892	0.4890356	1.864357	1.864357	0.271199	0	0.229843	0.226641	0	0.272318	0.271199	0.229843	0.226641	0.272318	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284218	0.21621	0.216206	0.283366	0.6275594	0.2610051	24.95162	5.7804	0.516497	6.57433	6.09954	0.280813	2.54497	0.62246	1.53062	1.90592	0.449203	4.05804	3.0417	22.063	0.00169697
981	1	-2603022	-2602104	-918.1333	0.4944202	4.455654	0.05913303	0.1120646	0.3823556	1.380229	1.380229	0.272693	0	0.22854	0.226168	0	0.272598	0.272693	0.22854	0.226168	0.272598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283756	0.216189	0.216705	0.28335	0.4884811	0.3599469	10.71448	1.22483	4.48221	5.76347	3.25404	1.15653	0.0815894	0.656063	1.51465	0.140707	2.52801	3.96214	0.131659	8.81795	0.2266586
982	0	-2603063	-2602106	-956.8239	0.3452795	1.647489	0.04377995	0.04185121	0.3034283	1.866173	1.866173	0.272173	0	0.229793	0.225987	0	0.272047	0.272173	0.229793	0.225987	0.272047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282646	0.217059	0.216901	0.283394	0.7198137	0.2006002	16.81204	2.15915	1.0954	5.27752	6.57123	2.25035	1.65234	0.403844	0.797768	0.96499	2.63388	1.86699	1.57716	12.3589	0.1212097
983	1	-2603033	-2602108	-925.1016	0.1907671	3.021079	0.05867594	0.02441118	0.1663559	1.396168	1.396168	0.269337	0	0.230335	0.226243	0	0.274085	0.269337	0.230335	0.226243	0.274085	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283303	0.217165	0.216716	0.282816	0.5792136	0.4055316	19.71371	8.17854	2.1022	5.53041	6.70226	0.704441	0.526326	1.19397	1.34228	0.0765843	2.58726	4.80743	2.5232	17.0935	0.1279632
984	0	-2603068	-2602104	-963.9938	0.2791247	1.58613	0.04364611	0.04945971	0.229665	1.879941	1.879941	0.272806	0	0.228455	0.227581	0	0.271158	0.272806	0.228455	0.227581	0.271158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282841	0.216469	0.21708	0.28361	0.7274958	0.1479345	27.80085	2.39628	0.991385	8.89653	2.85347	2.29223	4.52016	0.397853	0.949634	0.818248	1.21486	3.97227	3.24731	21.9637	0.1771957
985	1	-2603035	-2602105	-929.6836	0.4426649	2.433002	0.05843826	0.1642741	0.2783908	1.396946	1.396946	0.270844	0	0.229835	0.22693	0	0.272391	0.270844	0.229835	0.22693	0.272391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282763	0.216609	0.216828	0.283801	0.4790557	0.3521534	26.98677	5.55799	2.70976	7.03433	5.16938	0.11324	0.618707	1.58484	1.73228	0.0646678	0.299945	3.48488	2.90484	17.081	0.3711026
986	0	-2603068	-2602110	-957.6501	0.3379521	2.806926	0.04383789	0.02124659	0.3167055	1.874739	1.874739	0.273355	0	0.229855	0.225493	0	0.271297	0.273355	0.229855	0.225493	0.271297	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283276	0.216557	0.21674	0.283428	0.6970804	0.2691733	22.99655	5.87493	0.801562	9.28544	8.08765	1.31839	3.31912	0.674401	0.808863	2.36317	0.588376	3.14343	2.19749	19.1881	0.06286866
987	1	-2603029	-2602104	-925.594	0.4315657	3.850299	0.05832004	0.06526759	0.3662981	1.408673	1.408673	0.271174	0	0.229783	0.226049	0	0.272993	0.271174	0.229783	0.226049	0.272993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283543	0.216964	0.216647	0.282846	0.6333175	0.3949731	13.91482	9.98684	9.76569	6.9916	5.22905	0.123729	1.20442	1.57452	1.71115	0.0738995	0.668365	2.57885	3.53414	13.5896	0.1512344
988	0	-2603065	-2602105	-960.1777	0.583419	3.383892	0.04396615	0.235769	0.34765	1.863647	1.863647	0.271647	0	0.228751	0.226343	0	0.273259	0.271647	0.228751	0.226343	0.273259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283292	0.216353	0.216467	0.283888	0.6328672	0.3042117	27.02425	4.51933	8.9726	8.93077	3.49956	0.551138	2.6185	0.958324	2.43128	1.09878	2.22001	3.56893	2.12853	20.8416	0.4041161
989	1	-2603024	-2602102	-921.9114	0.3674958	2.373629	0.05858571	0.01028948	0.3572064	1.399412	1.399412	0.271566	0	0.228954	0.226569	0	0.272912	0.271566	0.228954	0.226569	0.272912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283145	0.216583	0.216483	0.283789	0.5454525	0.3203353	19.53527	6.97179	3.52328	6.26961	2.92543	0.0649625	0.909204	1.7016	1.56891	0.131837	0.983832	2.1847	3.77222	12.526	0.0279989
990	0	-2603054	-2602102	-952.1029	0.4183495	2.06749	0.04398093	0.03389611	0.3844534	1.86646	1.86646	0.27218	0	0.228921	0.226404	0	0.272496	0.27218	0.228921	0.226404	0.272496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283175	0.216264	0.216378	0.284184	0.7232739	0.3137749	26.53541	7.21668	6.68735	6.25538	8.7821	2.88872	3.16511	0.477546	0.965837	2.57684	0.406842	3.66505	0.814949	21.5557	0.08102343
991	1	-2603035	-2602105	-929.3234	0.5252879	5.105713	0.05842969	0.05263031	0.4726576	1.404229	1.404229	0.271162	0	0.230192	0.226752	0	0.271894	0.271162	0.230192	0.226752	0.271894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283461	0.216444	0.216651	0.283444	0.6165539	0.2399421	29.43724	0.721972	3.93441	6.92024	1.89203	0.0964001	0.480361	1.14926	1.28135	0.645107	0.187036	4.13999	1.94111	10.0377	0.1001933
992	0	-2603076	-2602111	-964.9017	0.4530923	8.555091	0.04423679	0.04003802	0.4130543	1.850413	1.850413	0.271191	0	0.230922	0.226753	0	0.271133	0.271191	0.230922	0.226753	0.271133	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283279	0.217028	0.216541	0.283151	0.7356441	0.1770504	24.51709	5.54524	3.10256	6.61815	1.81819	0.927462	3.47315	1.24055	1.53156	0.869532	2.59797	4.84161	0.563048	17.1169	0.08836615
993	1	-2603044	-2602109	-935.716	0.3770525	2.132725	0.05843756	0.07265569	0.3043968	1.404802	1.404802	0.270694	0	0.228911	0.227109	0	0.273286	0.270694	0.228911	0.227109	0.273286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284064	0.216375	0.216264	0.283297	0.5719433	0.1970547	26.60392	6.53518	4.94964	6.11223	4.37237	0.0903375	3.31695	0.39317	2.06958	0.852796	0.553312	3.41589	2.6169	21.8873	0.1926938
994	0	-2603061	-2602104	-956.7516	0.361474	2.588734	0.04442867	0.02141274	0.3400613	1.847086	1.847086	0.271284	0	0.22976	0.225857	0	0.273099	0.271284	0.22976	0.225857	0.273099	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283113	0.217183	0.21643	0.283274	0.6351258	0.1787034	24.42164	8.45539	2.18535	5.23348	6.90706	1.11143	2.0452	0.876743	2.2319	1.53244	1.73701	4.76727	4.10928	19.8196	0.0592373
995	1	-2603052	-2602106	-945.6208	0.4069983	7.415725	0.05865507	0.1423749	0.2646234	1.400187	1.400187	0.270812	0	0.229189	0.226917	0	0.273081	0.270812	0.229189	0.226917	0.273081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283854	0.216239	0.216747	0.28316	0.5265782	0.2172623	28.56499	5.21391	0.347702	6.58076	8.99322	1.32886	0.242617	1.02123	2.4313	0.0714619	1.8049	1.83255	4.66749	23.0283	0.3498169
996	0	-2603066	-2602108	-958.275	0.5437835	2.36681	0.04455293	0.09033577	0.4534478	1.848772	1.848772	0.271564	0	0.231397	0.225229	0	0.27181	0.271564	0.231397	0.225229	0.27181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283286	0.216699	0.21732	0.282696	0.5524949	0.154603	23.8033	3.23572	0.775571	7.76301	3.37174	1.72783	1.01637	1.37723	1.03893	0.954536	0.984419	4.36435	1.91262	22.86	0.1661245
997	1	-2603031	-2602105	-925.4855	0.3425453	4.277337	0.05859971	0.03455207	0.3079932	1.398041	1.398041	0.271853	0	0.228442	0.227257	0	0.272449	0.271853	0.228442	0.227257	0.272449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283696	0.216105	0.217184	0.283015	0.5761736	0.2988304	23.60494	8.8492	3.63268	4.93986	9.45016	2.95263	4.0454	0.934775	1.23295	0.0640669	3.15439	2.31186	5.07929	17.5213	0.1008686
998	0	-2603059	-2602104	-955.0476	0.2496209	3.05932	0.04439419	0.03903479	0.2105861	1.853182	1.853182	0.273584	0	0.229194	0.225629	0	0.271592	0.273584	0.229194	0.225629	0.271592	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282644	0.216245	0.217631	0.28348	0.8215955	0.3986242	22.45994	6.08543	0.567382	8.12472	2.28002	1.47799	1.3774	1.34723	1.8557	0.785487	1.70324	4.59917	2.86347	14.7104	0.1563763
999	1	-2603033	-2602109	-924.3337	0.405196	2.287797	0.05847955	0.05964915	0.3455468	1.397842	1.397842	0.270196	0	0.230508	0.226576	0	0.27272	0.270196	0.230508	0.226576	0.27272	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282654	0.216916	0.216507	0.283923	0.7075126	0.214529	24.23328	2.25672	6.13423	6.2471	3.01004	3.85232	2.05696	1.72367	1.21965	0.139261	0.951335	3.40365	1.29176	10.871	0.1472106
1000	0	-2603070	-2602106	-963.766	0.4283871	4.038393	0.04438004	0.03585215	0.3925349	1.853515	1.853515	0.27311	0	0.229249	0.224755	0	0.272887	0.27311	0.229249	0.224755	0.272887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282859	0.21655	0.216554	0.284038	0.5856198	0.1824522	25.51915	5.22964	0.775583	8.36039	4.87593	0.46469	1.53826	0.461199	0.808776	1.2469	0.403481	2.96806	1.93473	22.967	0.08369101
1001	1	-2603047	-2602105	-941.3782	0.3722252	3.542871	0.0587603	0.03017509	0.3420501	1.399296	1.399296	0.271192	0	0.230032	0.22687	0	0.271906	0.271192	0.230032	0.22687	0.271906	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283238	0.215861	0.217716	0.283185	0.5269744	0.2290939	22.97719	5.36614	8.84016	5.60107	6.78426	3.50892	2.3454	0.704531	2.29364	1.09166	0.352727	3.68114	3.39986	22.9409	0.08106677
1002	0	-2603066	-2602105	-960.8568	0.2778801	2.395712	0.04454241	0.002148338	0.2757318	1.836996	1.836996	0.27223	0	0.228761	0.226428	0	0.272581	0.27223	0.228761	0.226428	0.272581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283657	0.216097	0.216196	0.284049	0.6163744	0.1535908	26.62286	5.2163	0.46665	6.86924	6.77546	1.13495	0.847552	1.16335	2.17096	0.124216	1.00172	3.31145	1.04071	22.488	0.007731169
1003	1	-2603030	-2602102	-927.4315	0.5394586	2.623474	0.05859748	0.005594345	0.5338643	1.398167	1.398167	0.271893	0	0.228865	0.22781	0	0.271432	0.271893	0.228865	0.22781	0.271432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283204	0.216093	0.216903	0.2838	0.6386508	0.2161881	19.31262	0.701049	5.07738	6.98853	6.34579	1.96472	0.270669	1.54658	2.12006	1.71817	1.25316	1.86196	2.06124	9.66762	0.0103703
1004	0	-2603067	-2602106	-961.0727	0.5170339	2.104056	0.04458211	0.05591758	0.4611163	1.842286	1.842286	0.27139	0	0.230709	0.225753	0	0.272148	0.27139	0.230709	0.225753	0.272148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283051	0.217198	0.216546	0.283206	0.6987719	0.1582339	22.53114	0.456163	0.796871	5.06056	5.46727	1.6565	1.91712	1.48831	1.01179	0.412807	0.287634	2.13001	4.75983	22.5291	0.1081507
1005	1	-2603033	-2602106	-926.8016	0.2998445	3.603853	0.05850058	0.05658435	0.2432602	1.39494	1.39494	0.273093	0	0.22922	0.225988	0	0.271698	0.273093	0.22922	0.225988	0.271698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282773	0.215664	0.217403	0.28416	0.5206319	0.3867053	17.00971	5.37626	0.114821	5.75108	4.55474	4.31532	0.308774	0.520159	0.836172	1.20312	0.212011	3.91777	0.580555	12.0977	0.1887123
1006	0	-2603067	-2602108	-959.0115	0.2436307	1.47789	0.04467623	0.01426113	0.2293696	1.83577	1.83577	0.272612	0	0.229897	0.226932	0	0.270559	0.272612	0.229897	0.226932	0.270559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283688	0.215759	0.216605	0.283948	0.6052332	0.4513007	22.3933	3.74214	2.07813	8.06293	5.63307	1.33588	3.13811	1.17727	2.36132	0.593087	0.855294	2.65245	2.44565	17.4235	0.05853583
1007	1	-2603023	-2602108	-914.536	0.6389201	7.231626	0.05872152	0.05574478	0.5831754	1.393889	1.393889	0.273323	0	0.228734	0.22576	0	0.272183	0.273323	0.228734	0.22576	0.272183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282984	0.215762	0.216932	0.284321	0.5500113	0.3489086	25.92923	5.35382	0.501632	6.82674	4.78891	1.27488	0.262395	0.430591	0.824558	0.0271528	2.41907	4.69252	0.201721	7.10222	0.08724843
1008	0	-2603069	-2602105	-964.2775	0.3002342	1.730338	0.04457027	0.06364425	0.23659	1.837015	1.837015	0.270794	0	0.229936	0.22643	0	0.27284	0.270794	0.229936	0.22643	0.27284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28302	0.216958	0.217137	0.282884	0.7878399	0.1277033	21.35964	4.28186	1.68981	8.46979	5.73787	3.85561	1.12051	0.485961	2.10417	0.781137	2.85392	3.27847	1.54284	21.052	0.211982
