Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
895	1	-2603034	-2602106	-928.7118	0.3336012	2.792578	0.05979755	0.05161289	0.2819883	1.36986	1.36986	0.27308	0	0.229901	0.225824	0	0.271195	0.27308	0.229901	0.225824	0.271195	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283371	0.21641	0.216452	0.283767	0.5356804	0.4285273	29.69214	0.730348	4.04309	5.36624	2.20008	3.76986	0.578746	0.468766	1.28592	0.154323	0.926608	3.78729	0.147806	19.9493	0.1547144
896	0	-2603066	-2602105	-960.3573	0.490555	1.790439	0.04270406	0.01781803	0.472737	1.917892	1.917892	0.271796	0	0.229756	0.226445	0	0.272003	0.271796	0.229756	0.226445	0.272003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283291	0.216755	0.216262	0.283692	0.6563841	0.2507895	21.59661	9.35779	6.63781	5.59025	8.91434	2.08525	0.35472	1.7919	2.10926	1.40194	2.1163	3.79409	1.40844	20.4734	0.03632219
897	1	-2603035	-2602103	-932.1961	0.3982208	4.861115	0.05979162	0.03415861	0.3640622	1.370847	1.370847	0.273297	0	0.22906	0.226635	0	0.271009	0.273297	0.22906	0.226635	0.271009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28343	0.21629	0.217005	0.283275	0.5908747	0.2085324	20.49233	1.78048	3.85762	5.67555	6.7932	3.77265	2.10529	0.778536	1.70706	0.279768	3.02698	2.54507	3.0774	19.9052	0.08577805
898	0	-2603060	-2602103	-957.6428	0.6707388	5.482206	0.04260185	0.09185138	0.5788874	1.922999	1.922999	0.271931	0	0.229919	0.226647	0	0.271503	0.271931	0.229919	0.226647	0.271503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283136	0.215702	0.217049	0.284113	0.7124209	0.1882104	22.31735	1.26287	7.22292	6.8811	9.64806	1.31837	0.519055	0.944294	1.72949	0.0492772	2.20233	2.51721	5.04009	16.1501	0.1369406
899	1	-2603039	-2602104	-935.1866	0.2534995	5.48578	0.05995473	0.01215328	0.2413462	1.371256	1.371256	0.272889	0	0.229972	0.226167	0	0.270972	0.272889	0.229972	0.226167	0.270972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282611	0.216842	0.216933	0.283613	0.5791004	0.1996406	27.71701	4.12041	6.0099	6.06632	5.52129	0.567449	1.67688	0.512559	1.57645	1.2221	0.903458	4.24703	3.19633	22.999	0.04794205
900	0	-2603058	-2602104	-953.9684	0.3588127	1.821531	0.0426718	0.01676073	0.3420519	1.924146	1.924146	0.272398	0	0.230056	0.226206	0	0.271339	0.272398	0.230056	0.226206	0.271339	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282559	0.216223	0.217641	0.283576	0.6180533	0.3360666	19.79477	0.600164	7.89208	6.97997	2.36302	2.92191	0.197654	1.11299	1.43593	1.31198	0.46746	4.5671	1.05131	17.0305	0.04671164
901	1	-2603036	-2602106	-930.3918	0.3009044	3.375631	0.05977702	0.132343	0.1685615	1.371256	1.371256	0.271491	0	0.230787	0.225715	0	0.272007	0.271491	0.230787	0.225715	0.272007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282601	0.217291	0.217057	0.28305	0.7221921	0.2390284	23.86643	5.20886	4.59937	6.15103	5.49735	1.95994	0.969284	0.353346	2.22048	0.749748	0.513271	3.14903	4.32632	10.9237	0.4398173
902	0	-2603061	-2602104	-956.8131	0.2708977	2.286799	0.04276005	0.0004301536	0.2704676	1.916483	1.916483	0.271761	0	0.229519	0.2275	0	0.271221	0.271761	0.229519	0.2275	0.271221	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283099	0.216479	0.216967	0.283455	0.6037985	0.325724	27.42205	0.74932	4.33594	7.97275	4.30853	4.8932	0.580486	0.450597	1.38116	2.21122	2.23813	3.64882	0.413193	22.6179	0.001587882
903	1	-2603029	-2602108	-921.2984	0.5119814	3.784034	0.06002941	0.02997588	0.4820055	1.369973	1.369973	0.270106	0	0.229938	0.226726	0	0.27323	0.270106	0.229938	0.226726	0.27323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284489	0.21676	0.215835	0.282916	0.5540714	0.2892226	14.43058	4.50458	6.44927	6.58903	1.99568	0.0572253	0.45598	0.340121	1.09006	0.632209	1.0259	4.20294	0.587379	14.3386	0.05854877
904	0	-2603068	-2602108	-960.4046	0.2324347	2.623957	0.04286352	0.03358552	0.1988491	1.913052	1.913052	0.270939	0	0.230744	0.225674	0	0.272643	0.270939	0.230744	0.225674	0.272643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283034	0.216227	0.216871	0.283869	0.6376094	0.169611	24.44104	0.282103	8.28759	5.37096	7.5927	4.75638	2.47986	0.329068	2.16192	0.201613	2.08781	3.51294	0.367835	22.9294	0.1444945
905	1	-2603021	-2602101	-919.8432	0.6879505	3.027896	0.05981953	0.009802771	0.6781478	1.369081	1.369081	0.271955	0	0.228737	0.226781	0	0.272527	0.271955	0.228737	0.226781	0.272527	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28331	0.21671	0.216418	0.283562	0.5453465	0.714329	23.86342	4.6425	4.30355	6.44475	6.3541	0.0246281	0.747241	0.762601	0.874427	0.545514	3.09996	2.17907	1.14455	10.0654	0.01424924
906	0	-2603058	-2602105	-952.8621	0.490561	1.1605	0.04271598	0.06877565	0.4217854	1.913929	1.913929	0.271433	0	0.2293	0.226209	0	0.273058	0.271433	0.2293	0.226209	0.273058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283291	0.216541	0.216598	0.28357	0.6064035	0.1706543	24.46859	1.06293	2.48237	7.05658	7.78704	2.23322	0.759398	0.770901	1.28292	0.779612	0.133512	3.36151	1.82232	13.1202	0.140198
907	1	-2603029	-2602108	-921.8569	0.3467319	5.911318	0.05981488	0.03178278	0.3149491	1.372202	1.372202	0.26947	0	0.230296	0.227054	0	0.273181	0.26947	0.230296	0.227054	0.273181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283308	0.216918	0.216329	0.283445	0.640031	0.3284103	20.88418	4.03311	3.741	5.31684	2.41071	4.40764	0.672656	1.04368	0.840167	0.0552526	1.54986	4.32431	1.30513	18.2144	0.09166385
908	0	-2603072	-2602112	-960.0993	0.3164803	1.850972	0.04310046	0.06587214	0.2506082	1.91967	1.91967	0.272203	0	0.22939	0.225766	0	0.272642	0.272203	0.22939	0.225766	0.272642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283348	0.216862	0.216326	0.283465	0.5983585	0.1558819	27.08848	0.537709	9.29336	7.82385	4.71332	0.937865	0.500684	0.578793	1.606	1.42551	3.0331	4.57568	2.46821	17.1953	0.2081398
909	1	-2603021	-2602107	-913.468	0.4090935	2.43794	0.05964176	0.04119405	0.3678995	1.371558	1.371558	0.270736	0	0.228439	0.226535	0	0.27429	0.270736	0.228439	0.226535	0.27429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284323	0.216377	0.216331	0.282969	0.564941	0.2756357	20.17192	0.418431	6.87416	5.58352	2.05142	2.69636	0.53052	1.20168	1.06048	0.203581	0.759972	3.89119	0.153632	15.0443	0.1006959
910	0	-2603069	-2602108	-960.8777	0.2433298	2.412059	0.04266653	0.0003295399	0.2430003	1.931745	1.931745	0.271775	0	0.22936	0.226043	0	0.272822	0.271775	0.22936	0.226043	0.272822	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283358	0.216723	0.216477	0.283442	0.7261782	0.3195761	28.84258	0.489002	5.52868	6.50115	4.98292	2.3295	2.18126	0.459883	0.847983	0.127683	0.140246	2.42918	2.32369	10.7756	0.001354293
911	1	-2603023	-2602107	-915.8878	0.299893	3.414204	0.05947071	0.007709548	0.2921834	1.377141	1.377141	0.271428	0	0.229413	0.225739	0	0.27342	0.271428	0.229413	0.225739	0.27342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283959	0.216803	0.216304	0.282935	0.5606046	0.2067015	12.80695	0.392256	4.83898	5.26298	6.48978	2.05906	1.94041	1.1445	2.31989	0.11466	0.288189	3.73212	1.20624	7.17914	0.02570766
912	0	-2603063	-2602102	-960.4648	0.3667217	1.978437	0.04254311	0.08513517	0.2815865	1.932556	1.932556	0.272973	0	0.229269	0.226349	0	0.271409	0.272973	0.229269	0.226349	0.271409	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283233	0.216286	0.217165	0.283316	0.5802892	0.2196725	22.2926	0.313268	1.63315	5.56767	7.16467	4.31697	2.797	1.21918	1.55026	1.55288	0.472303	1.9846	5.12182	12.7433	0.232152
913	1	-2603016	-2602104	-912.4642	0.4000824	4.842963	0.05970443	0.02296428	0.3771181	1.379307	1.379307	0.271742	0	0.229346	0.226404	0	0.272508	0.271742	0.229346	0.226404	0.272508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283392	0.21685	0.216071	0.283687	0.5711026	0.3994845	17.7897	0.897608	5.3393	5.65381	5.81311	0.176352	2.15151	1.34005	1.43694	0.0509248	0.821433	4.51819	1.51781	10.4276	0.05739888
914	0	-2603057	-2602102	-954.8215	0.4018237	2.754582	0.04254093	0.0245403	0.3772834	1.928394	1.928394	0.272877	0	0.228931	0.226628	0	0.271564	0.272877	0.228931	0.226628	0.271564	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283507	0.216355	0.216188	0.28395	0.8015905	0.2453756	20.66319	2.86413	3.44734	7.08549	6.60191	1.68909	2.86023	1.4578	0.864377	0.487474	0.122645	4.89355	4.24172	13.7639	0.06107231
915	1	-2603033	-2602107	-926.211	0.4383559	4.862593	0.05965058	0.04590349	0.3924524	1.373425	1.373425	0.27228	0	0.229369	0.224571	0	0.273781	0.27228	0.229369	0.224571	0.273781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282842	0.217154	0.217217	0.282787	0.6296687	0.3136499	23.59299	0.443974	6.68375	5.48072	3.80257	0.115752	0.415266	1.18514	2.36596	0.0414474	1.0411	4.0988	0.0646658	16.6028	0.1047174
916	0	-2603060	-2602104	-955.6313	0.3898568	1.315949	0.04249772	0.01318304	0.3766738	1.930033	1.930033	0.271873	0	0.229325	0.226733	0	0.272069	0.271873	0.229325	0.226733	0.272069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283055	0.216913	0.216122	0.28391	0.7168555	0.2443215	25.39528	1.53179	4.36026	8.76503	7.26745	4.48167	1.86994	0.402764	0.982683	0.221299	2.92928	3.47522	2.24435	17.495	0.03381508
917	1	-2603032	-2602105	-927.3874	0.5850623	3.168942	0.05955816	0.05269223	0.53237	1.371454	1.371454	0.27167	0	0.229581	0.226471	0	0.272278	0.27167	0.229581	0.226471	0.272278	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283085	0.216698	0.21736	0.282857	0.6144256	0.2700985	27.295	3.09766	0.485789	5.82461	3.60953	0.0633852	0.246245	1.54011	1.78301	0.558434	2.84706	3.14495	0.444637	23.0064	0.0900626
918	0	-2603055	-2602106	-949.776	0.2673797	3.807891	0.04255337	0.06461134	0.2027683	1.927152	1.927152	0.271159	0	0.229051	0.227524	0	0.272267	0.271159	0.229051	0.227524	0.272267	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284298	0.216123	0.216953	0.282626	0.7594052	0.3151919	23.15312	1.07999	3.30717	6.32652	4.3724	0.782304	1.17259	1.20149	1.2204	0.109659	2.51168	2.44762	3.80149	12.6511	0.2416464
919	1	-2603031	-2602105	-925.1057	0.207661	3.503035	0.0595828	0.001859069	0.2058019	1.376377	1.376377	0.272562	0	0.229537	0.226211	0	0.271689	0.272562	0.229537	0.226211	0.271689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282712	0.216108	0.217361	0.283819	0.5413026	0.2499394	29.86741	0.228098	0.90567	6.83486	6.04547	0.0983271	1.35001	1.5349	1.62461	1.73881	3.03451	3.88213	0.0525692	20.9037	0.008952422
920	0	-2603065	-2602109	-956.9375	0.2985664	4.24204	0.0424583	0.04766409	0.2509023	1.929385	1.929385	0.26985	0	0.229191	0.228147	0	0.272812	0.26985	0.229191	0.228147	0.272812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283934	0.216104	0.216261	0.283701	0.6620853	0.3581672	29.26277	5.52784	0.790538	8.13529	4.82079	1.43458	0.350115	0.436618	1.1765	0.452109	2.42282	4.31173	2.84119	21.2231	0.1596432
921	1	-2603024	-2602105	-918.9163	0.7952389	4.241268	0.05961714	0.02465615	0.7705827	1.370078	1.370078	0.271999	0	0.229281	0.227074	0	0.271647	0.271999	0.229281	0.227074	0.271647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283088	0.216449	0.216853	0.28361	0.6588332	0.3555123	21.34555	0.352849	0.138312	6.49489	3.62683	0.100986	1.18523	1.27931	1.84715	1.11311	0.433503	2.8002	2.29503	11.8743	0.03100471
922	0	-2603067	-2602106	-961.3813	0.2727536	4.340653	0.04249913	0.02924383	0.2435098	1.932192	1.932192	0.273777	0	0.229328	0.225843	0	0.271051	0.273777	0.229328	0.225843	0.271051	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28284	0.215955	0.21729	0.283915	0.5581588	0.3641188	15.20217	6.4178	1.8281	8.76044	6.89288	0.225003	0.338227	0.50131	1.93125	0.950345	2.96552	3.88447	2.95443	11.9736	0.107217
923	1	-2603017	-2602104	-913.0392	0.3577151	2.983585	0.05961234	0.05859137	0.2991237	1.371039	1.371039	0.27092	0	0.229687	0.227163	0	0.27223	0.27092	0.229687	0.227163	0.27223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283193	0.216887	0.216279	0.283641	0.5675935	0.7435271	22.11728	0.195305	0.50271	6.07555	6.38508	0.186478	1.16751	0.774199	1.87473	0.0957006	0.546556	2.63491	4.57153	7.92387	0.1637934
924	0	-2603067	-2602106	-960.8483	0.4943395	2.069825	0.04277825	0.1490594	0.3452801	1.921882	1.921882	0.272538	0	0.230123	0.226994	0	0.270345	0.272538	0.230123	0.226994	0.270345	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282936	0.216183	0.216914	0.283967	0.6870306	0.313558	22.03725	0.418057	4.45551	8.6112	5.09195	1.44088	3.1089	0.935044	1.35692	0.143437	0.692304	2.69817	0.365419	21.6657	0.3015324
925	1	-2603024	-2602110	-913.4568	0.2358615	3.196817	0.05965175	0.05359508	0.1822665	1.369628	1.369628	0.272736	0	0.230451	0.225502	0	0.271311	0.272736	0.230451	0.225502	0.271311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282343	0.216168	0.217331	0.284159	0.5510306	0.4917321	13.74218	5.10052	1.61249	5.45507	5.57291	0.478137	0.777591	0.739656	1.03927	0.0911065	2.09874	3.1771	3.20496	8.33359	0.2272311
926	0	-2603065	-2602104	-960.3688	0.5689889	1.375974	0.04279123	0.1855307	0.3834581	1.925825	1.925825	0.271747	0	0.228713	0.226744	0	0.272796	0.271747	0.228713	0.226744	0.272796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283094	0.216426	0.216861	0.283619	0.5183545	0.1144041	11.83149	2.5113	7.22688	7.14708	3.72329	1.44943	3.1045	0.620126	1.83322	1.55995	2.8694	3.51927	5.31875	11.2191	0.326071
927	1	-2603017	-2602102	-915.396	0.4897005	2.998652	0.05963622	0.06624241	0.4234581	1.376086	1.376086	0.271344	0	0.229046	0.22755	0	0.27206	0.271344	0.229046	0.22755	0.27206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283826	0.216101	0.216417	0.283656	0.6057141	0.3396428	18.44604	5.51623	2.819	6.02014	6.12739	3.09723	0.531402	0.725558	1.89152	0.116305	0.945596	3.20585	0.938596	10.6483	0.1352713
928	0	-2603060	-2602106	-953.8935	0.530389	2.540244	0.04264923	0.100362	0.430027	1.931357	1.931357	0.272619	0	0.228418	0.226401	0	0.272562	0.272619	0.228418	0.226401	0.272562	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283549	0.216733	0.216591	0.283127	0.7306763	0.3717302	17.35652	5.56326	6.87564	8.18262	6.7946	1.64649	4.21762	0.511858	2.33542	1.33982	0.590049	2.89209	2.85132	10.1131	0.1892234
929	1	-2603034	-2602106	-928.0416	0.3703246	3.25504	0.05967436	0.01737622	0.3529484	1.370732	1.370732	0.272666	0	0.228921	0.22675	0	0.271663	0.272666	0.228921	0.22675	0.271663	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282395	0.216953	0.217234	0.283419	0.7689778	0.2026156	25.59579	4.57724	3.2659	5.18403	4.59194	0.953465	3.21241	0.900314	1.21364	0.141438	2.00548	2.70414	5.27901	22.9871	0.04692159
930	0	-2603059	-2602103	-956.5747	0.23612	2.446443	0.04267033	0.02948	0.20664	1.929617	1.929617	0.272746	0	0.229305	0.22564	0	0.272308	0.272746	0.229305	0.22564	0.272308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283215	0.216516	0.216408	0.28386	0.566815	0.309527	28.91988	0.594969	4.56344	5.37363	3.44565	1.4089	1.11899	0.961948	1.17234	0.597391	0.760808	2.08591	0.388918	22.2915	0.1248517
931	1	-2603024	-2602104	-920.0065	0.3874384	2.399745	0.05992649	0.02044489	0.3669935	1.372876	1.372876	0.271336	0	0.230068	0.226119	0	0.272477	0.271336	0.230068	0.226119	0.272477	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283323	0.217033	0.216811	0.282833	0.5971521	0.3582564	21.02413	3.88949	0.93773	5.00196	3.22352	0.835375	4.43545	1.17353	2.26092	0.129947	0.808437	2.20975	5.22673	18.9282	0.05276941
932	0	-2603061	-2602104	-956.7882	0.4268216	2.611676	0.04267727	0.007368553	0.419453	1.928029	1.928029	0.271899	0	0.230137	0.225591	0	0.272373	0.271899	0.230137	0.225591	0.272373	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283724	0.216499	0.216451	0.283325	0.6385086	0.3650494	23.71641	6.04352	8.49964	6.61786	5.33399	3.33923	0.4717	1.30037	1.26439	0.572466	2.63333	2.95396	2.47641	21.7715	0.01726378
933	1	-2603030	-2602102	-928.8373	0.3265267	2.488744	0.05990372	0.07468146	0.2518452	1.372411	1.372411	0.272398	0	0.228668	0.226536	0	0.272398	0.272398	0.228668	0.226536	0.272398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283326	0.216349	0.216803	0.283522	0.5496344	0.2253362	26.46921	5.94744	1.00015	6.65545	2.67042	1.34789	1.69182	1.65342	2.20124	0.0975917	0.155203	3.59748	3.04492	23.0005	0.2287147
934	0	-2603065	-2602112	-953.1946	0.4610915	3.841801	0.04299757	0.05133686	0.4097547	1.906684	1.906684	0.273823	0	0.229212	0.227117	0	0.269848	0.273823	0.229212	0.227117	0.269848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283023	0.21588	0.217143	0.283954	0.5519854	0.6770298	21.17389	1.12063	1.6719	7.20415	4.10825	3.51755	1.36637	0.515711	1.39842	0.289556	0.996722	4.8596	4.44615	11.1045	0.1113377
935	1	-2603019	-2602103	-915.5926	0.5147377	3.720989	0.05974955	0.04166994	0.4730677	1.367406	1.367406	0.271744	0	0.23027	0.225839	0	0.272147	0.271744	0.23027	0.225839	0.272147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282927	0.216256	0.217243	0.283574	0.484625	0.5752396	21.8066	6.15259	3.09971	5.48455	4.41267	2.15557	3.56286	1.32296	2.35765	0.0608018	0.708684	2.74968	4.96235	8.98344	0.08095374
936	0	-2603071	-2602111	-960.6752	0.4711337	2.205162	0.0430149	0.2103791	0.2607546	1.906663	1.906663	0.271957	0	0.229232	0.226484	0	0.272326	0.271957	0.229232	0.226484	0.272326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282986	0.217048	0.216232	0.283733	0.7393018	0.170843	25.34584	3.3414	1.42544	5.71738	5.30715	1.37202	0.157621	0.561384	1.58701	0.267806	0.263382	4.55423	5.2986	22.5198	0.4465381
937	1	-2603029	-2602106	-922.6263	0.3550829	6.447469	0.05980428	0.002667953	0.352415	1.373261	1.373261	0.272524	0	0.229773	0.226771	0	0.270931	0.272524	0.229773	0.226771	0.270931	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283375	0.217003	0.216915	0.282708	0.6125249	0.2610962	21.53569	6.74352	5.39654	6.15445	3.8591	0.405757	0.242751	0.64586	1.38245	0.0510511	1.08107	4.06138	3.4517	19.7093	0.007513606
938	0	-2603063	-2602107	-955.9057	0.3585415	2.736568	0.04308799	0.06406796	0.2944735	1.906663	1.906663	0.271846	0	0.229845	0.225452	0	0.272856	0.271846	0.229845	0.225452	0.272856	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283424	0.216257	0.216171	0.284147	0.6991599	0.2379637	24.89826	7.17723	7.48701	5.64969	3.86649	1.34598	0.693091	0.927889	1.04728	1.14219	1.58729	2.63557	2.66591	18.3294	0.1786905
939	1	-2603016	-2602105	-910.9656	0.6117074	4.130603	0.06010524	0.001374531	0.6103328	1.360764	1.360764	0.271152	0	0.229839	0.225592	0	0.273418	0.271152	0.229839	0.225592	0.273418	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283602	0.216573	0.216164	0.283661	0.6543586	0.4139429	10.52328	0.626687	5.3988	5.14067	6.49989	0.961479	3.85904	1.0249	0.941483	0.0563309	1.97648	4.30294	2.25213	10.2147	0.00224704
940	0	-2603061	-2602106	-955.4505	0.323934	2.734217	0.04319275	0.1150806	0.2088534	1.90031	1.90031	0.270539	0	0.230274	0.226072	0	0.273116	0.270539	0.230274	0.226072	0.273116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283588	0.217259	0.216863	0.28229	0.6063153	0.4395573	19.43118	0.115797	0.872174	5.58301	7.90367	0.37503	3.93821	0.916425	1.23145	0.559444	1.94019	2.23848	3.6584	19.2702	0.3552594
941	1	-2603020	-2602104	-915.5412	0.4475768	2.417463	0.06009367	0.06321553	0.3843612	1.366236	1.366236	0.271625	0	0.229524	0.226657	0	0.272193	0.271625	0.229524	0.226657	0.272193	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282462	0.216608	0.217308	0.283621	0.5632401	0.3322425	21.11528	0.400677	2.35361	6.63063	2.12091	1.02719	1.50966	1.11987	1.27151	0.108052	1.95291	3.3943	3.69347	16.9348	0.1412395
942	0	-2603069	-2602106	-963.1747	0.2653145	1.972668	0.04316209	0.01348537	0.2518291	1.904898	1.904898	0.271674	0	0.229655	0.227837	0	0.270834	0.271674	0.229655	0.227837	0.270834	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283345	0.216098	0.216934	0.283623	0.6284994	0.1530757	22.74334	1.01405	0.835798	4.91012	4.4296	2.90977	1.363	0.369822	1.84289	2.16776	0.173535	2.5639	1.45309	22.7419	0.05082788
943	1	-2603015	-2602104	-910.5994	0.7196214	3.522743	0.06006997	0.02253516	0.6970863	1.371776	1.371776	0.27165	0	0.228544	0.227285	0	0.272522	0.27165	0.228544	0.227285	0.272522	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283205	0.216431	0.217035	0.283328	0.5721261	0.5784522	10.03154	0.252736	4.64501	6.6646	6.35482	0.398524	3.68716	1.05056	1.15538	0.11398	1.21069	4.39669	3.2605	7.59743	0.03131531
944	0	-2603066	-2602109	-957.1151	0.5730415	4.615185	0.04304665	0.07886072	0.4941808	1.898175	1.898175	0.27308	0	0.229067	0.225655	0	0.272198	0.27308	0.229067	0.225655	0.272198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282861	0.216259	0.217006	0.283875	0.6842165	0.2915938	17.62936	1.79088	1.76123	6.37639	7.37819	3.11401	0.744145	1.56847	0.810613	0.21396	2.99223	4.40723	0.840763	12.1657	0.1376178
945	1	-2603021	-2602103	-918.5506	0.9634945	2.907228	0.05995434	0.06377349	0.899721	1.373938	1.373938	0.272523	0	0.229298	0.22544	0	0.272739	0.272523	0.229298	0.22544	0.272739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283127	0.216488	0.216591	0.283794	0.5522289	0.3419073	26.67724	0.274279	4.23348	6.21183	3.72768	0.198436	0.360502	0.580915	1.35214	0.709439	1.11584	3.95771	5.10777	7.89723	0.06618978
946	0	-2603066	-2602107	-959.165	0.3651661	3.20517	0.04347139	0.02193696	0.3432292	1.899694	1.899694	0.271848	0	0.228589	0.227339	0	0.272224	0.271848	0.228589	0.227339	0.272224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283112	0.215864	0.217221	0.283803	0.7289325	0.2031126	23.38352	3.51211	0.659701	5.87339	6.63694	1.91282	0.578223	0.532101	1.08684	0.230483	0.707355	1.83362	1.79119	17.509	0.06007391
947	1	-2603019	-2602103	-915.7846	0.7256176	2.214052	0.05981648	0.03073586	0.6948818	1.370603	1.370603	0.27241	0	0.229858	0.226397	0	0.271335	0.27241	0.229858	0.226397	0.271335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282468	0.216955	0.217166	0.283411	0.6734215	0.4619861	27.69398	0.23184	3.30101	5.74625	6.35612	0.514976	0.739372	1.02722	1.23137	0.630758	1.42782	3.72385	1.66943	12.1746	0.0423582
948	0	-2603067	-2602104	-963.6142	0.4356012	2.282758	0.04347201	0.1702512	0.2653501	1.890366	1.890366	0.272394	0	0.228918	0.226111	0	0.272577	0.272394	0.228918	0.226111	0.272577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282784	0.216809	0.216503	0.283905	0.6262447	0.1884781	27.52505	2.46256	1.69825	8.98801	3.56169	1.02824	1.75034	0.530526	1.12918	0.813754	0.451102	3.0747	0.608668	22.674	0.3908418
949	1	-2603024	-2602108	-915.8499	0.3738645	2.617585	0.05984459	0.02056546	0.3532991	1.377201	1.377201	0.2735	0	0.229094	0.225977	0	0.271429	0.2735	0.229094	0.225977	0.271429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283584	0.215743	0.216946	0.283727	0.5603131	0.4148917	13.60033	0.479496	0.580471	4.98878	3.9519	0.254188	0.321395	1.45696	1.2848	0.650724	2.12055	3.73639	3.90756	12.9504	0.05500778
950	0	-2603063	-2602102	-960.5435	0.2763106	2.001594	0.04355608	0.02287522	0.2534353	1.884412	1.884412	0.272336	0	0.229336	0.225965	0	0.272363	0.272336	0.229336	0.225965	0.272363	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283372	0.216384	0.21633	0.283915	0.659225	0.2149957	23.97695	4.2755	2.26147	6.59421	5.56416	0.455056	0.729113	1.03047	1.73834	1.42747	1.56317	2.12475	0.210189	20.8853	0.08278808
951	1	-2603012	-2602104	-908.5251	0.555843	2.480768	0.05974523	0.02463782	0.5312052	1.369275	1.369275	0.271148	0	0.230026	0.226426	0	0.2724	0.271148	0.230026	0.226426	0.2724	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283294	0.216527	0.216939	0.28324	0.5804902	0.3358621	21.65712	0.432861	3.80426	5.24824	2.15416	2.35639	0.649581	1.27114	1.12665	0.305714	1.78894	4.08157	5.03955	10.4614	0.04432514
