Iteration	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
49300	-2603029	-2602104	-925.594	0.4315657	3.850299	0.05832004	0.06526759	0.3662981	1.408673	1.408673	0.271174	0	0.229783	0.226049	0	0.272993	0.271174	0.229783	0.226049	0.272993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283543	0.216964	0.216647	0.282846	0.6333175	0.3949731	13.91482	9.98684	9.76569	6.9916	5.22905	0.123729	1.20442	1.57452	1.71115	0.0738995	0.668365	2.57885	3.53414	13.5896	0.1512344
49400	-2603024	-2602102	-921.9114	0.3674958	2.373629	0.05858571	0.01028948	0.3572064	1.399412	1.399412	0.271566	0	0.228954	0.226569	0	0.272912	0.271566	0.228954	0.226569	0.272912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283145	0.216583	0.216483	0.283789	0.5454525	0.3203353	19.53527	6.97179	3.52328	6.26961	2.92543	0.0649625	0.909204	1.7016	1.56891	0.131837	0.983832	2.1847	3.77222	12.526	0.0279989
49500	-2603035	-2602105	-929.3234	0.5252879	5.105713	0.05842969	0.05263031	0.4726576	1.404229	1.404229	0.271162	0	0.230192	0.226752	0	0.271894	0.271162	0.230192	0.226752	0.271894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283461	0.216444	0.216651	0.283444	0.6165539	0.2399421	29.43724	0.721972	3.93441	6.92024	1.89203	0.0964001	0.480361	1.14926	1.28135	0.645107	0.187036	4.13999	1.94111	10.0377	0.1001933
49600	-2603044	-2602109	-935.716	0.3770525	2.132725	0.05843756	0.07265569	0.3043968	1.404802	1.404802	0.270694	0	0.228911	0.227109	0	0.273286	0.270694	0.228911	0.227109	0.273286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284064	0.216375	0.216264	0.283297	0.5719433	0.1970547	26.60392	6.53518	4.94964	6.11223	4.37237	0.0903375	3.31695	0.39317	2.06958	0.852796	0.553312	3.41589	2.6169	21.8873	0.1926938
49700	-2603052	-2602106	-945.6208	0.4069983	7.415725	0.05865507	0.1423749	0.2646234	1.400187	1.400187	0.270812	0	0.229189	0.226917	0	0.273081	0.270812	0.229189	0.226917	0.273081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283854	0.216239	0.216747	0.28316	0.5265782	0.2172623	28.56499	5.21391	0.347702	6.58076	8.99322	1.32886	0.242617	1.02123	2.4313	0.0714619	1.8049	1.83255	4.66749	23.0283	0.3498169
49800	-2603031	-2602105	-925.4855	0.3425453	4.277337	0.05859971	0.03455207	0.3079932	1.398041	1.398041	0.271853	0	0.228442	0.227257	0	0.272449	0.271853	0.228442	0.227257	0.272449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283696	0.216105	0.217184	0.283015	0.5761736	0.2988304	23.60494	8.8492	3.63268	4.93986	9.45016	2.95263	4.0454	0.934775	1.23295	0.0640669	3.15439	2.31186	5.07929	17.5213	0.1008686
49900	-2603033	-2602109	-924.3337	0.405196	2.287797	0.05847955	0.05964915	0.3455468	1.397842	1.397842	0.270196	0	0.230508	0.226576	0	0.27272	0.270196	0.230508	0.226576	0.27272	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282654	0.216916	0.216507	0.283923	0.7075126	0.214529	24.23328	2.25672	6.13423	6.2471	3.01004	3.85232	2.05696	1.72367	1.21965	0.139261	0.951335	3.40365	1.29176	10.871	0.1472106
50000	-2603047	-2602105	-941.3782	0.3722252	3.542871	0.0587603	0.03017509	0.3420501	1.399296	1.399296	0.271192	0	0.230032	0.22687	0	0.271906	0.271192	0.230032	0.22687	0.271906	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283238	0.215861	0.217716	0.283185	0.5269744	0.2290939	22.97719	5.36614	8.84016	5.60107	6.78426	3.50892	2.3454	0.704531	2.29364	1.09166	0.352727	3.68114	3.39986	22.9409	0.08106677
50100	-2603030	-2602102	-927.4315	0.5394586	2.623474	0.05859748	0.005594345	0.5338643	1.398167	1.398167	0.271893	0	0.228865	0.22781	0	0.271432	0.271893	0.228865	0.22781	0.271432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283204	0.216093	0.216903	0.2838	0.6386508	0.2161881	19.31262	0.701049	5.07738	6.98853	6.34579	1.96472	0.270669	1.54658	2.12006	1.71817	1.25316	1.86196	2.06124	9.66762	0.0103703
50200	-2603033	-2602106	-926.8016	0.2998445	3.603853	0.05850058	0.05658435	0.2432602	1.39494	1.39494	0.273093	0	0.22922	0.225988	0	0.271698	0.273093	0.22922	0.225988	0.271698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282773	0.215664	0.217403	0.28416	0.5206319	0.3867053	17.00971	5.37626	0.114821	5.75108	4.55474	4.31532	0.308774	0.520159	0.836172	1.20312	0.212011	3.91777	0.580555	12.0977	0.1887123
50300	-2603023	-2602108	-914.536	0.6389201	7.231626	0.05872152	0.05574478	0.5831754	1.393889	1.393889	0.273323	0	0.228734	0.22576	0	0.272183	0.273323	0.228734	0.22576	0.272183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282984	0.215762	0.216932	0.284321	0.5500113	0.3489086	25.92923	5.35382	0.501632	6.82674	4.78891	1.27488	0.262395	0.430591	0.824558	0.0271528	2.41907	4.69252	0.201721	7.10222	0.08724843
50400	-2603031	-2602103	-927.8803	0.2060359	3.30668	0.0587019	0.005134612	0.2009013	1.399097	1.399097	0.271774	0	0.23022	0.22612	0	0.271886	0.271774	0.23022	0.22612	0.271886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282474	0.216867	0.2169	0.283759	0.5961725	0.3480507	25.75462	5.2106	1.22003	4.97731	1.90113	1.08615	0.250513	0.737728	1.57419	0.792692	3.18929	2.12272	0.453972	22.7704	0.02492096
50500	-2603035	-2602111	-923.6747	0.4359349	4.698664	0.05866405	0.006261482	0.4296734	1.385651	1.385651	0.27178	0	0.228981	0.227313	0	0.271926	0.27178	0.228981	0.227313	0.271926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28316	0.216323	0.21648	0.284037	0.567802	0.4029099	13.96267	3.76669	3.87822	5.71189	3.00271	1.2515	4.31226	0.796839	0.937254	0.942275	1.69038	4.81731	0.782151	13.7264	0.01436334
50600	-2603022	-2602104	-917.7263	0.544425	5.556549	0.05891741	0.001885681	0.5425393	1.395332	1.395332	0.272381	0	0.230628	0.225572	0	0.271419	0.272381	0.230628	0.225572	0.271419	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282833	0.216772	0.216882	0.283513	0.5935497	0.5177166	22.82833	5.99337	2.49117	5.20737	3.10047	3.25522	1.10969	1.63082	1.59386	0.0475909	0.144507	2.76885	0.961132	13.0083	0.003463619
50700	-2603032	-2602108	-924.3925	0.1990181	2.754657	0.05851557	0.1264527	0.0725654	1.407519	1.407519	0.270559	0	0.229843	0.224974	0	0.274624	0.270559	0.229843	0.224974	0.274624	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283806	0.217028	0.216232	0.282934	0.530098	0.2236684	24.56644	5.24851	4.44575	6.11593	6.70408	0.450799	0.154556	1.75446	1.57758	0.0362501	0.206812	4.53644	1.2054	14.7205	0.6353829
50800	-2603026	-2602103	-922.902	0.5364567	3.720941	0.05825757	0.04878862	0.4876681	1.410448	1.410448	0.271854	0	0.230088	0.225831	0	0.272227	0.271854	0.230088	0.225831	0.272227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283031	0.216668	0.216745	0.283556	0.5333096	0.7974961	26.13806	2.20124	1.45062	6.97849	3.56288	0.289719	0.85304	0.755446	1.17061	0.508389	2.47034	2.45092	3.78859	9.77123	0.09094605
50900	-2603025	-2602102	-922.2593	0.6139143	4.654016	0.05844492	0.05908014	0.5548342	1.407482	1.407482	0.27305	0	0.22905	0.226293	0	0.271607	0.27305	0.22905	0.226293	0.271607	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283162	0.216488	0.216672	0.283678	0.5029198	0.4221542	27.36391	0.935729	6.37053	5.24292	5.6249	0.566551	2.9732	0.440229	1.24946	0.322583	1.09826	4.15353	4.8214	10.2712	0.09623516
51000	-2603030	-2602110	-920.0229	0.4591608	4.974817	0.05882113	0.04101958	0.4181412	1.394029	1.394029	0.269872	0	0.229511	0.227704	0	0.272913	0.269872	0.229511	0.227704	0.272913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283967	0.216376	0.216126	0.283531	0.5542066	0.562814	27.08161	0.821914	4.20257	6.39859	4.56607	1.18829	1.00753	1.34281	0.881058	0.0437898	2.33754	3.82409	1.0385	15.1956	0.08933598
51100	-2603028	-2602108	-919.6728	0.4565468	3.040224	0.05908301	0.07773391	0.3788128	1.396026	1.396026	0.272317	0	0.229576	0.226161	0	0.271946	0.272317	0.229576	0.226161	0.271946	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28288	0.216383	0.217247	0.28349	0.5411207	0.3173615	14.93798	0.767575	3.25817	6.76476	5.5922	2.94651	0.628967	1.22689	1.31801	0.365067	1.43464	2.53233	0.679371	8.93192	0.170265
51200	-2603029	-2602109	-919.1805	0.6992272	5.624459	0.05883641	0.001150482	0.6980767	1.392198	1.392198	0.271931	0	0.228665	0.226028	0	0.273376	0.271931	0.228665	0.226028	0.273376	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282834	0.216462	0.216758	0.283947	0.5899645	0.5228614	29.29238	0.767335	3.53132	5.87352	5.48395	3.06326	0.508861	0.654751	2.39495	0.220387	0.977099	1.99526	0.386808	10.3544	0.001645362
51300	-2603031	-2602104	-926.9955	0.3940224	2.857828	0.05879283	0.05959867	0.3344238	1.39333	1.39333	0.272827	0	0.229516	0.226081	0	0.271576	0.272827	0.229516	0.226081	0.271576	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282935	0.216238	0.216714	0.284114	0.4895188	0.2361289	22.43754	0.231195	3.13788	5.75732	4.28992	2.3018	0.640507	0.502415	1.633	1.08591	2.20117	3.59305	1.9916	20.4856	0.151257
51400	-2603030	-2602103	-926.4802	0.5401299	4.489743	0.05846356	0.06003073	0.4800991	1.400157	1.400157	0.27284	0	0.22961	0.226138	0	0.271412	0.27284	0.22961	0.226138	0.271412	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28288	0.216678	0.216702	0.28374	0.5597272	0.3423509	29.63196	2.87805	2.19189	4.99488	6.31267	4.73097	0.955803	0.440532	1.23552	1.84505	1.17216	1.91187	3.1434	16.095	0.1111413
51500	-2603028	-2602104	-923.949	0.6469675	4.205015	0.05846883	0.03215146	0.614816	1.407104	1.407104	0.272536	0	0.229764	0.225645	0	0.272055	0.272536	0.229764	0.225645	0.272055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283481	0.216133	0.216677	0.283708	0.5727343	0.4253646	16.49134	0.371976	5.10516	6.21318	6.9634	0.134077	0.909261	0.877213	2.04552	0.0770892	1.44943	2.95897	3.83491	14.4609	0.04969563
51600	-2603018	-2602103	-914.9247	0.7679033	4.696322	0.05850427	0.02771655	0.7401867	1.403943	1.403943	0.271219	0	0.229938	0.226757	0	0.272086	0.271219	0.229938	0.226757	0.272086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283864	0.215946	0.216489	0.283701	0.557776	0.481471	17.71909	4.56925	1.28753	6.64248	2.75125	0.132028	0.505747	1.26788	1.3771	0.89178	0.228493	3.61362	2.43054	7.03834	0.0360938
51700	-2603031	-2602105	-925.3838	0.7408866	2.536288	0.0583562	0.08581631	0.6550703	1.405205	1.405205	0.270942	0	0.228851	0.226846	0	0.27336	0.270942	0.228851	0.226846	0.27336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284233	0.216322	0.216351	0.283095	0.5243376	0.672806	13.16787	6.06274	0.651576	5.2245	2.8408	0.133863	0.836508	1.03507	1.3203	1.18376	1.83336	1.80426	3.27359	10.1061	0.1158292
51800	-2603032	-2602107	-925.1202	0.4892508	2.482607	0.05816896	0.05096822	0.4382826	1.403164	1.403164	0.27154	0	0.23096	0.226292	0	0.271208	0.27154	0.23096	0.226292	0.271208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282624	0.216613	0.217536	0.283227	0.6266711	0.2350137	20.60577	0.705161	2.49079	6.36016	1.86574	0.292067	0.726031	1.74915	1.06634	2.48715	0.491388	2.80046	4.99132	13.2527	0.104176
51900	-2603032	-2602101	-930.136	0.4492664	3.308433	0.05825417	0.01175629	0.4375101	1.410374	1.410374	0.271483	0	0.230275	0.225925	0	0.272317	0.271483	0.230275	0.225925	0.272317	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283179	0.216649	0.216456	0.283716	0.5622105	0.2161258	28.95912	0.411006	0.511083	6.94912	3.60318	0.378431	0.55587	0.954153	0.852939	2.23266	2.7473	3.08388	4.50243	22.9795	0.02616775
52000	-2603029	-2602106	-922.3584	0.5053213	2.402393	0.05806067	0.004065434	0.5012559	1.405794	1.405794	0.270589	0	0.229467	0.225717	0	0.274227	0.270589	0.229467	0.225717	0.274227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28325	0.216954	0.216745	0.283051	0.6180853	0.182799	29.69389	0.387363	0.300273	7.20069	3.43953	0.217259	3.09806	1.13507	1.29467	2.28358	2.38361	4.07083	0.199721	11.074	0.008045245
52100	-2603035	-2602107	-928.5692	0.6202421	3.086526	0.05822457	0.02643392	0.5938082	1.403014	1.403014	0.270839	0	0.228595	0.226864	0	0.273703	0.270839	0.228595	0.226864	0.273703	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28367	0.217027	0.215893	0.28341	0.589557	0.2926437	27.93997	0.425638	0.555987	7.08653	6.65623	1.68874	4.47316	0.618792	0.877426	0.165935	0.542927	3.78365	0.939293	16.2569	0.04261871
52200	-2603017	-2602106	-911.4958	0.3784278	2.612087	0.05803479	0.00275066	0.3756772	1.414311	1.414311	0.27172	0	0.228528	0.22633	0	0.273421	0.27172	0.228528	0.22633	0.273421	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283168	0.216345	0.216596	0.283891	0.5296578	0.3912425	27.57031	0.321743	0.404179	5.17665	3.45121	4.81072	0.181247	0.654513	0.893325	0.11716	0.703455	3.97847	0.374209	11.3552	0.007268651
52300	-2603024	-2602112	-912.232	0.463982	2.173087	0.05797621	0.0601031	0.4038789	1.409087	1.409087	0.271165	0	0.228839	0.225618	0	0.274378	0.271165	0.228839	0.225618	0.274378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283062	0.216156	0.217088	0.283693	0.6090566	0.3138053	22.10518	0.259059	0.626851	6.58878	2.47423	3.83578	1.25465	1.61465	1.17462	0.120388	0.775057	4.41908	0.189691	9.51293	0.1295376
52400	-2603025	-2602108	-916.5519	0.5939697	2.962829	0.05745639	0.01880437	0.5751654	1.422481	1.422481	0.271744	0	0.229561	0.224705	0	0.27399	0.271744	0.229561	0.224705	0.27399	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283795	0.216303	0.217166	0.282737	0.5935639	0.434447	23.53479	1.12664	3.10584	5.31844	3.54795	1.48918	3.15223	0.352587	1.23604	0.0758876	2.99196	3.87179	0.371022	9.68654	0.0316588
52500	-2603029	-2602107	-922.5055	0.2664175	3.092245	0.05733456	0.006577352	0.2598402	1.424594	1.424594	0.271612	0	0.229851	0.226509	0	0.272028	0.271612	0.229851	0.226509	0.272028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283032	0.217437	0.216276	0.283254	0.5564379	0.1825056	22.73398	0.10891	6.39906	6.09842	5.03075	2.11679	3.97775	0.364056	1.31973	0.0895403	2.28434	4.54883	0.627236	22.7055	0.02468814
52600	-2603023	-2602102	-921.7017	0.615566	3.944866	0.05716421	0.006136493	0.6094295	1.431755	1.431755	0.271812	0	0.230182	0.225471	0	0.272536	0.271812	0.230182	0.225471	0.272536	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28311	0.216563	0.216798	0.283529	0.5726505	0.3779076	18.53551	1.93534	6.55062	5.85735	4.69563	2.2278	1.10743	0.708143	2.30762	0.179032	2.64708	2.91145	0.636859	10.8536	0.009968862
52700	-2603030	-2602105	-925.4685	0.6828957	5.995954	0.05725359	0.03684371	0.646052	1.436955	1.436955	0.271853	0	0.229743	0.226948	0	0.271456	0.271853	0.229743	0.226948	0.271456	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283716	0.215878	0.217095	0.283311	0.4913689	0.408791	19.30968	1.20774	3.91586	7.20062	6.87883	0.680287	0.296622	0.829649	0.855702	0.100337	1.35185	2.98817	0.82205	11.5528	0.05395217
52800	-2603032	-2602109	-922.9991	0.5056568	2.616469	0.05746388	0.2320649	0.2735919	1.428352	1.428352	0.272173	0	0.227604	0.226841	0	0.273382	0.272173	0.227604	0.226841	0.273382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283928	0.215741	0.216277	0.284054	0.5555747	0.3560293	16.33241	1.13078	3.28384	5.97798	5.54398	1.57704	0.501014	0.53022	0.840558	0.135333	0.0393583	1.81929	0.947482	8.29163	0.4589376
52900	-2603028	-2602103	-924.6587	0.4030765	3.602445	0.05748211	0.01680047	0.386276	1.428352	1.428352	0.271475	0	0.230051	0.22623	0	0.272244	0.271475	0.230051	0.22623	0.272244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283025	0.216422	0.216698	0.283855	0.4583936	0.471887	14.5741	4.18358	2.87731	5.26186	4.71878	0.634062	1.8882	1.31121	1.41726	0.168005	1.54128	2.02848	0.904317	8.95032	0.04168059
53000	-2603031	-2602107	-924.2696	0.5109646	3.897295	0.05745107	0.01183845	0.4991262	1.427456	1.427456	0.270803	0	0.230139	0.226244	0	0.272814	0.270803	0.230139	0.226244	0.272814	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28258	0.216989	0.217285	0.283146	0.6226134	0.3720593	22.63634	1.39069	2.03657	6.3845	2.0995	0.534456	0.0965926	0.935214	1.42589	0.404148	2.35385	4.10595	4.33554	13.4142	0.02316883
53100	-2603030	-2602113	-917.2234	0.335014	4.175344	0.05755311	0.04836734	0.2866467	1.42913	1.42913	0.271835	0	0.231234	0.22516	0	0.271771	0.271835	0.231234	0.22516	0.271771	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282316	0.216521	0.216923	0.28424	0.695916	0.7359048	14.28558	0.25799	6.30023	5.32546	6.43601	0.518518	0.618245	0.868387	0.787296	0.385045	1.00265	2.52801	1.39681	8.85513	0.1443741
53200	-2603029	-2602106	-922.9057	0.7034797	2.393217	0.05754251	0.2700406	0.4334392	1.432273	1.432273	0.270492	0	0.229061	0.228111	0	0.272336	0.270492	0.229061	0.228111	0.272336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283795	0.216691	0.216468	0.283046	0.559284	0.3136141	16.46321	0.398841	3.31582	7.09714	2.4575	0.894517	3.76832	1.24068	1.44671	0.595154	0.36716	3.48383	0.38323	8.40617	0.383864
53300	-2603031	-2602102	-929.5453	0.4586973	3.654283	0.05738389	0.01031563	0.4483816	1.429156	1.429156	0.271435	0	0.229629	0.22596	0	0.272977	0.271435	0.229629	0.22596	0.272977	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283768	0.216652	0.216475	0.283104	0.6749134	0.3079029	10.60217	1.2823	4.24713	5.78107	2.19249	1.123	1.42194	1.00615	1.74951	1.20418	1.33371	2.13217	0.440961	9.43553	0.02248897
53400	-2603025	-2602103	-922.0219	0.3937978	3.664435	0.05748	0.02885905	0.3649387	1.433705	1.433705	0.271544	0	0.228867	0.226923	0	0.272666	0.271544	0.228867	0.226923	0.272666	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283031	0.216157	0.216974	0.283838	0.6429005	0.3569898	13.45249	1.16733	3.34744	7.11208	5.65166	0.067119	0.366378	1.16377	1.28735	1.08026	2.44791	3.19822	5.20187	12.8233	0.07328394
53500	-2603038	-2602104	-934.0537	0.4702745	6.992665	0.0575866	0.140039	0.3302355	1.425609	1.425609	0.2715	0	0.228429	0.226568	0	0.273504	0.2715	0.228429	0.226568	0.273504	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283375	0.216267	0.216453	0.283905	0.6533888	0.1216297	27.76967	1.30026	3.18426	5.44182	2.39032	1.35485	0.176164	0.745835	0.902738	1.33505	1.07832	3.8755	0.772918	23.0108	0.2977813
53600	-2603028	-2602108	-920.4765	0.4773873	3.113267	0.05748304	0.03897499	0.4384123	1.423136	1.423136	0.273219	0	0.227654	0.226916	0	0.272211	0.273219	0.227654	0.226916	0.272211	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283982	0.216458	0.216531	0.283029	0.549887	0.304505	26.64269	0.318656	1.97587	6.37298	6.58454	1.14338	0.388646	0.691208	0.818412	0.10357	0.459243	2.10347	0.400703	22.8563	0.0816423
53700	-2603024	-2602106	-918.4011	0.3378413	4.518001	0.05739193	0.05746032	0.280381	1.428991	1.428991	0.271422	0	0.230546	0.226019	0	0.272014	0.271422	0.230546	0.226019	0.272014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283552	0.216451	0.216717	0.28328	0.6369602	0.3108416	19.64674	0.219877	3.35116	6.09925	5.23804	0.502115	2.10237	1.19643	1.27871	0.0910664	0.447509	4.46479	0.263391	17.7927	0.1700808
53800	-2603023	-2602109	-914.0893	0.3877845	5.969808	0.05752174	0.03162362	0.3561609	1.430469	1.430469	0.271589	0	0.229548	0.225751	0	0.273112	0.271589	0.229548	0.225751	0.273112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283242	0.21612	0.217748	0.282889	0.5822393	0.526094	10.1599	0.126774	5.31955	5.91726	1.92966	0.276727	0.402956	0.466128	1.25417	0.777962	2.80788	3.60248	0.0641148	7.85328	0.08154947
53900	-2603030	-2602105	-924.9029	0.3406586	3.643837	0.05734799	0.1823987	0.1582599	1.430038	1.430038	0.272855	0	0.229819	0.226971	0	0.270355	0.272855	0.229819	0.226971	0.270355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283548	0.216319	0.21715	0.282984	0.6477585	0.3787574	28.51957	0.783526	5.02568	5.70171	3.56291	0.692063	0.990748	0.579729	1.97985	0.325213	0.486104	4.28647	0.611595	13.1549	0.5354296
54000	-2603024	-2602104	-919.9128	0.5030768	4.210498	0.05732246	0.01604683	0.48703	1.438144	1.438144	0.271407	0	0.229521	0.226382	0	0.272691	0.271407	0.229521	0.226382	0.272691	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283341	0.216333	0.216435	0.28389	0.638681	0.3582651	12.31968	1.16759	4.96711	6.67132	6.79701	2.98141	1.14873	0.833173	0.945554	0.538361	2.22952	3.00066	0.233755	12.2845	0.03189739
54100	-2603021	-2602103	-918.4014	0.4942676	3.538607	0.05727909	0.05455473	0.4397129	1.435958	1.435958	0.271822	0	0.230087	0.225499	0	0.272591	0.271822	0.230087	0.225499	0.272591	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283055	0.217175	0.217152	0.282618	0.614172	0.4342055	26.55035	0.762415	6.31215	5.0194	7.08032	0.454644	3.25854	0.344684	0.989383	0.797952	1.67623	1.94026	2.70532	9.50856	0.1103749
54200	-2603025	-2602103	-921.4465	0.4048241	3.666754	0.05725848	0.04903694	0.3557872	1.429047	1.429047	0.273157	0	0.229051	0.225981	0	0.271811	0.273157	0.229051	0.225981	0.271811	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283563	0.216541	0.216806	0.28309	0.6179347	0.3837492	15.49494	1.097	2.62068	5.9457	7.03163	0.0822419	1.80725	0.541435	1.40335	0.342566	0.873617	2.06095	2.45508	14.2312	0.1211315
54300	-2603025	-2602103	-922.383	0.5642384	4.408012	0.0575171	0.04090446	0.523334	1.430571	1.430571	0.272149	0	0.229162	0.226102	0	0.272587	0.272149	0.229162	0.226102	0.272587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283572	0.216573	0.216678	0.283177	0.5248071	0.3576271	18.26224	1.28407	2.04687	5.98692	4.74347	0.0751792	1.95133	0.776607	1.13969	1.02879	1.7862	3.27101	2.8094	17.2512	0.072495
54400	-2603029	-2602107	-922.2686	0.3721099	2.858709	0.05744028	0.0201677	0.3519422	1.436425	1.436425	0.271926	0	0.22962	0.225653	0	0.272801	0.271926	0.22962	0.225653	0.272801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282846	0.216399	0.217181	0.283575	0.5447836	0.2678483	18.86046	0.502812	2.37146	6.06034	3.77012	0.106168	1.44745	1.57326	1.87758	1.02766	0.666074	2.50013	0.853674	12.5095	0.05419825
54500	-2603030	-2602108	-922.1962	0.4886251	4.155295	0.05733555	0.1150187	0.3736064	1.442994	1.442994	0.272197	0	0.2298	0.226546	0	0.271457	0.272197	0.2298	0.226546	0.271457	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284209	0.215959	0.216537	0.283295	0.6885711	0.3799448	27.52351	1.848	3.3438	5.14094	3.9367	0.103153	3.14747	0.700519	1.62485	0.0937855	0.324883	4.41628	0.0571169	10.9255	0.2353926
54600	-2603035	-2602105	-929.5448	0.4572045	2.992725	0.05699891	0.09327027	0.3639342	1.443285	1.443285	0.271935	0	0.229971	0.22681	0	0.271285	0.271935	0.229971	0.22681	0.271285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282682	0.216307	0.21705	0.283961	0.6395491	0.2303847	27.70572	0.0926901	3.58532	6.41854	6.99119	0.0768437	2.57967	0.772975	1.86486	1.11619	1.80048	4.2243	0.330669	21.5649	0.2040012
54700	-2603025	-2602107	-918.4098	0.4031337	3.400962	0.0569512	0.1032676	0.299866	1.436253	1.436253	0.271412	0	0.231054	0.225771	0	0.271762	0.271412	0.231054	0.225771	0.271762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283116	0.216614	0.216654	0.283616	0.5970283	0.3552948	14.34409	0.252598	2.35073	5.99237	6.95506	0.0915939	1.89336	0.477505	1.19561	2.26786	0.613275	4.00967	0.378748	12.4185	0.2561623
54800	-2603033	-2602107	-925.9291	0.313903	4.2639	0.05685949	0.03786468	0.2760383	1.437365	1.437365	0.27165	0	0.229145	0.226368	0	0.272836	0.27165	0.229145	0.226368	0.272836	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283758	0.215853	0.21686	0.283529	0.6833104	0.293107	28.82227	6.80818	0.620394	6.45138	5.18847	0.0746619	0.355797	0.525858	1.40837	1.23202	0.424147	3.90026	0.455118	21.9965	0.1206254
54900	-2603018	-2602106	-911.6735	0.4994825	4.295313	0.0570547	0.01321822	0.4862643	1.437736	1.437736	0.270884	0	0.229645	0.227105	0	0.272366	0.270884	0.229645	0.227105	0.272366	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283096	0.216387	0.216138	0.284379	0.5509631	0.2796898	11.27238	4.5324	5.64443	5.31981	3.47184	0.0762412	0.139971	1.16804	1.24584	1.86577	2.35476	2.77824	0.404646	8.47904	0.02646383
55000	-2603024	-2602108	-916.4953	0.3628116	4.189169	0.0567299	0.05633877	0.3064729	1.440217	1.440217	0.273088	0	0.230398	0.22605	0	0.270464	0.273088	0.230398	0.22605	0.270464	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282327	0.217167	0.217241	0.283265	0.6337886	0.2950518	17.68283	0.688241	3.10553	5.87891	4.96113	0.0733577	4.82174	1.32611	1.36419	2.54906	0.881643	1.84696	0.642075	12.1509	0.1552838
