Iteration	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
1000	-2603050	-2602111	-939.1372	0.5460663	3.601903	0.06032811	0.4056953	0.1403709	1.358501	1.358501	0.272121	0	0.231392	0.224447	0	0.27204	0.272121	0.231392	0.224447	0.27204	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282247	0.216809	0.217128	0.283816	0.5450866	0.09536838	10.54161	0.633889	5.34049	9.82307	3.07661	1.5278	0.0413982	0.832327	1.61383	1.30096	0.334911	4.76546	0.145623	1.81739	0.7429416
1100	-2603044	-2602103	-940.5605	0.6089866	3.047624	0.06064585	0.1844209	0.4245657	1.358501	1.358501	0.271648	0	0.229911	0.226619	0	0.271823	0.271648	0.229911	0.226619	0.271823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283546	0.216117	0.216602	0.283735	0.5609845	0.2114821	29.38527	3.80567	1.99985	9.43486	3.22619	1.82038	0.614893	0.897212	2.08625	1.77174	0.736225	4.34059	0.105138	0.734021	0.3028324
1200	-2603035	-2602107	-927.3888	0.5438306	2.917345	0.06067374	0.0854648	0.4583658	1.351582	1.351582	0.271533	0	0.227911	0.226982	0	0.273574	0.271533	0.227911	0.226982	0.273574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283553	0.217168	0.215538	0.283741	0.5827889	0.2690841	18.5575	0.28111	0.0275022	10.1339	2.94034	0.782089	0.544681	0.978799	1.61025	1.14051	0.525707	3.46983	1.6976	0.466234	0.1571534
1300	-2603049	-2602106	-943.7291	0.6554829	7.2716	0.06066351	0.2836362	0.3718467	1.351774	1.351774	0.272719	0	0.22968	0.226283	0	0.271318	0.272719	0.22968	0.226283	0.271318	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282995	0.216741	0.217434	0.282829	0.5874847	0.4592898	25.14688	0.315385	2.79271	10.3	2.97232	0.228486	0.852787	1.27913	1.66297	1.81512	0.116477	3.14265	3.47567	0.577871	0.4327133
1400	-2603034	-2602106	-928.0126	0.8108757	3.699714	0.06054808	0.17369	0.6371857	1.359837	1.359837	0.272712	0	0.229209	0.226777	0	0.271302	0.272712	0.229209	0.226777	0.271302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283223	0.216867	0.216255	0.283655	0.606647	0.3005767	11.88723	0.601019	1.15408	10.2938	3.39246	0.12164	3.40245	0.670993	1.12868	0.786054	0.957377	4.53382	1.31502	1.1146	0.2142006
1500	-2603035	-2602108	-927.7481	0.7090007	3.131307	0.06071762	0.2404037	0.468597	1.353006	1.353006	0.2725	0	0.230428	0.22537	0	0.271702	0.2725	0.230428	0.22537	0.271702	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282965	0.216491	0.216922	0.283623	0.6275533	0.1634611	18.15692	0.872	0.664938	9.97469	1.96821	0.0805493	2.86699	1.06862	1.47115	1.93285	0.498065	2.86269	4.5724	0.837977	0.339074
1600	-2603047	-2602111	-936.2227	0.6040424	2.409235	0.06056235	0.08043436	0.5236081	1.354099	1.354099	0.271758	0	0.229099	0.227395	0	0.271749	0.271758	0.229099	0.227395	0.271749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284478	0.216269	0.216377	0.282876	0.7936943	0.2265831	18.97764	0.0701095	0.500869	10.1181	4.57555	0.122778	1.58386	1.24273	1.2875	0.595485	0.804332	3.37708	0.289062	1.10162	0.1331601
1700	-2603027	-2602104	-923.4262	0.651193	3.354593	0.06061919	0.02290531	0.6282876	1.356258	1.356258	0.27205	0	0.229356	0.226853	0	0.271741	0.27205	0.229356	0.226853	0.271741	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283589	0.216631	0.2161	0.283681	0.5897611	0.6548604	15.86439	0.0185196	0.664229	9.13663	1.80389	0.979054	2.09492	0.607827	1.95183	0.12167	0.400939	1.81544	0.654691	1.18477	0.03517438
1800	-2603038	-2602105	-933.3459	0.6641215	7.38806	0.0606156	0.007636718	0.6564848	1.353516	1.353516	0.271777	0	0.228865	0.225953	0	0.273405	0.271777	0.228865	0.225953	0.273405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283135	0.216237	0.217098	0.28353	0.616682	0.3112574	28.79324	0.241713	0.250213	10.283	2.00413	0.132772	0.725243	0.307177	1.12672	1.77537	2.29449	4.55264	0.366196	6.05032	0.01149898
1900	-2603030	-2602103	-926.8351	0.707553	2.040442	0.06089087	0.151501	0.556052	1.34789	1.34789	0.272085	0	0.229566	0.226589	0	0.27176	0.272085	0.229566	0.226589	0.27176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283136	0.216707	0.216894	0.283263	0.5629841	0.2119206	19.68347	1.54294	0.5243	10.2402	2.30443	1.2235	2.66354	1.11641	1.2556	2.20181	3.04975	1.928	1.82612	2.21535	0.2141196
2000	-2603038	-2602107	-930.6189	0.5426334	3.522462	0.06089647	0.1350483	0.4075851	1.340927	1.340927	0.272485	0	0.230087	0.225306	0	0.272122	0.272485	0.230087	0.225306	0.272122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282072	0.21715	0.217225	0.283554	0.6437508	0.2146598	26.05131	0.57645	0.623759	9.78505	5.01008	1.77268	0.730948	1.28747	2.07528	0.278823	0.502254	3.68921	0.0749788	2.3022	0.2488758
2100	-2603033	-2602104	-928.2857	0.595195	4.321387	0.06102146	0.2302122	0.3649828	1.348044	1.348044	0.27223	0	0.229766	0.226262	0	0.271742	0.27223	0.229766	0.226262	0.271742	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283381	0.216581	0.216254	0.283783	0.5212446	0.1786612	20.60007	2.96509	0.463472	10.2864	3.52805	0.843548	1.79462	1.27537	1.36701	0.148834	0.554963	3.97963	0.354134	5.27111	0.3867845
2200	-2603029	-2602107	-921.7616	0.7596948	2.169445	0.06116472	0.1558483	0.6038465	1.337062	1.337062	0.270705	0	0.230428	0.22635	0	0.272517	0.270705	0.230428	0.22635	0.272517	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283772	0.21658	0.216431	0.283217	0.6136899	0.2650439	26.07212	1.19528	1.0169	6.94454	2.99868	2.35898	3.76251	1.14391	1.34162	0.118739	0.207907	3.86716	0.30489	0.367429	0.2051459
2300	-2603031	-2602105	-926.7424	0.3896224	4.081404	0.06101356	0.007584918	0.3820375	1.340598	1.340598	0.273232	0	0.229967	0.225486	0	0.271315	0.273232	0.229967	0.225486	0.271315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282882	0.216311	0.216939	0.283868	0.5667911	0.1972456	23.90559	2.0609	0.366766	10.2873	4.32222	1.43877	0.737401	1.14505	2.27549	0.041456	0.190284	3.43912	3.28955	1.05678	0.01946735
2400	-2603030	-2602104	-926.1876	0.4219696	1.644854	0.06094437	0.0305495	0.3914201	1.347187	1.347187	0.273462	0	0.228778	0.22663	0	0.27113	0.273462	0.228778	0.22663	0.27113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28285	0.215825	0.216986	0.284339	0.5959002	0.3476264	20.0987	2.25521	1.10657	10.1817	2.39016	0.245051	0.712717	0.921077	0.987567	0.196802	2.92024	1.95919	1.02084	2.04548	0.07239739
2500	-2603030	-2602106	-923.9685	0.6751491	1.848835	0.06072743	0.08670792	0.5884412	1.34871	1.34871	0.271901	0	0.228609	0.226497	0	0.272993	0.271901	0.228609	0.226497	0.272993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28287	0.216834	0.216511	0.283785	0.6608081	0.1771428	18.89691	0.41409	0.240967	10.2208	4.96452	0.359717	1.32019	1.58839	1.8623	0.216703	0.0234286	4.57127	2.93632	2.33749	0.1284278
2600	-2603029	-2602104	-924.6097	0.4785944	4.527626	0.06050363	0.08280439	0.39579	1.35332	1.35332	0.271973	0	0.229779	0.225656	0	0.272592	0.271973	0.229779	0.225656	0.272592	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282732	0.217378	0.216223	0.283667	0.5886766	0.2844357	13.85746	0.148445	0.0311856	8.56897	4.33195	0.658343	4.32413	1.06417	2.34377	1.35519	1.63923	2.99554	2.05001	0.391234	0.1730158
2700	-2603028	-2602102	-926.0741	0.4985099	3.357598	0.06070415	0.2370093	0.2615006	1.347776	1.347776	0.272173	0	0.229853	0.225844	0	0.27213	0.272173	0.229853	0.225844	0.27213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282764	0.217064	0.216639	0.283533	0.6259709	0.3990445	19.59487	2.06686	4.71671	7.57156	4.74423	0.657421	2.71984	0.389522	2.38502	0.720165	1.25863	2.96345	0.292117	4.49615	0.4754355
2800	-2603036	-2602102	-934.508	0.5282274	4.356462	0.06065683	0.09894196	0.4292855	1.348042	1.348042	0.271813	0	0.228773	0.226729	0	0.272684	0.271813	0.228773	0.226729	0.272684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283453	0.216212	0.216688	0.283648	0.5996559	0.2885162	21.20933	0.428025	4.5722	9.82128	3.83061	2.53917	1.78555	1.24015	0.926268	0.519171	1.4788	1.93846	2.49233	3.4512	0.1873094
2900	-2603034	-2602106	-927.5112	0.5221028	2.787317	0.06074891	0.02879203	0.4933108	1.348772	1.348772	0.273451	0	0.228458	0.226224	0	0.271866	0.273451	0.228458	0.226224	0.271866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283149	0.21548	0.217215	0.284156	0.619948	0.2211915	11.75878	0.0617202	3.22447	8.90944	3.47151	2.7499	3.44899	0.442095	1.42794	2.53695	0.591359	4.41733	2.1109	1.87399	0.05514628
3000	-2603031	-2602105	-926.3951	0.7199477	2.840095	0.06085898	0.202229	0.5177187	1.346486	1.346486	0.27177	0	0.23	0.226736	0	0.271494	0.27177	0.23	0.226736	0.271494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28297	0.217108	0.216317	0.283605	0.5982005	0.3247698	20.76969	0.280673	1.03455	10.0624	1.85712	1.18472	3.48477	0.819872	1.42681	0.28898	1.60388	3.78754	0.679549	3.53061	0.280894
3100	-2603030	-2602105	-924.422	0.7848736	2.940304	0.0611122	0.1461248	0.6387487	1.347004	1.347004	0.271684	0	0.230028	0.225399	0	0.272888	0.271684	0.230028	0.225399	0.272888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283685	0.216791	0.216902	0.282622	0.6217106	0.1719245	11.35146	0.251117	0.354532	9.19379	2.05099	3.77893	2.29443	0.666372	1.60931	0.142564	2.63298	3.30735	1.80858	1.91413	0.1861762
3200	-2603039	-2602104	-934.389	0.3532429	5.209554	0.06134122	0.05170629	0.3015366	1.337307	1.337307	0.271804	0	0.229047	0.226245	0	0.272904	0.271804	0.229047	0.226245	0.272904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283973	0.216394	0.216523	0.283109	0.6004306	0.1848287	29.89745	0.37856	1.37065	9.94188	2.50884	1.43554	2.54977	0.898276	2.14999	1.41193	2.43917	3.17123	0.302797	2.90779	0.146376
3300	-2603039	-2602106	-933.792	0.5087143	2.641302	0.06097287	0.01620486	0.4925095	1.342851	1.342851	0.272126	0	0.229433	0.227098	0	0.271342	0.272126	0.229433	0.227098	0.271342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282885	0.216754	0.216784	0.283577	0.5313991	0.4371145	25.22194	4.30999	4.26403	9.69755	1.94118	4.62984	1.65429	1.01372	1.53987	2.12719	0.367091	3.94194	0.283683	1.71882	0.03185454
3400	-2603039	-2602110	-929.8708	0.3901001	2.76291	0.06091308	0.06367535	0.3264247	1.343051	1.343051	0.272605	0	0.230105	0.225638	0	0.271652	0.272605	0.230105	0.225638	0.271652	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283038	0.216825	0.217241	0.282896	0.5359249	0.2267705	18.31318	4.80572	0.956484	9.75816	1.93457	2.83805	0.582651	1.69554	1.92996	0.950885	2.68002	2.22274	0.214921	0.607424	0.1632282
3500	-2603045	-2602112	-933.2423	0.4848999	4.638049	0.06063364	0.01103674	0.4738632	1.356622	1.356622	0.272799	0	0.227728	0.227206	0	0.272267	0.272799	0.227728	0.227206	0.272267	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282904	0.216751	0.217271	0.283074	0.6310792	0.2642382	26.30276	1.14412	0.469922	10.2488	5.58599	1.84159	1.01881	1.35156	1.45714	1.64635	3.13596	2.34885	0.264592	1.56374	0.02276087
3600	-2603038	-2602104	-934.3284	0.4789673	2.431413	0.06058826	0.1548805	0.3240868	1.357105	1.357105	0.272295	0	0.229783	0.226021	0	0.271901	0.272295	0.229783	0.226021	0.271901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283361	0.216192	0.216965	0.283483	0.6233267	0.1619737	18.22054	1.68082	0.0836716	9.87153	5.11682	4.0658	0.370184	0.335398	1.69911	0.440339	1.68975	2.37837	1.49896	8.60526	0.3233633
3700	-2603045	-2602112	-932.6218	0.546517	3.944653	0.06026416	0.1207423	0.4257747	1.362456	1.362456	0.271765	0	0.230269	0.226021	0	0.271945	0.271765	0.230269	0.226021	0.271945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283597	0.216775	0.216264	0.283363	0.5518118	0.1317915	26.44584	0.579865	1.83111	6.26993	8.08748	2.95325	1.69455	1.72859	0.789556	1.06649	1.63664	1.85841	4.01097	11.1908	0.2209305
3800	-2603028	-2602107	-920.9047	0.4439858	3.026231	0.06016921	0.1604397	0.2835462	1.361445	1.361445	0.271822	0	0.22828	0.226981	0	0.272917	0.271822	0.22828	0.226981	0.272917	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283046	0.216694	0.216349	0.283911	0.6266337	0.2793305	18.49983	4.7802	1.33898	5.14346	6.22723	1.66472	0.188311	0.738881	2.20174	1.06083	0.370247	2.6246	5.01644	9.59216	0.3613621
3900	-2603042	-2602105	-936.5431	0.3214854	2.457214	0.06027429	0.1318368	0.1896486	1.356416	1.356416	0.271086	0	0.22835	0.227522	0	0.273042	0.271086	0.22835	0.227522	0.273042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283659	0.216413	0.216461	0.283467	0.592715	0.1807092	29.3243	4.9208	4.87194	6.73111	1.85115	0.477946	0.565866	0.323014	0.982852	0.243681	2.93854	2.42202	1.55675	23.0295	0.4100864
4000	-2603035	-2602104	-930.8854	0.2837199	3.192354	0.06018078	0.04019793	0.2435219	1.361704	1.361704	0.272733	0	0.228123	0.226178	0	0.272967	0.272733	0.228123	0.226178	0.272967	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283494	0.216741	0.216118	0.283647	0.6927181	0.3694763	21.60772	2.42634	0.368672	6.48905	4.52513	3.419	3.20973	1.22559	1.02303	0.42346	3.07179	4.11305	0.626605	16.6449	0.1416817
4100	-2603044	-2602110	-934.1466	0.3972414	2.011418	0.06060947	0.1584809	0.2387605	1.35821	1.35821	0.271978	0	0.230541	0.224776	0	0.272706	0.271978	0.230541	0.224776	0.272706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282932	0.216871	0.217572	0.282625	0.6838609	0.2189635	24.20775	1.36141	0.971831	5.11671	3.25006	1.94337	0.4288	0.66047	2.18674	0.364684	2.74162	3.71713	2.57709	22.5314	0.3989537
4200	-2603032	-2602102	-929.6824	0.6833326	2.538809	0.06050213	0.1168809	0.5664517	1.352238	1.352238	0.272366	0	0.229	0.226606	0	0.272028	0.272366	0.229	0.226606	0.272028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282861	0.216341	0.216606	0.284192	0.5820342	0.2740112	12.03406	0.115146	0.623394	5.28601	2.39985	5.14379	4.04164	0.523168	0.959663	2.46763	1.07388	3.95632	0.236784	8.78908	0.1710455
4300	-2603039	-2602108	-931.2403	0.4198053	6.319491	0.06054404	0.00717932	0.4126259	1.348229	1.348229	0.272324	0	0.229422	0.225159	0	0.273095	0.272324	0.229422	0.225159	0.273095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282854	0.217128	0.216601	0.283417	0.6273469	0.2861757	27.04491	3.23739	2.1478	6.04849	3.73438	0.375606	0.81293	1.03391	1.16976	0.494475	0.125084	4.23992	2.90508	15.0367	0.01710155
4400	-2603024	-2602104	-919.4555	0.482017	5.105041	0.06043503	0.005860111	0.4761569	1.353633	1.353633	0.270815	0	0.229866	0.227142	0	0.272177	0.270815	0.229866	0.227142	0.272177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283159	0.216667	0.2166	0.283574	0.5386093	0.3053425	23.38376	0.0279863	1.36145	6.24285	3.77286	2.79536	0.308939	0.941115	1.26282	0.877627	1.04189	4.22344	0.417469	7.08024	0.01215748
4500	-2603030	-2602104	-926.0153	0.6182159	4.560943	0.06048854	0.003026524	0.6151893	1.360586	1.360586	0.271789	0	0.23034	0.225619	0	0.272252	0.271789	0.23034	0.225619	0.272252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282539	0.216852	0.217007	0.283602	0.5983214	0.3446104	14.62836	1.76182	2.28435	6.05451	2.1092	3.71772	2.36576	0.818448	1.03681	1.64976	0.505717	2.68701	2.3617	8.2124	0.004895577
4600	-2603038	-2602104	-934.1739	0.5124154	7.806723	0.0603329	0.02747517	0.4849402	1.360903	1.360903	0.271998	0	0.230802	0.225621	0	0.271579	0.271998	0.230802	0.225621	0.271579	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282993	0.217064	0.217017	0.282925	0.5927842	0.2545765	28.45052	3.12138	1.81659	6.08435	6.49342	0.50016	3.52115	1.65924	1.64368	0.37733	0.0876326	4.10183	3.29392	15.0573	0.05361894
4700	-2603027	-2602105	-922.4892	0.592592	6.426763	0.06040654	0.03735572	0.5552363	1.356736	1.356736	0.270694	0	0.230168	0.226156	0	0.272982	0.270694	0.230168	0.226156	0.272982	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282736	0.216773	0.216928	0.283562	0.5510855	0.4585962	12.04596	1.29329	0.163743	5.17235	3.71531	1.41504	3.7358	0.730502	0.811489	0.161154	0.814507	4.36143	5.07972	9.47946	0.06303784
4800	-2603042	-2602104	-937.5714	0.6010037	6.109875	0.0603886	0.04820179	0.552802	1.354106	1.354106	0.27208	0	0.230152	0.226044	0	0.271724	0.27208	0.230152	0.226044	0.271724	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282776	0.216896	0.217184	0.283144	0.5288809	0.1510012	22.77361	2.41257	1.02624	5.93377	3.74071	1.22678	1.33042	0.46297	2.23534	1.04551	1.11067	3.51706	1.25708	21.8759	0.08020215
4900	-2603033	-2602105	-927.9873	0.3748011	3.363649	0.06045125	0.0551443	0.3196568	1.364519	1.364519	0.271459	0	0.230459	0.225746	0	0.272336	0.271459	0.230459	0.225746	0.272336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282691	0.21731	0.216838	0.283161	0.6282379	0.2919201	19.51609	2.55727	3.60111	5.15416	3.53418	0.318287	4.17516	0.361843	2.39838	0.292509	1.88012	3.02096	5.04219	18.3706	0.1471295
5000	-2603026	-2602104	-922.5113	0.4338922	5.371718	0.06024502	0.007356816	0.4265354	1.362837	1.362837	0.272561	0	0.229008	0.227227	0	0.271204	0.272561	0.229008	0.227227	0.271204	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282363	0.216446	0.21712	0.284071	0.7165429	0.5657569	14.12937	0.355204	0.877761	5.43061	3.96181	1.26351	2.74036	0.876061	0.921529	0.0626848	1.07195	2.40779	3.57764	11.412	0.0169554
5100	-2603022	-2602109	-912.6857	0.7818875	3.004472	0.0604546	0.08419698	0.6976905	1.363303	1.363303	0.272757	0	0.229406	0.224395	0	0.273442	0.272757	0.229406	0.224395	0.273442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282792	0.217032	0.216138	0.284038	0.6184708	0.5121291	11.84057	0.114116	0.778387	6.15508	3.59593	1.41076	3.72557	0.749394	0.957805	0.31823	0.500395	2.03488	0.147206	9.55499	0.1076843
5200	-2603027	-2602102	-924.8474	0.5522571	2.54004	0.06025972	0.007706628	0.5445505	1.362791	1.362791	0.270981	0	0.228885	0.227316	0	0.272817	0.270981	0.228885	0.227316	0.272817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283853	0.216231	0.216832	0.283085	0.5664524	0.3622641	28.11041	2.21413	0.345058	5.02721	5.98523	1.3006	0.649794	0.834506	1.89774	0.56009	0.661822	2.80093	0.281296	14.9188	0.01395478
5300	-2603043	-2602105	-937.9729	0.6669631	4.010852	0.06028209	0.07050881	0.5964542	1.365843	1.365843	0.271788	0	0.229507	0.225703	0	0.273001	0.271788	0.229507	0.225703	0.273001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28344	0.216963	0.216685	0.282912	0.6680167	0.3690053	27.53135	0.251224	3.91515	5.0112	6.10106	1.19832	0.31286	0.872092	1.00403	0.955728	0.420514	2.10029	1.59811	19.6465	0.1057162
5400	-2603034	-2602110	-924.1307	0.6834317	2.724994	0.06004156	0.03105645	0.6523753	1.365483	1.365483	0.271825	0	0.229041	0.226506	0	0.272628	0.271825	0.229041	0.226506	0.272628	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283975	0.216328	0.216024	0.283673	0.5516051	0.3412612	21.13218	0.176894	0.0507525	5.91228	2.42372	4.42214	3.09125	1.31695	1.05973	2.12078	0.270762	2.37134	3.61318	14.8223	0.04544192
5500	-2603042	-2602106	-935.5458	0.4195898	2.307881	0.05979476	0.02723847	0.3923514	1.370122	1.370122	0.272246	0	0.230657	0.225915	0	0.271183	0.272246	0.230657	0.225915	0.271183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283277	0.216631	0.217021	0.283071	0.5472234	0.2406969	27.03916	2.47567	0.252889	5.85225	2.08618	5.30957	3.19634	0.662567	1.33521	0.517964	0.415291	1.96731	4.88455	18.6677	0.06491689
5600	-2603040	-2602108	-932.0897	0.3907551	3.798649	0.05970464	0.1118593	0.2788957	1.372458	1.372458	0.272108	0	0.229781	0.226687	0	0.271425	0.272108	0.229781	0.226687	0.271425	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283728	0.216551	0.216205	0.283516	0.7247454	0.2601815	21.32533	1.10028	1.41718	5.15149	2.48643	4.78076	3.06177	0.660059	1.04724	1.18293	0.876702	3.24221	4.2041	10.231	0.2862646
