Iteration	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
74000	-2603066	-2602106	-959.4156	0.3442159	3.829573	0.04160168	0.08827616	0.2559398	1.975477	1.975477	0.273548	0	0.229092	0.225603	0	0.271758	0.273548	0.229092	0.225603	0.271758	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283606	0.216512	0.216964	0.282917	0.6105767	0.2235453	15.6907	5.88106	2.08786	8.19686	3.6219	0.676862	4.6887	1.6633	1.46316	2.03188	0.996246	3.33569	3.16019	13.1684	0.2564558
74100	-2603070	-2602108	-961.2215	0.2225723	1.414199	0.04178962	0.009216372	0.2133559	1.96511	1.96511	0.272019	0	0.229368	0.225917	0	0.272696	0.272019	0.229368	0.225917	0.272696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283227	0.216192	0.21676	0.283821	0.6064172	0.1869427	27.51954	3.07911	5.28501	6.16915	7.55544	1.61948	1.33074	0.824532	2.4448	1.31936	1.63251	4.82412	1.66335	22.2386	0.04140844
74200	-2603062	-2602109	-953.3022	0.5264997	2.370264	0.04143814	0.206295	0.3202047	1.984952	1.984952	0.272882	0	0.230198	0.226112	0	0.270808	0.272882	0.230198	0.226112	0.270808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282735	0.2163	0.21675	0.284216	0.6426279	0.2133173	13.60628	1.99071	1.52433	6.55534	4.07679	0.464959	3.06781	1.20019	1.28349	0.228828	1.10751	4.64584	2.78622	13.5327	0.3918235
74300	-2603061	-2602104	-956.4109	0.4967849	1.661369	0.04174095	0.03283058	0.4639544	1.960756	1.960756	0.271933	0	0.229033	0.226171	0	0.272863	0.271933	0.229033	0.226171	0.272863	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283133	0.216694	0.216822	0.283352	0.712467	0.2402899	23.81129	4.14102	0.90516	6.15382	2.01657	2.89881	1.21439	0.60554	2.37238	1.67347	1.57795	3.02339	2.34343	22.8751	0.06608609
74400	-2603067	-2602104	-962.7551	0.3250745	2.415527	0.0414547	0.005638819	0.3194357	1.976514	1.976514	0.272148	0	0.229831	0.227013	0	0.271008	0.272148	0.229831	0.227013	0.271008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282822	0.216952	0.216744	0.283482	0.6968198	0.1893914	23.15819	2.74194	2.951	8.13366	3.38904	3.93176	1.08688	0.637337	1.72127	0.599748	1.50493	3.24854	3.02478	22.4543	0.01734624
74500	-2603069	-2602107	-961.4613	0.296288	2.710611	0.0415788	0.0576041	0.2386839	1.975178	1.975178	0.272209	0	0.230216	0.224993	0	0.272582	0.272209	0.230216	0.224993	0.272582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282893	0.216574	0.216736	0.283797	0.6431707	0.1578809	24.59129	0.44831	2.76562	7.30645	4.02123	0.259887	2.8559	1.03823	2.4373	0.32773	1.0496	3.56366	3.76201	18.9269	0.1944193
74600	-2603074	-2602110	-963.4153	0.4903144	1.503943	0.04160684	0.07273472	0.4175797	1.964212	1.964212	0.270666	0	0.23143	0.22559	0	0.272314	0.270666	0.23143	0.22559	0.272314	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282856	0.21703	0.217127	0.282987	0.5960744	0.08050121	13.38011	0.653494	3.65135	6.52023	2.7403	0.589824	3.27328	1.13247	2.54521	0.302332	1.42478	3.79327	0.521977	12.5514	0.148343
74700	-2603081	-2602113	-967.8507	0.4131299	2.54631	0.04163819	0.2304395	0.1826904	1.975791	1.975791	0.272169	0	0.230911	0.225116	0	0.271804	0.272169	0.230911	0.225116	0.271804	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283591	0.215839	0.216419	0.284151	0.654514	0.1345069	24.76574	1.05885	8.21746	7.92223	1.95268	2.24651	1.68266	1.66031	1.37885	2.35874	1.11807	4.39327	0.7498	22.835	0.5577895
74800	-2603066	-2602106	-960.5553	0.4461802	4.711097	0.0416516	0.08968388	0.3564964	1.974996	1.974996	0.273272	0	0.229342	0.226135	0	0.271252	0.273272	0.229342	0.226135	0.271252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283838	0.216457	0.216497	0.283208	0.6051518	0.2720496	25.74684	0.647673	7.96804	9.06933	5.2916	5.14165	3.86302	0.412369	0.867928	0.383169	0.640413	4.74035	3.63078	17.1263	0.2010037
74900	-2603058	-2602103	-954.5051	0.4561394	4.577437	0.04166406	0.05070485	0.4054345	1.976602	1.976602	0.271121	0	0.229583	0.226237	0	0.27306	0.271121	0.229583	0.226237	0.27306	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28346	0.216693	0.217015	0.282831	0.6055855	0.2146712	24.71326	0.613007	2.47555	6.37402	6.31517	4.35265	1.15018	0.431411	2.14719	1.28738	0.643935	3.52536	3.87696	15.2595	0.1111609
75000	-2603065	-2602104	-960.148	0.4587151	2.358663	0.04165949	0.02323526	0.4354798	1.972454	1.972454	0.271607	0	0.228875	0.226635	0	0.272882	0.271607	0.228875	0.226635	0.272882	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283329	0.217161	0.216169	0.28334	0.7136546	0.3050176	28.46218	0.339264	0.512808	7.25585	2.28646	0.440274	1.90226	0.720899	1.99938	0.87677	0.816648	4.8839	2.3872	23.0222	0.05065292
75100	-2603056	-2602104	-951.4332	0.4056596	1.796893	0.04158971	0.0172848	0.3883748	1.976279	1.976279	0.272328	0	0.229127	0.227124	0	0.27142	0.272328	0.229127	0.227124	0.27142	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282709	0.215969	0.217789	0.283534	0.7538925	0.2474787	16.88645	2.39059	3.5323	5.76517	6.65048	1.72326	4.3136	0.442985	1.78529	0.991379	0.461154	4.63635	4.65692	13.2032	0.04260913
75200	-2603067	-2602106	-961.2275	0.2132686	3.042196	0.04162808	0.05609609	0.1571725	1.982449	1.982449	0.272671	0	0.229369	0.224925	0	0.273035	0.272671	0.229369	0.224925	0.273035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283094	0.21677	0.216798	0.283337	0.5791286	0.1642542	28.1162	3.06625	5.21885	5.44677	2.16693	0.880723	3.62723	0.721681	2.55669	0.154189	1.43274	4.82132	0.668457	17.7109	0.2630302
75300	-2603064	-2602105	-958.8902	0.5154708	1.843519	0.04155917	0.03123774	0.484233	1.970155	1.970155	0.272211	0	0.229519	0.225571	0	0.272698	0.272211	0.229519	0.225571	0.272698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28335	0.215657	0.217344	0.283648	0.6995646	0.1732698	18.18029	6.45123	8.32685	4.97686	5.55928	3.443	3.94711	1.63069	1.21155	2.3064	1.80267	2.57567	1.19266	17.9751	0.06060041
75400	-2603063	-2602106	-957.0355	0.4524981	2.383291	0.04176692	0.1283956	0.3241026	1.966155	1.966155	0.273244	0	0.227971	0.226437	0	0.272347	0.273244	0.227971	0.226437	0.272347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283737	0.215999	0.216384	0.28388	0.6270717	0.2102716	27.79042	9.059	8.08605	9.74728	6.38389	2.21802	0.574908	1.1123	2.44005	1.92876	2.02814	3.22851	2.66379	19.8006	0.2837482
75500	-2603063	-2602107	-956.1462	0.2830019	2.163592	0.04186808	0.04397945	0.2390224	1.967461	1.967461	0.272163	0	0.228941	0.226781	0	0.272115	0.272163	0.228941	0.226781	0.272115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28309	0.216511	0.216898	0.283501	0.6434946	0.2001812	29.3732	9.06167	1.64659	7.03288	7.00788	1.28229	1.42981	0.702818	1.56708	0.393386	2.09794	4.05477	2.68235	22.9172	0.1554034
75600	-2603055	-2602104	-951.0353	0.3553029	2.535522	0.04180083	0.02724634	0.3280565	1.97536	1.97536	0.272	0	0.229316	0.226018	0	0.272665	0.272	0.229316	0.226018	0.272665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282985	0.216829	0.216877	0.28331	0.6377452	0.3356162	28.48522	9.1894	6.33152	5.90891	4.79277	0.509182	0.828164	1.16095	1.42305	0.336007	0.115746	1.93644	0.782319	14.4402	0.07668483
75700	-2603063	-2602103	-959.3001	0.2299836	3.095	0.04166822	0.1459508	0.08403281	1.982517	1.982517	0.272258	0	0.229107	0.226684	0	0.271952	0.272258	0.229107	0.226684	0.271952	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282656	0.216681	0.216633	0.28403	0.6394091	0.1328379	28.74443	5.04679	8.63112	9.42184	8.57796	0.356352	1.94054	0.817093	2.30986	1.61636	2.59362	2.25581	0.328732	16.8702	0.6346139
75800	-2603066	-2602103	-962.6402	0.2937044	6.046982	0.04174036	0.00510528	0.2885991	1.968467	1.968467	0.270819	0	0.228769	0.226197	0	0.274215	0.270819	0.228769	0.226197	0.274215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283486	0.216454	0.216457	0.283603	0.7645516	0.2407155	23.64451	4.89463	8.60575	7.36993	7.94095	1.24832	3.88778	0.973175	1.58771	1.06192	0.811007	3.06759	1.474	20.5367	0.01738238
75900	-2603066	-2602103	-962.9195	0.5071894	2.61368	0.04176387	0.02746444	0.4797249	1.968467	1.968467	0.271919	0	0.229914	0.225568	0	0.272599	0.271919	0.229914	0.225568	0.272599	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282377	0.217117	0.217208	0.283299	0.5707864	0.3665469	18.36963	5.35135	5.11395	7.34769	2.46775	0.956075	1.79109	1.54307	1.0305	0.408222	1.30096	3.13642	1.0031	13.5518	0.05415026
76000	-2603071	-2602103	-968.1057	0.47955	4.649737	0.04163547	0.08730836	0.3922417	1.967941	1.967941	0.27272	0	0.228723	0.225892	0	0.272665	0.27272	0.228723	0.225892	0.272665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282941	0.216213	0.217283	0.283563	0.5997077	0.1839987	29.44038	9.60645	6.5878	6.57445	3.75133	0.973823	2.35622	0.534794	1.96653	0.897043	2.64898	3.9637	0.46624	20.2204	0.1820631
76100	-2603066	-2602104	-961.9327	0.3998722	3.278933	0.04183152	0.07451123	0.3253609	1.957868	1.957868	0.271566	0	0.230023	0.22743	0	0.270981	0.271566	0.230023	0.22743	0.270981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283604	0.215903	0.216926	0.283567	0.6686688	0.2550863	19.24559	2.42237	4.07784	7.67225	8.24339	1.41688	0.314412	0.886852	1.72935	1.48315	2.26587	3.25205	3.78557	18.2767	0.1863376
76200	-2603062	-2602106	-955.8253	0.4287563	3.129239	0.04176462	0.07923377	0.3495225	1.954336	1.954336	0.271705	0	0.229611	0.225841	0	0.272842	0.271705	0.229611	0.225841	0.272842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28298	0.216903	0.21649	0.283627	0.5760292	0.3620621	25.27458	0.909812	8.6797	9.01636	7.74895	1.31602	4.79435	1.72329	1.41276	0.531779	0.593186	4.33769	4.69699	17.463	0.1847991
76300	-2603073	-2602114	-959.0159	0.3742892	6.985642	0.0421456	0.087244	0.2870452	1.942398	1.942398	0.273576	0	0.22864	0.226357	0	0.271428	0.273576	0.22864	0.226357	0.271428	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282739	0.216425	0.21763	0.283206	0.7484047	0.270792	22.34673	0.472444	7.38773	7.6268	6.10157	0.338736	0.564866	1.2121	0.995428	0.420704	0.907281	2.6309	4.51848	16.2176	0.2330925
76400	-2603069	-2602110	-959.548	0.2469464	5.703318	0.04211883	0.06370562	0.1832408	1.942517	1.942517	0.272169	0	0.228909	0.226527	0	0.272395	0.272169	0.228909	0.226527	0.272395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283469	0.217427	0.216007	0.283097	0.6116742	0.3218035	20.50624	1.56917	1.89759	6.73303	7.55768	2.06714	0.499304	0.353974	2.13884	1.41669	0.559364	2.35327	1.95343	12.8204	0.2579735
76500	-2603060	-2602107	-953.2718	0.4998635	1.989151	0.04219338	0.005750333	0.4941132	1.943806	1.943806	0.271705	0	0.228783	0.22642	0	0.273091	0.271705	0.228783	0.22642	0.273091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283743	0.216298	0.21607	0.283889	0.6768321	0.295798	25.48922	0.372061	2.594	5.82678	1.94942	0.802644	1.44645	1.30475	1.27602	2.13229	2.39396	3.47439	3.0033	16.4668	0.01150381
76600	-2603046	-2602101	-944.9172	0.7065717	1.420683	0.04216207	0.02840138	0.6781703	1.943806	1.943806	0.272453	0	0.229276	0.226501	0	0.271769	0.272453	0.229276	0.226501	0.271769	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283283	0.216168	0.216777	0.283772	0.6452408	0.3086281	10.99591	0.40584	5.56221	7.88502	7.29783	1.21258	3.42043	1.19425	0.863521	0.167643	0.52612	2.30903	3.93071	10.9348	0.04019603
76700	-2603067	-2602112	-955.527	0.4564661	1.849194	0.04228216	0.04836101	0.4081051	1.951319	1.951319	0.272453	0	0.229278	0.226107	0	0.272162	0.272453	0.229278	0.226107	0.272162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283951	0.216515	0.215888	0.283646	0.7843853	0.3188207	28.24521	6.47289	4.35016	8.48262	7.79596	1.62619	4.26941	1.22434	0.86364	0.288856	0.602358	4.13098	4.60337	17.2281	0.1059465
76800	-2603065	-2602107	-957.8446	0.2320178	1.607969	0.04237535	0.03690811	0.1951097	1.936309	1.936309	0.27105	0	0.229173	0.225727	0	0.27405	0.27105	0.229173	0.225727	0.27405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282872	0.216337	0.21709	0.283701	0.5930788	0.1924856	27.34387	2.40504	6.72888	8.25212	8.87131	2.69236	4.56227	1.11258	1.77706	1.65141	2.11592	4.08054	5.1104	19.5565	0.1590744
76900	-2603065	-2602103	-962.1008	0.5786619	2.162176	0.04253022	0.2162096	0.3624523	1.929372	1.929372	0.271571	0	0.23003	0.225734	0	0.272665	0.271571	0.23003	0.225734	0.272665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283146	0.216376	0.216888	0.283589	0.6084942	0.2675312	21.53083	1.41648	6.00538	5.66576	8.87933	2.23089	0.641912	1.50354	1.46633	1.12113	0.200832	2.89938	5.00605	16.2297	0.3736372
77000	-2603073	-2602107	-966.0664	0.3611226	2.702233	0.04256317	0.03115856	0.3299641	1.926966	1.926966	0.272539	0	0.230297	0.225092	0	0.272072	0.272539	0.230297	0.225092	0.272072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282945	0.215908	0.217882	0.283265	0.6919935	0.1100842	28.31575	2.0479	8.68312	6.88303	5.65428	1.88425	0.597364	1.60634	1.65282	0.887643	2.62653	3.98964	1.93352	22.8261	0.08628248
77100	-2603070	-2602106	-964.2702	0.2589089	1.580647	0.04261532	0.08127398	0.1776349	1.932082	1.932082	0.271924	0	0.230204	0.226328	0	0.271545	0.271924	0.230204	0.226328	0.271545	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28305	0.216552	0.216658	0.283741	0.6276343	0.1637156	29.91759	4.98686	2.26205	9.13013	6.66089	3.79928	0.380793	1.44871	1.78817	1.40469	0.570895	3.90114	3.60248	22.8993	0.3139096
77200	-2603068	-2602112	-956.0103	0.521225	2.182313	0.04257063	0.003775867	0.5174492	1.926622	1.926622	0.271575	0	0.229937	0.226104	0	0.272384	0.271575	0.229937	0.226104	0.272384	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282362	0.217296	0.217345	0.282996	0.7195391	0.2540154	15.06804	9.07032	4.12771	7.4681	3.19474	3.06682	3.41345	1.32301	1.90984	0.215494	0.257521	3.38114	2.05519	10.4286	0.007244217
77300	-2603060	-2602105	-955.2507	0.3688734	1.714053	0.0424123	0.004931617	0.3639417	1.937495	1.937495	0.271336	0	0.229114	0.226247	0	0.273303	0.271336	0.229114	0.226247	0.273303	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28335	0.216786	0.216482	0.283382	0.7142502	0.2746391	17.42656	9.32577	2.50539	6.0435	6.10982	1.99478	0.298488	1.52665	1.90445	0.753264	1.52795	1.85214	2.39213	14.2104	0.0133694
77400	-2603080	-2602108	-972.5561	0.3297347	5.512965	0.04244595	0.02457301	0.3051616	1.919929	1.919929	0.27026	0	0.231173	0.22603	0	0.272536	0.27026	0.231173	0.22603	0.272536	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283235	0.216536	0.216898	0.283331	0.733153	0.1490286	26.86575	8.31949	1.69136	7.36411	8.75316	0.593114	2.1991	1.18659	1.29093	1.62746	1.13098	3.41824	4.35886	22.8479	0.07452358
77500	-2603063	-2602104	-959.6109	0.2438673	2.965822	0.04250844	0.01202454	0.2318428	1.937907	1.937907	0.271157	0	0.229551	0.226491	0	0.2728	0.271157	0.229551	0.226491	0.2728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282948	0.21643	0.216679	0.283943	0.7042334	0.1943426	27.20501	3.10761	0.229025	8.92897	9.67196	0.0287637	4.78234	0.792201	1.14865	0.750352	2.09385	3.91322	1.14105	23.0218	0.04930772
77600	-2603061	-2602109	-951.6824	0.398805	4.232593	0.04259589	0.03728965	0.3615154	1.916531	1.916531	0.271684	0	0.228927	0.226703	0	0.272687	0.271684	0.228927	0.226703	0.272687	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283089	0.21734	0.216357	0.283213	0.6049677	0.3663672	13.16426	1.35018	0.311092	8.91542	2.47944	0.474466	0.149728	0.426181	2.05869	1.01514	2.26481	4.44849	3.07916	10.6901	0.09350346
77700	-2603064	-2602108	-956.078	0.4514444	2.456459	0.04278757	0.04203987	0.4094045	1.916866	1.916866	0.271179	0	0.228775	0.227312	0	0.272734	0.271179	0.228775	0.227312	0.272734	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283425	0.216867	0.215838	0.28387	0.7250286	0.1875201	19.779	4.78888	0.796108	5.47867	1.83486	0.384612	0.515462	1.13336	2.40936	0.0988317	1.42376	3.20434	2.06087	14.6267	0.09312303
77800	-2603066	-2602108	-957.4609	0.2168465	3.312848	0.0426048	0.02322901	0.1936175	1.932373	1.932373	0.272413	0	0.230016	0.225333	0	0.272238	0.272413	0.230016	0.225333	0.272238	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284248	0.215708	0.216996	0.283049	0.5709469	0.1474298	28.17267	6.60408	1.07982	8.97949	5.64236	0.981179	0.83512	0.664533	1.21693	2.16553	0.887041	2.89116	4.93667	18.095	0.1071219
77900	-2603068	-2602109	-958.8425	0.2610666	2.761053	0.04256426	0.03442651	0.2266401	1.930819	1.930819	0.272769	0	0.229647	0.224496	0	0.273088	0.272769	0.229647	0.224496	0.273088	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28255	0.21766	0.216438	0.283351	0.6839554	0.2550337	22.57064	3.67059	0.693528	7.65653	9.26223	1.02586	1.63452	0.663921	1.07824	0.929077	2.65578	4.53676	4.70024	18.5191	0.1318687
78000	-2603059	-2602106	-952.284	0.4140513	2.642813	0.04258692	0.01179974	0.4022515	1.927557	1.927557	0.271511	0	0.229369	0.225713	0	0.273408	0.271511	0.229369	0.225713	0.273408	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283704	0.216515	0.216818	0.282963	0.6238061	0.24013	28.98002	0.306636	3.65467	8.04376	5.35234	0.541928	2.00575	1.25982	2.56454	2.31331	1.97741	4.50768	1.60844	10.0818	0.02849825
78100	-2603070	-2602104	-966.336	0.4563006	4.276772	0.0426949	0.1607231	0.2955775	1.930933	1.930933	0.271672	0	0.229097	0.226644	0	0.272587	0.271672	0.229097	0.226644	0.272587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283234	0.216695	0.217005	0.283066	0.5997035	0.2508987	29.38092	1.12648	8.94525	5.68005	3.30855	0.596552	3.8969	0.720819	0.85938	0.968437	0.173609	2.43944	1.02051	23.014	0.3522308
78200	-2603065	-2602106	-959.5479	0.4742025	1.681757	0.04249023	0.06995598	0.4042465	1.930933	1.930933	0.272334	0	0.229502	0.225886	0	0.272279	0.272334	0.229502	0.225886	0.272279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282878	0.21619	0.217187	0.283745	0.5600551	0.08767063	23.90405	3.8738	3.07292	4.97691	4.73326	0.751964	0.330158	0.870302	0.978625	0.214626	2.36684	3.7711	0.643298	19.7628	0.1475234
78300	-2603064	-2602104	-959.1921	0.1821013	2.649095	0.0425825	0.05807611	0.1240252	1.923166	1.923166	0.271424	0	0.229558	0.227589	0	0.271429	0.271424	0.229558	0.227589	0.271429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283151	0.216199	0.217173	0.283478	0.6524272	0.2169686	26.0088	0.152727	8.65181	8.9687	7.89001	5.27925	0.0906904	1.71974	1.77682	1.27799	1.15981	4.71529	0.401613	23.0208	0.3189221
78400	-2603073	-2602104	-969.2853	0.2518253	2.117464	0.04253224	0.08546809	0.1663572	1.924702	1.924702	0.272276	0	0.228498	0.226658	0	0.272569	0.272276	0.228498	0.226658	0.272569	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283402	0.215525	0.217123	0.28395	0.6266959	0.21571	26.43905	0.20027	8.82049	5.99733	2.79268	4.41308	1.17044	0.878295	2.30519	0.930803	0.566665	2.90987	3.67978	21.4589	0.3393944
78500	-2603068	-2602106	-962.4789	0.5160087	6.322878	0.04250714	0.06937758	0.4466311	1.931265	1.931265	0.270587	0	0.229582	0.226399	0	0.273432	0.270587	0.229582	0.226399	0.273432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284201	0.216659	0.216211	0.282929	0.7619775	0.3613527	13.16401	1.83725	9.21456	8.8432	2.24373	1.28502	0.459588	0.843929	2.27297	0.0393314	0.685696	2.10026	4.54687	12.1607	0.1344504
78600	-2603061	-2602107	-953.4454	0.5367312	2.041621	0.042656	0.1671086	0.3696227	1.918997	1.918997	0.271728	0	0.229377	0.227492	0	0.271403	0.271728	0.229377	0.227492	0.271403	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282447	0.216052	0.2171	0.284402	0.6435555	0.1777337	11.55801	9.12005	9.16109	8.50218	3.36911	2.09214	0.435083	0.914318	0.991543	2.27956	0.618466	1.86643	1.132	11.4294	0.311345
78700	-2603055	-2602105	-949.4488	0.561565	2.755126	0.04270544	0.06748171	0.4940833	1.925069	1.925069	0.271905	0	0.229253	0.227476	0	0.271366	0.271905	0.229253	0.227476	0.271366	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2834	0.216121	0.216366	0.284112	0.5776212	0.3625898	23.93902	7.92725	9.05915	6.80661	5.89155	0.767009	1.37791	0.648624	1.70309	0.246599	2.46487	1.89229	1.25335	11.9099	0.1201672
78800	-2603074	-2602111	-962.7152	0.365816	4.27883	0.04232371	0.1143262	0.2514898	1.935805	1.935805	0.270651	0	0.229614	0.227162	0	0.272573	0.270651	0.229614	0.227162	0.272573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283098	0.216998	0.216018	0.283885	0.6326736	0.1422645	27.11484	5.41067	9.57615	8.53873	3.67301	0.453052	0.764853	1.69159	0.947925	1.02283	1.04245	2.0872	1.50478	23.0203	0.3125237
78900	-2603067	-2602107	-959.7817	0.6161113	2.681184	0.04254501	0.1245995	0.4915117	1.92501	1.92501	0.273255	0	0.228181	0.226788	0	0.271776	0.273255	0.228181	0.226788	0.271776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282799	0.216578	0.217053	0.28357	0.6868284	0.2465157	23.40034	2.32454	8.55452	5.82281	5.52091	1.12793	0.429056	0.991335	1.27246	1.92884	1.315	2.55988	2.56368	18.4915	0.2022354
79000	-2603064	-2602109	-954.7763	0.4194971	1.488627	0.04266494	0.03890819	0.3805889	1.913508	1.913508	0.271893	0	0.229705	0.226385	0	0.272017	0.271893	0.229705	0.226385	0.272017	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284213	0.216291	0.216155	0.28334	0.7111267	0.2645174	23.66571	0.531939	8.22502	9.47898	2.05029	0.676464	1.69805	1.22977	1.00143	0.487473	0.363764	4.16704	1.34275	22.7795	0.09274961
79100	-2603065	-2602104	-961.4975	0.1948047	1.703148	0.04290939	0.04042837	0.1543763	1.915046	1.915046	0.271446	0	0.228259	0.227633	0	0.272662	0.271446	0.228259	0.227633	0.272662	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283179	0.216845	0.216648	0.283328	0.6670849	0.1712322	23.50522	0.8584	2.56512	8.84246	5.40993	2.21983	2.99422	0.868707	1.04006	1.77873	3.14348	3.83887	0.70156	22.9542	0.2075328
79200	-2603065	-2602109	-956.2913	0.3310627	1.870451	0.04262401	0.08577344	0.2452893	1.937071	1.937071	0.272027	0	0.228876	0.227397	0	0.2717	0.272027	0.228876	0.227397	0.2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282656	0.216039	0.217464	0.283842	0.6746279	0.3542398	22.38299	0.440136	1.51717	8.93409	7.38289	4.93024	3.233	0.478471	0.98569	1.89641	3.02182	2.03316	0.709356	18.0093	0.2590852
79300	-2603063	-2602105	-957.4546	0.3086108	1.42558	0.04274937	0.1626885	0.1459223	1.919764	1.919764	0.271818	0	0.230994	0.225196	0	0.271992	0.271818	0.230994	0.225196	0.271992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282567	0.216914	0.216861	0.283659	0.5968354	0.2345078	29.34154	5.14611	1.07358	7.02186	8.23691	0.730355	1.87557	0.78725	1.35322	1.49598	1.2196	4.85028	0.983749	11.5674	0.5271641
79400	-2603070	-2602113	-957.3992	0.432653	2.599512	0.0426994	0.01144724	0.4212058	1.914301	1.914301	0.271313	0	0.230378	0.22539	0	0.272919	0.271313	0.230378	0.22539	0.272919	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282451	0.216482	0.217608	0.283458	0.7143696	0.1523723	13.82615	1.78578	2.43904	6.12473	2.01778	0.52844	2.68606	0.864352	1.15958	0.835309	2.45875	3.8007	0.756672	13.2643	0.02645825
79500	-2603068	-2602112	-956.1499	0.3511697	1.685621	0.04272482	0.04097509	0.3101946	1.918545	1.918545	0.273887	0	0.22922	0.226777	0	0.270116	0.273887	0.22922	0.226777	0.270116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283486	0.216702	0.216404	0.283408	0.6389871	0.2977279	27.89009	7.74981	6.44067	6.45123	8.01692	0.353713	2.25308	0.302161	1.40437	0.765921	1.04745	4.5063	0.777003	22.8181	0.1166817
79600	-2603055	-2602108	-946.697	0.3284657	2.039301	0.04286351	0.00669283	0.3217729	1.911498	1.911498	0.272907	0	0.228263	0.226007	0	0.272823	0.272907	0.228263	0.226007	0.272823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283496	0.215809	0.216599	0.284097	0.6946204	0.2607844	12.93819	6.86604	5.82213	6.92676	5.0431	0.0474999	4.1998	0.918744	1.44817	0.10677	2.52566	2.32568	1.61539	10.8444	0.02037604
79700	-2603065	-2602108	-957.401	0.3715949	1.479317	0.0430673	0.03191389	0.339681	1.914563	1.914563	0.271836	0	0.228723	0.226366	0	0.273075	0.271836	0.228723	0.226366	0.273075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28405	0.216167	0.216156	0.283627	0.6743206	0.2294131	29.65135	3.83796	9.38228	6.66359	5.01907	2.92763	2.01902	0.941213	0.946479	0.329202	1.9126	2.46289	1.30477	15.3971	0.08588355
