Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
9990	-3548817	-3548839	21.78149	1e+08	0	0.00223205	0.00191514	0.0211052	0.0045868	0.0993993	0.0280332	0.0113543	0.0885359	0.0505089	0.00841445	0.161708	0.00391803	0.00176106	0.0171175	0.645993	0.0155235	0.00917937	0.0066806	0.0273117	0.0131016	0.00532405	0.00720064	0.00544061	9.00295e-06	0.112225	0.00686842	0.0064788	0.0238782	0.008739	0.271288	0	0.229731	0.228796	0	0.270184	0.271288	0.229731	0.228796	0.270184	2.630359	0.282871	0.215838	0.217312	0.283979	5	0.999873	0.999968	1.00003	1.00013	1.394543
10000	-3548836	-3548839	3.137808	3.21631e+07	1	0.00213162	0.00176929	0.020807	0.0043465	0.099145	0.0282185	0.0113543	0.0886153	0.0505089	0.00850541	0.161708	0.00382448	0.00187021	0.0176383	0.646155	0.0155235	0.00910198	0.00694361	0.0271702	0.0131016	0.00517014	0.00701975	0.00549985	1.90542e-05	0.112225	0.00678174	0.0064788	0.0238782	0.00850232	0.271288	0	0.229731	0.228796	0	0.270184	0.271288	0.229731	0.228796	0.270184	2.85865	0.282871	0.215838	0.217312	0.283979	5	0.999776	0.999943	1.00006	1.00022	1.394014
10010	-3548809	-3548833	23.83229	1e+08	0	0.00224435	0.00183267	0.020807	0.00447612	0.0996484	0.0283312	0.0113875	0.0896782	0.0501733	0.00850541	0.16202	0.00386355	0.00185511	0.0173247	0.645001	0.015384	0.00910198	0.0067074	0.0275343	0.0131296	0.00517014	0.00697946	0.00539512	4.21178e-06	0.111691	0.00678174	0.00621026	0.0235428	0.00866612	0.271367	0	0.229508	0.228862	0	0.270262	0.271367	0.229508	0.228862	0.270262	0.5905135	0.282895	0.215857	0.217331	0.283916	5	0.999873	0.999968	1.00003	1.00013	1.393447
10020	-3548813	-3548837	24.05389	1e+08	0	0.00223026	0.0018319	0.0209138	0.00452626	0.099934	0.0283312	0.0114367	0.0886781	0.050503	0.00854594	0.161703	0.00385044	0.00174855	0.0176965	0.644767	0.015658	0.00913462	0.0067074	0.0275082	0.0128979	0.00535827	0.00701253	0.00555451	4.21178e-06	0.113166	0.00678174	0.00645205	0.0238931	0.00886449	0.271038	0	0.22967	0.229024	0	0.270268	0.271038	0.22967	0.229024	0.270268	0.3464909	0.28301	0.215823	0.217296	0.28387	5	0.999873	0.999968	1.00003	1.00013	1.39569
10030	-3548822	-3548844	22.49609	1e+08	0	0.00218546	0.00194315	0.0211509	0.00457288	0.0988816	0.0283312	0.0115702	0.0890029	0.0507157	0.00862362	0.161703	0.00388214	0.0017488	0.0172835	0.643511	0.0154051	0.00899648	0.00683722	0.0274781	0.0130517	0.00494001	0.00718222	0.00517062	8.16179e-06	0.111866	0.00664098	0.0062612	0.0238025	0.00903837	0.271554	0	0.229507	0.228862	0	0.270077	0.271554	0.229507	0.228862	0.270077	1.943337	0.28301	0.215823	0.217296	0.28387	5	0.999873	0.999968	1.00003	1.00013	1.391785
10040	-3548838	-3548843	5.097382	3.000167e+07	1	0.00218546	0.00181884	0.0208066	0.00465052	0.0999968	0.0283963	0.0114408	0.0888942	0.0504945	0.00857482	0.161703	0.00383872	0.00191265	0.0172835	0.646805	0.0158584	0.00877683	0.00681669	0.0271693	0.0130517	0.00512649	0.00718141	0.00517365	8.16179e-06	0.111945	0.00664098	0.00604977	0.0238623	0.00907905	0.271581	0	0.22953	0.228785	0	0.270104	0.271581	0.22953	0.228785	0.270104	0.8837936	0.28301	0.215823	0.217296	0.28387	5	0.999768	0.999941	1.00006	1.00023	1.395542
10050	-3548833	-3548838	5.813197	5.054259e+07	1	0.00218546	0.00189012	0.0209296	0.00450677	0.0995318	0.0283963	0.0114946	0.0888942	0.0507556	0.00869753	0.162463	0.00383872	0.00191265	0.0173078	0.646805	0.0153729	0.00892458	0.00669743	0.0273517	0.0131636	0.00525627	0.00710618	0.00567131	8.16179e-06	0.112886	0.00675122	0.00621295	0.0234097	0.00927921	0.271562	0	0.229536	0.228791	0	0.270111	0.271562	0.229536	0.228791	0.270111	0.1463978	0.28314	0.215922	0.216937	0.284001	5	0.999821	0.999955	1.00005	1.00018	1.3977
10060	-3548830	-3548836	5.92595	5.752871e+07	1	0.00216699	0.00179357	0.0207061	0.00443061	0.0993723	0.0285427	0.011104	0.0888942	0.0500939	0.00844751	0.163024	0.00385081	0.00179511	0.0172977	0.648102	0.0153147	0.00903726	0.00673968	0.0273517	0.0130869	0.00515193	0.00709789	0.00547418	6.14539e-06	0.112437	0.00677873	0.00647895	0.0240319	0.00897181	0.271174	0	0.229208	0.229895	0	0.269724	0.271174	0.229208	0.229895	0.269724	0.03484139	0.28314	0.215922	0.216937	0.284001	5	0.999833	0.999957	1.00004	1.00017	1.39758
10070	-3548810	-3548834	24.10445	1e+08	0	0.00227214	0.00190678	0.0206364	0.00452668	0.100194	0.0283616	0.0112817	0.0887024	0.0507036	0.00845673	0.162612	0.00385598	0.00183637	0.0175247	0.644033	0.0154611	0.0090927	0.00680841	0.0275293	0.0131083	0.00514408	0.00708266	0.0056583	6.14539e-06	0.111778	0.00678204	0.00631415	0.0239944	0.0085573	0.271092	0	0.229439	0.229826	0	0.269643	0.271092	0.229439	0.229826	0.269643	0.3106116	0.28314	0.215922	0.216937	0.284001	5	0.999873	0.999968	1.00003	1.00013	1.394221
10080	-3548839	-3548843	4.813529	8.975353e+07	1	0.00213025	0.00189595	0.0208458	0.00452668	0.100194	0.0286121	0.0113319	0.0886103	0.0507036	0.00896663	0.161125	0.00370245	0.00177967	0.0175247	0.645013	0.0155348	0.00897471	0.00682369	0.0276659	0.0132599	0.00514408	0.00702218	0.00540263	1.71482e-05	0.112989	0.00678204	0.0062888	0.0237596	0.00883657	0.270965	0	0.229959	0.228823	0	0.270254	0.270965	0.229959	0.228823	0.270254	1.16844	0.283535	0.216223	0.21724	0.283001	5	0.999866	0.999966	1.00003	1.00013	1.395463
10090	-3548822	-3548845	22.59695	1e+08	0	0.00215566	0.00189595	0.0212261	0.00434479	0.0992031	0.0288635	0.0112753	0.0889837	0.0505781	0.0086303	0.161795	0.00400323	0.00194062	0.017249	0.645039	0.0158346	0.00886417	0.00689723	0.0273375	0.0132726	0.00503631	0.0068755	0.0054172	3.89366e-06	0.112326	0.00695746	0.0062888	0.0237875	0.00872723	0.270488	0	0.229554	0.23018	0	0.269778	0.270488	0.229554	0.23018	0.269778	1.812232	0.283732	0.216373	0.216697	0.283198	5	0.999873	0.999968	1.00003	1.00013	1.394809
10100	-3548838	-3548844	5.494591	9.653951e+07	1	0.00220172	0.0018121	0.0205545	0.00434479	0.100217	0.0285881	0.0114947	0.0891498	0.0502725	0.00874208	0.161945	0.00386235	0.00194062	0.017249	0.647218	0.015496	0.00901738	0.00705589	0.0273244	0.0128135	0.00543595	0.00686266	0.00550029	1.45314e-05	0.112326	0.00678708	0.00615156	0.0237875	0.00865339	0.270717	0	0.229748	0.229528	0	0.270007	0.270717	0.229748	0.229528	0.270007	0.4738299	0.282536	0.216734	0.217059	0.28367	5	0.999871	0.999968	1.00003	1.00013	1.396818
10110	-3548815	-3548839	24.35099	1e+08	0	0.00222552	0.00180887	0.0207474	0.00442278	0.0996393	0.0287182	0.0116193	0.0889622	0.0501709	0.00873633	0.161978	0.00385396	0.00188909	0.0172962	0.647538	0.0157864	0.00908575	0.00693178	0.0272232	0.0129554	0.00512677	0.00694733	0.00545661	1.45314e-05	0.112726	0.00672912	0.00615156	0.0233924	0.00903876	0.270608	0	0.229655	0.229839	0	0.269898	0.270608	0.229655	0.229839	0.269898	0.03457365	0.282536	0.216734	0.217059	0.28367	5	0.999873	0.999968	1.00003	1.00013	1.397172
10120	-3548819	-3548843	24.03575	1e+08	0	0.00227427	0.00184926	0.0210439	0.00445613	0.0999488	0.0281755	0.0114163	0.0889075	0.0507036	0.00851997	0.162752	0.00396297	0.00178715	0.0173099	0.646923	0.0154088	0.00860678	0.006589	0.0276309	0.0129554	0.00517527	0.00710824	0.00559412	6.23112e-06	0.112414	0.00671227	0.00616845	0.0233924	0.00888773	0.270608	0	0.229655	0.229839	0	0.269898	0.270608	0.229655	0.229839	0.269898	0.3547263	0.282536	0.216734	0.217059	0.28367	5	0.999873	0.999968	1.00003	1.00013	1.39668
10130	-3548826	-3548848	21.39062	1e+08	0	0.00222126	0.00191384	0.0207808	0.00442581	0.0990448	0.0284914	0.0114799	0.0886592	0.0506226	0.0084782	0.162174	0.00385854	0.00183099	0.0177996	0.647945	0.0152801	0.00862081	0.00681473	0.0275515	0.0130019	0.00519456	0.00685967	0.005644	7.8657e-05	0.112414	0.00671227	0.00615789	0.0233924	0.00855732	0.270608	0	0.229655	0.229839	0	0.269898	0.270608	0.229655	0.229839	0.269898	3.006599	0.282862	0.216636	0.216961	0.283542	5	0.999873	0.999968	1.00003	1.00013	1.396006
10140	-3548830	-3548834	4.685702	5.943823e+07	1	0.00223441	0.00185658	0.0207808	0.00442581	0.0990448	0.0285611	0.0115042	0.0891456	0.050237	0.00840615	0.162174	0.00384216	0.00183099	0.0177996	0.645465	0.0152801	0.00900344	0.0067287	0.0272373	0.0130417	0.005169	0.00709335	0.00536295	8.58722e-06	0.111965	0.00680238	0.00635554	0.0236542	0.00893678	0.270819	0	0.229055	0.230018	0	0.270108	0.270819	0.229055	0.230018	0.270108	1.311415	0.282862	0.216636	0.216961	0.283542	5	0.999835	0.999958	1.00004	1.00016	1.393948
10150	-3548833	-3548838	5.457948	3514480	1	0.00213066	0.00185658	0.0206804	0.00442581	0.0986541	0.0282465	0.0114323	0.0891456	0.050237	0.00825807	0.161915	0.00381798	0.00188868	0.0172061	0.645465	0.0155324	0.00889866	0.00703683	0.0274851	0.0129147	0.00508864	0.00723793	0.00547378	4.85209e-06	0.111888	0.00693844	0.00621426	0.0241282	0.00893678	0.271224	0	0.229398	0.228866	0	0.270512	0.271224	0.229398	0.228866	0.270512	0.5472617	0.282862	0.216636	0.216961	0.283542	5	0.999322	0.999827	1.00017	1.00068	1.393139
10160	-3548841	-3548845	3.650401	5.811839e+07	1	0.00228389	0.00186861	0.0206804	0.00470568	0.0986177	0.0285363	0.0112681	0.0891456	0.0502431	0.008835	0.161541	0.00381798	0.00188179	0.0175172	0.648955	0.0156278	0.0090354	0.00703683	0.0271427	0.0131359	0.00508864	0.00723213	0.00517134	1.55623e-05	0.111771	0.0068105	0.00619848	0.0238643	0.00888435	0.271224	0	0.229398	0.228866	0	0.270512	0.271224	0.229398	0.228866	0.270512	2.317068	0.282862	0.216636	0.216961	0.283542	5	0.999833	0.999958	1.00004	1.00017	1.396913
10170	-3548818	-3548842	23.311	1e+08	0	0.0021292	0.00182059	0.0206804	0.00454391	0.0995936	0.0279745	0.0112388	0.0885587	0.0505072	0.00837455	0.161343	0.00386131	0.00186827	0.017562	0.648955	0.0156278	0.00907389	0.00697866	0.0276429	0.0131726	0.00508465	0.00724426	0.00544474	5.65845e-06	0.112869	0.00674245	0.00625355	0.0234165	0.00885573	0.27163	0	0.229741	0.229209	0	0.269419	0.27163	0.229741	0.229209	0.269419	1.072038	0.282862	0.216636	0.216961	0.283542	5	0.999873	0.999968	1.00003	1.00013	1.397424
10180	-3548810	-3548833	23.04582	1e+08	0	0.00213161	0.00190828	0.0209249	0.00451414	0.0992385	0.0282675	0.011326	0.0887604	0.0505072	0.00865317	0.161839	0.00380914	0.00176407	0.0173525	0.645845	0.0152707	0.00884918	0.00667275	0.0274667	0.0128828	0.00518676	0.00724426	0.00546473	3.07759e-06	0.112122	0.00674245	0.00627312	0.0238329	0.00876299	0.27163	0	0.229741	0.229209	0	0.269419	0.27163	0.229741	0.229209	0.269419	1.375306	0.282862	0.216636	0.216961	0.283542	5	0.999873	0.999968	1.00003	1.00013	1.393616
10190	-3548816	-3548840	23.95417	1e+08	0	0.00210053	0.00185341	0.0206462	0.00461588	0.0997032	0.0284654	0.011326	0.0887364	0.0503294	0.00882309	0.161839	0.00374203	0.0018417	0.0174556	0.645845	0.0154305	0.00905335	0.00667275	0.0276884	0.0132692	0.00545295	0.00720491	0.00550822	5.89734e-07	0.112588	0.00674245	0.00622057	0.0240432	0.00864263	0.27163	0	0.229741	0.229209	0	0.269419	0.27163	0.229741	0.229209	0.269419	0.4447015	0.282862	0.216636	0.216961	0.283542	5	0.999873	0.999968	1.00003	1.00013	1.39584
10200	-3548839	-3548844	5.200304	6.834134e+07	1	0.00214957	0.00191048	0.0206462	0.00461588	0.0996524	0.0285853	0.0115119	0.0888401	0.0502925	0.00863645	0.161839	0.00395745	0.00169437	0.0175065	0.644751	0.0152337	0.00905335	0.0065992	0.0275071	0.0127154	0.00536667	0.00711845	0.00550582	1.03943e-05	0.112061	0.00662953	0.00622213	0.0240432	0.00861041	0.272018	0	0.228642	0.229537	0	0.269804	0.272018	0.228642	0.229537	0.269804	0.8036381	0.283058	0.216786	0.216419	0.283738	5	0.999846	0.999961	1.00004	1.00015	1.393265
10210	-3548821	-3548845	24.18928	1e+08	0	0.00216711	0.00196462	0.0206462	0.00460889	0.0989994	0.0285455	0.0116565	0.089048	0.0501072	0.00863645	0.161839	0.00383724	0.00177253	0.0172356	0.646364	0.0155653	0.00918024	0.00685663	0.0273068	0.0132365	0.00495791	0.00732877	0.005734	1.03943e-05	0.112053	0.00689228	0.0062686	0.0237981	0.00863725	0.272486	0	0.229035	0.228212	0	0.270268	0.272486	0.229035	0.228212	0.270268	0.2154669	0.283051	0.216781	0.216437	0.283731	5	0.999873	0.999968	1.00003	1.00013	1.395253
10220	-3548838	-3548844	5.389391	1.664924e+07	1	0.00215369	0.00193194	0.0206462	0.00441722	0.0995419	0.0288067	0.0116313	0.088727	0.0497888	0.00839312	0.161734	0.00386588	0.00179688	0.0175518	0.647884	0.0155653	0.00893493	0.00662878	0.0276697	0.0132163	0.00510707	0.00688369	0.00538525	1.03943e-05	0.112229	0.00680241	0.00629853	0.023533	0.00908614	0.272125	0	0.228731	0.229235	0	0.269909	0.272125	0.228731	0.229235	0.269909	0.5850037	0.283051	0.216781	0.216437	0.283731	5	0.999688	0.99992	1.00008	1.00031	1.39622
10230	-3548819	-3548843	23.8868	1e+08	0	0.0021706	0.00173615	0.0209501	0.00441722	0.0993181	0.0285466	0.0114036	0.0879766	0.0501489	0.00881757	0.161729	0.00386588	0.00187329	0.0173306	0.645145	0.0153088	0.00913289	0.00706991	0.0281017	0.0130974	0.00526001	0.00711084	0.00550572	4.0921e-06	0.112436	0.00680241	0.00617837	0.0238277	0.00881373	0.272283	0	0.228865	0.228786	0	0.270067	0.272283	0.228865	0.228786	0.270067	0.5296843	0.283384	0.215858	0.216692	0.284065	5	0.999873	0.999968	1.00003	1.00013	1.394079
10240	-3548833	-3548837	3.633766	1.584781e+07	1	0.0022757	0.00190681	0.0205033	0.00463026	0.0993181	0.028632	0.0114036	0.0885681	0.0501489	0.00838484	0.161871	0.00387702	0.00187329	0.0176757	0.648727	0.015498	0.00919702	0.00678692	0.0273053	0.0128835	0.00524265	0.0071198	0.00550572	1.00865e-06	0.112436	0.00671774	0.00626289	0.0235619	0.00895133	0.272412	0	0.2285	0.228894	0	0.270194	0.272412	0.2285	0.228894	0.270194	2.330185	0.283384	0.215858	0.216692	0.284065	5	0.999681	0.999918	1.00008	1.00032	1.397265
10250	-3548835	-3548840	5.38409	5.098831e+07	1	0.00211096	0.0017916	0.0206114	0.00463026	0.0989416	0.0286383	0.0114304	0.0891666	0.0505776	0.0084228	0.161212	0.00380498	0.0019362	0.0174689	0.645207	0.0153486	0.00924088	0.00687197	0.0274911	0.0131569	0.00526645	0.00705543	0.00545881	1.86787e-06	0.111919	0.00696923	0.00601325	0.0237151	0.00868549	0.272065	0	0.228209	0.229876	0	0.26985	0.272065	0.228209	0.229876	0.26985	0.6210529	0.283384	0.215858	0.216692	0.284065	5	0.999822	0.999955	1.00005	1.00018	1.393145
10260	-3548833	-3548839	5.89782	9728411	1	0.0022535	0.00172333	0.0207589	0.00441377	0.099391	0.0285074	0.0112135	0.0884879	0.0495959	0.00865457	0.162834	0.00380498	0.00184229	0.017455	0.645811	0.0157209	0.00891972	0.00695333	0.0272615	0.0130728	0.00506717	0.00681185	0.00545881	6.78307e-09	0.111944	0.00686183	0.00616944	0.0238868	0.00871882	0.271593	0	0.228347	0.230015	0	0.270045	0.271593	0.228347	0.230015	0.270045	0.102834	0.283384	0.215858	0.216692	0.284065	5	0.999592	0.999896	1.0001	1.00041	1.393594
10270	-3548822	-3548845	23.56732	1e+08	0	0.0022535	0.00185131	0.0203266	0.0043448	0.0996814	0.0281647	0.0114086	0.088811	0.050315	0.00860003	0.162884	0.00383111	0.0017927	0.0170117	0.643566	0.0152481	0.00891972	0.00695611	0.0275163	0.0128318	0.00506717	0.00683975	0.00557242	1.49539e-07	0.111272	0.00695219	0.00620798	0.023605	0.00901884	0.271176	0	0.227997	0.229662	0	0.271165	0.271176	0.227997	0.229662	0.271165	0.881459	0.283336	0.216147	0.216501	0.284016	5	0.999873	0.999968	1.00003	1.00013	1.39085
10280	-3548830	-3548836	5.420688	7.56065e+07	1	0.00220627	0.00188082	0.0207195	0.00442742	0.0998725	0.0286429	0.0113291	0.0889617	0.050315	0.00860003	0.161353	0.00389293	0.00179962	0.0179558	0.645326	0.0157769	0.00902568	0.00670445	0.0272817	0.0128508	0.00515746	0.00698883	0.00557242	1.49539e-07	0.111839	0.00695285	0.00628356	0.023605	0.00892881	0.27129	0	0.228093	0.229338	0	0.271279	0.27129	0.228093	0.229338	0.271279	0.5734067	0.28368	0.216043	0.216397	0.28388	5	0.999854	0.999963	1.00004	1.00015	1.39425
10290	-3548829	-3548835	5.409833	3.20846e+07	1	0.00217969	0.00181894	0.0204349	0.00438344	0.0989695	0.0285492	0.011312	0.0891656	0.0501754	0.00880104	0.162322	0.0038342	0.00184904	0.0175384	0.644665	0.0157557	0.00898501	0.00692459	0.027353	0.013045	0.00519334	0.00695179	0.00549706	3.46942e-08	0.112413	0.00699398	0.00620437	0.0239647	0.0088396	0.271376	0	0.228166	0.229093	0	0.271365	0.271376	0.228166	0.229093	0.271365	0.585564	0.283608	0.216065	0.216418	0.283908	5	0.999776	0.999943	1.00006	1.00022	1.39412
10300	-3548837	-3548842	5.607859	1.401609e+07	1	0.0022926	0.00185381	0.020887	0.00432024	0.100075	0.0285024	0.0114828	0.0884621	0.0499817	0.00840898	0.161426	0.00394525	0.00196044	0.0175974	0.64696	0.0151665	0.00914571	0.00690661	0.0276623	0.0128722	0.00518556	0.00709565	0.00549706	8.79755e-07	0.113036	0.00669586	0.0062764	0.0239647	0.0088556	0.271212	0	0.228027	0.229561	0	0.2712	0.271212	0.228027	0.229561	0.2712	0.3635715	0.283584	0.21633	0.216684	0.283401	5	0.99966	0.999913	1.00009	1.00034	1.396517
10310	-3548832	-3548838	5.74427	5.010723e+07	1	0.00223119	0.00186486	0.0208979	0.00462011	0.0986331	0.0285024	0.0113914	0.0891216	0.0504628	0.00841964	0.162591	0.00394495	0.0018849	0.0174851	0.646957	0.0155821	0.00881121	0.00662848	0.0275951	0.0128722	0.005097	0.00713493	0.00561795	1.0027e-06	0.112128	0.00685139	0.00616147	0.0240118	0.00869703	0.270317	0	0.228307	0.229843	0	0.271533	0.270317	0.228307	0.229843	0.271533	0.2303451	0.283588	0.216333	0.216687	0.283391	5	0.99982	0.999954	1.00005	1.00018	1.396198
10320	-3548834	-3548839	5.451636	1862371	1	0.0021909	0.00186486	0.0211027	0.00440003	0.099264	0.0283876	0.0112121	0.0889624	0.0502409	0.0084751	0.162464	0.00387864	0.0018849	0.017614	0.645662	0.0155321	0.00935882	0.00671271	0.0272094	0.0128098	0.00515733	0.0071393	0.0055241	2.42439e-05	0.112753	0.00685139	0.00616147	0.0239979	0.00869703	0.270317	0	0.228307	0.229843	0	0.271533	0.270317	0.228307	0.229843	0.271533	0.5296396	0.282796	0.216433	0.216351	0.28442	5	0.999069	0.999762	1.00024	1.00093	1.395532
10330	-3548816	-3548840	24.39536	1e+08	0	0.00209334	0.00188078	0.0209346	0.00439282	0.099264	0.0283876	0.0115829	0.0889624	0.0502134	0.00852796	0.162189	0.00377772	0.00178727	0.017377	0.643416	0.0155321	0.00891871	0.00694296	0.0272094	0.0129422	0.00524662	0.00725507	0.00561509	2.42439e-05	0.111862	0.00696352	0.00629157	0.0236997	0.00882171	0.270317	0	0.228307	0.229843	0	0.271533	0.270317	0.228307	0.229843	0.271533	0.04079897	0.282796	0.216433	0.216351	0.28442	5	0.999873	0.999968	1.00003	1.00013	1.392112
10340	-3548821	-3548845	23.82526	1e+08	0	0.00213024	0.00185397	0.0209795	0.00446101	0.0998965	0.0285025	0.0111076	0.0883168	0.0502134	0.00852796	0.161331	0.00377051	0.00185729	0.0177509	0.645136	0.0155464	0.00901348	0.00688433	0.026906	0.0127794	0.00503862	0.00683405	0.00561509	9.29229e-06	0.112035	0.00694953	0.00637622	0.0240023	0.00891103	0.270928	0	0.228823	0.228103	0	0.272147	0.270928	0.228823	0.228103	0.272147	0.6046707	0.283411	0.216911	0.216822	0.282855	5	0.999873	0.999968	1.00003	1.00013	1.392735
10350	-3548836	-3548841	5.33464	7.238856e+07	1	0.00228422	0.00185913	0.0204366	0.00429494	0.0994591	0.0285025	0.0113477	0.0886546	0.0504416	0.0084457	0.161941	0.00374972	0.00185729	0.0175854	0.649684	0.0154541	0.00901348	0.00684502	0.0270266	0.0129308	0.00525506	0.00701476	0.00569406	3.58723e-07	0.111665	0.00677412	0.00625468	0.0238483	0.0087894	0.270442	0	0.230207	0.227693	0	0.271658	0.270442	0.230207	0.227693	0.271658	0.6308581	0.283411	0.216911	0.216822	0.282855	5	0.99985	0.999962	1.00004	1.00015	1.39711
10360	-3548840	-3548844	3.814783	7.662474e+07	1	0.00229502	0.00182152	0.0210159	0.00458259	0.0994591	0.0283963	0.0111371	0.0883828	0.0499905	0.00858786	0.161622	0.00383972	0.00181686	0.0173487	0.647472	0.0159571	0.00906163	0.00679791	0.0272768	0.0129793	0.00520029	0.00694427	0.00571302	1.68495e-05	0.111664	0.00675211	0.00625322	0.0236793	0.00891842	0.271026	0	0.228545	0.228185	0	0.272245	0.271026	0.228545	0.228185	0.272245	2.171988	0.283411	0.216911	0.216822	0.282855	5	0.999855	0.999963	1.00004	1.00015	1.394983
10370	-3548837	-3548842	5.728845	8.7475e+07	1	0.00209889	0.00184001	0.0207569	0.00452939	0.0997721	0.0283045	0.0111371	0.0883828	0.0508127	0.00858786	0.162788	0.00397622	0.00184369	0.0174865	0.64579	0.0155054	0.00883463	0.00679791	0.0272893	0.0132506	0.00524314	0.00706422	0.00568877	4.18378e-07	0.113039	0.00675211	0.0060052	0.0236793	0.00891842	0.271026	0	0.228545	0.228185	0	0.272245	0.271026	0.228545	0.228185	0.272245	0.2460056	0.283905	0.216362	0.216385	0.283348	5	0.999864	0.999965	1.00003	1.00014	1.396175
10380	-3548835	-3548839	4.185472	9.386513e+07	1	0.00222097	0.00186214	0.0207569	0.00456816	0.0990942	0.0283045	0.0113501	0.0894507	0.0502249	0.00836942	0.16349	0.0038691	0.00182086	0.0173454	0.646525	0.0153746	0.00923274	0.00695718	0.0275064	0.0129665	0.00512998	0.00712559	0.00546273	2.4578e-06	0.112676	0.00680048	0.00601904	0.023737	0.00891842	0.271026	0	0.228545	0.228185	0	0.272245	0.271026	0.228545	0.228185	0.272245	1.779508	0.283905	0.216362	0.216385	0.283348	5	0.999868	0.999967	1.00003	1.00013	1.397162
10390	-3548820	-3548843	22.813	1e+08	0	0.0023421	0.00176667	0.0209117	0.00435755	0.0993751	0.0284499	0.0114583	0.0887412	0.0506093	0.00868614	0.162048	0.00385027	0.00193497	0.0172811	0.646005	0.0153746	0.00923083	0.00669008	0.0270239	0.0128747	0.00508669	0.00712559	0.00546273	2.24612e-05	0.11149	0.00664173	0.00620609	0.0239227	0.00891842	0.271026	0	0.228545	0.228185	0	0.272245	0.271026	0.228545	0.228185	0.272245	1.605401	0.283101	0.216687	0.216439	0.283773	5	0.999873	0.999968	1.00003	1.00013	1.393888
10400	-3548815	-3548835	20.48703	1e+08	0	0.00222151	0.00184948	0.0209132	0.00458868	0.0996566	0.0284581	0.0113418	0.0892863	0.0503001	0.00868614	0.161846	0.00382263	0.00183713	0.0175015	0.647486	0.0156462	0.0090855	0.00680044	0.027463	0.0127958	0.00522022	0.00698656	0.00560726	1.39675e-05	0.111791	0.00674213	0.00630645	0.0233709	0.00892567	0.270255	0	0.228413	0.229245	0	0.272087	0.270255	0.228413	0.229245	0.272087	3.904753	0.283101	0.216687	0.216439	0.283773	5	0.999873	0.999968	1.00003	1.00013	1.39655
10410	-3548816	-3548840	24.23993	1e+08	0	0.00221843	0.00184948	0.0209014	0.00460211	0.0997958	0.0284581	0.011198	0.0893424	0.0503001	0.00846558	0.163049	0.00382263	0.00174885	0.0175102	0.643007	0.015379	0.00929441	0.00671254	0.0274024	0.0131186	0.00529185	0.00699476	0.00560726	1.3447e-05	0.11214	0.00673037	0.00635612	0.0236436	0.00898431	0.270255	0	0.228413	0.229245	0	0.272087	0.270255	0.228413	0.229245	0.272087	0.1779726	0.283101	0.216687	0.216439	0.283773	5	0.999873	0.999968	1.00003	1.00013	1.393937
10420	-3548833	-3548839	5.935794	4.965307e+07	1	0.00215781	0.00186731	0.0209427	0.00448124	0.0999901	0.028445	0.0113817	0.0893424	0.0503001	0.00863959	0.162382	0.00371625	0.00184296	0.0178286	0.646788	0.01544	0.0092826	0.00683092	0.0274024	0.0131186	0.00508138	0.00711175	0.00567615	1.96241e-05	0.11214	0.00673037	0.00638206	0.0235933	0.00908004	0.270404	0	0.228539	0.229371	0	0.271686	0.270404	0.228539	0.229371	0.271686	0.0208568	0.283101	0.216687	0.216439	0.283773	5	0.99982	0.999954	1.00005	1.00018	1.397995
10430	-3548816	-3548841	24.28792	1e+08	0	0.00211047	0.0018862	0.0209112	0.00454278	0.0992835	0.0279803	0.0112821	0.0897191	0.049968	0.00863959	0.161648	0.00396054	0.00192078	0.0172088	0.644508	0.0153752	0.00913836	0.00695948	0.0273615	0.01284	0.00522681	0.00709793	0.00563764	1.18841e-05	0.112419	0.00673037	0.00613202	0.0235671	0.00869451	0.270404	0	0.228539	0.229371	0	0.271686	0.270404	0.228539	0.229371	0.271686	0.1417595	0.283101	0.216687	0.216439	0.283773	5	0.999873	0.999968	1.00003	1.00013	1.39276
10440	-3548818	-3548842	23.82539	1e+08	0	0.00212317	0.00183038	0.0210352	0.00449283	0.0987643	0.0281837	0.0110388	0.0884627	0.0503178	0.00837193	0.161269	0.00389547	0.00175578	0.0173128	0.644508	0.0153752	0.00914594	0.00683825	0.0273615	0.0128666	0.00511345	0.00717702	0.00542038	6.73656e-06	0.1126	0.00657201	0.00613202	0.0236516	0.00869451	0.270404	0	0.228539	0.229371	0	0.271686	0.270404	0.228539	0.229371	0.271686	0.6287197	0.283101	0.216687	0.216439	0.283773	5	0.999873	0.999968	1.00003	1.00013	1.390317
