Iteration	Posterior	Likelihood	Prior	birth	clock_morpho[1]	clock_morpho[2]	clock_morpho[3]	clock_nuclear	death	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_scale[1]	er_scale[2]	er_scale[3]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale[1]	pi_scale[2]	pi_scale[3]	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	turnover
27600	-2612376	-2602111	-10265.62	0.796281	15.3041	12.6939	1.4239	0.2437461	0.113408	0.682873	0.272464	0	0.229436	0.225807	0	0.272293	6.18733	1.16474	0.508886	0.272464	0.229436	0.225807	0.272293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283108	0.215785	0.217128	0.283978	9.28761	0.646975	0.263865	1.971602	22.55563	6.36839	7.55678	11.4991	1.24345	2.33734	3.04989	3.58241	1.84875	3.23459	3.52026	4.10102	0.612656	1.06242	2.97252	0.695525	2.78403	1.28805	2.41989	2.05705	2.52257	1.30167	1.08606	2.30959	2.36699	1.06515	1.9118	0.947392	0.471914	2.50125	1.66885	1.15261	1.75992	0.520029	0.589781	0.0637591	0.0334018	0.0991037	0.0696501	0.257439	0.0156898	0.0576687	0.159613	0.0635864	0.152644	0.480961	0.13716	0.0364122	0.0663955	0.0321433	0.725331	0.383024	0.0537173	0.343812	0.0955329	0.451592	0.18135	0.412919	0.557206	0.154112	0.336784	0.726549	0.594258	1.0857	0.75776	2.48778	3.04734	3.19212	3.09062	3.39412	1.32399	1.8542	0.543107	1.21814	0.950408	1.77113	0.827737	1.31871	1.92826	2.23297	1.58326	1.93199	2.4766	1.994	2.23355	1.75951	1.98292	1.94077	1.07033	2.58614	2.19299	1.36262	0.716698	2.64995	2.84567	3.8721	0.608642	0.269369	3.1156	3.39557	3.58699	2.99772	0.0652992	5.95188	9.32497	0.1424221
27700	-2612363	-2602113	-10250.15	0.726408	12.9189	14.0974	1.31749	0.2435883	0.170029	0.556379	0.272218	0	0.227778	0.227114	0	0.27289	1.01673	0.405537	1.65728	0.272218	0.227778	0.227114	0.27289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283262	0.216626	0.216924	0.283188	6.90375	0.679499	0.252926	1.765025	11.66929	6.24159	7.55678	11.5778	1.24345	2.45197	3.16035	3.60343	2.037	3.09503	3.62696	4.62546	0.770108	1.02864	2.91901	0.875303	2.82934	1.44423	2.41989	1.99682	2.52257	1.27509	1.04972	2.48685	2.3512	1.06515	1.9118	0.961476	0.90114	2.52004	1.65438	1.21273	1.55996	0.520029	0.589781	0.0637591	0.0334018	0.0991037	0.031234	0.257439	0.0186678	0.0436802	0.198743	0.0635864	0.12994	0.480961	0.13716	0.0217461	0.0648029	0.0321433	0.725331	0.383024	0.604164	0.641355	0.131231	0.289493	0.384815	0.412919	0.620333	0.0949714	0.336784	0.696475	0.556886	1.0857	0.776952	1.73547	3.09385	3.31978	3.25481	3.39412	1.44998	1.8542	0.570319	1.21814	0.885737	1.77113	0.827737	1.68978	1.92826	2.1587	1.43905	2.11399	2.53012	1.994	1.19172	1.75951	2.2039	1.94077	1.15123	2.58614	2.19299	1.36262	0.580667	2.64995	2.97168	3.7811	0.608642	1.83395	3.23014	3.43346	3.59172	2.92572	0.832152	6.5503	9.32497	0.2340682
27800	-2612339	-2602111	-10227.97	1.045612	13.0514	13.4822	1.38334	0.2434594	0.1939878	0.8516238	0.271857	0	0.22893	0.226315	0	0.272897	1.28014	3.48004	0.301543	0.271857	0.22893	0.226315	0.272897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283683	0.216035	0.216124	0.284158	7.41388	0.664234	0.260072	1.918426	24.08303	6.24159	7.12116	11.5916	1.03396	2.45197	3.34016	3.60343	2.01093	3.1785	3.62696	4.16887	0.32471	1.02864	3.05468	0.875303	2.82934	1.63904	2.44752	2.16242	2.52257	1.48521	1.04972	2.47113	2.35442	0.827438	1.9118	1.01896	0.894245	2.55784	1.69526	0.79585	1.55996	0.519307	0.64971	0.0818794	0.0334018	0.0991037	0.031234	0.257439	0.0186678	0.0436802	0.198743	0.0635864	0.12994	0.622392	0.164434	0.0470972	0.0686521	0.0321433	0.725331	0.514404	0.468602	0.173325	0.112762	0.373693	0.384815	0.402216	0.517739	0.309187	0.441379	0.665956	0.556886	1.19223	0.776952	1.71039	3.17524	3.31978	3.11656	3.36113	1.35736	1.8542	0.850156	1.03912	0.885737	1.77113	0.600859	1.66776	2.1391	2.21498	1.6641	2.11754	2.3307	2.00435	1.30812	2.42874	2.19176	1.89828	1.15123	2.45849	2.19299	1.30908	0.638772	2.64995	2.94055	3.7811	0.992198	1.83395	3.1591	3.60372	3.72167	3.08021	0.545272	5.291	10.2472	0.1855257
27900	-2612330	-2602111	-10218.82	0.7959326	14.8328	16.0939	1.18214	0.2438926	0.06257124	0.7333614	0.271605	0	0.230921	0.226841	0	0.270632	0.683551	1.06958	0.184297	0.271605	0.230921	0.226841	0.270632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283015	0.216512	0.216893	0.283579	7.40516	0.625463	0.208162	1.577986	26.9338	6.24159	7.76421	11.6032	1.03396	2.34823	3.15068	3.73776	1.98775	3.12803	3.50037	4.57611	0.32471	1.02864	2.98744	0.875303	2.72439	1.63904	2.39154	2.19058	2.57209	1.48521	1.24885	2.47113	2.4012	0.977674	1.39649	1.01896	0.848433	2.52866	1.58531	1.0091	1.48787	0.471677	0.64971	0.0818794	0.0334018	0.0974788	0.0287901	0.257439	0.0168379	0.0436802	0.222533	0.0635864	0.159727	0.622392	0.171111	0.0470972	0.0653708	0.0321433	0.784699	0.260927	0.468602	0.43763	0.112762	0.373693	0.384815	0.405139	0.517739	0.19751	0.441379	0.691991	0.517658	0.895953	0.566037	2.18344	3.14682	3.31978	3.13235	3.4506	1.46095	1.81269	0.678211	1.03912	0.891332	1.77113	0.479708	1.44289	2.1391	2.13979	1.77505	2.10367	2.27694	2.05658	1.34413	2.05829	2.1757	1.91606	1.15123	2.45075	2.11872	1.12664	0.772443	2.69119	2.84659	3.75267	1.41861	1.03316	3.07419	3.51282	3.59305	3.02503	0.310295	6.63347	9.72573	0.07861374
28000	-2612325	-2602108	-10216.88	0.6989999	13.0258	13.7349	1.26971	0.2433838	0.08179503	0.6172049	0.271798	0	0.229235	0.226706	0	0.27226	3.87068	1.1448	0.86491	0.271798	0.229235	0.226706	0.27226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283171	0.216437	0.216673	0.283719	6.56554	0.722726	0.307407	1.805808	20.12443	6.24159	7.44643	11.3236	1.03396	2.34823	3.26025	3.63626	1.96134	3.07821	3.50037	4.44072	0.401255	1.2459	3.03384	0.952769	2.72439	1.63904	2.44351	2.19058	2.57209	1.07018	1.28109	2.47113	2.0913	0.907925	1.56474	1.02038	0.551719	2.49219	1.63305	0.982509	1.41399	0.471677	0.674805	0.0818794	0.0334018	0.0974788	0.0287901	0.257439	0.0159487	0.0436802	0.222533	0.0635864	0.159727	0.6605	0.139536	0.0372422	0.0653708	0.0284652	0.617763	0.411464	0.057227	0.481034	0.112762	0.181001	0.384815	0.405139	0.517739	0.158836	0.395284	0.691991	0.575215	0.972736	0.566037	1.82065	3.2013	3.25875	3.13235	3.46067	1.46095	1.81269	0.594654	1.11274	0.966011	1.77113	0.461347	1.20166	2.09422	2.29011	1.91147	2.09267	2.24586	2.04905	1.44555	2.21464	2.1757	1.91606	1.15123	2.47456	2.06739	1.84035	0.498623	2.69119	3.04718	3.75674	1.1049	0.878941	3.00716	3.32994	3.47041	3.02503	0.248879	5.18451	8.69658	0.1170172
28100	-2612351	-2602113	-10238.11	0.9713821	16.9287	15.9566	1.55771	0.2437516	0.2461038	0.7252784	0.271415	0	0.230629	0.226334	0	0.271622	1.11505	4.84985	1.602	0.271415	0.230629	0.226334	0.271622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282564	0.21624	0.217071	0.284125	8.70481	0.684041	0.158557	1.537525	16.7029	6.24159	7.02826	11.6074	1.03396	2.47275	3.4671	3.81257	1.96134	3.07821	4.43221	4.28597	0.688571	1.2459	3.09001	0.952769	2.72439	1.63904	2.0322	2.18707	2.28222	1.07018	1.28109	2.47113	2.20681	0.642619	1.59292	0.956729	0.733153	2.49219	1.58793	0.822872	0.795595	0.632906	0.578276	0.0818794	0.0334018	0.0928127	0.0545646	0.257439	0.0213905	0.04634	0.219443	0.0527048	0.169926	0.6605	0.139536	0.0427458	0.0669671	0.0284652	0.617763	0.290403	0.335451	0.757477	0.241281	0.190114	0.407897	0.405139	0.517739	0.11333	0.156167	0.691991	0.533585	1.01946	0.30201	2.05951	3.2635	2.82333	2.78401	3.49882	1.24121	1.89879	0.886136	1.07122	0.966011	1.43364	0.867194	1.32305	2.25165	2.34888	1.66158	2.09267	2.40117	1.95817	1.29292	2.21464	2.31127	2.01028	1.16616	2.53632	2.06739	1.32061	0.713766	2.81472	2.76514	3.75674	1.26095	0.854846	2.94801	3.38762	3.44227	3.19217	1.13553	5.18451	8.69658	0.2533542
28200	-2612333	-2602111	-10221.59	0.745218	12.8114	14.329	1.20819	0.2438808	0.03542407	0.7097939	0.272413	0	0.230058	0.226007	0	0.271522	0.808475	1.42705	1.05384	0.272413	0.230058	0.226007	0.271522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282977	0.215907	0.217291	0.283824	7.04838	0.717561	0.249031	1.767104	13.25283	6.24159	5.69116	11.5236	1.03396	2.47275	3.4671	3.89039	1.8085	3.18471	4.43221	4.28597	0.351946	1.2459	3.1794	1.09341	2.78289	1.56261	2.06984	2.12235	2.20434	1.07018	1.44802	2.50793	2.20681	0.348821	1.69362	0.794064	0.428497	2.45066	1.28418	0.868562	0.795595	0.662375	0.500549	0.0818794	0.029525	0.0928127	0.065601	0.279612	0.0213905	0.04634	0.240575	0.0527048	0.141083	0.265346	0.139536	0.019617	0.0733288	0.0284652	0.589715	0.305129	0.485867	0.580127	0.249915	0.190114	0.319161	0.405139	0.517739	0.114115	0.625934	0.65842	0.588224	0.983795	0.261227	2.09792	3.27854	2.82333	2.78401	3.4923	1.24121	1.92596	0.886136	1.21876	0.893503	1.64446	0.937672	1.26627	2.26037	2.34888	1.88162	2.04678	2.1886	1.7873	1.29292	2.50872	2.41827	2.01028	0.988742	2.53632	1.94101	1.32061	0.871674	2.81472	2.76514	3.71114	1.2744	0.130124	2.94801	3.38762	3.44227	3.17704	0.0458833	5.18451	9.07154	0.04753518
28300	-2612341	-2602114	-10226.61	0.8492337	12.3639	12.9647	1.49753	0.2442673	0.0595691	0.7896646	0.272192	0	0.228002	0.227565	0	0.272241	0.951896	2.31794	0.636857	0.272192	0.228002	0.227565	0.272241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283171	0.21631	0.215859	0.28466	8.41354	0.754876	0.203194	1.269729	24.03593	5.74258	6.56976	11.5908	1.18856	2.43727	3.38155	3.9634	1.8085	3.47625	4.39936	4.28597	0.589523	1.3958	3.1794	0.506168	3.05751	1.56261	2.00068	2.10066	2.09912	1.07018	1.13118	2.58735	2.34629	0.348821	1.64002	0.794064	0.514392	2.52793	1.43224	0.82306	0.773339	0.662375	0.729176	0.0771612	0.0254651	0.0869978	0.065601	0.279612	0.0193031	0.04634	0.240561	0.0527048	0.141083	0.265346	0.159217	0.019617	0.0733288	0.0284652	1.07594	0.284467	0.273765	0.580127	0.160561	0.190114	0.319161	0.405139	0.542915	0.103267	0.724576	0.593077	0.557877	0.983795	0.372703	1.94058	3.27854	3.04604	2.71862	3.25891	1.23909	2.0984	0.334744	1.2195	0.966412	1.64446	1.04581	1.35729	2.26037	2.10814	1.88162	2.12351	2.1886	1.73717	1.48281	2.5555	2.21225	2.16291	1.57821	2.57013	1.90355	1.6563	0.871674	2.81472	2.64707	3.71466	1.1386	0.276964	3.1998	4.00148	3.51802	3.17704	0.0458833	5.16356	8.94379	0.07014453
28400	-2612331	-2602111	-10219.8	0.8847521	13.3552	14.549	1.36728	0.24354	0.06761997	0.8171321	0.271723	0	0.228417	0.227228	0	0.272632	2.27093	1.42802	2.12791	0.271723	0.228417	0.227228	0.272632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283983	0.216473	0.216093	0.283451	7.36388	0.65496	0.186024	1.73913	16.16093	6.29019	6.16403	11.5749	0.74991	2.63574	3.35871	3.9634	1.93954	3.86026	4.39936	4.28637	0.619003	1.49944	3.1794	0.806961	3.05751	1.65523	2.02064	2.16879	2.09912	1.07018	1.13118	2.58792	2.21229	0.308557	1.64002	0.794064	0.379816	2.33832	1.30931	0.822402	1.18944	0.477484	0.358296	0.0771612	0.029848	0.0869978	0.0621879	0.279612	0.0247824	0.04634	0.240561	0.0557049	0.157415	0.62491	0.159217	0.0213433	0.0733288	0.0409975	1.02946	0.461881	0.100401	0.580127	0.160561	0.142807	0.215929	0.321835	0.527752	0.0166276	0.724576	0.593077	0.508283	1.00319	0.372703	1.86241	3.27854	3.04604	2.91085	3.25891	1.23909	2.04501	0.334744	1.1407	1.04977	1.25044	1.16253	1.35729	2.39614	2.10814	1.60753	2.12351	2.26857	1.07776	1.58515	2.39834	2.24015	2.28211	1.37635	2.34379	1.90355	1.54802	0.918605	2.79588	2.64707	3.71721	0.612317	0.276964	3.17126	4.00148	3.51802	3.17704	0.416715	5.65491	8.94379	0.07642815
28500	-2612351	-2602109	-10241.23	0.8649328	12.9257	15.9135	1.46798	0.2443323	0.07083538	0.7940975	0.272092	0	0.228612	0.226629	0	0.272668	4.48836	1.40902	1.36624	0.272092	0.228612	0.226629	0.272668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282991	0.216496	0.216258	0.284255	7.55469	0.694848	0.234001	1.723443	11.75115	6.29019	6.66381	11.5862	0.52492	2.83452	3.37955	4.13899	2.09878	3.86026	4.56973	4.8018	0.527269	1.49944	3.1794	0.806961	3.0231	1.58078	2.02064	2.16879	2.09912	1.07018	1.0456	2.53297	2.21229	0.308557	1.79493	0.795701	0.379816	2.39271	1.30931	0.893044	1.12111	0.222024	0.215925	0.0771612	0.029848	0.0869978	0.0621879	0.279612	0.0257854	0.0507297	0.240561	0.0557049	0.157415	0.48404	0.149393	0.0449982	0.0642443	0.0409975	1.02946	0.461881	0.0655424	0.580127	0.259728	0.142807	0.139906	0.391755	0.650901	0.190532	0.724576	0.344408	0.52749	0.583624	0.372703	2.10213	3.4737	3.00392	2.91085	3.0796	1.23909	1.80835	0.638737	1.24859	1.04977	1.34716	1.16253	1.30429	2.39614	1.8308	1.91042	2.2325	2.07027	1.07776	1.3582	2.39834	2.03087	1.87476	1.37635	2.34379	1.48917	1.81331	1.03111	2.75938	2.64707	3.6387	0.612317	0.207359	3.03065	4.00148	3.50373	3.17704	0.87499	5.1038	9.10013	0.08189698
28600	-2612350	-2602111	-10238.86	1.00493	14.1343	17.8336	1.47697	0.2453816	0.06714465	0.9377858	0.271814	0	0.229572	0.226271	0	0.272343	0.917587	1.89882	0.957028	0.271814	0.229572	0.226271	0.272343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282953	0.216232	0.216288	0.284527	7.99506	0.69694	0.273895	1.780273	27.53399	6.47485	6.66381	11.6047	1.12598	2.83452	3.35078	3.91941	2.09878	3.94476	4.45543	4.67864	0.527269	1.49944	3.1379	0.45959	3.01991	1.19877	2.02064	2.10004	2.09912	1.07018	0.977071	2.53297	2.21229	0.207879	1.27388	0.799136	0.654996	2.27971	1.30931	0.893044	0.588477	0.720939	0.191386	0.0771612	0.0217652	0.0869978	0.0632987	0.279612	0.0235401	0.0507297	0.211462	0.0411311	0.157415	0.109818	0.150766	0.037794	0.0687837	0.0362675	1.55327	0.418903	0.185102	0.580127	0.259728	0.264348	0.12217	0.506358	0.650901	0.0323657	0.724576	0.680231	0.579347	0.529478	0.357437	2.10213	3.16308	3.00392	2.91085	3.44547	1.23909	1.94099	0.292853	1.24859	1.01274	1.45218	1.1821	1.30429	2.39614	1.88676	1.91754	2.2076	2.05981	1.28356	1.3582	2.21912	2.3431	1.87476	1.56651	2.39636	1.46472	1.63093	0.875411	2.83117	2.90047	3.8099	0.612317	0.485715	3.10111	4.09432	3.50373	3.21246	0.171238	5.50783	8.71691	0.06681522
28700	-2612340	-2602113	-10227.35	0.794471	11.5715	12.7072	1.5659	0.2449618	0.06137749	0.7330935	0.272904	0	0.229813	0.224745	0	0.272538	0.159398	4.42986	0.775507	0.272904	0.229813	0.224745	0.272538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283272	0.216861	0.216501	0.283365	6.44032	0.717552	0.236073	1.831047	21.65455	6.47485	6.66381	11.6047	0.903664	2.66253	3.42646	3.8359	2.13254	3.94476	4.24431	4.78779	0.351707	1.49944	3.1379	0.813329	2.63542	1.19877	1.97613	2.25241	2.09912	1.13551	0.977071	2.39639	2.21229	0.207879	1.39485	0.943866	0.725238	2.39996	1.45506	0.918778	0.588477	0.267661	0.191386	0.0522346	0.0190835	0.0705048	0.0632987	0.279612	0.0253254	0.0507297	0.208428	0.0411311	0.157415	0.109818	0.158365	0.0440548	0.0746521	0.0300173	1.55327	0.415432	0.119005	0.189798	0.0811066	0.264348	0.163935	0.537087	0.635271	0.423066	0.742348	0.440088	0.494101	0.649535	0.380661	1.9827	3.1183	2.87635	2.75987	3.44547	0.911074	1.94099	0.465959	1.10416	1.00608	1.60805	1.1821	1.30429	2.39614	2.1938	1.91754	2.25211	2.07035	1.34167	0.818337	2.26014	2.28283	1.92217	1.56651	2.18957	1.50378	1.63093	0.875411	2.76892	2.81906	3.6062	0.47889	0.730399	2.78438	4.31792	3.50373	3.28575	0.253331	5.49247	8.71691	0.07725579
28800	-2612347	-2602115	-10232.35	0.8848568	14.3425	14.1926	1.54672	0.2448848	0.04925641	0.8356004	0.271267	0	0.229096	0.227497	0	0.272139	1.90947	3.63823	0.472581	0.271267	0.229096	0.227497	0.272139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283006	0.21608	0.216802	0.284112	7.53716	0.688361	0.191384	1.898902	10.5871	6.47485	7.18731	10.5857	0.860388	2.78721	3.50032	3.69446	2.05166	3.90146	4.24431	4.79343	0.351707	1.49944	3.1379	0.865826	2.63542	1.19877	1.90951	2.44132	2.01207	1.0968	1.39956	2.39639	2.10916	0.485158	1.39485	0.935359	0.270186	2.29085	1.38344	0.806429	0.646474	0.341662	0.133868	0.0522346	0.0347448	0.0705048	0.0632987	0.279612	0.0281256	0.0561723	0.1594	0.0411311	0.157415	0.159606	0.15301	0.0222516	0.0746521	0.0344626	1.55327	0.415432	0.340508	0.661878	0.069833	0.251329	0.150907	0.633709	0.693488	0.620196	0.76339	0.440088	0.627285	0.7241	0.447784	1.94699	3.14469	2.87635	2.75987	3.42532	1.15392	1.95405	0.197675	1.10416	1.00608	1.60805	1.07895	1.28155	2.33645	2.07562	1.77879	2.25211	1.91414	1.23677	0.544462	2.1545	2.28283	1.92217	1.56651	2.18957	1.72368	1.63093	1.00411	2.76892	2.66925	3.62318	0.848236	0.310593	2.78438	4.26155	3.55426	2.65087	0.24714	5.49247	9.03131	0.05566597
28900	-2612344	-2602110	-10233.67	0.9780539	11.745	13.3321	1.53367	0.2446386	0.02831118	0.9497427	0.273234	0	0.228395	0.226526	0	0.271846	5.83423	5.26208	1.54046	0.273234	0.228395	0.226526	0.271846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283598	0.216568	0.216585	0.283249	7.57983	0.698877	0.20474	2.026651	19.38752	6.47485	6.85	11.4873	0.803047	2.78721	3.50032	3.78853	1.95513	3.99408	4.24431	5.27783	0.959965	1.49944	3.1379	0.642766	2.63542	1.15324	1.90951	2.44132	2.01207	1.12739	1.39956	2.05698	2.02481	0.742311	1.39485	0.935359	0.533573	2.1516	1.29694	1.06278	0.514233	0.137219	0.133868	0.0522346	0.0310013	0.0671913	0.0632987	0.279612	0.0303643	0.0561723	0.149144	0.0596528	0.153105	0.644434	0.14238	0.0222516	0.0655631	0.0344626	1.55327	0.486034	0.264339	0.661878	0.069833	0.251329	0.150485	0.396184	0.693488	0.0992041	0.76339	0.376936	0.627285	0.797426	0.512154	1.84303	3.23837	2.81592	2.6698	3.40896	1.43265	1.95405	0.540511	1.05358	0.781353	1.60805	1.07895	1.33798	2.32779	2.07562	1.77879	2.21597	1.91414	1.36567	0.542432	2.1545	2.28283	1.91404	1.44027	2.17274	1.58374	1.29809	1.00411	3.03976	2.66925	3.62318	1.14456	0.702893	2.76807	4.35635	3.39288	2.65087	0.465759	5.49247	9.91754	0.02894644
