Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
45	1	-2555184	-2555188	3.682882	2.684797e+07	1	0.00731737	0.0195554	0.00583953	0.154246	0.00312393	0.143271	0.060472	0.175673	1.10119	0.00490929	0.00677837	0.0116322	0.022689	0.00402408	0.0443637	0.0111752	0.0120764	0.199757	0.248456	0.0293957	0.013706	0.21499	0.293695	5.019133e-06	0	0	0.254352	0.0805714	0.622967	0.0421093	2	0.999755	0.999937	1.00006	1.00025	0.6600783	0.53801	0.00190039	0.218481	0.00320027	0.660078	1.788336
46	0	-2555892	-2555894	1.269977	9.686421e+07	1	0.0130678	0.0138948	0.00418431	0.112986	0.00230174	0.103793	0.0434713	0.125779	0.797507	0.00362359	0.0088928	0.00409932	0.00446626	0.0319857	0.00488238	0.0161663	0.00277436	0.286418	0.13588	0.304994	0.0636303	0.194384	0.0146942	7.161759e-06	0	0	0.395642	0.0332197	0.496506	0.074633	2	0.999871	0.999967	1.00003	1.00013	0.9152003	0.00263307	0.471532	0.671001	0.970366	0.9152	1.293876
47	1	-2555165	-2555194	29.26642	1e+08	0	0.00717984	0.0197681	0.00629167	0.155531	0.00312393	0.143271	0.060472	0.175673	1.10119	0.00490213	0.00674198	0.0116322	0.0224736	0.00379878	0.0449183	0.0111752	0.0120323	0.0576478	0.015376	0.185476	0.025341	0.532288	0.183871	1.498066e-06	0	0	0.156804	0.203006	0.305409	0.334781	2	0.999873	0.999968	1.00003	1.00013	0.6600783	0.0038704	0.00218118	0.0361853	0.00178025	0.660078	1.790174
48	0	-2555885	-2555894	9.234382	9.59634e+07	1	0.0130678	0.0136562	0.00418431	0.112986	0.00224981	0.103793	0.0434713	0.125779	0.797507	0.00362359	0.0088928	0.00424769	0.00446626	0.0319857	0.00488238	0.0161663	0.00277436	0.130915	0.252819	0.125433	0.0048863	0.461084	0.0248626	6.360733e-06	0	0	0.504633	0.0156408	0.319262	0.160464	2	0.999871	0.999967	1.00003	1.00013	0.9152003	0.053907	0.00121399	0.397426	0.0108203	0.9152	1.293734
49	1	-2555189	-2555193	3.832264	8.394075e+07	1	0.00737748	0.0197681	0.00599289	0.155455	0.003036	0.144089	0.0613152	0.175673	1.10119	0.00516443	0.00665409	0.0115626	0.0224736	0.00372597	0.0449183	0.0111752	0.012473	0.0642356	0.519507	0.123667	0.136112	0.141163	0.0153143	1.095661e-06	0	0	0.256407	0.229494	0.429512	0.0845867	2	0.999861	0.999965	1.00003	1.00014	0.6595292	0.273812	0.146334	0.0068042	0.00217793	0.659529	1.792043
50	0	-2555885	-2555895	9.664498	4.50077e+07	1	0.0130678	0.0136562	0.00433827	0.112986	0.00224677	0.103793	0.0434713	0.125779	0.797507	0.0036382	0.0088928	0.0038231	0.00482584	0.0319857	0.00487658	0.0161951	0.00300679	0.118358	0.318049	0.00248682	0.0527764	0.294487	0.213843	4.356596e-06	0	0	0.171345	0.385671	0.38126	0.061725	2	0.99981	0.999952	1.00005	1.00019	0.9142666	0.0145157	0.0236632	0.414518	0.00128233	0.914267	1.29409
51	1	-2555183	-2555187	3.615681	1.997902e+07	1	0.00737748	0.0191318	0.00601125	0.155455	0.00320472	0.143888	0.0602378	0.175673	1.10119	0.00516443	0.00665409	0.0115724	0.0224736	0.0039248	0.0441208	0.0112711	0.012473	0.122715	0.0305032	0.423399	0.31796	0.00261472	0.102809	6.988126e-07	0	0	0.397577	0.26696	0.108741	0.226722	2	0.999716	0.999928	1.00007	1.00028	0.6595292	0.600282	0.00522553	0.0126173	0.0190491	0.659529	1.789822
52	0	-2555870	-2555898	27.42949	1e+08	0	0.0130574	0.0136562	0.00433827	0.112986	0.00209103	0.103435	0.0434713	0.125779	0.797507	0.0036382	0.00892182	0.0038231	0.00466765	0.0319857	0.00487658	0.0161951	0.00306534	0.29427	0.413953	0.00861925	0.0603258	0.13849	0.0843427	1.161681e-06	0	0	0.0825969	0.315949	0.423356	0.178097	2	0.999873	0.999968	1.00003	1.00013	0.9151329	0.0225978	0.0141861	0.153695	0.0071747	0.915133	1.293495
53	1	-2555185	-2555190	4.886207	8.149174e+07	1	0.00737748	0.0189486	0.00571139	0.155455	0.00320472	0.14406	0.0612064	0.175673	1.10119	0.00496869	0.00692649	0.0115724	0.0224736	0.00401308	0.0441208	0.0115286	0.0121539	0.350459	0.263057	0.247027	0.0713355	0.0377709	0.0303504	8.114842e-06	0	0	0.14878	0.733928	0.103057	0.0142348	2	0.999859	0.999964	1.00004	1.00014	0.6577525	0.0110953	0.00412365	0.198668	0.0231663	0.657752	1.790583
54	0	-2555868	-2555895	27.46259	1e+08	0	0.0130574	0.0136562	0.0042166	0.112986	0.00211453	0.103435	0.0434713	0.125779	0.797507	0.00364596	0.00892182	0.00392071	0.00466765	0.0319857	0.00487914	0.0161951	0.00275227	0.260906	0.358115	0.0112994	0.0282761	0.0412699	0.300134	4.22455e-06	0	0	0.127854	0.0937554	0.526864	0.251526	2	0.999873	0.999968	1.00003	1.00013	0.9151329	0.0037217	0.00376651	0.070041	0.349381	0.915133	1.293191
55	1	-2555200	-2555194	-5.911064	4.218361e+07	1	0.00757508	0.0189242	0.00604067	0.155455	0.00293335	0.14406	0.0616395	0.175673	1.10119	0.00524665	0.00692649	0.0115724	0.0224736	0.00401308	0.0441208	0.0108071	0.0121539	0.0278555	0.218536	0.212844	0.461029	0.0021321	0.0776032	1.055974e-06	0	0	0.0568181	0.180406	0.199687	0.563089	2	0.999804	0.99995	1.00005	1.0002	0.6602032	0.336614	0.699327	0.105753	0.411079	0.660203	1.790804
56	0	-2555886	-2555895	8.530844	1.980427e+07	1	0.0132509	0.0136562	0.00435152	0.112986	0.00211453	0.103435	0.0434713	0.126134	0.797507	0.00361285	0.00876448	0.00430457	0.00441711	0.0319857	0.00480264	0.0162038	0.00273683	0.0643045	0.325173	0.00163094	0.0221634	0.112359	0.47437	7.183956e-06	0	0	0.476781	0.295089	0.113331	0.114798	2	0.999714	0.999927	1.00007	1.00029	0.91411	0.00888946	0.00414609	0.0994228	0.155387	0.91411	1.293734
57	1	-2555181	-2555191	10.33944	5.40959e+07	1	0.00757508	0.0189242	0.0060181	0.155455	0.00308766	0.14406	0.0606522	0.175673	1.10119	0.00524665	0.00692649	0.0115071	0.022884	0.00401308	0.0441208	0.0108071	0.0120301	0.1252	0.424494	0.170787	0.143583	0.00584436	0.130092	2.468288e-06	0	0	0.271915	0.604391	0.0374813	0.0862119	2	0.999827	0.999956	1.00004	1.00017	0.6602506	0.00198634	0.00417212	0.00227821	0.0477802	0.660251	1.79017
58	0	-2555861	-2555892	30.18408	1e+08	0	0.0132612	0.0136562	0.00416996	0.11178	0.00227796	0.103435	0.0434713	0.125374	0.797507	0.00354362	0.00859392	0.00430457	0.00444308	0.0319857	0.00484966	0.0162038	0.00276557	0.00304574	0.509958	0.00717796	0.0588773	0.234629	0.186312	1.244889e-05	0	0	0.213491	0.26207	0.412657	0.111782	2	0.999873	0.999968	1.00003	1.00013	0.9147203	0.00123875	0.00413856	0.0101448	0.44089	0.91472	1.291622
59	1	-2555181	-2555189	7.433394	8.950783e+07	1	0.00746861	0.0189242	0.00581076	0.155455	0.00297271	0.14406	0.0600272	0.17408	1.10119	0.00485098	0.00692649	0.011796	0.0224855	0.00377753	0.0444551	0.0108071	0.0120301	0.131712	0.0164977	0.459579	0.106432	0.16061	0.125168	2.940606e-06	0	0	0.446123	0.445409	0.0233133	0.0851543	2	0.999866	0.999965	1.00004	1.00013	0.6602506	0.00116589	0.00214616	0.210946	0.0322178	0.660251	1.787117
60	0	-2555879	-2555894	15.07686	5.045708e+07	1	0.0136259	0.0136562	0.00403039	0.11178	0.00234343	0.1035	0.0435606	0.125374	0.797507	0.0035218	0.00838337	0.00430457	0.00437766	0.0319857	0.00484966	0.0162038	0.00290534	0.121787	0.262426	0.0187411	0.142612	0.192503	0.261931	5.381355e-06	0	0	0.00681929	0.308541	0.275697	0.408942	2	0.999821	0.999954	1.00005	1.00018	0.9142838	0.0337813	0.00482797	0.00116431	0.00438378	0.914284	1.29191
61	1	-2555187	-2555189	1.861816	9.879596e+07	1	0.00746861	0.0189242	0.0056421	0.155455	0.00326583	0.14406	0.0600272	0.173958	1.10119	0.00513844	0.00692253	0.011796	0.0228677	0.00401586	0.0444551	0.0112241	0.0120301	0.161015	0.104029	0.166176	0.132815	0.421539	0.014426	4.40024e-06	0	0	0.0697866	0.36001	0.116129	0.454075	2	0.999872	0.999967	1.00003	1.00013	0.6592026	0.00349791	0.0297923	0.215475	0.196754	0.659203	1.78844
62	0	-2555884	-2555890	5.319578	2957123	1	0.0136259	0.0136562	0.00429172	0.11178	0.00231503	0.103564	0.0435606	0.125374	0.798961	0.0035218	0.00838337	0.00399613	0.00461394	0.0319857	0.00477138	0.0162038	0.0028663	0.471316	0.00978666	0.0836162	0.130054	0.281912	0.0233156	4.295444e-06	0	0	0.0995559	0.524243	0.32322	0.0529817	2	0.999261	0.999811	1.00019	1.00074	0.9144539	0.0347779	0.00419215	0.221966	0.437523	0.914454	1.293471
63	1	-2555174	-2555190	16.68391	1e+08	0	0.00747431	0.0189242	0.0056421	0.155455	0.00294549	0.14406	0.0600736	0.173958	1.10119	0.00523077	0.00692253	0.011796	0.0228677	0.00401586	0.0439067	0.0112241	0.0124145	0.0879701	0.230791	0.100037	0.219806	0.223555	0.137841	2.123766e-07	0	0	0.0539302	0.226802	0.0304436	0.688824	2	0.999873	0.999968	1.00003	1.00013	0.6592848	0.0244331	0.211727	0.0812642	0.385345	0.659285	1.7881
64	0	-2555892	-2555894	1.840119	7.233832e+07	1	0.0132941	0.0136562	0.00429172	0.111354	0.00230429	0.103564	0.0435606	0.125374	0.798961	0.00363838	0.00838337	0.00366951	0.00476433	0.0313395	0.00477138	0.0162433	0.002812	0.059992	0.00101023	0.159011	0.104629	0.0765207	0.598838	1.388629e-06	0	0	0.24953	0.0781102	0.283964	0.388396	2	0.999851	0.999962	1.00004	1.00015	0.9145688	0.205643	0.593669	0.00503365	0.758601	0.914569	1.291981
65	1	-2555166	-2555189	22.68282	1e+08	0	0.00747431	0.0194412	0.00571394	0.155455	0.00303085	0.14406	0.0600736	0.173958	1.10119	0.00500455	0.00692253	0.0116557	0.0228677	0.00395192	0.0438795	0.0111225	0.0116312	0.101666	0.0578499	0.205547	0.291675	0.0719187	0.271344	3.307612e-06	0	0	0.0713574	0.678109	0.015622	0.234912	2	0.999873	0.999968	1.00003	1.00013	0.6592848	0.00522266	0.0442675	0.12105	0.01446	0.659285	1.787432
66	0	-2555866	-2555893	26.96793	1e+08	0	0.0132941	0.014054	0.00411736	0.111354	0.00225895	0.103564	0.0435606	0.125861	0.798961	0.00366272	0.00870961	0.00392597	0.00481757	0.0313395	0.0047536	0.0162433	0.00278826	0.00570315	0.00408989	0.745735	0.0103748	0.14756	0.0865372	2.175182e-06	0	0	0.0658585	0.302866	0.00621132	0.625064	2	0.999873	0.999968	1.00003	1.00013	0.9145688	0.0414515	0.0640751	0.00547246	0.0386987	0.914569	1.293265
67	1	-2555174	-2555187	13.53234	1e+08	0	0.00749989	0.0194412	0.00571394	0.156464	0.00303085	0.14406	0.0611111	0.173958	1.10808	0.00500455	0.00692253	0.0117694	0.0228677	0.00396942	0.0438795	0.0111225	0.0123184	0.152973	0.0249706	0.343948	0.0763278	0.126729	0.275052	5.298394e-06	0	0	0.129931	0.240706	0.542572	0.0867911	2	0.999873	0.999968	1.00003	1.00013	0.6576604	0.180082	0.586528	0.277472	0.11823	0.65766	1.797213
68	0	-2555892	-2555896	3.981688	4.137293e+07	1	0.013674	0.0137498	0.00426042	0.111354	0.00218435	0.10421	0.0436154	0.126391	0.798961	0.00364529	0.00870961	0.00404175	0.0043554	0.0313395	0.0047536	0.0158227	0.00281738	0.109844	0.0693702	0.14101	0.268373	0.202278	0.209123	2.133893e-06	0	0	0.142946	0.238987	0.00412322	0.613944	2	0.999802	0.999949	1.00005	1.0002	0.9136722	0.00145234	0.430363	0.392073	0.219467	0.913672	1.293885
69	1	-2555163	-2555187	24.07257	1e+08	0	0.00738968	0.0194412	0.00571394	0.156464	0.00325833	0.14406	0.0611111	0.173958	1.10808	0.00500455	0.0066803	0.0119295	0.0227043	0.00402092	0.0438795	0.0112332	0.0125356	0.0753261	0.251699	0.0943372	0.0601987	0.291735	0.226705	1.321262e-06	0	0	0.00794304	0.101498	0.200128	0.690431	2	0.999873	0.999968	1.00003	1.00013	0.6575477	0.00288267	0.0200333	0.0963381	0.0164355	0.657548	1.797464
70	0	-2555887	-2555893	6.781574	9.8986e+07	1	0.013674	0.0140091	0.00434264	0.11299	0.00224536	0.10421	0.0442493	0.126391	0.798961	0.00378402	0.00871412	0.00404175	0.00450834	0.0320872	0.0047536	0.0162136	0.00273793	0.192448	0.0289832	0.0985385	0.166467	0.341164	0.172399	1.147589e-06	0	0	0.0508021	0.120835	0.732799	0.0955644	2	0.999872	0.999967	1.00003	1.00013	0.9136722	0.00942331	0.0523866	0.236999	0.0268535	0.913672	1.297913
71	1	-2555167	-2555187	19.7864	1e+08	0	0.00755563	0.0194412	0.00579079	0.156464	0.00320774	0.14406	0.0611111	0.173958	1.10808	0.00500455	0.00640521	0.0117441	0.0227043	0.00385532	0.0446996	0.0112332	0.0122735	0.140427	0.103759	0.522539	0.116083	0.0781919	0.0390004	2.154951e-06	0	0	0.0121302	0.728331	0.247791	0.0117472	2	0.999873	0.999968	1.00003	1.00013	0.6575477	0.155052	0.00461391	0.187887	0.049386	0.657548	1.797589
72	0	-2555883	-2555892	8.95089	4.492318e+07	1	0.013674	0.013934	0.00437174	0.112634	0.00235364	0.10421	0.0442493	0.125578	0.798961	0.00378402	0.00871412	0.00396406	0.00466923	0.0320872	0.00493646	0.016274	0.00282714	0.0997794	0.112082	0.256002	0.292377	0.136734	0.103026	4.667532e-06	0	0	0.00995054	0.150123	0.242466	0.597461	2	0.999811	0.999951	1.00005	1.00019	0.909345	0.00869178	0.0421699	0.229586	0.00431569	0.909345	1.297223
73	1	-2555187	-2555189	1.812196	6.313023e+07	1	0.00725372	0.0194412	0.0058145	0.156464	0.0033179	0.14406	0.0608712	0.173958	1.10808	0.00510533	0.00640521	0.0117072	0.0225142	0.00385532	0.0442592	0.0114545	0.0122735	0.152955	0.0955107	0.120518	0.291036	0.234211	0.10577	3.344833e-07	0	0	0.363837	0.198314	0.369017	0.0688318	2	0.99984	0.999959	1.00004	1.00016	0.6576515	0.0442266	0.0257755	0.004582	0.819226	0.657652	1.796835
74	0	-2555888	-2555893	5.61898	4.59863e+07	1	0.013674	0.013934	0.00430136	0.112634	0.00209094	0.10421	0.0440464	0.125452	0.798961	0.00378402	0.00858085	0.00400424	0.00466923	0.0322392	0.00493646	0.0164816	0.00290511	0.087072	0.184802	0.0891894	0.285682	0.181225	0.17203	9.022713e-07	0	0	0.594809	0.357216	0.0308714	0.0171038	2	0.999812	0.999952	1.00005	1.00019	0.909345	0.0182339	0.0379255	0.300289	0.0491094	0.909345	1.296906
75	1	-2555182	-2555189	7.441033	2.816049e+07	1	0.00769055	0.0191708	0.00565369	0.156464	0.00326984	0.14406	0.0608712	0.173958	1.10808	0.00510533	0.00677209	0.0114968	0.0225142	0.00405854	0.044657	0.0109931	0.0122735	0.251906	0.147123	0.175092	0.243411	0.126353	0.0561146	8.790227e-06	0	0	0.314871	0.431401	0.0176937	0.236034	2	0.999761	0.999939	1.00006	1.00024	0.6560272	0.00503761	0.00168772	0.00187493	0.964355	0.656027	1.797089
76	0	-2555866	-2555893	27.02806	1e+08	0	0.0133951	0.013934	0.00430136	0.112634	0.00209094	0.10421	0.0444731	0.126627	0.798961	0.00359743	0.00858085	0.00392908	0.00474261	0.0322392	0.00498557	0.0164816	0.00293101	0.169039	0.134195	0.184938	0.162043	0.129212	0.220574	1.05545e-05	0	0	0.0238874	0.216171	0.467725	0.292217	2	0.999873	0.999968	1.00003	1.00013	0.909345	0.0967918	0.00363716	0.47205	0.0030537	0.909345	1.298115
77	1	-2555170	-2555188	17.47124	1e+08	0	0.00769055	0.0196604	0.00609168	0.156464	0.00316527	0.14406	0.0608712	0.173958	1.11093	0.004815	0.0068341	0.0115348	0.0227983	0.00399503	0.044657	0.0110484	0.0119063	0.426522	0.0384332	0.178177	0.258783	0.0916103	0.00647432	3.283234e-06	0	0	0.0905727	0.42186	0.268449	0.219118	2	0.999873	0.999968	1.00003	1.00013	0.6560272	0.286147	0.00197387	0.207245	0.559187	0.656027	1.800482
78	0	-2555864	-2555890	25.4722	1e+08	0	0.0135338	0.013934	0.00442192	0.112634	0.00226145	0.10421	0.0442256	0.126627	0.798961	0.00359743	0.00860636	0.00404259	0.00474261	0.0322392	0.00494037	0.0164816	0.00293101	0.000838151	0.132726	0.318686	0.212161	0.15147	0.184119	2.725349e-06	0	0	0.212443	0.182127	0.595275	0.0101547	2	0.999873	0.999968	1.00003	1.00013	0.9116187	0.185518	0.0219109	0.0959784	0.00613215	0.911619	1.298392
79	1	-2551477	-2551484	7.686036	5.247836e+07	1	0.00775118	0.0196604	0.00609168	0.156464	0.00321527	0.14406	0.0608712	0.173958	1.11093	0.00507526	0.0071777	0.0119129	0.0227983	0.0039054	0.0440515	0.0111045	0.0119063	0.342735	0.103637	0.0384142	0.381911	0.122312	0.0109908	1.78742e-06	0	0	0.276222	0.188438	0.254541	0.280798	4	0.999825	0.999955	1.00005	1.00018	0.6560272	0.00248441	0.00971903	0.00116265	0.412426	0.656027	1.800936
80	0	-2555888	-2555893	5.236856	2.951432e+07	1	0.0134824	0.013934	0.00434714	0.112138	0.00234276	0.104661	0.0442256	0.126627	0.798961	0.00359743	0.00859815	0.0036237	0.00474261	0.0322392	0.00494037	0.0164816	0.00290702	0.0063189	0.10101	0.0149591	0.498388	0.295858	0.0834662	8.00007e-06	0	0	0.195337	0.174314	0.363934	0.266414	2	0.999766	0.99994	1.00006	1.00023	0.9116187	0.584904	0.158182	0.0242282	0.00658752	0.911619	1.297849
81	1	-2547135	-2547154	18.48369	1e+08	0	0.00794574	0.0196604	0.00585765	0.156464	0.00313981	0.145364	0.0608712	0.173958	1.11093	0.00502314	0.00703682	0.0119129	0.0224067	0.00404861	0.0442522	0.0114268	0.0119063	0.188233	0.146642	0.491585	0.0422744	0.0796301	0.0516349	6.828975e-07	0	0	0.279392	0.202774	0.215674	0.30216	4	0.999873	0.999968	1.00003	1.00013	0.6560272	0.0322158	0.452997	0.00591126	0.270967	0.656027	1.802206
82	0	-2555886	-2555894	7.554713	6.451832e+07	1	0.0133607	0.013934	0.00440478	0.112295	0.00234215	0.10315	0.0442256	0.126627	0.798961	0.00366049	0.00859815	0.00424568	0.00430222	0.0322392	0.0049634	0.0162736	0.00273899	0.0109293	0.138272	0.0707633	0.221367	0.210585	0.348084	8.827493e-06	0	0	0.374085	0.041015	0.0573646	0.527535	2	0.999841	0.999959	1.00004	1.00016	0.9116187	0.0626192	0.0322964	0.168338	0.00433749	0.911619	1.296323
83	1	-2546839	-2546838	-0.3306478	3.155631e+07	1	0.00781089	0.0195053	0.00588506	0.156464	0.00313981	0.144543	0.0608712	0.173958	1.1216	0.00500797	0.00666578	0.0120412	0.0223652	0.00400242	0.0442522	0.011392	0.0119063	0.047009	0.304878	0.0957856	0.196589	0.27963	0.0761091	6.286006e-06	0	0	0.2763	0.204805	0.220078	0.298816	4	0.999774	0.999942	1.00006	1.00023	0.6561287	0.0133295	0.0408019	0.0628083	0.925026	0.656129	1.811414
84	0	-2555897	-2555893	-3.804353	8.421006e+07	1	0.0139379	0.013934	0.00430713	0.112429	0.00224821	0.103984	0.0442818	0.126627	0.798961	0.00368917	0.00846647	0.00409082	0.00473978	0.0321519	0.00486061	0.0162736	0.00277727	0.0832532	0.0205577	0.32126	0.214209	0.246793	0.113927	8.591675e-06	0	0	0.527781	0.0946097	0.124999	0.252611	2	0.999861	0.999965	1.00004	1.00014	0.9116187	0.928888	0.201539	0.846541	0.787492	0.911619	1.297761
85	1	-2546671	-2546678	6.403087	2.31653e+07	1	0.00781089	0.0195053	0.00588506	0.156464	0.00324994	0.144543	0.0608712	0.173958	1.11747	0.00518584	0.00673207	0.0120412	0.0223652	0.00398204	0.0440943	0.0112343	0.0117138	0.0139712	0.249756	0.185977	0.0801911	0.0122873	0.457818	1.475516e-06	0	0	0.268538	0.227547	0.213492	0.290422	4	0.999736	0.999933	1.00007	1.00026	0.6553965	0.00116354	0.00767391	0.936537	0.00469994	0.655396	1.807111
86	0	-2555869	-2555890	20.63241	1e+08	0	0.0132077	0.013934	0.00426496	0.112429	0.00232426	0.103984	0.0442818	0.126627	0.798961	0.00364313	0.00843123	0.00405924	0.00466908	0.031968	0.00497583	0.0162734	0.00291585	0.0375328	0.0393129	0.479823	0.169867	0.161146	0.112318	2.773889e-06	0	0	0.0746751	0.0799288	0.55135	0.294046	2	0.999873	0.999968	1.00003	1.00013	0.9116187	0.013297	0.0602244	0.601722	0.636891	0.911619	1.296951
87	1	-2546502	-2546510	8.340709	5.67704e+07	1	0.00781089	0.0197018	0.00607792	0.156464	0.00325554	0.144543	0.0608712	0.173958	1.11747	0.00486828	0.00673207	0.0115775	0.0227894	0.00398204	0.0440943	0.011197	0.0117138	0.0688429	0.0196356	0.058465	0.136075	0.49917	0.217811	5.164805e-06	0	0	0.27078	0.229447	0.215274	0.284498	4	0.999831	0.999957	1.00004	1.00017	0.6568133	0.00106935	0.0280934	0.00146543	0.128317	0.656813	1.807112
88	0	-2555884	-2555891	7.770527	3.236522e+07	1	0.0138217	0.013934	0.00425186	0.112429	0.00223248	0.103984	0.0444105	0.126136	0.799428	0.00358833	0.00843123	0.00402034	0.00464215	0.031968	0.0048089	0.0163769	0.00285884	0.0757549	0.060842	0.401557	0.184872	0.191257	0.085717	1.325037e-05	0	0	0.350933	0.0178329	0.555583	0.0756518	2	0.999777	0.999943	1.00006	1.00022	0.9109577	0.0127251	0.242645	0.0205393	0.018591	0.910958	1.297324
89	1	-2546130	-2546133	2.945349	5.683931e+07	1	0.00779101	0.0195168	0.00593994	0.156464	0.00306299	0.145184	0.0608712	0.173958	1.11747	0.00508107	0.00692742	0.0118025	0.0225504	0.00391911	0.0452806	0.011197	0.0121729	0.0375729	0.264052	0.153945	0.445347	0.0934403	0.00564335	1.226229e-06	0	0	0.277066	0.211559	0.220272	0.291103	4	0.999831	0.999957	1.00004	1.00017	0.6559955	0.029652	0.0136292	0.00920782	0.328068	0.655995	1.809195
90	0	-2555888	-2555895	7.408902	2.984389e+07	1	0.0134438	0.013911	0.00438141	0.112429	0.0022601	0.104429	0.0436742	0.126136	0.799428	0.00365164	0.00859634	0.0035548	0.00504558	0.031968	0.00483563	0.0163769	0.00309386	0.163147	0.305525	0.100717	0.0280367	0.229397	0.173177	3.014387e-06	0	0	0.573309	0.147229	0.00404403	0.275418	2	0.999767	0.999941	1.00006	1.00023	0.9128971	0.120245	0.361999	0.020666	0.00187971	0.912897	1.297216
91	1	-2546052	-2546053	1.31941	1.439851e+07	1	0.00712752	0.0190877	0.00554052	0.156464	0.00330738	0.145184	0.0601039	0.175938	1.11747	0.00515324	0.0067303	0.0118212	0.0225504	0.00384693	0.0447081	0.011197	0.0121729	0.0184433	0.207168	0.138723	0.348143	0.0310288	0.256494	2.970385e-06	0	0	0.277914	0.212206	0.220946	0.288934	4	0.999665	0.999914	1.00009	1.00033	0.6559955	0.0277984	0.118509	0.078649	0.0241397	0.655995	1.808408
92	0	-2555862	-2555895	32.39759	1e+08	0	0.0134658	0.0138391	0.00441387	0.11227	0.00223128	0.104429	0.0435881	0.126136	0.799428	0.00368213	0.00866935	0.00368556	0.00487673	0.031968	0.0049047	0.0160517	0.00309386	0.559471	0.138178	0.0346143	0.100225	0.144245	0.023266	8.64095e-06	0	0	0.54078	0.00731083	0.252776	0.199133	2	0.999873	0.999968	1.00003	1.00013	0.9127536	0.0012014	0.00684886	0.209388	0.0013854	0.912754	1.296734
93	1	-2545931	-2545942	11.41578	9.862863e+07	1	0.00761677	0.0190877	0.00589548	0.156617	0.00310415	0.145184	0.0613347	0.175938	1.1202	0.00516212	0.00670015	0.0118369	0.0225504	0.00387165	0.0447081	0.0111993	0.0121729	0.0130771	0.457673	0.0697452	0.00831974	0.107801	0.343385	8.416648e-06	0	0	0.280515	0.214192	0.223013	0.28228	4	0.999872	0.999967	1.00003	1.00013	0.6559955	0.00700555	0.00282021	0.00125084	0.0099484	0.655995	1.813179
94	0	-2555878	-2555888	10.00332	4.445067e+07	1	0.0132523	0.0140553	0.00421523	0.11227	0.00226813	0.103578	0.0435881	0.126136	0.799428	0.0035275	0.00875054	0.00405182	0.0046937	0.031968	0.00487289	0.0163035	0.00292468	0.0461097	0.0364819	0.535039	0.14301	0.0271466	0.212213	1.493697e-06	0	0	0.156111	0.337444	0.281336	0.225109	2	0.999809	0.999951	1.00005	1.00019	0.9127536	0.00700342	0.158426	0.00141788	0.0813688	0.912754	1.295884
95	1	-2545878	-2545871	-6.217683	4.80004e+07	1	0.00754559	0.0194224	0.0056509	0.157756	0.00312928	0.143925	0.0613888	0.175938	1.1202	0.00496748	0.00661447	0.0115151	0.02281	0.00387165	0.0447081	0.010985	0.0119283	0.13265	0.0731557	0.0866655	0.00320183	0.485323	0.219004	2.307722e-05	0	0	0.283144	0.216199	0.215732	0.284926	4	0.999817	0.999953	1.00005	1.00018	0.6559955	0.483515	0.284352	0.246392	0.333021	0.655995	1.812355
96	0	-2555863	-2555890	27.28241	1e+08	0	0.0132162	0.0140553	0.00421523	0.11227	0.00221592	0.103243	0.0442104	0.126136	0.799403	0.0035275	0.00875054	0.00410414	0.00468836	0.0317791	0.00487289	0.0163035	0.00281799	0.107247	0.140355	0.152524	0.297858	0.19375	0.108264	3.084319e-06	0	0	0.189699	0.169538	0.00801058	0.632752	2	0.999873	0.999968	1.00003	1.00013	0.912554	0.591809	0.00147793	0.0907898	0.0050532	0.912554	1.295809
97	1	-2545851	-2545857	6.288356	5.817516e+07	1	0.00777823	0.0194224	0.00592082	0.157756	0.00309266	0.143925	0.0613888	0.175338	1.12045	0.00510976	0.00688121	0.0117868	0.0227118	0.00385634	0.0448727	0.0110982	0.0121345	0.0394265	0.267512	0.023593	0.349093	0.0477656	0.27261	1.306453e-07	0	0	0.283335	0.216345	0.215878	0.284442	4	0.999833	0.999957	1.00004	1.00017	0.6531354	0.0126857	0.00482686	0.190732	0.00355222	0.653135	1.813522
98	0	-2555860	-2555890	29.92882	1e+08	0	0.0135874	0.0139121	0.0042356	0.112092	0.00232983	0.103243	0.0442104	0.126136	0.799403	0.00356094	0.00863903	0.00371446	0.00468875	0.0320927	0.00472174	0.016076	0.00278257	0.356676	0.225126	0.00348143	0.0640939	0.211346	0.139276	3.962897e-06	0	0	0.235993	0.553911	0.143461	0.0666355	2	0.999873	0.999968	1.00003	1.00013	0.912554	0.00432176	0.0115094	0.0363375	0.015802	0.912554	1.295426
