Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
8810	-2545837	-2545846	8.462908	5706047	1	0.00731132	0.0168581	0.0053323	0.136236	0.0026975	0.126312	0.0528637	0.152892	0.970964	0.00418657	0.00568302	0.0103364	0.0196266	0.00337539	0.0386578	0.0100658	0.0104249	0.328224	0.207061	0.126685	0.0379155	0.194824	0.105291	8.282087e-06	0	0	0.28231	0.21724	0.218032	0.282419	4	0.999468	0.999864	1.00014	1.00053	0.7541229	0.0509991	0.00372269	0.107046	0.00220837	0.754123	1.573823
8820	-2545835	-2545841	5.773537	5.708477e+07	1	0.00736509	0.0168093	0.00502827	0.135788	0.00260946	0.125164	0.0523659	0.15243	0.966322	0.00444449	0.00590211	0.0102118	0.0197187	0.00349204	0.038795	0.00968454	0.00959929	0.0651843	0.213463	0.17856	0.0178572	0.132319	0.392616	1.111335e-06	0	0	0.282169	0.217282	0.218075	0.282474	4	0.999831	0.999957	1.00004	1.00017	0.7580339	0.597913	0.001294	0.907322	0.00101533	0.758034	1.565731
8830	-2545816	-2545841	24.542	1e+08	0	0.0069655	0.0167226	0.00505672	0.135766	0.00281252	0.125833	0.0533403	0.152422	0.970727	0.00437388	0.00580507	0.0101149	0.0198982	0.00357052	0.0392171	0.00963322	0.010549	0.0473216	0.196463	0.287426	0.0834193	0.0769838	0.308386	6.46964e-06	0	0	0.282123	0.217296	0.218089	0.282492	4	0.999873	0.999968	1.00003	1.00013	0.7566322	0.834584	0.0375894	0.0139498	0.00107364	0.756632	1.572809
8840	-2545822	-2545843	21.10274	1e+08	0	0.00724808	0.017029	0.00507906	0.136226	0.00250141	0.125171	0.0535568	0.152602	0.971077	0.00431179	0.00590763	0.0100796	0.0194357	0.00363993	0.0388972	0.00988696	0.0102879	0.162943	0.0176334	0.0115729	0.294198	0.0705266	0.443126	4.864386e-06	0	0	0.282449	0.217547	0.217651	0.282353	4	0.999873	0.999968	1.00003	1.00013	0.7547634	0.182629	0.0521774	0.297666	0.00516832	0.754763	1.572938
8850	-2545817	-2545841	23.58406	1e+08	0	0.00672625	0.0168832	0.00487235	0.135512	0.0027491	0.124975	0.0533372	0.151951	0.966504	0.00438553	0.00590763	0.00992991	0.0200155	0.00332633	0.0385349	0.00990132	0.0102311	0.0590282	0.254394	0.0382285	0.366016	0.138753	0.14358	1.038174e-05	0	0	0.282637	0.217094	0.217727	0.282542	4	0.999873	0.999968	1.00003	1.00013	0.7568818	0.177975	0.00380383	0.635524	0.00305366	0.756882	1.565744
8860	-2545821	-2545848	26.62714	1e+08	0	0.00679736	0.0169506	0.00538585	0.135399	0.00286898	0.126145	0.0524481	0.153935	0.969346	0.00436789	0.00587459	0.0100647	0.019608	0.00352808	0.0382185	0.00969283	0.0104398	0.470441	0.0439874	0.0120725	0.0870566	0.210279	0.176164	2.028927e-06	0	0	0.283181	0.217511	0.217163	0.282145	4	0.999873	0.999968	1.00003	1.00013	0.7562122	0.368716	0.0161433	0.0013567	0.00736242	0.756212	1.571071
8870	-2545827	-2545849	21.65718	1e+08	0	0.00644041	0.0166091	0.00532628	0.135863	0.00285723	0.124604	0.0527147	0.152672	0.970929	0.00453828	0.0058256	0.010327	0.0195827	0.00353333	0.0392323	0.00966857	0.0107902	0.0682724	0.0444192	0.516743	0.0109943	0.23659	0.122981	3.901955e-06	0	0	0.282943	0.217658	0.217309	0.282089	4	0.999873	0.999968	1.00003	1.00013	0.7518468	0.0307548	0.0700492	0.0837081	0.0475473	0.751847	1.571514
8880	-2545828	-2545849	20.94115	1e+08	0	0.00654017	0.0170003	0.00490685	0.135667	0.0026459	0.125782	0.0528667	0.151434	0.968402	0.00444956	0.0059246	0.00979212	0.0200272	0.00358111	0.039143	0.0093804	0.0102356	0.00191806	0.367078	0.268916	0.0292855	0.027038	0.305764	7.909516e-06	0	0	0.282483	0.217304	0.218581	0.281631	4	0.999873	0.999968	1.00003	1.00013	0.7559844	0.123035	0.00370813	0.265861	0.149338	0.755984	1.567779
8890	-2545816	-2545843	27.00365	1e+08	0	0.0070494	0.0166057	0.00496133	0.135393	0.00266272	0.124378	0.0530182	0.151616	0.966684	0.00458346	0.00594628	0.0101587	0.0192751	0.00346051	0.0384804	0.00955178	0.0102397	0.00550852	0.00707567	0.0277457	0.514573	0.128923	0.316174	1.654554e-06	0	0	0.282508	0.217323	0.218513	0.281656	4	0.999873	0.999968	1.00003	1.00013	0.7578895	0.0151802	0.010565	0.00653373	0.0416708	0.75789	1.564065
8900	-2545810	-2545839	29.56983	1e+08	0	0.00674809	0.0166095	0.00506525	0.135951	0.00270353	0.126018	0.0533326	0.152554	0.969208	0.00437148	0.00593767	0.0103033	0.0196197	0.00345842	0.0385299	0.00986186	0.0101608	0.0168681	0.0325764	0.648359	0.189501	0.0784341	0.0342615	1.551352e-05	0	0	0.282181	0.216726	0.218261	0.282832	4	0.999873	0.999968	1.00003	1.00013	0.7546883	0.00220908	0.0416282	0.0025415	0.0135253	0.754688	1.570433
8910	-2545839	-2545850	11.662	4.907918e+07	1	0.00671299	0.0162149	0.00506798	0.135568	0.00264098	0.125453	0.0531677	0.151702	0.971857	0.0042994	0.00614983	0.0103143	0.0193927	0.00353793	0.039457	0.00960489	0.0106359	0.16548	0.362786	0.071733	0.18239	0.0920754	0.125536	2.620481e-05	0	0	0.282082	0.217001	0.218184	0.282733	4	0.999819	0.999954	1.00005	1.00018	0.7535651	0.00132987	0.0030843	0.020922	0.0217946	0.753565	1.571776
8920	-2545822	-2545842	19.32265	1e+08	0	0.00676536	0.0166337	0.00509465	0.13626	0.00272567	0.126175	0.0534462	0.152378	0.977747	0.00451786	0.0062131	0.0104186	0.0198434	0.00360302	0.0390554	0.0100252	0.010188	0.0308009	0.40812	0.0642894	0.0600534	0.252842	0.183894	5.78053e-07	0	0	0.282082	0.217001	0.218184	0.282733	4	0.999873	0.999968	1.00003	1.00013	0.7504662	0.52615	0.280278	0.0187719	0.0291128	0.750466	1.58109
8930	-2545836	-2545841	5.174728	4732964	1	0.00704143	0.016919	0.00495522	0.138084	0.00270506	0.127331	0.0537629	0.154056	0.977747	0.00454647	0.00598497	0.0105467	0.0197624	0.00337144	0.0395557	0.00958095	0.01049	0.197279	0.05721	0.295332	0.0646705	0.345472	0.040036	5.636553e-06	0	0	0.282082	0.217001	0.218184	0.282733	4	0.999416	0.999851	1.00015	1.00058	0.7462764	0.0148172	0.0775757	0.00112905	0.825355	0.746276	1.58644
8940	-2545830	-2545848	17.9681	1e+08	0	0.00724619	0.0168282	0.00511974	0.136592	0.00279631	0.127801	0.052454	0.154003	0.975208	0.00447953	0.00623364	0.0102753	0.0202205	0.00349403	0.0386387	0.00958185	0.0104705	0.199959	0.0161219	0.38356	0.205823	0.102199	0.092338	2.862221e-06	0	0	0.282541	0.217005	0.217715	0.282739	4	0.999873	0.999968	1.00003	1.00013	0.7484037	0.841251	0.625151	0.178972	0.0033154	0.748404	1.581442
8950	-2545819	-2545844	25.04344	1e+08	0	0.00696278	0.016709	0.0054366	0.136319	0.00277649	0.126747	0.0533948	0.153197	0.974487	0.00439102	0.00598521	0.00982865	0.0201836	0.00367009	0.0392094	0.00942948	0.010475	0.170144	0.0402642	0.0326644	0.260342	0.335173	0.161412	8.360572e-06	0	0	0.282467	0.217212	0.217657	0.282664	4	0.999873	0.999968	1.00003	1.00013	0.7504712	0.0645669	0.108805	0.0161963	0.00236539	0.750471	1.579202
8960	-2545842	-2545843	0.8353016	5.309256e+07	1	0.00679083	0.0168819	0.00495512	0.135737	0.00269475	0.126324	0.054118	0.153568	0.975025	0.00439216	0.00615638	0.0101223	0.019536	0.00357902	0.0390392	0.00999091	0.00997445	0.201979	0.190354	0.278003	0.0573976	0.0778017	0.194466	2.87784e-07	0	0	0.282467	0.217212	0.217657	0.282664	4	0.999825	0.999956	1.00004	1.00017	0.7524031	0.0385349	0.0489245	0.0535639	0.869852	0.752403	1.578886
8970	-2545818	-2545839	20.90465	1e+08	0	0.00666485	0.0171446	0.00531326	0.136794	0.00272632	0.126983	0.0532548	0.152838	0.975073	0.00445539	0.0059902	0.0104027	0.0197002	0.00355452	0.0388075	0.00977048	0.010451	0.157036	0.0821552	0.121534	0.183802	0.120976	0.334496	6.851392e-06	0	0	0.282467	0.217212	0.217657	0.282664	4	0.999873	0.999968	1.00003	1.00013	0.749133	0.685348	0.0249036	0.00369658	0.266133	0.749133	1.579924
8980	-2545814	-2545841	26.49912	1e+08	0	0.00680477	0.016997	0.0052031	0.137497	0.00289997	0.126688	0.0529229	0.153995	0.978691	0.00438331	0.00599471	0.0102773	0.0194326	0.00359242	0.0389025	0.0098984	0.0106038	0.060179	0.119389	0.487057	0.102622	0.158779	0.071974	2.658265e-06	0	0	0.282413	0.21717	0.217807	0.28261	4	0.999873	0.999968	1.00003	1.00013	0.746451	0.00224086	0.00174533	0.0189596	0.804927	0.746451	1.584784
8990	-2545815	-2545843	27.64463	1e+08	0	0.00680477	0.0172657	0.00515923	0.137326	0.00287898	0.127319	0.0544435	0.153227	0.979929	0.004403	0.00611499	0.0103167	0.0199034	0.00329938	0.0397838	0.0100815	0.0102901	0.260193	0.239768	0.0957699	0.0763916	0.303252	0.0246255	2.650983e-06	0	0	0.282413	0.21717	0.217807	0.28261	4	0.999873	0.999968	1.00003	1.00013	0.7468083	0.589145	0.0200756	0.00153438	0.00100697	0.746808	1.588546
9000	-2545836	-2545839	2.922818	5287901	1	0.00705747	0.0167473	0.00521579	0.137827	0.00273872	0.128034	0.0542109	0.155322	0.98628	0.00453623	0.00612183	0.0106749	0.0199184	0.00343272	0.0392041	0.0102618	0.010464	0.206357	0.212457	0.0442945	0.159992	0.335519	0.0413803	2.589066e-06	0	0	0.282412	0.217174	0.217806	0.282609	4	0.999447	0.999859	1.00014	1.00055	0.7418848	0.718427	0.00161872	0.0123036	0.637395	0.741885	1.598047
9010	-2545822	-2545844	21.59873	1e+08	0	0.00652706	0.0169945	0.00544105	0.138316	0.0027197	0.12755	0.0536945	0.154795	0.988424	0.00448777	0.00599056	0.0103861	0.0200611	0.00351535	0.0387729	0.0103836	0.0108325	0.0820108	0.255363	0.156598	0.211979	0.208895	0.0851546	1.057819e-05	0	0	0.282412	0.217174	0.217806	0.282609	4	0.999873	0.999968	1.00003	1.00013	0.7438414	0.0249814	0.876567	0.0792516	0.00402652	0.743841	1.598891
9020	-2545814	-2545843	28.65105	1e+08	0	0.00674016	0.0167754	0.00505644	0.138113	0.00273104	0.127246	0.053683	0.155575	0.982672	0.00449344	0.00618974	0.0102913	0.0204878	0.00364564	0.039838	0.00991281	0.0110058	0.0616418	0.481258	0.125709	0.0109504	0.0433162	0.277124	2.268226e-06	0	0	0.282468	0.217108	0.217759	0.282665	4	0.999873	0.999968	1.00003	1.00013	0.7415035	0.00675572	0.0438495	0.00342207	0.00625542	0.741504	1.594457
9030	-2545830	-2545838	7.582573	7.638723e+07	1	0.00673656	0.0170813	0.00513649	0.137279	0.00263733	0.127612	0.0536815	0.154288	0.983462	0.00443056	0.00573724	0.0100407	0.0200906	0.00352373	0.0398067	0.00991281	0.0108777	0.138076	0.105197	0.18232	0.161634	0.3339	0.0788718	9.868707e-07	0	0	0.282468	0.217108	0.217759	0.282665	4	0.999855	0.999963	1.00004	1.00015	0.7444046	0.00834897	0.733952	0.00598858	0.00248316	0.744405	1.592334
9040	-2545819	-2545844	24.96074	1e+08	0	0.00703899	0.0170075	0.00500547	0.137604	0.00278885	0.128449	0.0531075	0.153732	0.986287	0.00431807	0.00599087	0.0101588	0.0195608	0.00353088	0.0393189	0.0096453	0.0104589	0.0958414	0.18571	0.119336	0.120615	0.367955	0.110543	6.408045e-06	0	0	0.282552	0.217115	0.217766	0.282567	4	0.999873	0.999968	1.00003	1.00013	0.7437162	0.09592	0.0114854	0.012105	0.0190773	0.743716	1.594003
9050	-2545816	-2545842	26.31446	1e+08	0	0.0070048	0.0170075	0.00525994	0.136828	0.00274359	0.127556	0.054025	0.155173	0.983741	0.00460545	0.00592747	0.0102622	0.0205816	0.00338192	0.0396876	0.00984197	0.0101785	0.652585	0.109845	0.0325331	0.0839331	0.0640318	0.0570722	3.039246e-06	0	0	0.282472	0.217054	0.217985	0.282488	4	0.999873	0.999968	1.00003	1.00013	0.742949	0.398795	0.0587862	0.00179923	0.00156251	0.742949	1.593806
9060	-2545835	-2545838	2.887944	7.904078e+07	1	0.00651917	0.0171006	0.00525427	0.137694	0.00264472	0.127644	0.054129	0.155347	0.988087	0.00435764	0.00608485	0.010503	0.0200162	0.00350889	0.0397381	0.0100791	0.0105814	0.151445	0.0420325	0.35146	0.156383	0.0631925	0.235487	1.29906e-06	0	0	0.282472	0.217054	0.217985	0.282488	4	0.999857	0.999963	1.00004	1.00014	0.7420838	0.268151	0.0351587	0.413598	0.00239135	0.742084	1.599289
9070	-2545813	-2545840	26.95914	1e+08	0	0.0069098	0.0168511	0.00518103	0.138275	0.00272404	0.128339	0.0540815	0.154931	0.992272	0.00465868	0.005897	0.010356	0.0204771	0.0034181	0.039974	0.0100185	0.0105247	0.0395813	0.0100259	0.240144	0.182219	0.0505231	0.477507	4.333348e-06	0	0	0.282572	0.217131	0.21771	0.282588	4	0.999873	0.999968	1.00003	1.00013	0.7391974	0.00920217	0.00162276	0.00355343	0.586437	0.739197	1.60489
9080	-2545818	-2545842	23.86747	1e+08	0	0.00681346	0.0175393	0.00507497	0.138817	0.00279421	0.129848	0.0544854	0.156636	0.99188	0.00441603	0.00604514	0.0107425	0.0204661	0.00354131	0.0396418	0.00976169	0.0111479	0.00252551	0.112667	0.21805	0.0211133	0.426175	0.219468	3.829933e-06	0	0	0.282572	0.217131	0.21771	0.282588	4	0.999873	0.999968	1.00003	1.00013	0.735688	0.0394323	0.00193367	0.0435215	0.197769	0.735688	1.609651
9090	-2545818	-2545840	22.29361	1e+08	0	0.0066845	0.0171565	0.00508573	0.140079	0.00283375	0.129586	0.0551307	0.157008	1.00149	0.00448479	0.00611974	0.0104739	0.0199892	0.00335097	0.0401399	0.0102399	0.010678	0.0851209	0.104701	0.371065	0.285465	0.0259215	0.127726	4.206649e-06	0	0	0.282744	0.217259	0.217547	0.282449	4	0.999873	0.999968	1.00003	1.00013	0.7334446	0.00319857	0.0100235	0.271254	0.327594	0.733445	1.620532
9100	-2545840	-2545840	0.546976	9.632693e+07	1	0.00686928	0.0171827	0.00531119	0.139073	0.00280111	0.128876	0.0544158	0.156118	0.990475	0.00450854	0.0058123	0.0103143	0.0203227	0.00359211	0.040042	0.010249	0.0111169	0.156319	0.16075	0.0431065	0.268641	0.129559	0.241624	4.467447e-06	0	0	0.282212	0.216851	0.21801	0.282927	4	0.99987	0.999967	1.00003	1.00013	0.7364424	0.0216916	0.43557	0.190112	0.0502822	0.736442	1.607081
9110	-2545820	-2545845	24.58892	1e+08	0	0.00659524	0.0169117	0.00515219	0.13937	0.00279266	0.12773	0.0542002	0.156397	0.992084	0.00478068	0.00614	0.0100853	0.0202642	0.00358026	0.0403492	0.00991813	0.0110764	0.309785	0.334347	0.160805	0.171699	0.00870289	0.0146616	1.615936e-06	0	0	0.282813	0.217633	0.217464	0.28209	4	0.999873	0.999968	1.00003	1.00013	0.7379546	0.00544178	0.00653391	0.0535476	0.170783	0.737955	1.607427
9120	-2545822	-2545842	19.72833	1e+08	0	0.00712805	0.0169806	0.00499392	0.138767	0.00280842	0.129077	0.0536609	0.156114	0.995605	0.0044555	0.00619806	0.0104205	0.0201009	0.00355135	0.0397945	0.0098493	0.0109488	0.238706	0.011402	0.112676	0.096585	0.0114995	0.529132	2.085579e-06	0	0	0.28235	0.217814	0.217108	0.282728	4	0.999873	0.999968	1.00003	1.00013	0.7381715	0.570398	0.0247473	0.00733424	0.393275	0.738172	1.610454
9130	-2545820	-2545844	24.76769	1e+08	0	0.0072558	0.0174385	0.00524488	0.138833	0.002646	0.127284	0.0540493	0.155842	0.983406	0.00445389	0.00625479	0.0105113	0.0200547	0.00341612	0.0394327	0.0099004	0.0107447	0.0411979	0.110247	0.0346551	0.572786	0.0335783	0.207536	2.617916e-07	0	0	0.28235	0.217814	0.217108	0.282728	4	0.999873	0.999968	1.00003	1.00013	0.7424237	0.0791905	0.00694628	0.00388516	0.140699	0.742424	1.596769
9140	-2545843	-2545841	-1.442853	4.206597e+07	1	0.00670224	0.0171898	0.00504573	0.13725	0.00269716	0.126821	0.0537503	0.154907	0.985195	0.00435773	0.00593739	0.0101756	0.0199384	0.00358719	0.0389698	0.00998142	0.0108803	0.0714996	0.0349365	0.377249	0.0084985	0.401428	0.106388	5.437295e-06	0	0	0.282308	0.21793	0.217075	0.282686	4	0.999804	0.999949	1.00005	1.0002	0.742933	0.293096	0.11234	0.027274	0.836218	0.742933	1.593386
9150	-2545819	-2545842	23.2815	1e+08	0	0.00655545	0.0169988	0.00513336	0.137395	0.00259297	0.128241	0.0536062	0.154787	0.984493	0.00454196	0.00602742	0.0101127	0.0201692	0.00347549	0.0398159	0.00999422	0.0110077	0.0545059	0.293189	0.0179033	0.125112	0.131854	0.377436	1.599826e-05	0	0	0.282101	0.217771	0.217649	0.282479	4	0.999873	0.999968	1.00003	1.00013	0.7419406	0.00273069	0.304397	0.0311865	0.0522494	0.741941	1.594946
9160	-2545835	-2545845	10.63733	9.194236e+07	1	0.00665407	0.0169258	0.00513336	0.1392	0.00274674	0.129058	0.0535113	0.154365	0.988586	0.00455012	0.0059279	0.0101243	0.020504	0.00361463	0.0390588	0.00994884	0.0108507	0.203748	0.19269	0.0508235	0.0235643	0.180846	0.348328	8.307588e-06	0	0	0.281761	0.217508	0.218022	0.282708	4	0.999868	0.999966	1.00003	1.00013	0.741773	0.00277409	0.00124065	0.00175405	0.656294	0.741773	1.600759
9170	-2545826	-2545851	25.19221	1e+08	0	0.00694623	0.0173658	0.00550055	0.13868	0.0028714	0.127929	0.0543173	0.154905	0.990516	0.00445015	0.00636836	0.0102281	0.0208294	0.00352466	0.0395869	0.00964079	0.0101079	0.0613359	0.122729	0.447921	0.0929763	0.00895267	0.266085	5.800551e-06	0	0	0.281912	0.217463	0.217977	0.282649	4	0.999873	0.999968	1.00003	1.00013	0.7383314	0.828924	0.0676269	0.00202717	0.0016227	0.738331	1.603767
9180	-2545824	-2545841	16.75853	1e+08	0	0.00698209	0.0170372	0.00542678	0.138783	0.00272193	0.127805	0.054877	0.157104	0.989873	0.00433328	0.00602625	0.0101618	0.0202986	0.00347192	0.0402253	0.00997453	0.0108036	0.1221	0.0599662	0.169132	0.0507712	0.265541	0.33249	3.394978e-06	0	0	0.281912	0.217463	0.217977	0.282649	4	0.999873	0.999968	1.00003	1.00013	0.737762	0.995192	0.666696	0.0023478	0.533364	0.737762	1.605905
9190	-2545835	-2545841	6.184188	3.796035e+07	1	0.00745561	0.0174637	0.00527051	0.138943	0.0029116	0.129097	0.0547039	0.155975	0.991725	0.00439602	0.00602625	0.010192	0.0199445	0.00338462	0.0400181	0.0100803	0.0104193	0.0621645	0.0183789	0.105245	0.400233	0.213806	0.200172	3.644348e-06	0	0	0.282012	0.217183	0.218054	0.28275	4	0.999794	0.999947	1.00005	1.00021	0.735341	0.124058	0.0800499	0.0242739	0.00132455	0.735341	1.608006
9200	-2545827	-2545845	17.56159	1e+08	0	0.00731405	0.0173489	0.00514046	0.13874	0.00293839	0.128304	0.0541916	0.156573	0.996053	0.00446533	0.005902	0.0107079	0.0203652	0.00346641	0.0401713	0.00997055	0.0100964	0.252054	0.176033	0.0972009	0.011877	0.0520283	0.410807	1.590851e-05	0	0	0.281968	0.217149	0.218177	0.282705	4	0.999873	0.999968	1.00003	1.00013	0.7357174	0.977103	0.00108005	0.449579	0.741963	0.735717	1.611749
9210	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00503555	0.00578274	0.19862	0.037738	0.738433	1.611605
9220	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.208903	0.00150987	0.00336154	0.0322762	0.738433	1.611605
9230	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.165463	0.0186102	0.00572975	0.0428666	0.738433	1.611605
9240	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.187395	0.00355604	0.592468	0.0891895	0.738433	1.611605
9250	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0387085	0.0130891	0.032114	0.377773	0.738433	1.611605
9260	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.204616	0.281534	0.0213846	0.115808	0.738433	1.611605
9270	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0133945	0.0228001	0.00260103	0.00254063	0.738433	1.611605
9280	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00335585	0.00416591	0.118077	0.833239	0.738433	1.611605
9290	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0230844	0.00427726	0.189315	0.0642529	0.738433	1.611605
9300	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0198252	0.354043	0.844817	0.0011902	0.738433	1.611605
9310	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.806643	0.00210783	0.00635495	0.0859056	0.738433	1.611605
9320	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0103156	0.00383378	0.0302501	0.390266	0.738433	1.611605
9330	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0290399	0.00342468	0.379641	0.560137	0.738433	1.611605
9340	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00130019	0.0405289	0.00121736	0.00171125	0.738433	1.611605
9350	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.874413	0.00102639	0.0018505	0.978566	0.738433	1.611605
