
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 18 13:22:17 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   WARNING: There are 18 characters incompatible with the specified coding bias. These characters will be excluded.
   Could not compute lnProb for node fbd_tree.
   (((((Canis_arnensis[&index=23]:2.595880,Canis_mosba...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((((Canis_aureus[&index=23]:0.139530,Canis_etruscus...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_webbi[&index=23]:2.668938,Urocyon_minicep...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((((Canis_etruscus[&index=23]:8.846826,(Canis_adust...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Canis_arnensis[&index=23]:16.615764,((((Lycaon_pi...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (((Lycaon_pictus[&index=23]:9.184433,Canis_etruscus...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_cinereoargenteus[&index=23]:9.599269,Uroc...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 296 different moves in a random move schedule with 346.767 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
37000       |   -2.54616e+06   |   -2.54634e+06   |        177.522   |       10.65157   |       10.05796   |       29.25804   |   05:46:43   |   41:04:29   |
38000       |   -2.54618e+06   |   -2.54633e+06   |        149.011   |       10.65157   |       10.13819   |       29.07991   |   05:55:59   |   40:54:24   |
39000       |   -2.54617e+06   |   -2.54635e+06   |        185.058   |       10.60618   |       10.11049   |       29.02085   |   06:05:24   |   40:45:22   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
40000       |    -2.5462e+06   |   -2.54634e+06   |        146.035   |       10.60618   |       10.14158   |       27.76517   |   06:14:52   |   40:36:38   |
41000       |   -2.54619e+06   |   -2.54634e+06   |        150.044   |       10.58071   |       10.24096   |       29.87445   |   06:24:14   |   40:27:13   |
42000       |   -2.54621e+06   |   -2.54635e+06   |        134.943   |       10.57368   |       10.26487   |       29.20977   |   06:33:55   |   40:19:46   |
43000       |   -2.54618e+06   |   -2.54634e+06   |        164.201   |       10.57822   |       10.25585   |       29.79455   |   06:43:17   |   40:10:19   |
44000       |   -2.54616e+06   |   -2.54634e+06   |         175.64   |       10.55558   |       10.26538   |       29.92417   |   06:52:39   |   40:00:52   |
45000       |   -2.54618e+06   |   -2.54634e+06   |        164.218   |       10.59037   |       10.30046   |        28.0597   |   07:02:15   |   39:52:45   |
46000       |   -2.54617e+06   |   -2.54635e+06   |        179.182   |       10.57826   |       10.30523   |       27.51827   |   07:11:39   |   39:43:27   |
47000       |   -2.54619e+06   |   -2.54634e+06   |        156.246   |       10.56924   |       10.29181   |       27.64013   |   07:21:05   |   39:34:20   |
48000       |   -2.54617e+06   |   -2.54633e+06   |        159.659   |       10.56924   |        10.2092   |        29.3922   |   07:30:26   |   39:24:46   |
49000       |   -2.54616e+06   |   -2.54633e+06   |        173.245   |        10.6086   |       10.25716   |       29.09564   |   07:40:02   |   39:16:29   |
50000       |   -2.54617e+06   |   -2.54634e+06   |        169.395   |       10.60336   |        10.2639   |       28.23199   |   07:49:26   |   39:07:10   |
51000       |   -2.54618e+06   |   -2.54634e+06   |        162.156   |       10.59093   |       10.19687   |       27.40208   |   07:59:00   |   38:58:38   |
52000       |   -2.54618e+06   |   -2.54634e+06   |        155.842   |       10.56576   |         10.223   |       28.06736   |   08:08:28   |   38:49:36   |
53000       |   -2.54617e+06   |   -2.54633e+06   |        159.456   |       10.55116   |       10.24904   |        29.9091   |   08:17:53   |   38:40:19   |
54000       |   -2.54618e+06   |   -2.54634e+06   |        158.703   |       10.55116   |       10.25177   |       27.92264   |   08:27:15   |   38:30:48   |
55000       |    -2.5462e+06   |   -2.54635e+06   |        146.769   |       10.55416   |       10.29673   |       25.73194   |   08:36:32   |   38:20:55   |
56000       |   -2.54618e+06   |   -2.54634e+06   |        160.349   |        10.5539   |       10.30396   |       25.40054   |   08:45:42   |   38:10:33   |
57000       |   -2.54618e+06   |   -2.54634e+06   |        160.733   |       10.71012   |       10.24597   |       26.64636   |   08:55:19   |   38:02:08   |
58000       |   -2.54616e+06   |   -2.54633e+06   |        169.759   |       10.74428   |       10.25794   |       28.33807   |   09:04:48   |   37:53:07   |
59000       |   -2.54618e+06   |   -2.54634e+06   |        158.329   |       10.69076   |       10.29626   |        26.4832   |   09:14:22   |   37:44:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
60000       |   -2.54617e+06   |   -2.54633e+06   |        158.951   |       10.71473   |       10.32955   |       29.30379   |   09:24:03   |   37:36:12   |
61000       |   -2.54616e+06   |   -2.54634e+06   |        179.164   |       10.76338   |       10.35282   |       28.57997   |   09:33:56   |   37:28:41   |
62000       |   -2.54619e+06   |   -2.54634e+06   |        150.277   |       10.78043   |       10.40283   |       29.13592   |   09:43:46   |   37:20:54   |
63000       |   -2.54618e+06   |   -2.54634e+06   |        163.203   |       10.79238   |       10.43035   |       26.44807   |   09:53:32   |   37:12:48   |
64000       |   -2.54619e+06   |   -2.54633e+06   |        147.067   |       10.97543   |       10.25398   |       27.18965   |   10:02:50   |   37:02:56   |
65000       |   -2.54614e+06   |   -2.54634e+06   |        190.764   |       10.79893   |       10.20915   |       29.06889   |   10:12:41   |   36:55:05   |
66000       |   -2.54616e+06   |   -2.54635e+06   |        185.476   |       10.88612   |       10.26721   |       26.19757   |   10:22:33   |   36:47:13   |
67000       |   -2.54617e+06   |   -2.54634e+06   |        174.897   |        10.9655   |       10.18733   |       29.50839   |   10:32:18   |   36:38:53   |
68000       |   -2.54615e+06   |   -2.54634e+06   |        198.053   |       10.83768   |       10.15469   |       29.75519   |   10:42:09   |   36:30:51   |
69000       |   -2.54617e+06   |   -2.54634e+06   |        168.603   |       10.73212   |       10.26765   |       26.34973   |   10:51:40   |   36:21:40   |
70000       |   -2.54618e+06   |   -2.54634e+06   |        165.914   |       10.86802   |       10.26012   |       26.07896   |   11:01:26   |   36:13:16   |
71000       |   -2.54616e+06   |   -2.54633e+06   |        174.797   |       10.94523   |        10.2204   |       28.94813   |   11:11:01   |   36:04:15   |
72000       |   -2.54617e+06   |   -2.54634e+06   |        170.462   |       11.03405   |         10.201   |       28.53687   |   11:20:44   |   35:55:39   |
73000       |   -2.54619e+06   |   -2.54634e+06   |        147.092   |       11.02871   |       10.23251   |       28.39628   |   11:30:33   |   35:47:19   |
74000       |   -2.54618e+06   |   -2.54634e+06   |        165.588   |       11.02947   |       10.32535   |       28.26507   |   11:40:18   |   35:38:45   |
75000       |   -2.54619e+06   |   -2.54634e+06   |         144.25   |       11.32252   |        10.3244   |        26.4891   |   11:49:58   |   35:29:54   |
76000       |   -2.54617e+06   |   -2.54633e+06   |        160.403   |       11.04589   |       10.46235   |       29.96402   |   11:59:22   |   35:20:14   |
77000       |   -2.54615e+06   |   -2.54634e+06   |        184.043   |       11.02566   |       10.47625   |       26.83906   |   12:09:02   |   35:11:21   |
78000       |   -2.54618e+06   |   -2.54635e+06   |        166.459   |       10.89488   |       10.58536   |       28.40687   |   12:18:37   |   35:02:13   |
79000       |   -2.54618e+06   |   -2.54634e+06   |        155.199   |       11.04274   |       10.49986   |       27.66745   |   12:28:06   |   34:52:47   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
80000       |   -2.54616e+06   |   -2.54634e+06   |        179.393   |       11.10418   |       10.39063   |       27.71946   |   12:37:27   |   34:42:59   |
81000       |   -2.54617e+06   |   -2.54635e+06   |        172.034   |       11.27632   |       10.38711   |       25.01495   |   12:46:42   |   34:32:55   |
82000       |   -2.54618e+06   |   -2.54635e+06   |        171.332   |       12.98775   |       10.52047   |       25.11751   |   12:55:57   |   34:22:53   |
83000       |   -2.54619e+06   |   -2.54635e+06   |         161.61   |       12.81022   |        10.5881   |       28.62443   |   13:05:12   |   34:12:52   |
84000       |   -2.54616e+06   |   -2.54635e+06   |        194.063   |       13.01123   |       10.73558   |        28.4601   |   13:14:33   |   34:03:07   |
85000       |   -2.54619e+06   |   -2.54635e+06   |        154.411   |       13.03044   |        11.4801   |       29.18299   |   13:23:47   |   33:53:05   |
86000       |   -2.54619e+06   |   -2.54634e+06   |        151.478   |       13.06369   |       11.55646   |       26.98889   |   13:33:08   |   33:43:22   |
87000       |   -2.54619e+06   |   -2.54634e+06   |        150.296   |       13.05667   |       11.42568   |       25.36044   |   13:42:17   |   33:33:10   |
88000       |   -2.54615e+06   |   -2.54634e+06   |        189.997   |       13.17038   |       11.62861   |       26.49325   |   13:51:14   |   33:22:31   |
89000       |   -2.54619e+06   |   -2.54634e+06   |        148.402   |       13.40499   |       11.63328   |       29.26789   |   14:00:02   |   33:11:32   |
90000       |   -2.54614e+06   |   -2.54633e+06   |        188.176   |       13.44847   |       11.70863   |       25.90756   |   14:09:38   |   33:02:28   |
91000       |   -2.54616e+06   |   -2.54634e+06   |        184.509   |       13.44601   |       11.70182   |        28.9987   |   14:18:57   |   32:52:45   |
92000       |   -2.54618e+06   |   -2.54635e+06   |        164.082   |       13.36181   |       11.76539   |        27.2521   |   14:28:23   |   32:43:18   |
93000       |   -2.54618e+06   |   -2.54634e+06   |        166.476   |       13.32298   |       11.79628   |       27.93506   |   14:37:35   |   32:33:19   |
94000       |   -2.54616e+06   |   -2.54634e+06   |        174.158   |       13.32476   |       11.79814   |       25.04273   |   14:46:49   |   32:23:26   |
95000       |   -2.54616e+06   |   -2.54633e+06   |        178.004   |       13.32366   |        11.7415   |       29.77115   |   14:55:55   |   32:13:17   |
96000       |   -2.54618e+06   |   -2.54634e+06   |        165.413   |       13.55092   |       11.80235   |        26.9362   |   15:04:59   |   32:03:05   |
97000       |   -2.54619e+06   |   -2.54635e+06   |        153.356   |       13.42381   |       11.74422   |       25.69834   |   15:14:11   |   31:53:11   |
98000       |   -2.54618e+06   |   -2.54633e+06   |        153.652   |       13.48312   |       11.72263   |       27.58561   |   15:23:10   |   31:42:51   |
99000       |    -2.5462e+06   |   -2.54634e+06   |        146.467   |       13.45784   |        11.8477   |       29.04498   |   15:32:11   |   31:32:36   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
100000      |   -2.54618e+06   |   -2.54636e+06   |        178.742   |       13.31579   |       11.95931   |       28.59338   |   15:40:57   |   31:21:54   |
101000      |   -2.54622e+06   |   -2.54636e+06   |        138.038   |       13.29643   |       12.24982   |       29.25438   |   15:49:46   |   31:11:19   |
102000      |   -2.54617e+06   |   -2.54634e+06   |        171.453   |       13.29523   |       12.24541   |       27.04053   |   15:58:52   |   31:01:19   |
103000      |   -2.54619e+06   |   -2.54634e+06   |        151.501   |       13.27579   |       12.36624   |       28.70746   |   16:08:03   |   30:51:30   |
104000      |   -2.54618e+06   |   -2.54634e+06   |        164.036   |       13.22805   |       12.43968   |       29.14793   |   16:17:15   |   30:41:44   |
105000      |   -2.54616e+06   |   -2.54634e+06   |        178.658   |       13.17453   |       12.48581   |        29.3755   |   16:26:09   |   30:31:25   |
106000      |   -2.54618e+06   |   -2.54634e+06   |        167.727   |       13.14315   |       12.53179   |       25.83665   |   16:35:09   |   30:21:18   |
107000      |   -2.54616e+06   |   -2.54633e+06   |        166.811   |       13.11314   |       12.33615   |       26.15471   |   16:44:06   |   30:11:08   |
108000      |   -2.54618e+06   |   -2.54634e+06   |        162.379   |       13.13431   |        12.5002   |       26.84184   |   16:53:20   |   30:01:28   |
109000      |   -2.54613e+06   |   -2.54633e+06   |        205.877   |        13.5412   |       12.45346   |        27.2467   |   17:02:29   |   29:51:41   |
110000      |   -2.54617e+06   |   -2.54634e+06   |         173.97   |       13.66754   |       12.37305   |        29.5136   |   17:11:34   |   29:41:47   |
111000      |   -2.54619e+06   |   -2.54635e+06   |        163.028   |       13.75335   |       12.25196   |       28.96074   |   17:20:30   |   29:31:39   |
112000      |   -2.54619e+06   |   -2.54634e+06   |        153.642   |       13.75427   |       12.93998   |       26.64898   |   17:29:43   |   29:22:01   |
113000      |   -2.54616e+06   |   -2.54634e+06   |        179.233   |       13.79607   |       12.92248   |       28.12595   |   17:38:58   |   29:12:26   |
114000      |   -2.54618e+06   |   -2.54634e+06   |        160.585   |       13.55491   |       12.95759   |       28.48828   |   17:48:11   |   29:02:49   |
115000      |   -2.54618e+06   |   -2.54634e+06   |        164.371   |       13.57106   |        12.6673   |       27.32346   |   17:57:29   |   28:53:20   |
116000      |   -2.54616e+06   |   -2.54634e+06   |        172.572   |       13.52756   |       12.54352   |       28.71811   |   18:06:29   |   28:43:23   |
117000      |   -2.54618e+06   |   -2.54634e+06   |        168.451   |       13.57655   |       12.59027   |       27.56604   |   18:15:29   |   28:33:26   |
118000      |   -2.54617e+06   |   -2.54634e+06   |        164.287   |       13.66271   |       12.44292   |       27.68235   |   18:24:47   |   28:23:59   |
119000      |   -2.54618e+06   |   -2.54634e+06   |        159.843   |        13.6366   |       12.65765   |       28.79091   |   18:33:58   |   28:14:21   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
120000      |   -2.54619e+06   |   -2.54633e+06   |         141.91   |         13.258   |       12.80723   |       29.36422   |   18:42:57   |   28:04:25   |
121000      |   -2.54617e+06   |   -2.54633e+06   |        162.546   |       13.20188   |       12.80242   |       28.28134   |   18:51:54   |   27:54:27   |
122000      |   -2.54617e+06   |   -2.54633e+06   |        161.357   |       13.17199   |       12.75433   |       28.65699   |   19:00:48   |   27:44:26   |
123000      |   -2.54619e+06   |   -2.54634e+06   |        155.539   |       13.13197   |       12.75966   |       29.21599   |   19:09:53   |   27:34:42   |
124000      |   -2.54615e+06   |   -2.54634e+06   |        187.424   |        13.1282   |       12.71377   |       27.96179   |   19:19:19   |   27:25:28   |
125000      |   -2.54618e+06   |   -2.54634e+06   |        160.424   |       13.12268   |       12.71014   |       29.16734   |   19:28:38   |   27:16:05   |
126000      |   -2.54617e+06   |   -2.54635e+06   |        173.928   |       13.21126   |        12.6861   |       28.74666   |   19:37:59   |   27:06:44   |
127000      |   -2.54616e+06   |   -2.54634e+06   |        178.612   |       13.28049   |        12.7551   |       29.84775   |   19:46:59   |   26:56:54   |
128000      |   -2.54618e+06   |   -2.54635e+06   |        163.946   |       13.37479   |       12.78134   |       28.59584   |   19:55:55   |   26:47:00   |
129000      |   -2.54616e+06   |   -2.54633e+06   |        173.489   |       13.42273   |       12.70293   |       28.89923   |   20:04:46   |   26:37:00   |
130000      |   -2.54618e+06   |   -2.54634e+06   |        163.728   |        13.6922   |       12.56022   |       28.93328   |   20:13:53   |   26:27:23   |
131000      |   -2.54615e+06   |   -2.54635e+06   |        191.632   |       14.28761   |       12.61662   |       29.27812   |   20:23:07   |   26:17:54   |
132000      |   -2.54615e+06   |   -2.54634e+06   |        181.478   |       14.40413   |       12.83655   |       28.13619   |   20:32:07   |   26:08:08   |
133000      |   -2.54618e+06   |   -2.54634e+06   |        166.641   |       15.31056   |       12.32765   |       29.94718   |   20:41:28   |   25:58:50   |
134000      |   -2.54616e+06   |   -2.54633e+06   |        173.176   |       14.88174   |       12.13766   |       29.61916   |   20:50:49   |   25:49:31   |
135000      |   -2.54619e+06   |   -2.54635e+06   |         160.59   |        16.5147   |       12.16857   |       29.29868   |   20:59:46   |   25:39:42   |
136000      |   -2.54616e+06   |   -2.54633e+06   |        177.452   |        16.1479   |       12.15376   |       29.95937   |   21:09:08   |   25:30:25   |
137000      |   -2.54616e+06   |   -2.54635e+06   |        191.616   |       15.88156   |       11.77478   |       29.71253   |   21:18:18   |   25:20:53   |
138000      |   -2.54615e+06   |   -2.54634e+06   |        183.176   |       15.47246   |       11.58161   |       27.62691   |   21:27:23   |   25:11:16   |
139000      |   -2.54617e+06   |   -2.54634e+06   |        176.625   |       15.22955   |       11.46173   |       28.80938   |   21:36:46   |   25:02:00   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
140000      |   -2.54614e+06   |   -2.54634e+06   |        199.607   |       15.30446   |       11.34505   |       28.99864   |   21:46:33   |   24:53:12   |
141000      |   -2.54617e+06   |   -2.54634e+06   |        170.584   |       15.67133   |       11.43187   |       27.84356   |   21:56:06   |   24:44:06   |
142000      |   -2.54616e+06   |   -2.54634e+06   |        179.649   |       15.65212   |       11.27209   |       27.85749   |   22:05:29   |   24:34:50   |
143000      |   -2.54617e+06   |   -2.54634e+06   |        169.497   |       14.47298   |        11.4066   |       27.30463   |   22:14:53   |   24:25:34   |
144000      |   -2.54615e+06   |   -2.54634e+06   |        189.552   |       14.90126   |       11.43017   |        26.7203   |   22:24:22   |   24:16:23   |
145000      |   -2.54617e+06   |   -2.54634e+06   |        174.534   |       15.08991   |       11.44246   |       29.51936   |   22:33:58   |   24:07:20   |
146000      |   -2.54619e+06   |   -2.54635e+06   |        167.309   |       15.08975   |       11.53932   |       28.71288   |   22:43:20   |   23:58:02   |
147000      |   -2.54617e+06   |   -2.54634e+06   |         175.47   |       15.11919   |       11.69466   |        28.1905   |   22:52:51   |   23:48:53   |
148000      |   -2.54615e+06   |   -2.54634e+06   |        189.013   |       15.03574   |        11.5127   |       29.42773   |   23:02:04   |   23:39:25   |
149000      |   -2.54618e+06   |   -2.54636e+06   |        176.252   |       14.86189   |       11.58705   |       28.76536   |   23:11:19   |   23:29:59   |
150000      |   -2.54619e+06   |   -2.54636e+06   |        173.277   |       13.91894   |        12.0259   |       28.83205   |   23:20:37   |   23:20:37   |
151000      |   -2.54619e+06   |   -2.54634e+06   |        154.795   |       14.06543   |       11.60931   |       29.75595   |   23:29:59   |   23:11:18   |
152000      |   -2.54619e+06   |   -2.54635e+06   |        158.934   |       13.93667   |       11.41752   |       28.38428   |   23:39:23   |   23:02:01   |
153000      |   -2.54615e+06   |   -2.54634e+06   |        187.913   |       14.62322   |       11.63874   |       28.37766   |   23:48:41   |   22:52:39   |
154000      |   -2.54617e+06   |   -2.54634e+06   |         165.53   |       15.13079   |       11.60538   |       27.48583   |   23:57:57   |   22:43:15   |
155000      |   -2.54621e+06   |   -2.54634e+06   |        120.583   |       15.08671   |       11.63188   |        28.2685   |   24:07:08   |   22:33:46   |
156000      |    -2.5462e+06   |   -2.54635e+06   |        147.493   |       15.07171   |       11.65484   |       29.42211   |   24:16:11   |   22:24:10   |
157000      |   -2.54619e+06   |   -2.54636e+06   |        163.551   |       15.05562   |       11.80566   |       29.01445   |   24:25:31   |   22:14:50   |
158000      |    -2.5462e+06   |   -2.54634e+06   |        146.074   |       15.23968   |       11.72037   |       29.30676   |   24:34:57   |   22:05:35   |
159000      |   -2.54616e+06   |   -2.54635e+06   |        185.096   |       15.34879   |       11.80225   |       29.68987   |   24:44:35   |   21:56:31   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
160000      |   -2.54434e+06   |    -2.5445e+06   |         151.62   |         15.406   |       11.59323   |       26.78154   |   24:53:53   |   21:47:08   |
161000      |   -2.54435e+06   |   -2.54449e+06   |        142.104   |         15.829   |       11.64674   |       27.40449   |   25:03:05   |   21:37:41   |
