Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
100	-2546538	-2546537	-1.70008	5.717267e+07	1	0.0121301	0.012725	0.00393153	0.10302	0.00205968	0.0943902	0.0397646	0.114499	0.736804	0.00337527	0.00367947	0.00789114	0.0286455	0.0041855	0.0043577	0.0149468	0.00261845	0.0522707	0	0.24539	0.496793	0	0.205546	0.0522707	0.24539	0.496793	0.205546	4.353553e-06	0.284727	0.217183	0.2171	0.28099	4	0.999832	0.999957	1.00004	1.00017	1.189025
110	-2546541	-2546539	-1.704175	7.039963e+07	1	0.0121301	0.012725	0.00393153	0.10302	0.00205968	0.0943902	0.0397646	0.114499	0.736804	0.00337527	0.00387601	0.00789114	0.0286455	0.0041855	0.00458664	0.0149468	0.00260217	0.23611	0	0.277026	0.477757	0	0.00910682	0.23611	0.277026	0.477757	0.00910682	7.43479e-06	0.284727	0.217183	0.2171	0.28099	4	0.999849	0.999961	1.00004	1.00015	1.189434
120	-2546521	-2546537	16.71834	1e+08	0	0.0124672	0.012725	0.00393153	0.10302	0.00205968	0.0943902	0.0397646	0.114499	0.736804	0.00337527	0.00382657	0.00788964	0.0286455	0.00402045	0.00459877	0.0146304	0.00260217	0.0555391	0	0.804485	0.110911	0	0.0290655	0.0555391	0.804485	0.110911	0.0290655	2.122067e-06	0.284727	0.217183	0.2171	0.28099	4	0.999873	0.999968	1.00003	1.00013	1.189251
130	-2546522	-2546538	16.72191	1e+08	0	0.0124672	0.012725	0.00393153	0.102368	0.00205968	0.094825	0.0397408	0.114499	0.736804	0.00337527	0.00390839	0.00791869	0.0285629	0.00417853	0.00429712	0.0146304	0.00260217	0.327986	0	0.105766	0.292508	0	0.27374	0.327986	0.105766	0.292508	0.27374	3.09814e-06	0.284727	0.217183	0.2171	0.28099	4	0.999873	0.999968	1.00003	1.00013	1.188894
140	-2546521	-2546537	16.7235	1e+08	0	0.0124672	0.012725	0.00384284	0.102368	0.00205968	0.094825	0.0399921	0.114499	0.736804	0.00323353	0.00390839	0.00791869	0.0285629	0.00403609	0.00429712	0.0146304	0.00256406	0.167856	0	0.25009	0.492207	0	0.0898461	0.167856	0.25009	0.492207	0.0898461	3.517728e-06	0.284727	0.217183	0.2171	0.28099	4	0.999873	0.999968	1.00003	1.00013	1.188734
150	-2546540	-2546539	-1.700811	2.236706e+07	1	0.0124672	0.012725	0.00384284	0.102368	0.00191887	0.094825	0.0399921	0.114499	0.736804	0.00333575	0.00390839	0.00791869	0.0285629	0.00403609	0.00429712	0.014986	0.00261062	0.128261	0	0.447852	0.239097	0	0.18479	0.128261	0.447852	0.239097	0.18479	7.462824e-07	0.284727	0.217183	0.2171	0.28099	4	0.999731	0.999931	1.00007	1.00027	1.189098
160	-2546516	-2546532	16.70322	1e+08	0	0.0124672	0.012725	0.00384284	0.102753	0.002106	0.094825	0.0399921	0.114499	0.736804	0.00333575	0.00390839	0.00772479	0.0298145	0.00401002	0.00447349	0.014986	0.00249547	0.155394	0	0.0195692	0.420944	0	0.404093	0.155394	0.0195692	0.420944	0.404093	1.531543e-07	0.284577	0.217069	0.216986	0.281368	4	0.999873	0.999968	1.00003	1.00013	1.190763
170	-2546499	-2546515	16.73798	1e+08	0	0.0124672	0.012725	0.00384284	0.102753	0.00210441	0.094825	0.0399921	0.114499	0.733281	0.00327449	0.00390839	0.00772479	0.0298145	0.00401002	0.00447349	0.0150031	0.00258884	0.109382	0	0.249808	0.362144	0	0.278666	0.109382	0.249808	0.362144	0.278666	3.491076e-07	0.282248	0.217775	0.217692	0.282284	4	0.999873	0.999968	1.00003	1.00013	1.187287
180	-2546500	-2546517	16.74231	1e+08	0	0.0124672	0.012725	0.00384284	0.10309	0.00193332	0.094493	0.0399921	0.114499	0.733281	0.00327449	0.00372041	0.00772479	0.0298145	0.00395905	0.00444606	0.0150031	0.00258884	0.0353689	0	0.330029	0.472186	0	0.162416	0.0353689	0.330029	0.472186	0.162416	3.429742e-07	0.282248	0.217775	0.217692	0.282284	4	0.999873	0.999968	1.00003	1.00013	1.186854
190	-2546522	-2546520	-1.680944	3.291607e+07	1	0.0124672	0.012725	0.00384284	0.10309	0.00219176	0.094493	0.0399921	0.114499	0.733281	0.00325833	0.00372041	0.00777776	0.0298145	0.00395905	0.00428539	0.0150031	0.00271142	0.520554	0	0.114603	0.207737	0	0.157106	0.520554	0.114603	0.207737	0.157106	8.063573e-07	0.282248	0.217775	0.217692	0.282284	4	0.999778	0.999944	1.00006	1.00022	1.187111
200	-2546502	-2546519	16.73965	1e+08	0	0.0127243	0.012725	0.00384284	0.102893	0.00200707	0.0947569	0.0399921	0.11442	0.733281	0.00325833	0.00350933	0.00777776	0.0298145	0.00411898	0.00428539	0.0150031	0.00271142	0.00581464	0	0.895838	0.0347494	0	0.0635976	0.00581464	0.895838	0.0347494	0.0635976	4.87304e-07	0.282248	0.217775	0.217692	0.282284	4	0.999873	0.999968	1.00003	1.00013	1.18712
210	-2546521	-2546519	-1.713024	6.159333e+07	1	0.0122596	0.0130241	0.00388718	0.102893	0.00204041	0.0947569	0.0399921	0.11442	0.736584	0.00325532	0.0039235	0.00777776	0.0293273	0.00411898	0.00434455	0.0150031	0.00271142	0.0452612	0	0.417631	0.097378	0	0.43973	0.0452612	0.417631	0.097378	0.43973	1.069604e-06	0.282172	0.217986	0.217633	0.282208	4	0.999838	0.999959	1.00004	1.00016	1.190319
220	-2546502	-2546519	16.71448	1e+08	0	0.0120276	0.01265	0.00401853	0.102893	0.00204041	0.0947569	0.0399921	0.11442	0.736584	0.00331557	0.00345585	0.00789113	0.0293273	0.00411898	0.00443057	0.0150031	0.00271142	0.335758	0	0.477908	0.149002	0	0.0373327	0.335758	0.477908	0.149002	0.0373327	4.838314e-06	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.189637
230	-2546501	-2546518	16.69735	1e+08	0	0.0125027	0.0128926	0.00393083	0.102893	0.00204041	0.0947569	0.0399921	0.115408	0.736273	0.00321121	0.00387858	0.0078278	0.0293273	0.00426985	0.00443057	0.0150031	0.00271142	0.20467	0	0.343895	0.291795	0	0.15964	0.20467	0.343895	0.291795	0.15964	2.580028e-06	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.191349
240	-2546518	-2546517	-1.714934	5.656981e+07	1	0.0125027	0.012761	0.00361043	0.102893	0.00212291	0.0947569	0.0399921	0.115408	0.736273	0.00330697	0.00354547	0.0078278	0.0293273	0.00426985	0.00443057	0.0148476	0.00263417	0.370832	0	0.0734681	0.534133	0	0.0215677	0.370832	0.0734681	0.534133	0.0215677	6.124515e-06	0.281873	0.21729	0.217448	0.283389	4	0.999831	0.999957	1.00004	1.00017	1.19051
250	-2546519	-2546518	-1.714862	3.15246e+07	1	0.0123921	0.0125466	0.00370411	0.102893	0.00199093	0.0947569	0.0399921	0.115408	0.736273	0.00333759	0.00354547	0.0078278	0.0293273	0.00464398	0.00443057	0.0148476	0.00258577	0.0420801	0	0.377371	0.0718868	0	0.508662	0.0420801	0.377371	0.0718868	0.508662	2.977207e-06	0.281873	0.21729	0.217448	0.283389	4	0.999774	0.999942	1.00006	1.00023	1.190503
260	-2546514	-2546513	-1.711134	8069231	1	0.0123921	0.0125466	0.00387168	0.102801	0.00209837	0.0947569	0.0399921	0.115408	0.736273	0.0032322	0.00353004	0.00773642	0.0293273	0.00436443	0.00445599	0.0147581	0.00258577	0.616501	0	0.287976	0.0200473	0	0.0754753	0.616501	0.287976	0.0200473	0.0754753	4.566577e-06	0.281873	0.21729	0.217448	0.283389	4	0.999553	0.999886	1.00011	1.00045	1.19013
270	-2546521	-2546520	-1.639802	1.523175e+07	1	0.0120794	0.0128176	0.00383313	0.102801	0.00209837	0.0953701	0.0399921	0.115408	0.728588	0.00321774	0.00352281	0.00811819	0.0290914	0.00430676	0.00438022	0.0147581	0.00261416	0.270611	0	0.459537	0.121601	0	0.148251	0.270611	0.459537	0.121601	0.148251	3.826067e-06	0.281873	0.21729	0.217448	0.283389	4	0.999674	0.999917	1.00008	1.00033	1.182997
280	-2546518	-2546516	-1.672631	1.043692e+07	1	0.0120794	0.0128176	0.00401588	0.102801	0.00194968	0.0953701	0.0399921	0.115408	0.731597	0.00330542	0.0036335	0.00811819	0.0290914	0.00433026	0.00444885	0.0147075	0.00261416	0.0509749	0	0.363954	0.119852	0	0.465219	0.0509749	0.363954	0.119852	0.465219	6.36407e-07	0.281873	0.21729	0.217448	0.283389	4	0.999607	0.999899	1.0001	1.00039	1.18628
290	-2546502	-2546519	16.74944	1e+08	0	0.0120794	0.0127024	0.00394855	0.102801	0.00194968	0.0953701	0.0401385	0.115408	0.731597	0.00329772	0.00388521	0.00785652	0.0290914	0.00420735	0.00459728	0.0147075	0.00250266	0.118139	0	0.51588	0.0712895	0	0.294692	0.118139	0.51588	0.0712895	0.294692	9.159042e-06	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.18614
300	-2546519	-2546517	-1.664137	7.679563e+07	1	0.0120794	0.0127024	0.00394855	0.102801	0.00194968	0.0953701	0.0401385	0.114874	0.731597	0.0034343	0.00388521	0.00791808	0.0290914	0.00400335	0.00440309	0.0147075	0.00252688	0.272598	0	0.503772	0.00932356	0	0.214306	0.272598	0.503772	0.00932356	0.214306	8.515531e-07	0.281873	0.21729	0.217448	0.283389	4	0.999855	0.999963	1.00004	1.00014	1.185431
310	-2546524	-2546522	-1.660413	9.055223e+07	1	0.0123387	0.0127325	0.00386192	0.102801	0.00198149	0.0951474	0.0401385	0.1147	0.731597	0.00312951	0.00391247	0.00756336	0.0294412	0.00371194	0.00431209	0.0150684	0.00262049	0.417642	0	0.490619	0.0181308	0	0.0736081	0.417642	0.490619	0.0181308	0.0736081	2.460483e-07	0.281873	0.21729	0.217448	0.283389	4	0.999866	0.999967	1.00003	1.00013	1.185058
320	-2546510	-2546527	16.73922	1e+08	0	0.0123387	0.0127325	0.00395398	0.102801	0.0019774	0.0951474	0.0401385	0.115882	0.731597	0.00345481	0.00412531	0.00756336	0.0294412	0.00375512	0.00457549	0.0149763	0.00270067	0.171671	0	0.452743	0.168068	0	0.207518	0.171671	0.452743	0.168068	0.207518	1.856433e-05	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.187161
330	-2546503	-2546519	16.73654	1e+08	0	0.0125018	0.0127325	0.00380916	0.102801	0.00196997	0.0951474	0.0401385	0.115785	0.731597	0.00336104	0.00371452	0.00805769	0.0294412	0.00421315	0.00446932	0.0149763	0.00271396	0.284952	0	0.251073	0.167224	0	0.296751	0.284952	0.251073	0.167224	0.296751	1.566357e-05	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.187429
340	-2546505	-2546521	16.74529	1e+08	0	0.0125018	0.012898	0.00388598	0.102801	0.00193766	0.0951474	0.039826	0.115785	0.731597	0.00332158	0.00359656	0.00805769	0.0291297	0.00405955	0.00431961	0.0149763	0.00271396	0.256038	0	0.207367	0.385614	0	0.150981	0.256038	0.207367	0.385614	0.150981	1.259329e-05	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.186555
350	-2546518	-2546516	-1.678868	5.072253e+07	1	0.0125018	0.012786	0.00391663	0.102578	0.00209791	0.0951474	0.0403152	0.115785	0.731597	0.00337137	0.00375881	0.00779772	0.0291297	0.00405955	0.00455976	0.0149763	0.00252507	0.465347	0	0.0328754	0.260887	0	0.240891	0.465347	0.0328754	0.260887	0.240891	7.103119e-06	0.281873	0.21729	0.217448	0.283389	4	0.999822	0.999954	1.00005	1.00018	1.186903
360	-2546525	-2546523	-1.68044	9.493175e+07	1	0.0119794	0.0128729	0.00405988	0.102679	0.00221187	0.0951474	0.0403152	0.115785	0.731597	0.00334386	0.00366465	0.00788254	0.0297013	0.00422136	0.00455976	0.0145145	0.00252526	0.254799	0	0.0958318	0.475816	0	0.173553	0.254799	0.0958318	0.475816	0.173553	3.480439e-06	0.281873	0.21729	0.217448	0.283389	4	0.999869	0.999966	1.00003	1.00013	1.187061
370	-2546522	-2546521	-1.668414	1.462317e+07	1	0.0119794	0.0123721	0.00383387	0.102679	0.00197134	0.0951474	0.0401929	0.115785	0.731597	0.00334386	0.00350088	0.00775097	0.0295638	0.00428538	0.00441612	0.0148062	0.00263145	0.541831	0	0.0830164	0.00784321	0	0.36731	0.541831	0.0830164	0.00784321	0.36731	1.918584e-05	0.281873	0.21729	0.217448	0.283389	4	0.999668	0.999915	1.00008	1.00033	1.185856
380	-2546503	-2546520	16.74423	1e+08	0	0.0119794	0.0123721	0.00400488	0.102679	0.00202366	0.0951474	0.0402218	0.115945	0.731597	0.00334386	0.00350665	0.00781832	0.0296928	0.00450978	0.00441612	0.0147569	0.00264731	0.398729	0	0.02879	0.165122	0	0.407359	0.398729	0.02879	0.165122	0.407359	1.90987e-06	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.186662
390	-2546503	-2546519	16.74559	1e+08	0	0.0122203	0.0123721	0.00400488	0.102679	0.0021092	0.0951474	0.0402218	0.115945	0.731597	0.00331646	0.00365433	0.00779108	0.0291377	0.00450978	0.00441612	0.0147569	0.00264731	0.663033	0	0.0867273	0.0512279	0	0.199012	0.663033	0.0867273	0.0512279	0.199012	9.233733e-07	0.281765	0.217166	0.217324	0.283745	4	0.999873	0.999968	1.00003	1.00013	1.186526
400	-2546503	-2546520	16.74906	1e+08	0	0.0122864	0.0130543	0.00411631	0.102679	0.00205189	0.0951474	0.0402218	0.115018	0.731597	0.00331646	0.00365433	0.00774454	0.0290901	0.0042646	0.00441612	0.0148726	0.00264731	0.0688912	0	0.0266795	0.189308	0	0.715122	0.0688912	0.0266795	0.189308	0.715122	9.469233e-06	0.281765	0.217166	0.217324	0.283745	4	0.999873	0.999968	1.00003	1.00013	1.186178
410	-2546519	-2546518	-1.665291	1.981692e+07	1	0.0119576	0.0128777	0.00383773	0.102679	0.00199919	0.0951474	0.0402218	0.115066	0.731597	0.00322969	0.00366784	0.00788737	0.0290901	0.0042646	0.0043691	0.0149994	0.00265418	0.402499	0	0.149066	0.426384	0	0.0220513	0.402499	0.149066	0.426384	0.0220513	4.70616e-06	0.281828	0.217214	0.217372	0.283587	4	0.999714	0.999927	1.00007	1.00029	1.185546
420	-2546516	-2546515	-1.675112	4469439	1	0.0123914	0.0127604	0.0039491	0.102679	0.00208816	0.0954449	0.0402218	0.115223	0.731597	0.00330648	0.00373388	0.00788737	0.0294446	0.00403571	0.00446249	0.0146373	0.00266522	0.21331	0	0.0685376	0.451752	0	0.266401	0.21331	0.0685376	0.451752	0.266401	4.391912e-06	0.281828	0.217214	0.217372	0.283587	4	0.999399	0.999846	1.00015	1.0006	1.186528
430	-2546505	-2546521	16.74801	1e+08	0	0.0123914	0.0128643	0.00401663	0.102679	0.00199888	0.0954449	0.0398452	0.115223	0.731597	0.00330648	0.00354819	0.00788737	0.0296099	0.00429019	0.00455099	0.0145045	0.00252449	0.11642	0	0.332353	0.0469972	0	0.504229	0.11642	0.332353	0.0469972	0.504229	1.883909e-05	0.281987	0.218215	0.217495	0.282303	4	0.999873	0.999968	1.00003	1.00013	1.186282
440	-2546501	-2546518	16.72204	1e+08	0	0.0124779	0.013157	0.00393318	0.102886	0.00208454	0.0954449	0.0403787	0.115223	0.733782	0.00326981	0.0033316	0.00780677	0.029126	0.00423285	0.00435734	0.0148054	0.00258403	0.372558	0	0.438655	0.166328	0	0.0224588	0.372558	0.438655	0.166328	0.0224588	4.18331e-07	0.282233	0.217533	0.217684	0.28255	4	0.999873	0.999968	1.00003	1.00013	1.188881
450	-2546500	-2546517	16.72366	1e+08	0	0.0122561	0.013157	0.00398471	0.102886	0.00205333	0.0953139	0.0403787	0.115223	0.733782	0.00323414	0.00371864	0.00774314	0.029126	0.00423285	0.00435734	0.0146349	0.00263753	0.109618	0	0.0966341	0.321945	0	0.471803	0.109618	0.0966341	0.321945	0.471803	2.793762e-06	0.282233	0.217533	0.217684	0.28255	4	0.999873	0.999968	1.00003	1.00013	1.188719
460	-2546519	-2546518	-1.697301	7.336672e+07	1	0.0122015	0.0129665	0.0039574	0.102778	0.00199154	0.0953139	0.0403787	0.115223	0.733782	0.00331378	0.00360699	0.00783454	0.029126	0.00444762	0.00461227	0.0145754	0.00263753	0.0447466	0	0.00711682	0.5414	0	0.406736	0.0447466	0.00711682	0.5414	0.406736	1.150109e-05	0.282211	0.217516	0.217744	0.282528	4	0.999852	0.999961	1.00004	1.00015	1.188746
470	-2546505	-2546521	16.72293	1e+08	0	0.0127082	0.0126003	0.00378596	0.102778	0.00196014	0.0958347	0.0403787	0.115223	0.733782	0.003296	0.00354074	0.00783454	0.0293932	0.00417986	0.00435966	0.0145754	0.00255931	0.525976	0	0.176648	0.265718	0	0.0316585	0.525976	0.176648	0.265718	0.0316585	2.57876e-05	0.282211	0.217516	0.217744	0.282528	4	0.999873	0.999968	1.00003	1.00013	1.188789
480	-2546519	-2546517	-1.70263	6.521532e+07	1	0.0125543	0.0125629	0.00378596	0.102778	0.00200224	0.0958347	0.0398222	0.116029	0.733782	0.003296	0.00350557	0.00792157	0.0291335	0.00448411	0.00431804	0.0149111	0.00255931	0.502971	0	0.109367	0.337172	0	0.0504893	0.502971	0.109367	0.337172	0.0504893	8.244408e-07	0.282211	0.217516	0.217744	0.282528	4	0.999843	0.99996	1.00004	1.00016	1.18928
490	-2546519	-2546517	-1.690597	7.613233e+07	1	0.0123465	0.0126893	0.00374341	0.102554	0.00198019	0.0958347	0.0398222	0.114671	0.733782	0.003296	0.00360612	0.00772719	0.0296543	0.00437326	0.00452114	0.0148833	0.00259135	0.142113	0	0.115395	0.282638	0	0.459854	0.142113	0.115395	0.282638	0.459854	1.264901e-05	0.282211	0.217516	0.217744	0.282528	4	0.999854	0.999963	1.00004	1.00015	1.188075
500	-2546497	-2546514	16.72281	1e+08	0	0.0123465	0.0126893	0.00377589	0.102926	0.00207297	0.0952487	0.0405599	0.114671	0.733782	0.00332655	0.00369836	0.00772719	0.0296543	0.004155	0.00452114	0.0150592	0.00259135	0.361717	0	0.0691733	0.272629	0	0.296481	0.361717	0.0691733	0.272629	0.296481	1.289539e-06	0.282211	0.217516	0.217744	0.282528	4	0.999873	0.999968	1.00003	1.00013	1.188804
510	-2546498	-2546514	16.73113	1e+08	0	0.0123465	0.0126924	0.00377754	0.102926	0.00207297	0.0952487	0.0397801	0.114853	0.733377	0.0034662	0.00371672	0.00784431	0.0295204	0.004155	0.00455458	0.0150592	0.00258207	0.332052	0	0.453347	0.00317843	0	0.211422	0.332052	0.453347	0.00317843	0.211422	3.994871e-07	0.282211	0.217516	0.217744	0.282528	4	0.999873	0.999968	1.00003	1.00013	1.187972
520	-2546526	-2546525	-1.666827	7.364658e+07	1	0.0124224	0.012237	0.00388922	0.102473	0.00199796	0.0952487	0.0392307	0.114853	0.733377	0.00327305	0.00382642	0.00784431	0.0289916	0.004155	0.0046245	0.0145905	0.00266392	0.272576	0	0.189602	0.282967	0	0.254855	0.272576	0.189602	0.282967	0.254855	1.718482e-05	0.282318	0.21722	0.217827	0.282635	4	0.999852	0.999962	1.00004	1.00015	1.185698
530	-2546518	-2546516	-1.673048	5.647738e+07	1	0.0123794	0.0126718	0.00395982	0.102473	0.001997	0.0952487	0.0392307	0.114718	0.733377	0.00323554	0.00381861	0.0077554	0.0293212	0.00410776	0.00452204	0.0149269	0.00257869	0.25414	0	0.0344399	0.0905948	0	0.620825	0.25414	0.0344399	0.0905948	0.620825	2.065257e-06	0.282318	0.21722	0.217827	0.282635	4	0.999831	0.999957	1.00004	1.00017	1.186322
540	-2546502	-2546519	16.74061	1e+08	0	0.0126182	0.0126718	0.00388451	0.102666	0.00213396	0.0945036	0.0397873	0.115374	0.733377	0.00344194	0.00368585	0.00814231	0.0288536	0.00410776	0.00460289	0.0145584	0.00261424	0.0397485	0	0.156878	0.186026	0	0.617348	0.0397485	0.156878	0.186026	0.617348	4.683105e-07	0.282318	0.21722	0.217827	0.282635	4	0.999873	0.999968	1.00003	1.00013	1.187024
550	-2546501	-2546518	16.77181	1e+08	0	0.0123306	0.0126718	0.00388451	0.102666	0.00195286	0.0945036	0.0397873	0.115374	0.730112	0.00337923	0.00367384	0.00751865	0.0296681	0.00416856	0.00451775	0.0151081	0.00258645	0.527823	0	0.074156	0.345211	0	0.0528092	0.527823	0.074156	0.345211	0.0528092	3.501092e-06	0.282318	0.21722	0.217827	0.282635	4	0.999873	0.999968	1.00003	1.00013	1.183904
560	-2546521	-2546519	-1.651283	4.916116e+07	1	0.012413	0.0126622	0.00403219	0.103126	0.00212205	0.0945036	0.0403634	0.11492	0.730112	0.00335823	0.0037269	0.00789266	0.0290517	0.00439225	0.00427015	0.0145188	0.00267917	0.567807	0	0.298214	0.0503849	0	0.0835937	0.567807	0.298214	0.0503849	0.0835937	4.220417e-06	0.282318	0.21722	0.217827	0.282635	4	0.999819	0.999954	1.00005	1.00018	1.184145
570	-2546517	-2546515	-1.71487	9208235	1	0.0121724	0.0127841	0.00386631	0.103126	0.00199283	0.0951317	0.0403634	0.115469	0.735195	0.00328682	0.00348636	0.00786015	0.029111	0.00450596	0.00445626	0.0150165	0.00267917	0.0436295	0	0.32504	0.301212	0	0.330118	0.0436295	0.32504	0.301212	0.330118	1.88254e-06	0.282872	0.217061	0.217655	0.282412	4	0.999581	0.999893	1.00011	1.00042	1.190504
580	-2546521	-2546519	-1.709878	3.807846e+07	1	0.0121724	0.0127234	0.00410211	0.103126	0.00195621	0.0951317	0.0403634	0.115469	0.735195	0.00325843	0.00383918	0.00786015	0.0286849	0.00406082	0.00455569	0.0147997	0.00270533	0.186582	0	0.500249	0.226227	0	0.0869417	0.186582	0.500249	0.226227	0.0869417	5.897041e-06	0.282756	0.216972	0.217745	0.282527	4	0.999794	0.999948	1.00005	1.00021	1.190004
