Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
5231	1	-2544918	-2544915	-2.280373	3.181085e+07	1	0.0124044	0.0125952	0.00401622	0.102046	0.00221448	0.0943402	0.0398979	0.115249	0.738754	0.00332988	0.00373638	0.00764415	0.0293252	0.004159	0.00434534	0.0146814	0.00250744	0.272765	0	0.229528	0.226165	0	0.271542	0.272765	0.229528	0.226165	0.271542	0.5580744	0.282371	0.216697	0.217115	0.283817	5	0.999775	0.999942	1.00006	1.00023	1.191247
5232	0	-2544224	-2544240	16.2457	1e+08	0	0.00481141	0.012805	0.00382682	0.102462	0.0020009	0.0945975	0.0396685	0.115332	0.728946	0.00340776	0.00770431	0.0148808	0.00804303	0.00724837	0.00260802	0.00448137	0.0298093	0.272621	0	0.2293	0.22687	0	0.271209	0.272621	0.2293	0.22687	0.271209	0.5388157	0.283265	0.215744	0.216748	0.284243	5	0.999873	0.999968	1.00003	1.00013	1.182634
5233	1	-2544899	-2544916	16.58493	1e+08	0	0.0121215	0.0127082	0.00395293	0.102736	0.00204255	0.0952375	0.0401681	0.11389	0.735692	0.00324875	0.00382847	0.00807006	0.0291991	0.00417196	0.00444907	0.0150596	0.00267061	0.270978	0	0.230063	0.226783	0	0.272175	0.270978	0.230063	0.226783	0.272175	0.1334695	0.282371	0.216697	0.217115	0.283817	5	0.999873	0.999968	1.00003	1.00013	1.189245
5234	0	-2544245	-2544242	-2.673515	6874554	1	0.004986	0.0124969	0.00386126	0.101882	0.00200573	0.0944632	0.0402052	0.115457	0.734042	0.00318695	0.00735989	0.0146711	0.00772976	0.007537	0.00260697	0.00441896	0.0295714	0.272955	0	0.229565	0.226597	0	0.270883	0.272955	0.229565	0.226597	0.270883	0.9988666	0.282831	0.215866	0.216416	0.284887	5	0.999515	0.999876	1.00012	1.00048	1.186482
5235	1	-2544915	-2544912	-3.004261	860421.1	1	0.0118942	0.012514	0.00388079	0.102039	0.00201875	0.0949019	0.0401717	0.115433	0.736295	0.00331226	0.0036971	0.00802053	0.0294427	0.00408922	0.00443066	0.0147392	0.00267394	0.271832	0	0.229782	0.226632	0	0.271754	0.271832	0.229782	0.226632	0.271754	1.298904	0.282371	0.216697	0.217115	0.283817	5	0.99863	0.99965	1.00035	1.00137	1.189553
5236	0	-2544220	-2544237	16.59138	1e+08	0	0.00514822	0.0125152	0.00384766	0.10247	0.00205886	0.0947247	0.0402279	0.115228	0.734806	0.00325624	0.00750745	0.0151847	0.00754562	0.00732949	0.00266027	0.00446235	0.0295506	0.273087	0	0.229676	0.226223	0	0.271014	0.273087	0.229676	0.226223	0.271014	0.1342395	0.282536	0.216214	0.216659	0.284591	5	0.999873	0.999968	1.00003	1.00013	1.188523
5237	1	-2544899	-2544915	15.94415	1e+08	0	0.0122764	0.012676	0.00377989	0.10335	0.00216683	0.0957903	0.0401434	0.115928	0.735211	0.00315061	0.00358259	0.00766579	0.0294906	0.00408774	0.00441592	0.0149508	0.00246538	0.271362	0	0.229385	0.22624	0	0.273013	0.271362	0.229385	0.22624	0.273013	0.7553837	0.283411	0.216601	0.217019	0.282969	5	0.999873	0.999968	1.00003	1.00013	1.191132
5238	0	-2544219	-2544235	15.93992	1e+08	0	0.00527536	0.0129353	0.00383224	0.102648	0.00198014	0.0949503	0.0402801	0.115079	0.734806	0.00330134	0.0076468	0.0148087	0.0077037	0.00745563	0.00268001	0.00456261	0.0296239	0.273069	0	0.229661	0.224998	0	0.272272	0.273069	0.229661	0.224998	0.272272	0.7752434	0.28239	0.216102	0.217065	0.284443	5	0.999873	0.999968	1.00003	1.00013	1.189569
5239	1	-2544925	-2544921	-3.515634	1.090745e+07	1	0.012016	0.0123874	0.00384008	0.102064	0.00217528	0.0954074	0.0399624	0.114718	0.732705	0.00320628	0.0033629	0.00778764	0.0290816	0.0042332	0.00420596	0.0148964	0.00252954	0.272142	0	0.230045	0.226891	0	0.270922	0.272142	0.230045	0.226891	0.270922	1.860015	0.283279	0.216499	0.216917	0.283305	5	0.999615	0.999902	1.0001	1.00038	1.184579
5240	0	-2544228	-2544244	15.96059	1e+08	0	0.00502489	0.0127516	0.00365434	0.101956	0.00198592	0.0940724	0.0401037	0.11534	0.735233	0.0031345	0.00791288	0.0146907	0.0081	0.0073777	0.00250298	0.00455262	0.0294713	0.273159	0	0.229408	0.225072	0	0.272361	0.273159	0.229408	0.225072	0.272361	0.7716156	0.282548	0.21619	0.216703	0.284559	5	0.999873	0.999968	1.00003	1.00013	1.187864
5241	1	-2544919	-2544917	-1.75171	2.181657e+07	1	0.0125488	0.0126813	0.00396821	0.101887	0.00214723	0.0943869	0.0402111	0.115557	0.73774	0.00332323	0.00327429	0.00784936	0.029543	0.00420883	0.00454842	0.014784	0.00264417	0.271692	0	0.230924	0.226695	0	0.270689	0.271692	0.230924	0.226695	0.270689	0.02884872	0.282736	0.216663	0.217082	0.283519	5	0.999728	0.999931	1.00007	1.00027	1.191303
5242	0	-2544220	-2544236	15.63234	1e+08	0	0.00508537	0.0127657	0.00385355	0.102938	0.00205128	0.0941696	0.040108	0.115478	0.733037	0.00331112	0.00744409	0.0148358	0.00782666	0.00753143	0.00273182	0.00440734	0.02962	0.273159	0	0.229408	0.225072	0	0.272361	0.273159	0.229408	0.225072	0.272361	1.106559	0.282052	0.216836	0.217053	0.28406	5	0.999873	0.999968	1.00003	1.00013	1.187195
5243	1	-2544921	-2544918	-2.785668	2.255176e+07	1	0.0121785	0.0130747	0.00379432	0.1029	0.0021221	0.0959515	0.0401701	0.115733	0.735941	0.00328934	0.0036135	0.00794819	0.0290824	0.00419392	0.0043058	0.014525	0.00264949	0.272148	0	0.230373	0.226905	0	0.270574	0.272148	0.230373	0.226905	0.270574	1.06111	0.282736	0.216663	0.217082	0.283519	5	0.999732	0.999932	1.00007	1.00027	1.191473
5244	0	-2544238	-2544237	-1.691708	9.100394e+07	1	0.0051503	0.0125616	0.00385963	0.101971	0.00207714	0.0942915	0.0397302	0.115194	0.735051	0.00331221	0.00752567	0.0150699	0.00790031	0.00723744	0.00270321	0.00441834	0.0294376	0.273642	0	0.229792	0.224984	0	0.271582	0.273642	0.229792	0.224984	0.271582	0.006968259	0.282022	0.216812	0.21703	0.284136	5	0.999867	0.999965	1.00003	1.00013	1.187491
5245	1	-2544915	-2544912	-3.187281	8.198156e+07	1	0.0122211	0.0127976	0.00394132	0.103173	0.00205792	0.0945116	0.0398276	0.115047	0.735384	0.00329731	0.00383279	0.007734	0.029024	0.00415108	0.00434648	0.0149934	0.00264669	0.271859	0	0.230464	0.226995	0	0.270682	0.271859	0.230464	0.226995	0.270682	1.48759	0.282736	0.216663	0.217082	0.283519	5	0.999859	0.999964	1.00004	1.00014	1.188986
5246	0	-2544239	-2544237	-1.852287	2.199431e+07	1	0.00509222	0.0126593	0.0038009	0.102918	0.00211705	0.0952373	0.0399106	0.115328	0.734258	0.00336289	0.00740525	0.0150508	0.00813944	0.00734306	0.00257469	0.00449704	0.0299554	0.273065	0	0.229307	0.224509	0	0.273119	0.273065	0.229307	0.224509	0.273119	0.1459496	0.282791	0.217079	0.217296	0.282834	5	0.999729	0.999931	1.00007	1.00027	1.189651
5247	1	-2544913	-2544911	-1.988639	8.160802e+07	1	0.0124303	0.012881	0.00381454	0.103035	0.00201022	0.0950299	0.0397805	0.115701	0.736459	0.00332941	0.00391397	0.00773522	0.0290987	0.00425633	0.00450543	0.0149229	0.0026628	0.271529	0	0.230079	0.226486	0	0.271907	0.271529	0.230079	0.226486	0.271907	0.263153	0.282736	0.216663	0.217082	0.283519	5	0.999859	0.999964	1.00004	1.00014	1.191566
5248	0	-2544218	-2544234	16.00503	1e+08	0	0.00515989	0.0130188	0.00380832	0.10272	0.00215437	0.0951271	0.0401029	0.11536	0.732627	0.00322152	0.00767565	0.0147602	0.00803286	0.00733855	0.00256051	0.00455379	0.0295005	0.271554	0	0.230147	0.225332	0	0.272967	0.271554	0.230147	0.225332	0.272967	0.7285972	0.283155	0.217358	0.216528	0.282959	5	0.999873	0.999968	1.00003	1.00013	1.187722
5249	1	-2544899	-2544913	14.73218	1e+08	0	0.0126641	0.0125203	0.00403863	0.103365	0.00211036	0.0944424	0.0399719	0.115658	0.734696	0.00336608	0.00343065	0.00772746	0.0292609	0.00425633	0.00431724	0.0145655	0.00254559	0.271329	0	0.229909	0.226319	0	0.272443	0.271329	0.229909	0.226319	0.272443	1.989304	0.28259	0.216543	0.217505	0.283362	5	0.999873	0.999968	1.00003	1.00013	1.188936
5250	0	-2544241	-2544239	-2.480591	5.088556e+07	1	0.0049589	0.0125133	0.00381922	0.10201	0.00206609	0.0950578	0.0404602	0.116372	0.732727	0.00327585	0.00763143	0.0148084	0.008214	0.00717722	0.00252927	0.00440339	0.0298752	0.271554	0	0.230147	0.225332	0	0.272967	0.271554	0.230147	0.225332	0.272967	0.7917765	0.283386	0.217335	0.216505	0.282775	5	0.999822	0.999955	1.00005	1.00018	1.187898
5251	1	-2544916	-2544914	-1.826855	3.370855e+07	1	0.0121273	0.0126763	0.00381779	0.103627	0.00211383	0.094906	0.0407104	0.115706	0.735472	0.00322713	0.00376554	0.00795249	0.0293415	0.00416963	0.00460803	0.0148277	0.00258708	0.272132	0	0.229747	0.226159	0	0.271962	0.272132	0.229747	0.226159	0.271962	0.1006667	0.283516	0.216263	0.217225	0.282996	5	0.999781	0.999944	1.00006	1.00022	1.191636
5252	0	-2544223	-2544240	16.64741	1e+08	0	0.00509674	0.012963	0.00382379	0.103272	0.00211806	0.0944176	0.0402974	0.115193	0.736614	0.00319881	0.00756117	0.0148825	0.00787961	0.00707836	0.00266677	0.00434781	0.0296697	0.271661	0	0.229845	0.22542	0	0.273074	0.271661	0.229845	0.22542	0.273074	0.05264616	0.282542	0.217591	0.216759	0.283108	5	0.999873	0.999968	1.00003	1.00013	1.19108
5253	1	-2544897	-2544913	15.84288	1e+08	0	0.0123061	0.0127689	0.00388451	0.102168	0.00203122	0.0954626	0.0400865	0.115551	0.737077	0.00325715	0.00400252	0.00801778	0.0293879	0.00410027	0.00435135	0.014907	0.00265496	0.272375	0	0.229561	0.225976	0	0.272089	0.272375	0.229561	0.225976	0.272089	0.8478248	0.28319	0.216236	0.217613	0.28296	5	0.999873	0.999968	1.00003	1.00013	1.192015
5254	0	-2544244	-2544240	-3.842699	8.411519e+07	1	0.00530766	0.0124075	0.00368719	0.102494	0.00198102	0.0946697	0.0403962	0.114884	0.736364	0.0032337	0.00776207	0.0150376	0.00771249	0.00694954	0.00265753	0.00442187	0.0291611	0.27164	0	0.229905	0.225403	0	0.273053	0.27164	0.229905	0.225403	0.273053	2.14159	0.282706	0.217407	0.216768	0.283119	5	0.999862	0.999965	1.00003	1.00014	1.189128
5255	1	-2544901	-2544916	14.16734	1e+08	0	0.0123171	0.0124397	0.00392084	0.102465	0.00215512	0.0950549	0.0407688	0.115146	0.735088	0.00342642	0.00345321	0.00771384	0.0291232	0.00429693	0.00446973	0.0147271	0.00275931	0.27109	0	0.229966	0.226375	0	0.27257	0.27109	0.229966	0.226375	0.27257	2.550248	0.283572	0.216426	0.216677	0.283324	5	0.999873	0.999968	1.00003	1.00013	1.189326
5256	0	-2544219	-2544235	16.18539	1e+08	0	0.00508119	0.0123799	0.00389512	0.10244	0.00198076	0.0952474	0.0399331	0.115373	0.734687	0.00347495	0.00777947	0.01494	0.00785669	0.00746039	0.00259077	0.00434355	0.0297045	0.271544	0	0.229823	0.225677	0	0.272956	0.271544	0.229823	0.225677	0.272956	0.5337853	0.282557	0.217452	0.216813	0.283178	5	0.999873	0.999968	1.00003	1.00013	1.189167
5257	1	-2544901	-2544917	15.37476	1e+08	0	0.0126835	0.0126372	0.00370537	0.102169	0.00197154	0.0946192	0.0398531	0.115398	0.735603	0.00335401	0.00385802	0.00770782	0.0288667	0.00406976	0.00432213	0.0149401	0.00268338	0.27109	0	0.229966	0.226375	0	0.27257	0.27109	0.229966	0.226375	0.27257	1.351666	0.283499	0.21637	0.216166	0.283965	5	0.999873	0.999968	1.00003	1.00013	1.188443
5258	0	-2544221	-2544237	16.46137	1e+08	0	0.00510521	0.0128796	0.00384319	0.102005	0.00200331	0.0952304	0.0409037	0.115423	0.732724	0.00341652	0.00745112	0.0147829	0.00785669	0.00740173	0.00254966	0.00457967	0.0294608	0.271544	0	0.229823	0.225677	0	0.272956	0.271544	0.229823	0.225677	0.272956	0.2733109	0.282557	0.217452	0.216813	0.283178	5	0.999873	0.999968	1.00003	1.00013	1.187617
5259	1	-2544918	-2544916	-2.55449	4.5967e+07	1	0.0122079	0.0126691	0.00384133	0.102556	0.00194525	0.0942871	0.0404427	0.115467	0.737956	0.00334393	0.00345289	0.00761137	0.0295684	0.00415963	0.00439077	0.0148904	0.00256125	0.270661	0	0.230101	0.226508	0	0.27273	0.270661	0.230101	0.226508	0.27273	0.8311409	0.283277	0.21659	0.216167	0.283967	5	0.999812	0.999952	1.00005	1.00019	1.191352
5260	0	-2544223	-2544238	15.73655	1e+08	0	0.00537313	0.0125455	0.00401385	0.102555	0.00197807	0.0950708	0.0396108	0.114681	0.732411	0.00329317	0.00779262	0.0148013	0.0077486	0.00759384	0.00244148	0.00445739	0.0294109	0.272084	0	0.230162	0.226126	0	0.271627	0.272084	0.230162	0.226126	0.271627	1.016522	0.282335	0.217282	0.217428	0.282955	5	0.999873	0.999968	1.00003	1.00013	1.185778
5261	1	-2544917	-2544913	-4.091327	4.788079e+07	1	0.0123267	0.0128873	0.00395985	0.102556	0.0021589	0.0948129	0.040027	0.11505	0.733132	0.00347905	0.00342899	0.00786332	0.0294731	0.0044427	0.00441044	0.0148904	0.00256126	0.270744	0	0.230172	0.226271	0	0.272813	0.270744	0.230172	0.226271	0.272813	2.406899	0.283317	0.21662	0.217296	0.282767	5	0.999816	0.999953	1.00005	1.00018	1.18746
5262	0	-2544237	-2544235	-1.984426	8.731972e+07	1	0.00537218	0.0127641	0.00394254	0.102555	0.00197974	0.0956551	0.0399679	0.114584	0.732163	0.0032057	0.00753462	0.0149366	0.00766276	0.00747753	0.00260495	0.00454827	0.0291009	0.272084	0	0.230162	0.226126	0	0.271627	0.272084	0.230162	0.226126	0.271627	0.3140482	0.282335	0.217282	0.217428	0.282955	5	0.999864	0.999965	1.00003	1.00014	1.186055
5263	1	-2544918	-2544913	-5.654792	6.914859e+07	1	0.0121667	0.0126159	0.00388704	0.102003	0.00202669	0.094688	0.0403907	0.116113	0.736877	0.00341411	0.00337817	0.00777471	0.0296133	0.00422945	0.00441759	0.014901	0.00256556	0.271859	0	0.229696	0.226195	0	0.272249	0.271859	0.229696	0.226195	0.272249	3.934339	0.282842	0.216258	0.217512	0.283388	5	0.999847	0.999962	1.00004	1.00015	1.191062
5264	0	-2544239	-2544237	-2.020172	6361869	1	0.00477826	0.0125408	0.00393306	0.102468	0.00204949	0.0954373	0.040448	0.116024	0.732479	0.00322793	0.00762838	0.0147916	0.00809687	0.00736317	0.002692	0.00443653	0.0290117	0.273325	0	0.22879	0.225963	0	0.271922	0.273325	0.22879	0.225963	0.271922	0.3362792	0.282818	0.216562	0.216456	0.284165	5	0.999496	0.999871	1.00013	1.0005	1.187406
5265	1	-2544896	-2544911	14.53181	1e+08	0	0.0121841	0.0125166	0.00373823	0.10303	0.00209874	0.0952097	0.0400032	0.115361	0.736025	0.00335777	0.0034519	0.00793785	0.0294479	0.00444714	0.00432377	0.0146809	0.00266239	0.272564	0	0.229157	0.225676	0	0.272604	0.272564	0.229157	0.225676	0.272604	2.174289	0.282842	0.216258	0.217512	0.283388	5	0.999873	0.999968	1.00003	1.00013	1.190475
5266	0	-2544228	-2544243	15.24272	1e+08	0	0.00459457	0.0122919	0.00394595	0.102625	0.00204511	0.0956577	0.0404932	0.114472	0.732973	0.00327294	0.00763902	0.0149229	0.00830738	0.00758088	0.00263916	0.00446937	0.0292087	0.273485	0	0.228923	0.225511	0	0.272081	0.273485	0.228923	0.225511	0.272081	1.49673	0.283488	0.216818	0.216712	0.282982	5	0.999873	0.999968	1.00003	1.00013	1.18714
5267	1	-2544899	-2544914	15.56603	1e+08	0	0.0120347	0.0129343	0.00380758	0.102351	0.00209551	0.0953125	0.0396707	0.115554	0.733165	0.00334274	0.00386364	0.0079474	0.0289681	0.00405816	0.00445177	0.014673	0.00267926	0.272085	0	0.229183	0.226098	0	0.272634	0.272085	0.229183	0.226098	0.272634	1.175723	0.282842	0.216258	0.217512	0.283388	5	0.999873	0.999968	1.00003	1.00013	1.18691
5268	0	-2544242	-2544240	-2.362285	1.217095e+07	1	0.00498848	0.0128368	0.00398801	0.102404	0.00207159	0.0952121	0.0394201	0.11439	0.73272	0.00327142	0.00778839	0.0147716	0.00793864	0.00729909	0.00244581	0.00443575	0.0289703	0.273167	0	0.228657	0.225859	0	0.272317	0.273167	0.228657	0.225859	0.272317	0.7029461	0.283694	0.216271	0.216847	0.283188	5	0.999636	0.999907	1.00009	1.00036	1.184951
5269	1	-2544902	-2544917	14.95316	1e+08	0	0.0124324	0.0125251	0.00372	0.102838	0.00201518	0.0942247	0.0398454	0.115238	0.732288	0.00324243	0.00371881	0.00824041	0.029585	0.00417974	0.00453412	0.014673	0.00262106	0.271516	0	0.230426	0.225625	0	0.272433	0.271516	0.230426	0.225625	0.272433	1.798475	0.282842	0.216258	0.217512	0.283388	5	0.999873	0.999968	1.00003	1.00013	1.185922
5270	0	-2544220	-2544236	16.45342	1e+08	0	0.00524653	0.0129904	0.00399694	0.102684	0.00201324	0.0950887	0.0397996	0.116116	0.733836	0.0033235	0.0076408	0.0152164	0.00789124	0.0072824	0.00253872	0.00447244	0.029503	0.271811	0	0.230412	0.226276	0	0.271501	0.271811	0.230412	0.226276	0.271501	0.2610209	0.282766	0.216551	0.217128	0.283555	5	0.999873	0.999968	1.00003	1.00013	1.189641
5271	1	-2544896	-2544912	16.06115	1e+08	0	0.0122082	0.0127955	0.00379896	0.102787	0.00203124	0.0951596	0.0402693	0.114779	0.735853	0.00333962	0.00371721	0.00761703	0.0288894	0.00427437	0.00455879	0.0147965	0.00250516	0.270814	0	0.229998	0.226036	0	0.273153	0.270814	0.229998	0.226036	0.273153	0.6558962	0.282868	0.217187	0.216651	0.283295	5	0.999873	0.999968	1.00003	1.00013	1.18938
5272	0	-2544240	-2544237	-2.795916	3.130022e+07	1	0.00512146	0.0126954	0.00380336	0.10265	0.00202262	0.094235	0.0399484	0.115793	0.729051	0.00326724	0.00772427	0.0147919	0.00778469	0.0073827	0.00268554	0.00445546	0.0297055	0.272109	0	0.228568	0.227864	0	0.271459	0.272109	0.228568	0.227864	0.271459	1.15491	0.282866	0.216275	0.217205	0.283655	5	0.999773	0.999942	1.00006	1.00023	1.183118
5273	1	-2544894	-2544910	16.62652	1e+08	0	0.0122841	0.0127606	0.00374675	0.102357	0.00199726	0.0949076	0.0400617	0.114845	0.736751	0.00333522	0.00385531	0.00801555	0.0291908	0.00412092	0.00437643	0.0148829	0.00255445	0.271646	0	0.230093	0.226639	0	0.271622	0.271646	0.230093	0.226639	0.271622	0.08390396	0.282868	0.217187	0.216651	0.283295	5	0.999873	0.999968	1.00003	1.00013	1.190042
5274	0	-2544224	-2544239	15.66238	1e+08	0	0.00497896	0.0125794	0.00377777	0.102704	0.00215281	0.0944184	0.0397242	0.115825	0.732427	0.00333732	0.0078095	0.0150547	0.00819544	0.00738399	0.00254191	0.00458726	0.0293148	0.272109	0	0.228568	0.227864	0	0.271459	0.272109	0.228568	0.227864	0.271459	1.080346	0.282654	0.216113	0.216955	0.284278	5	0.999873	0.999968	1.00003	1.00013	1.186813
5275	1	-2544899	-2544912	12.93568	1e+08	0	0.012319	0.0127606	0.00407399	0.102607	0.00203329	0.0949076	0.0400141	0.114865	0.73702	0.00324521	0.00358396	0.00797594	0.0288278	0.00433701	0.00449044	0.0148397	0.00255226	0.270942	0	0.229497	0.225742	0	0.273819	0.270942	0.229497	0.225742	0.273819	3.770653	0.282864	0.217378	0.216466	0.283291	5	0.999873	0.999968	1.00003	1.00013	1.190452
5276	0	-2544236	-2544234	-1.920837	2.910586e+07	1	0.0051191	0.0127695	0.00378202	0.102447	0.00199355	0.0951087	0.0404455	0.114978	0.730594	0.00327842	0.00739396	0.0149217	0.00775273	0.00734541	0.0026364	0.00442821	0.0292003	0.272654	0	0.229026	0.226317	0	0.272003	0.272654	0.229026	0.226317	0.272003	0.2690536	0.282673	0.216128	0.216902	0.284297	5	0.999765	0.99994	1.00006	1.00024	1.184195
5277	1	-2544903	-2544919	15.15574	1e+08	0	0.0122166	0.0125774	0.00378182	0.103163	0.00201336	0.0950826	0.0401986	0.115095	0.733446	0.00338102	0.00353313	0.00777972	0.0297007	0.00451209	0.00417187	0.0148801	0.00279177	0.271108	0	0.229686	0.225928	0	0.273279	0.271108	0.229686	0.225928	0.273279	1.571871	0.282783	0.217315	0.216404	0.283498	5	0.999873	0.999968	1.00003	1.00013	1.188324
5278	0	-2544241	-2544236	-4.30321	1.916027e+07	1	0.00494593	0.0126763	0.00393224	0.102781	0.00211237	0.0953906	0.0399269	0.116205	0.732799	0.0033248	0.00771079	0.0150795	0.00800041	0.0074428	0.0026398	0.0045167	0.0298521	0.272654	0	0.229026	0.226317	0	0.272003	0.272654	0.229026	0.226317	0.272003	2.600021	0.282673	0.216128	0.216902	0.284297	5	0.99971	0.999926	1.00007	1.00029	1.189336
5279	1	-2544897	-2544913	16.42287	1e+08	0	0.0121998	0.012631	0.00382189	0.102443	0.00202104	0.0950758	0.0403108	0.115482	0.73389	0.00318719	0.00354711	0.00784624	0.0293972	0.00442383	0.00454935	0.0147672	0.00264202	0.271806	0	0.230688	0.226657	0	0.270849	0.271806	0.230688	0.226657	0.270849	0.3056189	0.282783	0.217315	0.216404	0.283498	5	0.999873	0.999968	1.00003	1.00013	1.188236
5280	0	-2544228	-2544243	15.31988	1e+08	0	0.00509936	0.0125154	0.00398061	0.103076	0.00213573	0.0945263	0.0410796	0.115477	0.73219	0.00323871	0.00757226	0.014661	0.0081627	0.00733009	0.00264652	0.00433714	0.0296931	0.272564	0	0.228508	0.225805	0	0.273124	0.272564	0.228508	0.225805	0.273124	1.413748	0.283161	0.216781	0.216408	0.28365	5	0.999873	0.999968	1.00003	1.00013	1.187722
5281	1	-2544896	-2544912	16.64337	1e+08	0	0.0124013	0.0126888	0.00386358	0.102178	0.00202631	0.0946226	0.0403526	0.115251	0.735718	0.00319654	0.00377154	0.00764164	0.0293074	0.00389107	0.00450863	0.0148565	0.00269629	0.270908	0	0.229925	0.225908	0	0.273258	0.270908	0.229925	0.225908	0.273258	0.07775852	0.282739	0.217464	0.216342	0.283455	5	0.999873	0.999968	1.00003	1.00013	1.188972
5282	0	-2544219	-2544236	16.54426	1e+08	0	0.00518276	0.0130099	0.00366146	0.102779	0.00198594	0.0944922	0.0399433	0.115092	0.730613	0.00331667	0.00761689	0.0149444	0.00784989	0.00730326	0.00261068	0.00441003	0.0293477	0.272564	0	0.228508	0.225805	0	0.273124	0.272564	0.228508	0.225805	0.273124	0.2250012	0.283161	0.216781	0.216408	0.28365	5	0.999873	0.999968	1.00003	1.00013	1.184159
5283	1	-2544921	-2544917	-3.630382	4.904616e+07	1	0.0122148	0.0130135	0.00391509	0.102911	0.00200336	0.0943643	0.040482	0.11595	0.736095	0.00333961	0.00374776	0.0079487	0.0290347	0.00410363	0.00466982	0.0146237	0.00268202	0.271053	0	0.230048	0.226785	0	0.272114	0.271053	0.230048	0.226785	0.272114	1.909563	0.283258	0.216028	0.216739	0.283975	5	0.999819	0.999954	1.00005	1.00018	1.191099
5284	0	-2544246	-2544242	-3.765349	1.876433e+07	1	0.00527033	0.0128242	0.00381815	0.103136	0.00187357	0.0944441	0.0399432	0.114401	0.736678	0.00328076	0.00740992	0.0149519	0.00794024	0.0072748	0.00270569	0.0046016	0.0297926	0.271849	0	0.23053	0.225213	0	0.272408	0.271849	0.23053	0.225213	0.272408	2.052063	0.283161	0.216781	0.216408	0.28365	5	0.999707	0.999925	1.00008	1.00029	1.190346
5285	1	-2544898	-2544914	15.79382	1e+08	0	0.0125397	0.0125922	0.00385772	0.102607	0.00194809	0.0946784	0.0403155	0.115311	0.734759	0.00340435	0.00392664	0.00765532	0.0296174	0.00392775	0.00437286	0.0147933	0.0026761	0.270901	0	0.230479	0.226658	0	0.271961	0.270901	0.230479	0.226658	0.271961	0.92721	0.283369	0.216113	0.217057	0.283462	5	0.999873	0.999968	1.00003	1.00013	1.188982
5286	0	-2544223	-2544240	16.48212	1e+08	0	0.00498735	0.0126732	0.00390102	0.103394	0.00198297	0.0953497	0.0401148	0.114713	0.736205	0.00321127	0.00773091	0.0148047	0.0081183	0.00705926	0.00265067	0.00435218	0.0290813	0.271554	0	0.230411	0.225976	0	0.272059	0.271554	0.230411	0.225976	0.272059	0.2254347	0.283409	0.216095	0.216598	0.283898	5	0.999873	0.999968	1.00003	1.00013	1.190329
5287	1	-2544903	-2544914	11.07842	1e+08	0	0.0123859	0.01259	0.00389297	0.103304	0.00206023	0.0948515	0.040245	0.114763	0.738475	0.00321539	0.00383332	0.0077362	0.0290452	0.00378437	0.00440187	0.0148086	0.0025694	0.272642	0	0.229129	0.226382	0	0.271847	0.272642	0.229129	0.226382	0.271847	5.612808	0.283231	0.216007	0.216951	0.283811	5	0.999873	0.999968	1.00003	1.00013	1.191962
