Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
5170	0	-2544225	-2544240	14.50311	1e+08	0	0.00515761	0.0126059	0.0036462	0.102561	0.00201966	0.0946199	0.0394878	0.115127	0.733185	0.00326571	0.00770887	0.0146801	0.00766152	0.00734843	0.00271178	0.00470792	0.0290991	0.270865	0	0.229697	0.226291	0	0.273146	0.270865	0.229697	0.226291	0.273146	2.251806	0.283552	0.216822	0.217303	0.282323	5	0.999873	0.999968	1.00003	1.00013	1.185594
5171	1	-2544914	-2544912	-2.368408	1.037273e+07	1	0.0124904	0.0125001	0.00403782	0.101985	0.00206342	0.0945794	0.0401812	0.115966	0.736432	0.00329925	0.00383865	0.00792523	0.0290519	0.00394678	0.0044753	0.0149241	0.00258925	0.272265	0	0.22937	0.225296	0	0.273068	0.272265	0.22937	0.225296	0.273068	0.655718	0.282583	0.216802	0.2169	0.283715	5	0.999605	0.999899	1.0001	1.00039	1.190286
5172	0	-2544244	-2544239	-4.464514	5.074392e+07	1	0.00511256	0.0125454	0.00395236	0.102096	0.00200934	0.0952097	0.0397397	0.115268	0.730689	0.00332328	0.00747163	0.0145395	0.00792507	0.00771626	0.00266586	0.00455915	0.0294836	0.272332	0	0.230446	0.225287	0	0.271935	0.272332	0.230446	0.225287	0.271935	2.811625	0.283552	0.216822	0.217303	0.282323	5	0.999821	0.999955	1.00005	1.00018	1.184306
5173	1	-2544914	-2544911	-3.08764	1.159103e+07	1	0.0122185	0.0127044	0.0038374	0.102502	0.00202575	0.0944982	0.0405007	0.115802	0.734247	0.00327397	0.00352557	0.00786425	0.029358	0.00418261	0.0045002	0.0148773	0.00270863	0.272559	0	0.229077	0.225863	0	0.272501	0.272559	0.229077	0.225863	0.272501	1.391544	0.282551	0.216265	0.217612	0.283572	5	0.999627	0.999905	1.0001	1.00037	1.188627
5174	0	-2544235	-2544233	-2.019722	9.623352e+07	1	0.00523406	0.0126789	0.00388859	0.103538	0.0020521	0.095537	0.0398297	0.115744	0.734853	0.00332673	0.00765326	0.0147333	0.00778436	0.0073365	0.00268005	0.00449941	0.0294288	0.272051	0	0.230208	0.225055	0	0.272686	0.272051	0.230208	0.225055	0.272686	0.3019217	0.283012	0.216783	0.217392	0.282813	5	0.999871	0.999967	1.00003	1.00013	1.190797
5175	1	-2544921	-2544919	-1.723307	1.072763e+07	1	0.0122617	0.0124175	0.00404997	0.103477	0.00189539	0.0945736	0.0401738	0.115089	0.731818	0.0032442	0.00365948	0.00803168	0.0289469	0.00413734	0.00447218	0.0148341	0.00278362	0.272252	0	0.229097	0.226709	0	0.271942	0.272252	0.229097	0.226709	0.271942	0.05481993	0.282418	0.216635	0.21751	0.283438	5	0.999612	0.999901	1.0001	1.00039	1.185866
5176	0	-2544239	-2544236	-3.229034	3.570279e+07	1	0.00502929	0.0126542	0.00380225	0.102293	0.00217224	0.0945614	0.0400757	0.115229	0.735942	0.00323755	0.00753441	0.0151227	0.00758551	0.00747192	0.00261337	0.00451272	0.029138	0.271954	0	0.230483	0.224975	0	0.272588	0.271954	0.230483	0.224975	0.272588	1.529447	0.282857	0.216664	0.217273	0.283205	5	0.999787	0.999946	1.00005	1.00021	1.188976
5177	1	-2544919	-2544917	-2.206526	5.288574e+07	1	0.0121365	0.0127173	0.00389856	0.102284	0.00194059	0.0948618	0.0398324	0.115601	0.731228	0.00321904	0.00377547	0.00786186	0.0298414	0.00425019	0.00432143	0.0149066	0.00258531	0.272252	0	0.229097	0.226709	0	0.271942	0.272252	0.229097	0.226709	0.271942	0.5440825	0.282679	0.21668	0.217555	0.283087	5	0.999825	0.999955	1.00004	1.00017	1.185261
5178	0	-2544239	-2544237	-2.425666	5.585606e+07	1	0.00490027	0.0126292	0.00402877	0.102429	0.00206697	0.095037	0.0407511	0.11532	0.732955	0.00327681	0.00730943	0.0148134	0.00799702	0.00744331	0.00269612	0.00459279	0.0295035	0.271957	0	0.22995	0.226298	0	0.271795	0.271957	0.22995	0.226298	0.271795	0.7383474	0.283015	0.216228	0.217394	0.283363	5	0.99983	0.999956	1.00004	1.00017	1.187749
5179	1	-2544914	-2544913	-1.76663	6.465799e+07	1	0.0126288	0.0127329	0.00407889	0.102419	0.00199147	0.0944858	0.0397417	0.115331	0.733195	0.0032111	0.00380911	0.0077308	0.0291362	0.0039657	0.0044694	0.0149112	0.00264552	0.272342	0	0.230583	0.225993	0	0.271082	0.272342	0.230583	0.225993	0.271082	0.09196837	0.282881	0.216341	0.217215	0.283563	5	0.999842	0.999959	1.00004	1.00016	1.186483
5180	0	-2544225	-2544241	16.48542	1e+08	0	0.00506938	0.0121208	0.0039184	0.101838	0.0021303	0.0944815	0.0401995	0.11445	0.732108	0.00326198	0.0074905	0.0148828	0.00783518	0.00752419	0.0026303	0.00433609	0.0291832	0.271747	0	0.230545	0.226123	0	0.271585	0.271747	0.230545	0.226123	0.271585	0.2908319	0.283015	0.216228	0.217394	0.283363	5	0.999873	0.999968	1.00003	1.00013	1.18346
5181	1	-2544916	-2544913	-2.375273	7.78207e+07	1	0.0121917	0.0125892	0.00378864	0.102419	0.00202633	0.0949598	0.040513	0.115626	0.734308	0.0032312	0.00372694	0.0077214	0.0295232	0.00401414	0.00458797	0.0146776	0.00257663	0.273267	0	0.23029	0.225705	0	0.270738	0.273267	0.23029	0.225705	0.270738	0.6806363	0.283055	0.216555	0.217349	0.28304	5	0.999856	0.999964	1.00004	1.00014	1.188481
5182	0	-2544243	-2544237	-6.497297	9.967226e+07	1	0.00490682	0.0124376	0.0038613	0.102727	0.00199866	0.0954185	0.0402695	0.115161	0.737693	0.00339055	0.00773368	0.0147899	0.0080896	0.00731515	0.00253017	0.00440287	0.0290812	0.271524	0	0.230356	0.226757	0	0.271362	0.271524	0.230356	0.226757	0.271362	4.769408	0.282992	0.216211	0.217376	0.283422	5	0.999873	0.999967	1.00003	1.00013	1.191806
5183	1	-2544915	-2544913	-2.905894	4.071631e+07	1	0.0125272	0.0126337	0.00387077	0.103415	0.00208621	0.094633	0.0404418	0.115196	0.734399	0.00331139	0.00359627	0.00777632	0.029437	0.00401597	0.00448606	0.0147054	0.00255229	0.272302	0	0.229171	0.224609	0	0.273918	0.272302	0.229171	0.224609	0.273918	1.205231	0.283055	0.216555	0.217349	0.28304	5	0.999801	0.999949	1.00005	1.0002	1.189083
5184	0	-2544225	-2544240	15.76035	1e+08	0	0.00504396	0.0129667	0.00385036	0.102624	0.00200993	0.0947573	0.0394749	0.114894	0.73195	0.00330388	0.0076241	0.0145418	0.00747178	0.00763574	0.00264169	0.00439174	0.0292486	0.272251	0	0.230291	0.226693	0	0.270766	0.272251	0.230291	0.226693	0.270766	1.006193	0.28301	0.216403	0.217145	0.283441	5	0.999873	0.999968	1.00003	1.00013	1.18443
5185	1	-2544896	-2544912	16.0262	1e+08	0	0.0123982	0.0129189	0.00400861	0.103188	0.00202784	0.0949431	0.039939	0.115827	0.735612	0.00334917	0.00364556	0.00790763	0.0294192	0.00413705	0.00448473	0.0147988	0.00277772	0.272846	0	0.229629	0.225058	0	0.272467	0.272846	0.229629	0.225058	0.272467	0.6708129	0.283246	0.216701	0.216822	0.283231	5	0.999873	0.999968	1.00003	1.00013	1.191383
5186	0	-2544218	-2544234	16.13476	1e+08	0	0.00522889	0.0124537	0.00374831	0.102797	0.00202075	0.094891	0.0400983	0.115393	0.734782	0.00330281	0.00754482	0.01458	0.00772648	0.00730188	0.00261649	0.0044168	0.0292917	0.272716	0	0.228977	0.22708	0	0.271228	0.272716	0.228977	0.22708	0.271228	0.5941469	0.283484	0.216179	0.217191	0.283147	5	0.999873	0.999968	1.00003	1.00013	1.188194
5187	1	-2544921	-2544918	-2.424929	8.117365e+07	1	0.0125622	0.0127834	0.00394673	0.10325	0.00199661	0.0950137	0.0399438	0.115227	0.73542	0.00340641	0.00328061	0.00775258	0.0286631	0.00447871	0.0041913	0.0150542	0.0026616	0.272672	0	0.229832	0.225203	0	0.272292	0.272672	0.229832	0.225203	0.272292	0.7187847	0.283246	0.216701	0.216822	0.283231	5	0.999859	0.999964	1.00004	1.00014	1.189631
5188	0	-2544242	-2544235	-6.849142	9.326995e+07	1	0.00521255	0.0129377	0.00379997	0.103476	0.0020714	0.0945618	0.0399668	0.11513	0.732277	0.0033632	0.00762859	0.0148455	0.00795849	0.00740024	0.00264857	0.00441544	0.0293723	0.272716	0	0.228977	0.22708	0	0.271228	0.272716	0.228977	0.22708	0.271228	5.168643	0.282235	0.216555	0.21757	0.28364	5	0.999869	0.999968	1.00003	1.00013	1.187067
5189	1	-2544894	-2544910	15.85653	1e+08	0	0.0122155	0.012768	0.00390242	0.102567	0.00214353	0.0942198	0.040118	0.115109	0.735499	0.00331532	0.00341564	0.00789952	0.0294927	0.00434854	0.00440964	0.0147662	0.0025583	0.273019	0	0.228851	0.22549	0	0.272639	0.273019	0.228851	0.22549	0.272639	0.866834	0.282682	0.216962	0.217083	0.283273	5	0.999873	0.999968	1.00003	1.00013	1.188749
5190	0	-2544227	-2544242	14.89288	1e+08	0	0.00514019	0.0125901	0.00389547	0.102838	0.00194083	0.0959135	0.0400648	0.114881	0.736998	0.00338397	0.00795186	0.0150213	0.00762354	0.00735608	0.00266955	0.00431417	0.0290187	0.272716	0	0.228977	0.22708	0	0.271228	0.272716	0.228977	0.22708	0.271228	1.801955	0.282827	0.21701	0.216963	0.283199	5	0.999873	0.999968	1.00003	1.00013	1.191602
5191	1	-2544900	-2544917	16.63215	1e+08	0	0.0125407	0.0126848	0.00412821	0.102878	0.00204324	0.0945821	0.0403011	0.115955	0.736692	0.00335594	0.00340877	0.00762499	0.0292795	0.00433783	0.00450637	0.0147759	0.00259438	0.272337	0	0.229791	0.225374	0	0.272498	0.272337	0.229791	0.225374	0.272498	0.06180325	0.284397	0.216581	0.216247	0.282775	5	0.999873	0.999968	1.00003	1.00013	1.191689
5192	0	-2544242	-2544240	-2.831236	9.834505e+07	1	0.00513745	0.012533	0.00372783	0.102735	0.00214628	0.094565	0.0396137	0.115226	0.733207	0.00340772	0.00762465	0.0145812	0.00790283	0.00716068	0.00263712	0.00439557	0.0299402	0.272427	0	0.229068	0.22717	0	0.271335	0.272427	0.229068	0.22717	0.271335	1.155998	0.282827	0.21701	0.216963	0.283199	5	0.999872	0.999967	1.00003	1.00013	1.186541
5193	1	-2544900	-2544916	16.26597	1e+08	0	0.0125607	0.012869	0.00404652	0.102695	0.0019044	0.0949302	0.0398443	0.115411	0.736258	0.00332127	0.00323733	0.00777762	0.0295273	0.00455829	0.00428681	0.0149298	0.00270203	0.272495	0	0.229345	0.225504	0	0.272656	0.272495	0.229345	0.225504	0.272656	0.4362856	0.282667	0.217072	0.216784	0.283478	5	0.999873	0.999968	1.00003	1.00013	1.19086
5194	0	-2544236	-2544234	-1.967877	3.483712e+07	1	0.00518072	0.0127183	0.0037089	0.102195	0.00198711	0.094565	0.0396982	0.114635	0.733862	0.00335763	0.00764851	0.0147638	0.0077765	0.00739288	0.0025742	0.00441502	0.0290205	0.272389	0	0.230032	0.22458	0	0.272998	0.272389	0.230032	0.22458	0.272998	0.3030487	0.282676	0.21743	0.216847	0.283047	5	0.999785	0.999945	1.00006	1.00022	1.1855
5195	1	-2544917	-2544914	-3.235631	9.365997e+07	1	0.0121968	0.0127476	0.00384738	0.103293	0.0020723	0.0943622	0.0403454	0.115497	0.735132	0.00331055	0.00380621	0.0076591	0.0295303	0.00436694	0.00455561	0.0144514	0.00258683	0.272495	0	0.229345	0.225504	0	0.272656	0.272495	0.229345	0.225504	0.272656	1.528202	0.282786	0.216741	0.216875	0.283598	5	0.999869	0.999967	1.00003	1.00013	1.18976
5196	0	-2544220	-2544237	16.28443	1e+08	0	0.00517549	0.0126188	0.00386242	0.102195	0.00197362	0.0944835	0.0401311	0.115211	0.734735	0.0030699	0.00762141	0.0148693	0.00797145	0.00730877	0.00253061	0.00446244	0.0295303	0.272589	0	0.229467	0.224745	0	0.273199	0.272589	0.229467	0.224745	0.273199	0.4489254	0.282676	0.21743	0.216847	0.283047	5	0.999873	0.999968	1.00003	1.00013	1.18775
5197	1	-2544900	-2544914	13.51412	1e+08	0	0.0122199	0.0125669	0.00391122	0.102172	0.00214465	0.0956233	0.0403112	0.116031	0.733121	0.00337348	0.00350521	0.00769465	0.0296072	0.00440026	0.00446826	0.0147467	0.00260997	0.27209	0	0.230523	0.224716	0	0.272671	0.27209	0.230523	0.224716	0.272671	3.211669	0.282786	0.216741	0.216875	0.283598	5	0.999873	0.999968	1.00003	1.00013	1.188507
5198	0	-2544226	-2544241	14.60858	1e+08	0	0.00497206	0.0127085	0.00389686	0.103399	0.00223459	0.0950766	0.0396055	0.116479	0.733563	0.00326927	0.00765053	0.0150898	0.00796606	0.00739911	0.00261031	0.00453506	0.0294487	0.270644	0	0.230639	0.226036	0	0.272681	0.270644	0.230639	0.226036	0.272681	2.103238	0.282676	0.21743	0.216847	0.283047	5	0.999873	0.999968	1.00003	1.00013	1.189903
5199	1	-2544894	-2544911	16.3793	1e+08	0	0.0121499	0.012756	0.00372385	0.102524	0.00205286	0.0953142	0.0400026	0.115479	0.734878	0.00333479	0.00358292	0.00807254	0.0294899	0.00403262	0.00441478	0.0145753	0.00260997	0.272442	0	0.23004	0.225419	0	0.272099	0.272442	0.23004	0.225419	0.272099	0.3416164	0.282469	0.216939	0.217313	0.28328	5	0.999873	0.999968	1.00003	1.00013	1.188993
5200	0	-2544218	-2544233	14.99552	1e+08	0	0.00516132	0.0124854	0.00374619	0.102555	0.00204646	0.0947664	0.040243	0.115579	0.735727	0.00332892	0.00749664	0.0146911	0.00788049	0.00746295	0.0025624	0.00457088	0.0292292	0.270841	0	0.230808	0.225471	0	0.27288	0.270841	0.230808	0.225471	0.27288	1.720008	0.2829	0.216808	0.217019	0.283273	5	0.999873	0.999968	1.00003	1.00013	1.189532
5201	1	-2544895	-2544911	15.91977	1e+08	0	0.0120889	0.0129466	0.00390946	0.102386	0.00215303	0.094861	0.0401975	0.11551	0.734574	0.00327582	0.00343698	0.00795522	0.0292651	0.00434973	0.00429166	0.0147067	0.00266813	0.272422	0	0.230097	0.225402	0	0.272079	0.272422	0.230097	0.225402	0.272079	0.8053249	0.283039	0.216766	0.21714	0.283055	5	0.999873	0.999968	1.00003	1.00013	1.188576
5202	0	-2544221	-2544237	16.26438	1e+08	0	0.00520692	0.0126582	0.00379242	0.103129	0.00216358	0.0954196	0.0399834	0.114554	0.734972	0.00326977	0.00746993	0.0148688	0.00787477	0.00746565	0.0025885	0.00431829	0.029761	0.270841	0	0.230808	0.225471	0	0.27288	0.270841	0.230808	0.225471	0.27288	0.4515141	0.283139	0.21699	0.21636	0.283511	5	0.999873	0.999968	1.00003	1.00013	1.189496
5203	1	-2544915	-2544913	-1.778701	8.658835e+07	1	0.0124454	0.012655	0.00398931	0.102798	0.00205481	0.0948129	0.0399508	0.115643	0.733688	0.00343011	0.00394541	0.00771731	0.0292355	0.00389269	0.00464091	0.0145676	0.00255114	0.271819	0	0.228949	0.226331	0	0.2729	0.271819	0.228949	0.226331	0.2729	0.08869715	0.283086	0.216752	0.217126	0.283036	5	0.999863	0.999966	1.00003	1.00014	1.188017
5204	0	-2544221	-2544238	16.47582	1e+08	0	0.00535893	0.0125827	0.00400032	0.103107	0.00206887	0.0952555	0.0401572	0.115207	0.733848	0.00330705	0.00772969	0.0148481	0.00754306	0.0073122	0.00269248	0.00439335	0.0294605	0.270164	0	0.228354	0.228058	0	0.273425	0.270164	0.228354	0.228058	0.273425	0.2463065	0.283248	0.216957	0.216443	0.283353	5	0.999873	0.999968	1.00003	1.00013	1.188873
5205	1	-2544911	-2544908	-2.830494	3.539819e+07	1	0.012417	0.0128536	0.00383428	0.102575	0.00203119	0.0948375	0.0399692	0.114788	0.732743	0.00335157	0.00356803	0.00774397	0.0294545	0.00439601	0.00439713	0.0147192	0.00265343	0.271654	0	0.229418	0.226194	0	0.272734	0.271654	0.229418	0.226194	0.272734	1.157347	0.282881	0.216776	0.216968	0.283375	5	0.999786	0.999945	1.00005	1.00021	1.186332
5206	0	-2544225	-2544239	14.504	1e+08	0	0.00513259	0.0125353	0.00385855	0.102754	0.00207626	0.0951191	0.0399537	0.114762	0.733469	0.00340794	0.00811169	0.0148481	0.00795852	0.00745555	0.00257929	0.00435475	0.0296971	0.271378	0	0.228345	0.22751	0	0.272768	0.271378	0.228345	0.22751	0.272768	2.226117	0.283579	0.215997	0.216739	0.283685	5	0.999873	0.999968	1.00003	1.00013	1.188073
5207	1	-2544894	-2544910	15.46624	1e+08	0	0.0122804	0.0126605	0.00393539	0.103025	0.0020436	0.0954371	0.0401578	0.115316	0.73337	0.00327769	0.00365478	0.00808701	0.0295709	0.00430573	0.00444935	0.0149085	0.00263806	0.27137	0	0.229178	0.227002	0	0.272449	0.27137	0.229178	0.227002	0.272449	1.253436	0.282948	0.216828	0.21702	0.283204	5	0.999873	0.999968	1.00003	1.00013	1.189118
5208	0	-2544217	-2544233	16.21633	1e+08	0	0.00489277	0.012781	0.00370747	0.102431	0.00207214	0.095255	0.0397363	0.115148	0.732098	0.00330528	0.00783448	0.0149319	0.00793539	0.00723961	0.00264366	0.00444857	0.0292701	0.271518	0	0.229059	0.227005	0	0.272417	0.271518	0.229059	0.227005	0.272417	0.5372165	0.283571	0.216019	0.216733	0.283677	5	0.999873	0.999968	1.00003	1.00013	1.185731
5209	1	-2544914	-2544911	-2.947681	2.138774e+07	1	0.0124617	0.0127763	0.00380577	0.10211	0.00205474	0.09513	0.03981	0.114965	0.73482	0.00321302	0.00381871	0.00777938	0.0292005	0.00412836	0.00451573	0.0147429	0.00254596	0.27354	0	0.229877	0.22546	0	0.271123	0.27354	0.229877	0.22546	0.271123	1.259073	0.283254	0.21617	0.217255	0.283321	5	0.999725	0.99993	1.00007	1.00027	1.187878
5210	0	-2544217	-2544233	16.28359	1e+08	0	0.00492066	0.0127459	0.00373672	0.102481	0.00209309	0.0949007	0.0399221	0.115533	0.734629	0.00320019	0.00765992	0.0149772	0.00789158	0.00735863	0.00254824	0.00446429	0.0292598	0.271741	0	0.229247	0.226092	0	0.27292	0.271741	0.229247	0.226092	0.27292	0.444035	0.283447	0.215925	0.216638	0.28399	5	0.999873	0.999968	1.00003	1.00013	1.188323
5211	1	-2544910	-2544926	16.28652	1e+08	0	0.0120693	0.012468	0.00396242	0.10331	0.00200549	0.0945875	0.0401561	0.115023	0.730439	0.00351342	0.0037089	0.00793063	0.0292557	0.00420505	0.00425478	0.0150908	0.00273543	0.274009	0	0.228556	0.225847	0	0.271588	0.274009	0.228556	0.225847	0.271588	0.4771796	0.28302	0.215706	0.216788	0.284487	5	0.999873	0.999968	1.00003	1.00013	1.184715
5212	0	-2544247	-2544244	-3.200012	4.333734e+07	1	0.00500287	0.0126134	0.00395604	0.102084	0.00216158	0.0949105	0.0396466	0.114519	0.730934	0.0031726	0.00758423	0.0153378	0.00767713	0.00748793	0.00270631	0.00422179	0.029408	0.271741	0	0.229247	0.226092	0	0.27292	0.271741	0.229247	0.226092	0.27292	1.555947	0.282781	0.216952	0.216482	0.283786	5	0.999807	0.99995	1.00005	1.00019	1.183423
5213	1	-2544907	-2544922	14.7816	1e+08	0	0.0125117	0.012732	0.00399264	0.101954	0.00208	0.0957404	0.0405403	0.115805	0.734186	0.00322158	0.0034108	0.00781894	0.0285908	0.00431904	0.00453249	0.0146743	0.00265498	0.273541	0	0.229874	0.225461	0	0.271124	0.273541	0.229874	0.225461	0.271124	1.94159	0.282658	0.215498	0.217629	0.284214	5	0.999873	0.999968	1.00003	1.00013	1.188766
5214	0	-2544237	-2544233	-3.652128	8363616	1	0.00519938	0.0129159	0.00385763	0.102228	0.00209087	0.095222	0.040618	0.114779	0.732787	0.00328737	0.00773741	0.0147555	0.00800399	0.00736871	0.00255753	0.00449252	0.0292333	0.271519	0	0.229875	0.225907	0	0.272698	0.271519	0.229875	0.225907	0.272698	1.970956	0.283286	0.217339	0.216869	0.282506	5	0.999561	0.999888	1.00011	1.00044	1.187134
5215	1	-2544933	-2544928	-5.104138	1.935746e+07	1	0.0126223	0.0128879	0.0038757	0.103213	0.00208885	0.0948197	0.0412756	0.115487	0.738573	0.00317599	0.00340746	0.00794578	0.0295339	0.00455527	0.00450402	0.0145227	0.00259614	0.273411	0	0.23024	0.225354	0	0.270995	0.273411	0.23024	0.225354	0.270995	3.343469	0.28253	0.215853	0.217531	0.284085	5	0.999711	0.999926	1.00007	1.00029	1.195084
5216	0	-2544215	-2544231	16.06082	1e+08	0	0.0054321	0.0127349	0.00384637	0.102718	0.0020482	0.0951621	0.0400959	0.115199	0.733365	0.0033841	0.00763673	0.0149714	0.00751152	0.00736224	0.00264484	0.0044669	0.0297608	0.27149	0	0.230093	0.225722	0	0.272696	0.27149	0.230093	0.225722	0.272696	0.6666255	0.282977	0.217102	0.216632	0.283289	5	0.999873	0.999968	1.00003	1.00013	1.18834
5217	1	-2544916	-2544912	-4.13973	2.953994e+07	1	0.0123252	0.0125903	0.00401198	0.102581	0.00204139	0.0950376	0.0399095	0.11463	0.736012	0.00322692	0.00365935	0.00782573	0.0292907	0.00407785	0.00444403	0.0147388	0.00250663	0.273411	0	0.23024	0.225354	0	0.270995	0.273411	0.23024	0.225354	0.270995	2.440814	0.282374	0.217174	0.217134	0.283318	5	0.999766	0.99994	1.00006	1.00023	1.188909
5218	0	-2544221	-2544236	15.18722	1e+08	0	0.00502178	0.0125521	0.00417413	0.101878	0.00194553	0.094866	0.0403048	0.115279	0.734172	0.00326665	0.00763673	0.0148371	0.00791626	0.00718279	0.00265461	0.0044186	0.0290024	0.271486	0	0.230089	0.225732	0	0.272692	0.271486	0.230089	0.225732	0.272692	1.552554	0.282795	0.216963	0.217254	0.282988	5	0.999873	0.999968	1.00003	1.00013	1.187108
5219	1	-2544902	-2544918	16.22405	1e+08	0	0.0121838	0.0126594	0.00395123	0.101869	0.00197546	0.0947742	0.0404633	0.115361	0.738988	0.00332821	0.00347401	0.007925	0.0289155	0.00449797	0.00444403	0.0144275	0.00267391	0.273411	0	0.23024	0.225354	0	0.270995	0.273411	0.23024	0.225354	0.270995	0.4676728	0.283025	0.216516	0.217166	0.283293	5	0.999873	0.999968	1.00003	1.00013	1.191912
5220	0	-2544240	-2544238	-1.763094	4.585565e+07	1	0.00483616	0.012569	0.00390542	0.102822	0.00205958	0.0953479	0.0405833	0.116066	0.735823	0.00318102	0.00751454	0.0148371	0.00807021	0.00748211	0.00260902	0.00456182	0.0288368	0.271305	0	0.230325	0.225707	0	0.272663	0.271305	0.230325	0.225707	0.272663	0.04221623	0.282724	0.217161	0.217199	0.282916	5	0.999812	0.999952	1.00005	1.00019	1.191105
5221	1	-2544896	-2544912	16.56246	1e+08	0	0.012141	0.0124634	0.00377759	0.10297	0.00215458	0.0949424	0.0396702	0.115809	0.735826	0.00331339	0.00349138	0.00789568	0.0293239	0.00443064	0.00444983	0.0145234	0.0025419	0.272815	0	0.230208	0.22537	0	0.271606	0.272815	0.230208	0.22537	0.271606	0.1511427	0.283025	0.216516	0.217166	0.283293	5	0.999873	0.999968	1.00003	1.00013	1.189725
5222	0	-2544238	-2544236	-1.748873	5.600143e+07	1	0.00528497	0.0125515	0.0039302	0.102752	0.00210038	0.0953479	0.039854	0.114592	0.732765	0.00325961	0.00760166	0.01473	0.0077585	0.00767807	0.00255928	0.00444542	0.0286711	0.271305	0	0.230325	0.225707	0	0.272663	0.271305	0.230325	0.225707	0.272663	0.08022135	0.282737	0.217172	0.217162	0.282929	5	0.99983	0.999956	1.00004	1.00017	1.185882
5223	1	-2544917	-2544915	-1.767565	6.563417e+07	1	0.0122846	0.012528	0.00375895	0.102299	0.00197891	0.0953071	0.0405416	0.115848	0.735699	0.00336445	0.00354214	0.00774242	0.0289932	0.00435075	0.00456616	0.0145731	0.00252859	0.272669	0	0.23062	0.22525	0	0.271461	0.272669	0.23062	0.22525	0.271461	0.05867864	0.282731	0.21733	0.21694	0.282999	5	0.999843	0.99996	1.00004	1.00016	1.189906
5224	0	-2544235	-2544233	-1.71767	7.603177e+07	1	0.00525328	0.0126048	0.00387248	0.102279	0.00204027	0.0952144	0.0405261	0.114766	0.732573	0.00325496	0.00771667	0.0149574	0.00760867	0.00739931	0.00266315	0.00453348	0.0294568	0.272572	0	0.229837	0.225476	0	0.272115	0.272572	0.229837	0.225476	0.272115	0.04064685	0.282016	0.21739	0.217381	0.283214	5	0.999855	0.999962	1.00004	1.00015	1.186719
5225	1	-2544900	-2544916	15.65169	1e+08	0	0.0123008	0.0126994	0.00386965	0.102293	0.00215792	0.095459	0.0400732	0.116252	0.734047	0.00315729	0.0036713	0.00779588	0.0296239	0.00439068	0.00458179	0.0147253	0.00257876	0.271363	0	0.229516	0.226029	0	0.273092	0.271363	0.229516	0.226029	0.273092	1.062387	0.283605	0.216774	0.217193	0.282427	5	0.999873	0.999968	1.00003	1.00013	1.189677
5226	0	-2544220	-2544236	16.39991	1e+08	0	0.00533196	0.0124366	0.00386034	0.102833	0.00204027	0.0953794	0.0400738	0.114272	0.734783	0.00336135	0.00747076	0.0149434	0.00803879	0.00722187	0.00264994	0.00441391	0.0293948	0.272	0	0.229822	0.224743	0	0.273435	0.272	0.229822	0.224743	0.273435	0.3258841	0.282426	0.216957	0.217391	0.283226	5	0.999873	0.999968	1.00003	1.00013	1.188506
5227	1	-2544912	-2544910	-1.993921	9.243395e+07	1	0.0122176	0.012641	0.00399598	0.102828	0.00189991	0.0953293	0.0398452	0.115043	0.734047	0.00328864	0.00358588	0.00782217	0.0295061	0.0041746	0.00457117	0.0148757	0.00262733	0.272372	0	0.229198	0.225716	0	0.272714	0.272372	0.229198	0.225716	0.272714	0.3011118	0.283183	0.216451	0.216869	0.283496	5	0.999868	0.999966	1.00004	1.00013	1.188298
5228	0	-2544216	-2544232	16.31736	1e+08	0	0.00506957	0.0128457	0.00373469	0.102163	0.00204034	0.0954805	0.039903	0.115445	0.732104	0.00330088	0.00777025	0.0148039	0.00781363	0.00749368	0.0025677	0.00447894	0.0296421	0.272491	0	0.230237	0.225895	0	0.271377	0.272491	0.230237	0.225895	0.271377	0.4269208	0.28236	0.216907	0.21688	0.283852	5	0.999873	0.999968	1.00003	1.00013	1.186657
5229	1	-2544897	-2544911	14.60739	1e+08	0	0.0121401	0.0126759	0.00394433	0.101925	0.00208069	0.0949142	0.0398378	0.116347	0.734199	0.00330131	0.00358588	0.00781602	0.0294057	0.00434011	0.00450854	0.0147031	0.00260517	0.272339	0	0.22917	0.225812	0	0.27268	0.272339	0.22917	0.225812	0.27268	2.120155	0.282371	0.216697	0.217115	0.283817	5	0.999873	0.999968	1.00003	1.00013	1.18833
5230	0	-2544238	-2544234	-3.69207	1.938945e+07	1	0.00520534	0.012716	0.00387118	0.103282	0.0020317	0.0948575	0.0400176	0.114981	0.732157	0.00340605	0.00748311	0.0147578	0.00780246	0.00748347	0.00256144	0.00456156	0.0292251	0.272989	0	0.228829	0.226308	0	0.271873	0.272989	0.228829	0.226308	0.271873	2.018238	0.283143	0.215651	0.217085	0.284121	5	0.999711	0.999926	1.00007	1.00029	1.1864
