Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
3747	1	-2544218	-2544237	19.04968	0.00502245	0.0128905	0.00394064	0.102278	0.00220674	0.0954097	0.0401288	0.115032	0.731996	0.00324803	0.0076419	0.0294638	0.00795018	0.00441426	0.00244079	0.00741237	0.0149006	0.27242	0	0.228503	0.226613	0	0.272464	0.27242	0.228503	0.226613	0.272464	0.283032	0.216103	0.216602	0.284262
3748	0	-2544507	-2544526	18.9893	0.00560209	0.0127483	0.00428563	0.101423	0.00205683	0.0940722	0.0404513	0.118311	0.736364	0.00346981	0.00759562	0.00411895	0.0348952	0.00442081	0.00258817	0.00459943	0.0154112	0.271471	0	0.230901	0.225892	0	0.271735	0.271471	0.230901	0.225892	0.271735	0.283521	0.216983	0.217093	0.282403
3749	1	-2544218	-2544237	19.05955	0.00509828	0.0126072	0.00388516	0.102555	0.00210067	0.0944441	0.0401876	0.115556	0.731638	0.00335785	0.00745229	0.0296865	0.00770502	0.00417572	0.00251434	0.00740004	0.0150256	0.271951	0	0.230004	0.226144	0	0.271901	0.271951	0.230004	0.226144	0.271901	0.283162	0.216202	0.216701	0.283934
3750	0	-2544494	-2544513	18.99682	0.00557437	0.0126767	0.00432069	0.101978	0.00206178	0.0939398	0.0400526	0.117993	0.736499	0.00332272	0.00790285	0.00428149	0.0339413	0.00444341	0.00258725	0.00443971	0.0156464	0.271194	0	0.230122	0.225614	0	0.27307	0.271194	0.230122	0.225614	0.27307	0.283521	0.216983	0.217093	0.282403
3751	1	-2544217	-2544236	19.05913	0.00503988	0.0127501	0.0039312	0.102316	0.00204185	0.0942845	0.0406954	0.114949	0.732281	0.00325162	0.00779535	0.0289672	0.00783903	0.00452465	0.00255352	0.00737916	0.0148295	0.27176	0	0.228159	0.226844	0	0.273237	0.27176	0.228159	0.226844	0.273237	0.283162	0.216202	0.216701	0.283934
3752	0	-2544494	-2544513	19.023	0.00555687	0.0126994	0.00437535	0.102368	0.00208667	0.0944173	0.0403261	0.117752	0.732259	0.00337048	0.00762157	0.00434588	0.0344007	0.00430727	0.00263158	0.00452221	0.016003	0.271173	0	0.229717	0.225598	0	0.273512	0.271173	0.229717	0.225598	0.273512	0.283677	0.216967	0.216798	0.282559
3753	1	-2544211	-2544230	19.04968	0.00517601	0.0127434	0.00382666	0.102791	0.00202246	0.0952521	0.0400001	0.115116	0.732495	0.00327752	0.00762213	0.029231	0.00763469	0.00440896	0.0026187	0.00738652	0.0147741	0.272764	0	0.228752	0.226559	0	0.271926	0.272764	0.228752	0.226559	0.271926	0.282962	0.216229	0.216728	0.284081
3754	0	-2544494	-2544513	19.03456	0.00579434	0.0127289	0.00435581	0.102468	0.00193105	0.0946835	0.0399747	0.118509	0.731005	0.00332859	0.00741726	0.0044401	0.0340083	0.00420541	0.00269379	0.00453639	0.0158073	0.271483	0	0.229979	0.226957	0	0.27158	0.271483	0.229979	0.226957	0.27158	0.282506	0.217008	0.21684	0.283646
3755	1	-2544216	-2544235	18.99556	0.00487518	0.0126815	0.00370201	0.102961	0.00200697	0.0950368	0.0397613	0.115834	0.737161	0.00329116	0.00757491	0.0295005	0.00813738	0.00448424	0.00267177	0.00728735	0.0148212	0.273113	0	0.229044	0.225817	0	0.272025	0.273113	0.229044	0.225817	0.272025	0.283149	0.216372	0.216871	0.283609
3756	0	-2544492	-2544511	19.02996	0.00572164	0.0127443	0.00454188	0.101875	0.0020626	0.0941918	0.0404838	0.117847	0.732803	0.00331946	0.00750011	0.00436763	0.0336849	0.00434465	0.00269914	0.00449276	0.0156684	0.272722	0	0.230163	0.225319	0	0.271796	0.272722	0.230163	0.225319	0.271796	0.282506	0.217008	0.21684	0.283646
3757	1	-2544216	-2544235	19.02299	0.00489423	0.0126438	0.00371574	0.103369	0.00199784	0.0947772	0.0401607	0.115479	0.733791	0.00324644	0.00763306	0.0296353	0.008084	0.00465384	0.00266865	0.00722944	0.0150654	0.271108	0	0.229676	0.22644	0	0.272776	0.271108	0.229676	0.22644	0.272776	0.282777	0.216866	0.216465	0.283892
3758	0	-2544491	-2544510	19.02704	0.00556164	0.0125958	0.00435251	0.101276	0.00199648	0.0945924	0.0398759	0.118047	0.733929	0.00323782	0.00743084	0.00440005	0.0339519	0.00440166	0.00262522	0.00437781	0.0159884	0.272781	0	0.230144	0.2253	0	0.271774	0.272781	0.230144	0.2253	0.271774	0.282506	0.217008	0.21684	0.283646
3759	1	-2544217	-2544236	19.03069	0.00527058	0.0129522	0.00396282	0.103192	0.00205563	0.0949272	0.040009	0.114629	0.734028	0.00321333	0.00752229	0.0292681	0.00770931	0.00439261	0.00264295	0.00767209	0.0148273	0.272694	0	0.229395	0.226257	0	0.271654	0.272694	0.229395	0.226257	0.271654	0.283109	0.215946	0.21672	0.284226
3760	0	-2544493	-2544512	19.01885	0.00557306	0.0124234	0.00435616	0.101739	0.00197455	0.0943045	0.0400563	0.119649	0.73363	0.00325681	0.00748581	0.00436092	0.0337977	0.00436538	0.00261165	0.00448749	0.0153867	0.272152	0	0.229979	0.226289	0	0.27158	0.272152	0.229979	0.226289	0.27158	0.282778	0.217103	0.216934	0.283185
3761	1	-2544217	-2544236	19.05706	0.00499668	0.0126633	0.00371189	0.102608	0.00205425	0.0944445	0.0401191	0.115263	0.731186	0.0034485	0.00795039	0.0296502	0.00814142	0.00437602	0.00258295	0.00746421	0.0149775	0.27189	0	0.229649	0.226507	0	0.271954	0.27189	0.229649	0.226507	0.271954	0.283596	0.216318	0.217093	0.282993
3762	0	-2544504	-2544523	19.0185	0.00578779	0.0125698	0.00452233	0.101354	0.00213593	0.0947922	0.0399036	0.118338	0.734311	0.00346378	0.00752751	0.00420538	0.0340004	0.00425448	0.00232074	0.00454123	0.0154653	0.272138	0	0.229968	0.225775	0	0.27212	0.272138	0.229968	0.225775	0.27212	0.282778	0.217103	0.216934	0.283185
3763	1	-2544217	-2544236	19.03089	0.00515415	0.0126919	0.00398067	0.102569	0.00191184	0.0948719	0.0402284	0.116128	0.733521	0.0032287	0.00741704	0.0294121	0.00795767	0.00442363	0.00260814	0.00729143	0.0148602	0.272134	0	0.229855	0.225814	0	0.272198	0.272134	0.229855	0.225814	0.272198	0.283832	0.216498	0.217274	0.282396
3764	0	-2544493	-2544512	19.03448	0.00550207	0.0126391	0.00440916	0.101454	0.00203216	0.0941493	0.0396431	0.118309	0.732977	0.0032156	0.00749481	0.00423838	0.034391	0.00433608	0.0026748	0.00442433	0.0160063	0.272271	0	0.229591	0.225885	0	0.272253	0.272271	0.229591	0.225885	0.272253	0.282461	0.216966	0.217131	0.283441
3765	1	-2544215	-2544234	19.02149	0.00524936	0.0127792	0.0038656	0.10254	0.00202089	0.0950064	0.0402796	0.115487	0.734588	0.00317518	0.00742599	0.0299441	0.00784496	0.00440954	0.00258224	0.00714311	0.0148539	0.271471	0	0.229511	0.22627	0	0.272748	0.271471	0.229511	0.22627	0.272748	0.283523	0.216437	0.217037	0.283003
3766	0	-2544505	-2544524	19.04017	0.0055038	0.0129485	0.00418876	0.100671	0.00204791	0.0936221	0.0399029	0.119313	0.733001	0.00328056	0.00726701	0.0045514	0.0338438	0.00444891	0.00274713	0.00440131	0.0155881	0.272697	0	0.228384	0.226239	0	0.272679	0.272697	0.228384	0.226239	0.272679	0.283638	0.21698	0.216165	0.283218
3767	1	-2544218	-2544237	19.02847	0.00509059	0.0126145	0.00385663	0.102402	0.00188063	0.0954586	0.0405388	0.114484	0.734084	0.00335223	0.00779498	0.0295675	0.00810778	0.00459255	0.00261186	0.00736761	0.0146916	0.271907	0	0.22988	0.226642	0	0.271571	0.271907	0.22988	0.226642	0.271571	0.283545	0.216376	0.217054	0.283025
3768	0	-2544493	-2544512	19.04081	0.00568474	0.0126208	0.0044785	0.101954	0.00201966	0.0947184	0.0395367	0.118411	0.731581	0.00340944	0.00755618	0.00432221	0.0338792	0.00421027	0.00260623	0.00450174	0.0157724	0.272351	0	0.228968	0.226348	0	0.272333	0.272351	0.228968	0.226348	0.272333	0.283246	0.21668	0.217247	0.282827
3769	1	-2544216	-2544235	19.05028	0.00534565	0.0124987	0.00378784	0.102621	0.00202404	0.0945373	0.0406964	0.114909	0.732493	0.00326293	0.00740433	0.0296716	0.00764677	0.00454162	0.00255637	0.00745009	0.0148692	0.271907	0	0.22988	0.226642	0	0.271571	0.271907	0.22988	0.226642	0.271571	0.283545	0.216376	0.217054	0.283025
3770	0	-2544503	-2544522	19.05548	0.00548633	0.0126365	0.00430263	0.101517	0.00193198	0.0944971	0.0404486	0.118806	0.72933	0.00306523	0.00733586	0.0042823	0.0343844	0.00456788	0.00267781	0.00451158	0.0160148	0.271063	0	0.229678	0.227051	0	0.272208	0.271063	0.229678	0.227051	0.272208	0.282841	0.217212	0.216936	0.283011
3771	1	-2544218	-2544237	19.0239	0.0049928	0.0127649	0.00396992	0.102664	0.00216256	0.0942912	0.0402366	0.115848	0.733844	0.00342994	0.00787436	0.0292208	0.00803464	0.00443435	0.00255217	0.00753898	0.0150948	0.272719	0	0.229623	0.226389	0	0.271268	0.272719	0.229623	0.226389	0.271268	0.282611	0.216645	0.217323	0.283422
3772	0	-2544489	-2544508	19.04602	0.0057848	0.0127038	0.00426571	0.10121	0.00197466	0.0945465	0.0398515	0.118282	0.73219	0.00328117	0.00742379	0.00439617	0.0336853	0.00432368	0.00266296	0.00443613	0.0157236	0.271337	0	0.230129	0.226102	0	0.272432	0.271337	0.230129	0.226102	0.272432	0.282959	0.217176	0.2169	0.282964
3773	1	-2544218	-2544237	19.00917	0.00488234	0.0126657	0.00380215	0.102737	0.00197997	0.0945026	0.0398719	0.115104	0.736674	0.0032623	0.00798128	0.0293894	0.00808687	0.00462838	0.00255265	0.00737113	0.0149358	0.270807	0	0.229728	0.22629	0	0.273175	0.270807	0.229728	0.22629	0.273175	0.282721	0.217343	0.217042	0.282894
3774	0	-2544490	-2544509	19.03016	0.00555401	0.0125629	0.00439037	0.101745	0.00201613	0.0949911	0.040139	0.11835	0.732021	0.00332651	0.00760095	0.0043017	0.0342007	0.00426587	0.00261415	0.00449263	0.0157553	0.272064	0	0.230079	0.224695	0	0.273162	0.272064	0.230079	0.224695	0.273162	0.282959	0.217176	0.2169	0.282964
3775	1	-2544211	-2544230	19.0402	0.00510546	0.0125793	0.00393561	0.102625	0.00200487	0.0948204	0.0398596	0.1149	0.734114	0.00323641	0.00777841	0.0291113	0.00792978	0.00441874	0.00266228	0.00741095	0.014832	0.270942	0	0.229344	0.226403	0	0.273312	0.270942	0.229344	0.226403	0.273312	0.282818	0.217072	0.217117	0.282992
3776	0	-2544493	-2544512	19.02366	0.00575202	0.0126053	0.00427959	0.101093	0.00213592	0.094446	0.0406121	0.118468	0.733382	0.00327173	0.00747598	0.00434823	0.0342936	0.00444509	0.00254433	0.00433671	0.0154887	0.272862	0	0.22988	0.225254	0	0.272003	0.272862	0.22988	0.225254	0.272003	0.282754	0.217224	0.216994	0.283027
3777	1	-2544216	-2544235	19.04309	0.00494208	0.012783	0.00374348	0.102178	0.00203246	0.095009	0.0401758	0.11593	0.732725	0.00328143	0.00743069	0.0291933	0.0078215	0.00459078	0.00262066	0.00758973	0.0149873	0.271042	0	0.229355	0.226189	0	0.273413	0.271042	0.229355	0.226189	0.273413	0.283269	0.216481	0.216807	0.283443
3778	0	-2544497	-2544516	19.07987	0.00589422	0.0128243	0.00430061	0.101105	0.00207955	0.0942111	0.0398422	0.117529	0.729738	0.00318758	0.00717418	0.0044619	0.03377	0.00437702	0.00265768	0.00456509	0.0156384	0.270722	0	0.229394	0.227213	0	0.272671	0.270722	0.229394	0.227213	0.272671	0.282565	0.217079	0.21685	0.283506
3779	1	-2544211	-2544230	19.06351	0.00496315	0.0124907	0.00389441	0.102767	0.00207536	0.0949382	0.0400715	0.114753	0.731345	0.00330385	0.00754787	0.0293986	0.00792885	0.00450838	0.00261084	0.00757012	0.0148258	0.27144	0	0.229692	0.226742	0	0.272126	0.27144	0.229692	0.226742	0.272126	0.283344	0.216361	0.216778	0.283518
3780	0	-2544496	-2544515	19.01151	0.0054949	0.0124919	0.00455367	0.102262	0.00197301	0.0944467	0.0396764	0.118041	0.734201	0.00335079	0.00752527	0.0045412	0.034433	0.00439538	0.00269072	0.00442054	0.0156942	0.270998	0	0.229628	0.22665	0	0.272724	0.270998	0.229628	0.22665	0.272724	0.282565	0.217079	0.21685	0.283506
3781	1	-2544224	-2544243	19.04613	0.00533247	0.0124893	0.00386464	0.102339	0.0019165	0.0950597	0.0400458	0.114889	0.733466	0.00328187	0.00730462	0.029927	0.00782919	0.0043711	0.00257821	0.00744993	0.014586	0.272157	0	0.228917	0.224978	0	0.273948	0.272157	0.228917	0.224978	0.273948	0.283547	0.215798	0.216934	0.283721
3782	0	-2544494	-2544513	19.01252	0.0058277	0.0127252	0.00419618	0.102243	0.00207791	0.0944567	0.0397579	0.119022	0.733521	0.00331016	0.00736863	0.00429421	0.034169	0.00448211	0.00253019	0.0044603	0.0156485	0.271949	0	0.228427	0.225943	0	0.273681	0.271949	0.228427	0.225943	0.273681	0.282565	0.217079	0.21685	0.283506
3783	1	-2544222	-2544241	19.02371	0.00547883	0.0124412	0.00382986	0.103205	0.00207246	0.0949185	0.0394892	0.115065	0.734971	0.00333033	0.00766738	0.0291487	0.00765678	0.00460664	0.00265445	0.00756513	0.0148723	0.271669	0	0.228856	0.225563	0	0.273912	0.271669	0.228856	0.225563	0.273912	0.283656	0.21588	0.216635	0.28383
3784	0	-2544495	-2544514	19.06441	0.00580512	0.0126991	0.00422483	0.101426	0.00210538	0.0949096	0.0399334	0.118288	0.729508	0.00341593	0.00711464	0.00438739	0.0337117	0.00430286	0.0026456	0.00457912	0.0158467	0.271582	0	0.229931	0.225429	0	0.273058	0.271582	0.229931	0.225429	0.273058	0.282565	0.217079	0.21685	0.283506
3785	1	-2544218	-2544237	19.03472	0.00487093	0.012735	0.0036922	0.101788	0.00211023	0.0948488	0.0402735	0.115143	0.734165	0.00323638	0.00770407	0.0295929	0.00801334	0.00444075	0.00267968	0.00766957	0.0149071	0.271182	0	0.228446	0.226951	0	0.273421	0.271182	0.228446	0.226951	0.273421	0.283502	0.216305	0.216517	0.283676
3786	0	-2544497	-2544516	19.01454	0.0055327	0.0124401	0.00445577	0.102428	0.00195288	0.0940634	0.0398003	0.118467	0.7338	0.00321178	0.00775845	0.00443732	0.0343135	0.00443503	0.00263671	0.00457902	0.0155779	0.271115	0	0.23097	0.225326	0	0.272589	0.271115	0.23097	0.225326	0.272589	0.282453	0.217388	0.216764	0.283394
3787	1	-2544219	-2544238	19.06131	0.0047591	0.0127915	0.00403386	0.102147	0.00218786	0.094703	0.0402536	0.114377	0.732086	0.00321781	0.00792356	0.029127	0.00811746	0.00443464	0.00255356	0.00746757	0.0150319	0.27155	0	0.228826	0.226612	0	0.273012	0.27155	0.228826	0.226612	0.273012	0.283075	0.216661	0.216873	0.283392
3788	0	-2544500	-2544519	19.00059	0.00515828	0.0127656	0.00443951	0.10114	0.0020331	0.0949841	0.0400973	0.118474	0.735143	0.00329443	0.00811105	0.00425602	0.0341092	0.00433726	0.00262349	0.00442621	0.0158921	0.272072	0	0.228257	0.226121	0	0.27355	0.272072	0.228257	0.226121	0.27355	0.283222	0.21681	0.217327	0.282641
3789	1	-2544222	-2544241	19.01678	0.00512272	0.0127125	0.00400621	0.102553	0.00197557	0.0940651	0.0397858	0.115948	0.735851	0.00328248	0.0077318	0.0293542	0.00807797	0.00414636	0.00255667	0.00746222	0.0150343	0.271493	0	0.228987	0.226565	0	0.272955	0.271493	0.228987	0.226565	0.272955	0.283075	0.216661	0.216873	0.283392
3790	0	-2544494	-2544513	19.02593	0.00555336	0.0125396	0.00437152	0.101564	0.00198171	0.0936733	0.0405181	0.117956	0.733785	0.00333488	0.00763258	0.00433257	0.0341961	0.00439786	0.00271537	0.00458488	0.015615	0.272652	0	0.229706	0.225823	0	0.271819	0.272652	0.229706	0.225823	0.271819	0.283222	0.21681	0.217327	0.282641
3791	1	-2544218	-2544237	19.04765	0.00520809	0.0129612	0.00393533	0.101804	0.00216353	0.0945642	0.0400934	0.115708	0.732707	0.00320886	0.00766207	0.0296573	0.00769581	0.00445939	0.00260329	0.00731423	0.0148328	0.271493	0	0.228987	0.226565	0	0.272955	0.271493	0.228987	0.226565	0.272955	0.282664	0.217056	0.217299	0.282981
3792	0	-2544500	-2544519	19.03458	0.00551284	0.0130544	0.00441181	0.101578	0.00201537	0.0945674	0.0394975	0.118092	0.732555	0.00326287	0.00794314	0.00441246	0.0336087	0.00440477	0.00276214	0.004472	0.0157346	0.272762	0	0.229799	0.225914	0	0.271525	0.272762	0.229799	0.225914	0.271525	0.283634	0.216673	0.216641	0.283052
3793	1	-2544215	-2544234	19.04405	0.00511009	0.0125713	0.00379796	0.102834	0.00207614	0.0948228	0.0400607	0.115347	0.733443	0.00323501	0.00754987	0.0294248	0.0076815	0.00432139	0.00267947	0.00717324	0.0148105	0.27218	0	0.229748	0.224658	0	0.273414	0.27218	0.229748	0.224658	0.273414	0.28261	0.217018	0.217445	0.282927
3794	0	-2544498	-2544517	19.04131	0.00543426	0.0125652	0.00443431	0.101983	0.00204962	0.0948138	0.0402639	0.118311	0.730913	0.00346048	0.00758993	0.00434501	0.0336096	0.0042168	0.0026349	0.00435567	0.0162315	0.271466	0	0.230208	0.226317	0	0.272009	0.271466	0.230208	0.226317	0.272009	0.283605	0.21665	0.216722	0.283023
3795	1	-2544221	-2544240	19.05711	0.00502992	0.0126907	0.00377358	0.103041	0.00197358	0.0945715	0.0401207	0.114115	0.732663	0.00322237	0.00806951	0.028956	0.00781917	0.00464096	0.00256943	0.00742668	0.0149494	0.272761	0	0.230144	0.22471	0	0.272384	0.272761	0.230144	0.22471	0.272384	0.282282	0.216766	0.217193	0.28376
3796	0	-2544492	-2544511	19.00988	0.00550438	0.0127538	0.00434597	0.101487	0.00198664	0.094757	0.040045	0.118544	0.735066	0.003209	0.0075992	0.00439901	0.0338931	0.00441057	0.00250267	0.0043278	0.0155249	0.271764	0	0.22891	0.226565	0	0.272761	0.271764	0.22891	0.226565	0.272761	0.283505	0.216522	0.21705	0.282923
3797	1	-2544219	-2544238	19.01479	0.00518494	0.0129604	0.00383529	0.103152	0.00206698	0.095641	0.0401559	0.11468	0.734791	0.00343356	0.00758114	0.0295881	0.00766226	0.00430714	0.00250835	0.00744083	0.0148753	0.272769	0	0.230151	0.224689	0	0.272391	0.272769	0.230151	0.224689	0.272391	0.282282	0.216766	0.217193	0.28376
3798	0	-2544497	-2544516	19.0207	0.00577999	0.0124531	0.00422155	0.100882	0.00205508	0.0951345	0.0402403	0.118109	0.734379	0.00330862	0.00745775	0.00436691	0.0341413	0.00430199	0.00246378	0.0041957	0.0157834	0.271828	0	0.228963	0.226384	0	0.272825	0.271828	0.228963	0.226384	0.272825	0.283342	0.216397	0.216925	0.283336
3799	1	-2544212	-2544231	19.04957	0.00554359	0.0126557	0.00381102	0.103035	0.00205883	0.0947526	0.0401252	0.115014	0.732299	0.00333822	0.00786184	0.0292356	0.00750396	0.00436602	0.0026295	0.00739106	0.0147651	0.271884	0	0.229534	0.22655	0	0.272032	0.271884	0.229534	0.22655	0.272032	0.282945	0.216673	0.217109	0.283273
3800	0	-2544495	-2544514	19.05388	0.0053927	0.0126911	0.00424435	0.101222	0.00210148	0.0947463	0.0400382	0.117714	0.730759	0.00351417	0.0077309	0.00433999	0.0341498	0.00451405	0.00265518	0.00445265	0.0156899	0.271834	0	0.230169	0.225834	0	0.272163	0.271834	0.230169	0.225834	0.272163	0.283036	0.217242	0.216691	0.28303
3801	1	-2544213	-2544232	19.0554	0.00512036	0.0126408	0.00376834	0.10215	0.00203069	0.0945317	0.0398019	0.114924	0.733077	0.00343311	0.00779882	0.0293618	0.00774356	0.00444666	0.00256169	0.00757899	0.0148348	0.273073	0	0.229371	0.225198	0	0.272359	0.273073	0.229371	0.225198	0.272359	0.282945	0.216673	0.217109	0.283273
3802	0	-2544496	-2544515	19.05553	0.00548738	0.0129036	0.00427084	0.10204	0.00193874	0.0938488	0.0400547	0.118874	0.730044	0.00325615	0.00774654	0.00449922	0.0337544	0.00431676	0.0027783	0.00440726	0.0155693	0.271834	0	0.230169	0.225834	0	0.272163	0.271834	0.230169	0.225834	0.272163	0.282927	0.217159	0.216993	0.282921
3803	1	-2544213	-2544232	19.02812	0.00507817	0.0128083	0.00380161	0.102806	0.00204539	0.0952243	0.0405383	0.115209	0.733474	0.00327046	0.00769617	0.0293415	0.00788464	0.00457854	0.00256677	0.00724241	0.0149652	0.272918	0	0.230463	0.224773	0	0.271846	0.272918	0.230463	0.224773	0.271846	0.282945	0.216673	0.217109	0.283273
3804	0	-2544491	-2544510	19.01995	0.0054212	0.0125957	0.00430052	0.101164	0.00202184	0.0948902	0.0403172	0.117977	0.733779	0.00326995	0.00775847	0.00435895	0.034049	0.00449004	0.00261429	0.00459986	0.0157418	0.272043	0	0.230245	0.225339	0	0.272372	0.272043	0.230245	0.225339	0.272372	0.282726	0.217004	0.216839	0.283431
3805	1	-2544219	-2544238	19.03973	0.00522484	0.0124421	0.00367772	0.103274	0.00200548	0.094777	0.0402155	0.114749	0.732587	0.00342943	0.0078235	0.029793	0.007873	0.00440728	0.0026734	0.00756471	0.0148524	0.271967	0	0.22966	0.227474	0	0.270899	0.271967	0.22966	0.227474	0.270899	0.282919	0.216654	0.217057	0.28337
3806	0	-2544492	-2544511	19.01111	0.00561257	0.0128922	0.00427365	0.10101	0.0020107	0.0948148	0.0400573	0.118293	0.734803	0.00329888	0.00751064	0.00434861	0.0342501	0.00455401	0.00253875	0.00439621	0.015568	0.272263	0	0.229623	0.225521	0	0.272592	0.272263	0.229623	0.225521	0.272592	0.282761	0.217194	0.217029	0.283016
3807	1	-2544220	-2544239	19.05678	0.00532871	0.0123411	0.0036802	0.102462	0.00202994	0.0953222	0.0400027	0.115337	0.73163	0.00329408	0.00752691	0.029947	0.00757487	0.00449252	0.00266622	0.00704021	0.0149904	0.272653	0	0.228671	0.226494	0	0.272181	0.272653	0.228671	0.226494	0.272181	0.282838	0.216591	0.216901	0.283671
3808	0	-2544496	-2544515	19.0404	0.00577014	0.0128339	0.00444437	0.101903	0.00192499	0.0943119	0.0395836	0.118771	0.731683	0.00335268	0.00743952	0.00426317	0.0337049	0.00451778	0.00259764	0.00463496	0.0155667	0.271363	0	0.230281	0.22542	0	0.272936	0.271363	0.230281	0.22542	0.272936	0.282567	0.217045	0.217566	0.282822
3809	1	-2544211	-2544230	19.04072	0.00524435	0.0126716	0.0037485	0.102873	0.00197344	0.09478	0.0399596	0.115449	0.733442	0.00327979	0.0077497	0.0293659	0.00764446	0.00447304	0.00259891	0.00731395	0.0147047	0.271278	0	0.230486	0.226295	0	0.271941	0.271278	0.230486	0.226295	0.271941	0.282838	0.216591	0.216901	0.283671
3810	0	-2544497	-2544516	19.04425	0.00561439	0.0127389	0.00425467	0.101441	0.00216817	0.0947032	0.0399763	0.118944	0.730192	0.00326698	0.00773546	0.00428272	0.0346117	0.00435369	0.00261668	0.00448597	0.0155327	0.271408	0	0.230319	0.226707	0	0.271565	0.271408	0.230319	0.226707	0.271565	0.282252	0.216803	0.217323	0.283622
3811	1	-2544215	-2544234	19.07277	0.00485977	0.0125719	0.00396424	0.102389	0.0020239	0.0948722	0.0397117	0.114756	0.731285	0.00323534	0.00789544	0.0292343	0.00800314	0.00442769	0.00262653	0.00738358	0.0148272	0.271278	0	0.230486	0.226295	0	0.271941	0.271278	0.230486	0.226295	0.271941	0.28249	0.216739	0.216907	0.283864
3812	0	-2544496	-2544515	19.06563	0.00571191	0.0125303	0.004281	0.101808	0.0020581	0.0944335	0.0402451	0.118545	0.729205	0.00329307	0.00746523	0.00442612	0.0337173	0.0042487	0.00249064	0.00432193	0.0160005	0.273213	0	0.230141	0.224897	0	0.271749	0.273213	0.230141	0.224897	0.271749	0.282252	0.216803	0.217323	0.283622
3813	1	-2544217	-2544236	19.02364	0.00525467	0.0128008	0.00394951	0.103408	0.00200038	0.0949123	0.0402144	0.114822	0.733525	0.00325721	0.00759225	0.0298891	0.00782128	0.0044596	0.00260674	0.0073915	0.0150752	0.27094	0	0.230199	0.226697	0	0.272164	0.27094	0.230199	0.226697	0.272164	0.283099	0.217206	0.217374	0.282322
3814	0	-2544498	-2544517	19.01593	0.00541297	0.0127072	0.00453255	0.102355	0.00208108	0.0947876	0.0396939	0.119038	0.732852	0.00337575	0.00731791	0.004515	0.034106	0.00443315	0.00267057	0.00433391	0.0155389	0.272335	0	0.230262	0.225779	0	0.271623	0.272335	0.230262	0.225779	0.271623	0.282033	0.216869	0.217389	0.283709
3815	1	-2544221	-2544240	19.03478	0.00512413	0.0128335	0.00373172	0.102297	0.00212855	0.0944196	0.0396323	0.115532	0.735186	0.00320037	0.00763806	0.0292551	0.0077723	0.00445041	0.00277147	0.00734718	0.0145461	0.271793	0	0.230933	0.224241	0	0.273032	0.271793	0.230933	0.224241	0.273032	0.282687	0.217108	0.217108	0.283097
3816	0	-2544499	-2544518	19.05036	0.00545478	0.0126357	0.00444715	0.101773	0.0018869	0.0943181	0.0398144	0.117669	0.732421	0.00317013	0.00757011	0.00451775	0.0337431	0.00441195	0.00261085	0.00425911	0.0156046	0.272335	0	0.230262	0.225779	0	0.271623	0.272335	0.230262	0.225779	0.271623	0.282222	0.216147	0.217535	0.284096
3817	1	-2544212	-2544231	19.01943	0.00505571	0.0126704	0.00394737	0.103098	0.00214783	0.0949714	0.039846	0.114981	0.734679	0.00337473	0.00769254	0.0295612	0.00796461	0.00441995	0.00261498	0.0074327	0.0149437	0.27161	0	0.230183	0.225951	0	0.272255	0.27161	0.230183	0.225951	0.272255	0.282687	0.217108	0.217108	0.283097
3818	0	-2544502	-2544521	19.04303	0.00576473	0.0126222	0.00424666	0.101257	0.00202045	0.0948054	0.0403919	0.118306	0.730135	0.00350873	0.00728771	0.0044316	0.0347774	0.0046096	0.00261114	0.00438019	0.0158836	0.272335	0	0.230262	0.225779	0	0.271623	0.272335	0.230262	0.225779	0.271623	0.283298	0.216151	0.217539	0.283011
3819	1	-2544219	-2544238	19.03409	0.00555214	0.0126379	0.00358245	0.103003	0.0020817	0.0950596	0.0399632	0.115723	0.733403	0.00318323	0.00768095	0.0294372	0.00751105	0.00452913	0.00250726	0.00747501	0.0146052	0.271154	0	0.229602	0.225674	0	0.27357	0.271154	0.229602	0.225674	0.27357	0.282752	0.216927	0.217158	0.283163
3820	0	-2544494	-2544513	19.03378	0.00565009	0.0125974	0.00417516	0.102313	0.00200927	0.0942463	0.040136	0.117713	0.733224	0.00330434	0.0074361	0.00425277	0.0336498	0.00444545	0.00252296	0.00459548	0.0156953	0.272122	0	0.230082	0.224874	0	0.272921	0.272122	0.230082	0.224874	0.272921	0.283144	0.216454	0.217421	0.282981
3821	1	-2544217	-2544236	19.04188	0.00496162	0.0126224	0.00391624	0.102977	0.00194993	0.0957006	0.0398926	0.115633	0.732563	0.00331174	0.00754413	0.0290315	0.00814938	0.00441519	0.0025347	0.00734712	0.0146051	0.271152	0	0.230553	0.226626	0	0.27167	0.271152	0.230553	0.226626	0.27167	0.283142	0.216457	0.217193	0.283208
