Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
3822	0	-2544492	-2544511	19.0369	0.00561964	0.0126463	0.00443755	0.101761	0.00202044	0.0944838	0.0405361	0.118017	0.732284	0.00336329	0.0075936	0.00430136	0.0337248	0.0042968	0.00257084	0.00452862	0.0154692	0.272413	0	0.230328	0.225114	0	0.272145	0.272413	0.230328	0.225114	0.272145	0.283144	0.216454	0.217421	0.282981
3823	1	-2544222	-2544241	19.03492	0.00506492	0.0126856	0.00367989	0.103147	0.00199295	0.0950608	0.0400115	0.114396	0.73518	0.00322853	0.00800938	0.0289908	0.00757999	0.00446311	0.00258219	0.00731151	0.0144675	0.272781	0	0.229351	0.224566	0	0.273302	0.272781	0.229351	0.224566	0.273302	0.283142	0.216457	0.217193	0.283208
3824	0	-2544495	-2544514	19.02396	0.00550436	0.0125927	0.00447707	0.101609	0.00216142	0.0944963	0.0400165	0.118908	0.733532	0.00324478	0.00764068	0.00438703	0.0336304	0.00435633	0.00264761	0.00451266	0.0152304	0.272989	0	0.230146	0.224936	0	0.271929	0.272989	0.230146	0.224936	0.271929	0.282539	0.216637	0.217605	0.28322
3825	1	-2544217	-2544236	19.02798	0.00548404	0.0128295	0.00407062	0.102876	0.00210505	0.094847	0.0400793	0.114827	0.734658	0.00313848	0.00767448	0.0290255	0.00782093	0.00440939	0.00260195	0.00742804	0.0146705	0.271464	0	0.229542	0.226103	0	0.272891	0.271464	0.229542	0.226103	0.272891	0.28339	0.216628	0.217011	0.282971
3826	0	-2544493	-2544512	19.05079	0.00574983	0.0125839	0.00438293	0.101139	0.00201227	0.0935006	0.0402622	0.118741	0.731713	0.0032575	0.00759818	0.00424094	0.033825	0.00438964	0.00269361	0.0044179	0.0157576	0.272862	0	0.229886	0.225449	0	0.271803	0.272862	0.229886	0.225449	0.271803	0.28254	0.216638	0.217199	0.283623
3827	1	-2544215	-2544234	19.05007	0.00548328	0.0125555	0.00379927	0.101676	0.00200654	0.0953338	0.0400421	0.115521	0.732787	0.00327929	0.00759481	0.0295974	0.00761574	0.00439637	0.00253612	0.00746485	0.0146472	0.271033	0	0.229678	0.226237	0	0.273053	0.271033	0.229678	0.226237	0.273053	0.28339	0.216628	0.217011	0.282971
3828	0	-2544490	-2544509	19.03949	0.00585469	0.0127531	0.00424623	0.102011	0.00199609	0.0947825	0.0397832	0.118083	0.732086	0.00322708	0.00732734	0.0043511	0.0338087	0.0042891	0.00260637	0.00448171	0.0157082	0.272434	0	0.230001	0.226189	0	0.271376	0.272434	0.230001	0.226189	0.271376	0.282905	0.216528	0.217088	0.283479
3829	1	-2544215	-2544234	19.04298	0.0050881	0.0128363	0.00372724	0.102452	0.00203142	0.0946996	0.0401266	0.115024	0.734091	0.00320173	0.00792392	0.02909	0.00784729	0.00434953	0.00248253	0.00745294	0.0146221	0.272872	0	0.229082	0.226074	0	0.271971	0.272872	0.229082	0.226074	0.271971	0.283218	0.216496	0.216879	0.283407
3830	0	-2544499	-2544518	19.03605	0.00585657	0.0129996	0.00440022	0.102052	0.00210838	0.0942082	0.040083	0.118008	0.732423	0.00326732	0.00733947	0.00418283	0.0341356	0.00443876	0.00258467	0.00435789	0.0152933	0.270828	0	0.23128	0.225676	0	0.272216	0.270828	0.23128	0.225676	0.272216	0.282905	0.216528	0.217088	0.283479
3831	1	-2544214	-2544233	19.04374	0.00521516	0.0123315	0.00387988	0.102294	0.00201088	0.0950653	0.0400919	0.115634	0.733054	0.00326913	0.00777166	0.0292258	0.00778999	0.00453689	0.00270057	0.0074032	0.0146966	0.271985	0	0.228996	0.227228	0	0.27179	0.271985	0.228996	0.227228	0.27179	0.283267	0.21642	0.216891	0.283422
3832	0	-2544496	-2544515	19.01968	0.00557985	0.0129135	0.0044591	0.102003	0.00203222	0.0948282	0.039977	0.11811	0.733688	0.00314203	0.0075755	0.00446123	0.0337775	0.00440382	0.00264894	0.004491	0.0152843	0.271848	0	0.230396	0.224813	0	0.272943	0.271848	0.230396	0.224813	0.272943	0.28234	0.216699	0.21726	0.283702
3833	1	-2544219	-2544238	19.0563	0.00530374	0.0123327	0.00392784	0.102618	0.00199934	0.0955558	0.0403271	0.116029	0.729957	0.00329262	0.00788363	0.0294335	0.0077661	0.00444906	0.00257735	0.00757717	0.0146841	0.272611	0	0.229524	0.225448	0	0.272416	0.272611	0.229524	0.225448	0.272416	0.283253	0.216459	0.216869	0.283418
3834	0	-2544493	-2544512	19.01434	0.00579986	0.0127407	0.00430805	0.10246	0.00210723	0.0941563	0.0400708	0.118877	0.733736	0.0032735	0.00743259	0.00428135	0.0335811	0.00436282	0.00262571	0.00437792	0.0157185	0.27166	0	0.230236	0.226395	0	0.27171	0.27166	0.230236	0.226395	0.27171	0.282485	0.216296	0.217371	0.283848
3835	1	-2544218	-2544237	19.03844	0.00535723	0.0128869	0.0039271	0.102619	0.00192607	0.0942894	0.0403397	0.115583	0.733322	0.00322223	0.00730066	0.0293332	0.00788361	0.0045529	0.00261412	0.007272	0.0150702	0.272741	0	0.229345	0.225555	0	0.27236	0.272741	0.229345	0.225555	0.27236	0.283137	0.21637	0.21678	0.283712
3836	0	-2544494	-2544513	19.01448	0.00577915	0.0126143	0.00441526	0.102052	0.00220492	0.0946524	0.0401088	0.118543	0.733106	0.00333348	0.00763209	0.00429485	0.0338974	0.0043206	0.00263247	0.00432964	0.0159781	0.271782	0	0.230045	0.225713	0	0.272459	0.271782	0.230045	0.225713	0.272459	0.282796	0.216534	0.21761	0.283061
3837	1	-2544220	-2544239	19.06017	0.00510635	0.0128515	0.00404723	0.102321	0.00196492	0.0936653	0.0404672	0.115254	0.732094	0.00342044	0.00756478	0.0295361	0.00790347	0.00452333	0.00258399	0.00746417	0.0145579	0.272741	0	0.229345	0.225555	0	0.27236	0.272741	0.229345	0.225555	0.27236	0.282461	0.216843	0.216869	0.283827
3838	0	-2544495	-2544515	19.01655	0.00562993	0.0129865	0.00426921	0.101848	0.00208679	0.094771	0.0393516	0.119241	0.732853	0.00330678	0.00749652	0.00438602	0.0340053	0.00441794	0.00258434	0.00458792	0.0158664	0.271975	0	0.230276	0.225096	0	0.272653	0.271975	0.230276	0.225096	0.272653	0.282623	0.216632	0.217303	0.283443
3839	1	-2544217	-2544236	19.06343	0.00501253	0.0125723	0.00380062	0.102276	0.00197801	0.0949052	0.0403802	0.114897	0.731752	0.00323588	0.00761843	0.029463	0.00806549	0.00442594	0.00259436	0.00722013	0.0148039	0.270211	0	0.230075	0.226585	0	0.273129	0.270211	0.230075	0.226585	0.273129	0.282376	0.217887	0.216442	0.283294
3840	0	-2544490	-2544509	19.03751	0.00557992	0.0125616	0.00436157	0.102058	0.00210067	0.0941688	0.0399167	0.118117	0.732554	0.00334387	0.00771553	0.00432801	0.033763	0.00436462	0.00266822	0.00432278	0.0156686	0.271743	0	0.23008	0.225757	0	0.27242	0.271743	0.23008	0.225757	0.27242	0.282637	0.216593	0.217314	0.283457
3841	1	-2544219	-2544238	19.04629	0.00505672	0.0125261	0.00386842	0.103426	0.00193136	0.0947667	0.0402703	0.11505	0.732569	0.00332172	0.00740328	0.0290441	0.00794183	0.00440988	0.00258824	0.00750343	0.015038	0.270211	0	0.230075	0.226585	0	0.273129	0.270211	0.230075	0.226585	0.273129	0.283784	0.217327	0.216323	0.282566
3842	0	-2544494	-2544513	19.03318	0.00594916	0.0128907	0.00436213	0.102282	0.00213582	0.094901	0.0400143	0.118681	0.730815	0.00339532	0.0073779	0.00442124	0.0335221	0.00432812	0.00265833	0.00445528	0.0158363	0.271721	0	0.23006	0.225738	0	0.272481	0.271721	0.23006	0.225738	0.272481	0.282733	0.216947	0.217388	0.282933
3843	1	-2544218	-2544237	19.05122	0.00507416	0.0127125	0.0040115	0.102775	0.00212083	0.0950767	0.0401786	0.114796	0.73243	0.00332921	0.00754815	0.0290246	0.00785498	0.00447521	0.00252422	0.0075195	0.0147707	0.270111	0	0.22999	0.225154	0	0.274744	0.270111	0.22999	0.225154	0.274744	0.283793	0.217303	0.21633	0.282574
3844	0	-2544498	-2544517	19.06314	0.00575184	0.0123729	0.00427218	0.101152	0.00204715	0.0947803	0.0398382	0.118345	0.730249	0.00326164	0.00730378	0.00440963	0.0340964	0.00418884	0.0026238	0.00442359	0.0159139	0.270646	0	0.230305	0.224977	0	0.274072	0.270646	0.230305	0.224977	0.274072	0.282645	0.216879	0.217631	0.282845
3845	1	-2544222	-2544241	19.02017	0.00484605	0.0126799	0.0037067	0.103863	0.00208905	0.0952211	0.0401707	0.115919	0.733222	0.00335864	0.00761237	0.029466	0.0079259	0.00454173	0.00259847	0.00746473	0.0146414	0.271769	0	0.229493	0.224228	0	0.27451	0.271769	0.229493	0.224228	0.27451	0.283546	0.217113	0.217012	0.282328
3846	0	-2544495	-2544514	18.99806	0.00580759	0.0126997	0.00428409	0.101922	0.00200215	0.0941502	0.0399204	0.118104	0.73579	0.00330582	0.00747582	0.00447148	0.034338	0.0043278	0.00260567	0.00447697	0.0158545	0.270554	0	0.230228	0.225239	0	0.273979	0.270554	0.230228	0.225239	0.273979	0.282637	0.216873	0.217625	0.282864
3847	1	-2544227	-2544246	19.0274	0.0049979	0.0124414	0.00379344	0.102962	0.00205872	0.0951993	0.0396795	0.116066	0.733937	0.00321407	0.00743101	0.0293694	0.0081711	0.0046746	0.00277678	0.00729517	0.0145368	0.271111	0	0.230183	0.224213	0	0.274493	0.271111	0.230183	0.224213	0.274493	0.283546	0.217113	0.217012	0.282328
3848	0	-2544497	-2544516	19.03486	0.00598547	0.0128369	0.00442208	0.101699	0.002127	0.0939015	0.0401408	0.118069	0.732522	0.00327777	0.00729275	0.00438719	0.0337102	0.00439214	0.00268138	0.00450192	0.0159102	0.270599	0	0.230101	0.225276	0	0.274024	0.270599	0.230101	0.225276	0.274024	0.282544	0.216802	0.217553	0.283101
3849	1	-2544219	-2544238	19.03729	0.0051437	0.0126449	0.00366791	0.10346	0.00208655	0.0951375	0.0396792	0.115571	0.732431	0.00339317	0.00787161	0.0293312	0.00783669	0.00444879	0.0026455	0.00750753	0.0147582	0.271443	0	0.230465	0.224488	0	0.273604	0.271443	0.230465	0.224488	0.273604	0.283458	0.217356	0.216945	0.282241
3850	0	-2544494	-2544513	19.00405	0.00569039	0.012731	0.00429966	0.101796	0.00200939	0.0944953	0.0398509	0.118273	0.735546	0.00339831	0.00751571	0.00425679	0.0336477	0.00452424	0.00259242	0.00453733	0.0157747	0.270599	0	0.230101	0.225276	0	0.274024	0.270599	0.230101	0.225276	0.274024	0.282739	0.216951	0.217013	0.283296
3851	1	-2544217	-2544237	19.03971	0.0054581	0.0128489	0.00386774	0.102113	0.00191676	0.0947652	0.0400715	0.115181	0.733382	0.00340533	0.00794211	0.029325	0.00760051	0.00441418	0.00264702	0.00752912	0.014905	0.271148	0	0.230215	0.225331	0	0.273306	0.271148	0.230215	0.225331	0.273306	0.283155	0.217123	0.217246	0.282476
3852	0	-2544500	-2544519	19.02046	0.00556818	0.0128125	0.00448496	0.101967	0.00198713	0.0946002	0.0399567	0.118461	0.733485	0.00322684	0.00752737	0.0043139	0.0335794	0.00462426	0.00256375	0.00449925	0.0156402	0.272995	0	0.231426	0.225889	0	0.269691	0.272995	0.231426	0.225889	0.269691	0.282864	0.216605	0.217109	0.283422
3853	1	-2544211	-2544230	19.04307	0.00505225	0.0126264	0.00382209	0.102497	0.00205093	0.0944331	0.0399131	0.114957	0.733962	0.00336568	0.00764252	0.0296231	0.00771153	0.00447749	0.00261693	0.00749728	0.0147882	0.271097	0	0.230171	0.225478	0	0.273254	0.271097	0.230171	0.225478	0.273254	0.283151	0.21686	0.217102	0.282887
3854	0	-2544494	-2544513	19.04363	0.00569569	0.0126973	0.00427622	0.101182	0.00200875	0.0946318	0.0399005	0.118493	0.732141	0.00336424	0.00758592	0.00445332	0.0338025	0.00432655	0.00251545	0.004481	0.0154255	0.274239	0	0.229172	0.224927	0	0.271662	0.274239	0.229172	0.224927	0.271662	0.282864	0.216605	0.217109	0.283422
3855	1	-2544221	-2544241	19.04958	0.00509078	0.012892	0.00422032	0.102275	0.00223265	0.0943744	0.0400487	0.115319	0.732494	0.00338301	0.00757263	0.0294272	0.00786556	0.00444128	0.00251651	0.00720966	0.015022	0.270805	0	0.229924	0.226311	0	0.272961	0.270805	0.229924	0.226311	0.272961	0.283146	0.216874	0.217098	0.282882
3856	0	-2544494	-2544513	19.04565	0.00569955	0.0126081	0.00439038	0.101563	0.00198226	0.0935774	0.0399629	0.118957	0.732224	0.00324641	0.00721352	0.00452611	0.0340028	0.00426282	0.00265842	0.00435785	0.0155471	0.271906	0	0.230109	0.225213	0	0.272772	0.271906	0.230109	0.225213	0.272772	0.282993	0.216249	0.217208	0.28355
3857	1	-2544214	-2544233	19.05263	0.00514269	0.012618	0.00391899	0.102956	0.00216777	0.0950448	0.0401437	0.114666	0.731975	0.00336344	0.00762681	0.0292898	0.00803036	0.00449373	0.00249673	0.00751176	0.0146349	0.270687	0	0.229823	0.226648	0	0.272841	0.270687	0.229823	0.226648	0.272841	0.28312	0.216854	0.217078	0.282948
3858	0	-2544499	-2544518	19.04417	0.00542868	0.0128228	0.00424278	0.101532	0.00206313	0.0944414	0.0402435	0.119157	0.730114	0.00337932	0.00792023	0.00434835	0.0335706	0.00428452	0.0027468	0.00455376	0.0160776	0.271906	0	0.230109	0.225213	0	0.272772	0.271906	0.230109	0.225213	0.272772	0.283138	0.216289	0.21732	0.283253
3859	1	-2544216	-2544235	19.03866	0.00496724	0.0126531	0.00386849	0.102516	0.00197946	0.0942121	0.0398555	0.114897	0.734571	0.00326534	0.00762951	0.0295691	0.00830587	0.00443152	0.00266809	0.00749318	0.0145946	0.270673	0	0.229812	0.226637	0	0.272879	0.270673	0.229812	0.226637	0.272879	0.28312	0.216854	0.217078	0.282948
3860	0	-2544501	-2544520	19.03845	0.00583376	0.0128765	0.00424011	0.102292	0.00202666	0.0942695	0.0398832	0.117693	0.732526	0.00330154	0.00734416	0.00447078	0.0337191	0.00437071	0.00256294	0.00419584	0.0158926	0.272194	0	0.227618	0.2269	0	0.273289	0.272194	0.227618	0.2269	0.273289	0.283965	0.216402	0.216682	0.282951
3861	1	-2544217	-2544236	19.03885	0.00481011	0.0130578	0.00380634	0.103347	0.00204964	0.0951872	0.0398911	0.115402	0.73205	0.00334108	0.00771298	0.0292486	0.00830048	0.00451161	0.00254804	0.00734989	0.0148445	0.27067	0	0.229819	0.226634	0	0.272876	0.27067	0.229819	0.226634	0.272876	0.28312	0.216854	0.217078	0.282948
3862	0	-2544500	-2544519	19.01158	0.00595229	0.012479	0.00432272	0.102175	0.00206965	0.0943313	0.0399257	0.118337	0.734213	0.00321196	0.00761262	0.00430972	0.0343515	0.0042979	0.00260586	0.00457849	0.0154117	0.270758	0	0.229583	0.227811	0	0.271848	0.270758	0.229583	0.227811	0.271848	0.283813	0.216822	0.216566	0.282799
3863	1	-2544215	-2544234	19.08989	0.00519065	0.0125682	0.00391552	0.102414	0.00211786	0.0950761	0.0398331	0.114463	0.729433	0.00330893	0.00767608	0.0292383	0.00775883	0.0043862	0.0025201	0.00755886	0.0148959	0.27067	0	0.229819	0.226634	0	0.272876	0.27067	0.229819	0.226634	0.272876	0.283583	0.216769	0.216914	0.282734
3864	0	-2544501	-2544520	19.01488	0.00572094	0.0128008	0.0040538	0.101325	0.0020454	0.094687	0.0403408	0.118289	0.733704	0.00327947	0.00738991	0.00457393	0.0339829	0.00456478	0.00261672	0.00445573	0.0160247	0.270663	0	0.228797	0.228405	0	0.272134	0.270663	0.228797	0.228405	0.272134	0.283337	0.216458	0.216203	0.284002
3865	1	-2544216	-2544235	19.04976	0.00542968	0.0126226	0.00393205	0.10215	0.00196231	0.0953179	0.0401053	0.114818	0.733197	0.00327657	0.00762102	0.0290743	0.00787427	0.00434975	0.00250872	0.00722055	0.0149083	0.272626	0	0.230019	0.225585	0	0.27177	0.272626	0.230019	0.225585	0.27177	0.283263	0.21669	0.217415	0.282632
3866	0	-2544493	-2544512	19.02185	0.00569424	0.0127993	0.00446765	0.101471	0.00210972	0.0941354	0.0396634	0.118003	0.734513	0.00323309	0.00745193	0.0043617	0.0341474	0.00450207	0.00261999	0.00436433	0.0156219	0.272014	0	0.229021	0.22616	0	0.272804	0.272014	0.229021	0.22616	0.272804	0.283172	0.216915	0.216077	0.283836
3867	1	-2544219	-2544238	19.03806	0.00537452	0.012351	0.00397251	0.102371	0.00216486	0.0951262	0.0398242	0.115854	0.733396	0.0033269	0.00767474	0.0291556	0.00751454	0.00439175	0.00262364	0.00759888	0.0148177	0.272646	0	0.230036	0.225529	0	0.27179	0.272646	0.230036	0.225529	0.27179	0.283189	0.217309	0.216944	0.282558
3868	0	-2544497	-2544516	19.04695	0.00539363	0.0125607	0.00427273	0.101684	0.0019484	0.0951276	0.0402372	0.11781	0.731188	0.00323394	0.00765505	0.00458475	0.0337572	0.00436013	0.00264574	0.00449381	0.015696	0.272051	0	0.229488	0.225044	0	0.273417	0.272051	0.229488	0.225044	0.273417	0.28377	0.217373	0.216655	0.282202
3869	1	-2544218	-2544237	19.01786	0.00536085	0.0128787	0.00381597	0.102535	0.00200075	0.0948588	0.0399145	0.114185	0.73627	0.00325801	0.00764836	0.029211	0.00784926	0.00439911	0.00271136	0.00738094	0.0152807	0.272021	0	0.230178	0.225844	0	0.271957	0.272021	0.230178	0.225844	0.271957	0.282568	0.216831	0.216876	0.283725
3870	0	-2544495	-2544514	19.03699	0.00550076	0.0124829	0.00424596	0.101686	0.00207151	0.0948062	0.0403271	0.117834	0.732321	0.00327194	0.00753302	0.00450692	0.0341073	0.00441061	0.00268944	0.00447646	0.0153734	0.2722	0	0.22972	0.225584	0	0.272497	0.2722	0.22972	0.225584	0.272497	0.28393	0.215973	0.217194	0.282904
3871	1	-2544215	-2544234	19.04073	0.00507816	0.0126723	0.00375003	0.102081	0.00200542	0.0956253	0.0404996	0.114655	0.733533	0.00334297	0.00775971	0.0291891	0.00795315	0.00439715	0.00264148	0.00726735	0.0148195	0.271654	0	0.229868	0.226887	0	0.271591	0.271654	0.229868	0.226887	0.271591	0.282335	0.216653	0.217521	0.283492
3872	0	-2544493	-2544512	19.01433	0.00556854	0.0126736	0.00437221	0.101351	0.00207861	0.0949963	0.0399898	0.117898	0.734673	0.00329337	0.00755737	0.00458158	0.034012	0.00421922	0.00254853	0.00442753	0.0156688	0.271099	0	0.230934	0.225406	0	0.272561	0.271099	0.230934	0.225406	0.272561	0.282695	0.216839	0.217293	0.283172
3873	1	-2544214	-2544233	19.04137	0.0050659	0.0127509	0.00393206	0.102162	0.00206868	0.0954202	0.0401952	0.115257	0.732805	0.00341611	0.00780953	0.0291003	0.00786506	0.00443304	0.00266799	0.00742845	0.0148291	0.272448	0	0.23054	0.226352	0	0.27066	0.272448	0.23054	0.226352	0.27066	0.282335	0.216653	0.217521	0.283492
3874	0	-2544494	-2544513	19.02517	0.00545031	0.0125363	0.0043983	0.101677	0.00208516	0.0953684	0.0402728	0.117878	0.733142	0.00327335	0.00743203	0.00450767	0.0338368	0.00432348	0.00264457	0.00451873	0.0154816	0.271339	0	0.230858	0.225332	0	0.272471	0.271339	0.230858	0.225332	0.272471	0.282695	0.216839	0.217293	0.283172
3875	1	-2544215	-2544234	19.05316	0.00503111	0.012668	0.00395163	0.102449	0.00211662	0.0954513	0.0396957	0.114646	0.733145	0.0033455	0.00764441	0.0290097	0.00777591	0.00447014	0.00263868	0.00727316	0.0147171	0.271679	0	0.228978	0.226455	0	0.272889	0.271679	0.228978	0.226455	0.272889	0.283693	0.216243	0.217109	0.282955
3876	0	-2544492	-2544511	19.03207	0.00551043	0.0126671	0.00431437	0.101247	0.00207063	0.0942784	0.0398887	0.118527	0.733478	0.0032852	0.0076899	0.00407914	0.0338852	0.00444132	0.00263811	0.00443773	0.0156986	0.272631	0	0.230449	0.224932	0	0.271988	0.272631	0.230449	0.224932	0.271988	0.282695	0.216839	0.217293	0.283172
3877	1	-2544219	-2544238	19.0605	0.00485186	0.0123268	0.0037946	0.102146	0.00205462	0.0948497	0.0399288	0.115624	0.731452	0.00320177	0.0075394	0.0293592	0.0082348	0.00447836	0.0027065	0.00750554	0.0152398	0.271823	0	0.229099	0.226044	0	0.273034	0.271823	0.229099	0.226044	0.273034	0.283443	0.216932	0.216918	0.282706
3878	0	-2544495	-2544514	19.04882	0.00571655	0.0127122	0.0043509	0.101694	0.00197301	0.0943141	0.0397661	0.118347	0.731621	0.00328856	0.00751281	0.00444484	0.0338528	0.00421184	0.0025459	0.00426812	0.0158416	0.272837	0	0.230622	0.225102	0	0.27144	0.272837	0.230622	0.225102	0.27144	0.282316	0.216548	0.217001	0.284135
3879	1	-2544223	-2544242	19.02645	0.00516276	0.0126087	0.00376399	0.101951	0.00194261	0.0950844	0.039936	0.114019	0.736977	0.00329654	0.00768243	0.0293456	0.00810446	0.00452296	0.00257697	0.00725707	0.0144674	0.272922	0	0.229472	0.22445	0	0.273156	0.272922	0.229472	0.22445	0.273156	0.282423	0.217303	0.217084	0.28319
3880	0	-2544496	-2544515	19.02309	0.00579237	0.0127794	0.00424206	0.100913	0.00197972	0.0944292	0.040484	0.118213	0.733981	0.00329109	0.00730022	0.00456481	0.0338182	0.00432248	0.00258785	0.0044749	0.0158609	0.272837	0	0.230622	0.225102	0	0.27144	0.272837	0.230622	0.225102	0.27144	0.282316	0.216548	0.217001	0.284135
3881	1	-2544218	-2544237	19.04538	0.00517246	0.0125556	0.00369985	0.102658	0.00206376	0.0951621	0.0400113	0.115413	0.732456	0.00331709	0.00784798	0.0292905	0.00805661	0.00441985	0.00259009	0.0074412	0.0146501	0.273068	0	0.230684	0.224571	0	0.271677	0.273068	0.230684	0.224571	0.271677	0.283512	0.216973	0.216755	0.28276
3882	0	-2544493	-2544512	19.0162	0.00522729	0.0127546	0.00427158	0.102221	0.00205752	0.0943555	0.0403641	0.118368	0.73355	0.00339022	0.00771759	0.00445761	0.0339036	0.00431858	0.00260898	0.00452541	0.0156311	0.272921	0	0.230385	0.225171	0	0.271523	0.272921	0.230385	0.225171	0.271523	0.28271	0.21685	0.217304	0.283136
3883	1	-2544216	-2544235	19.0615	0.00518058	0.0127845	0.00395729	0.102781	0.00201498	0.0949292	0.0401837	0.114163	0.732006	0.0032722	0.00764747	0.0292934	0.00780168	0.00442764	0.00261875	0.00725918	0.0148726	0.272207	0	0.229132	0.224608	0	0.274054	0.272207	0.229132	0.224608	0.274054	0.283597	0.217038	0.216819	0.282546
3884	0	-2544502	-2544521	18.98858	0.00536583	0.0124203	0.00435332	0.102066	0.00197175	0.0956277	0.0398511	0.119824	0.734495	0.00317912	0.00760833	0.00429534	0.0341472	0.00441914	0.00270844	0.00452532	0.0156286	0.271184	0	0.23046	0.226743	0	0.271612	0.271184	0.23046	0.226743	0.271612	0.282737	0.216554	0.217456	0.283253
3885	1	-2544217	-2544236	19.05919	0.00508084	0.0128399	0.00382217	0.10274	0.0020121	0.0947728	0.0398347	0.115426	0.730676	0.00335977	0.00764584	0.0300093	0.00774195	0.00438653	0.00261092	0.00734743	0.0151188	0.272544	0	0.229687	0.224886	0	0.272883	0.272544	0.229687	0.224886	0.272883	0.28232	0.216777	0.217034	0.283869
3886	0	-2544494	-2544513	19.02657	0.00577439	0.0124829	0.00420978	0.101483	0.00207496	0.0952598	0.0405105	0.117511	0.733104	0.00328224	0.00739483	0.00427515	0.0338629	0.00448577	0.00267209	0.00452577	0.0157783	0.272609	0	0.23038	0.22498	0	0.272031	0.272609	0.23038	0.22498	0.272031	0.282537	0.217107	0.217302	0.283053
3887	1	-2544224	-2544243	19.01341	0.00576281	0.0127645	0.00386778	0.102429	0.00198571	0.0939027	0.0399307	0.115576	0.736536	0.00319515	0.00774316	0.0291892	0.00736221	0.00455144	0.00262422	0.00753305	0.0150481	0.272499	0	0.230254	0.224849	0	0.272398	0.272499	0.230254	0.224849	0.272398	0.282248	0.216978	0.216978	0.283796
3888	0	-2544493	-2544512	19.01926	0.00543711	0.0129119	0.00428243	0.101261	0.001977	0.0944811	0.0399757	0.118817	0.734346	0.00324886	0.00754708	0.0043251	0.0339415	0.00424227	0.00263738	0.00443411	0.0155515	0.271934	0	0.229809	0.226899	0	0.271358	0.271934	0.229809	0.226899	0.271358	0.283117	0.216293	0.216904	0.283686
